VBELN,POSNR,LFSTA,FKSTA,GBSTA,ABSTA,LFGSA,WBSTA
0001005663,000050,B,A,A,,B,B
0001005663,000060,C,A,A,,A,B
0001005664,000010,A,A,B,,A,B
0001005664,000020,B,B,A,,A,B
0001005664,000030,A,B,B,,B,A
0001005664,000040,B,C,C,,A,C
0001005665,000010,B,C,A,,A,B
0001005665,000020,B,B,C,,B,A
0001005665,000030,B,C,A,,A,B
0001005665,000040,B,A,A,,C,B
0001005665,000050,B,C,C,,C,B
0001005665,000060,A,C,A,,B,B
0001005666,000010,B,B,A,,C,C
0001005666,000020,B,A,B,,B,C
0001005666,000030,A,B,C,,B,A
0001005666,000040,C,C,B,,A,B
0001005666,000050,C,C,A,,B,B
0001005666,000060,A,B,B,,B,A
0001005666,000070,C,C,B,,A,B
0001005666,000080,B,C,A,,A,B
0001005667,000010,B,B,C,,B,A
0001005667,000020,B,B,B,,A,C
0001005667,000030,A,C,A,,A,A
0001005667,000040,A,A,A,,B,B
0001005667,000050,B,A,B,,B,B
0001005668,000010,A,B,A,,B,A
0001005668,000020,A,A,B,,B,C
0001005669,000010,A,C,C,,A,A
0001005669,000020,B,B,C,,A,A
0001005669,000030,A,C,B,,C,A
0001005669,000040,C,C,B,,B,B
0001005669,000050,C,B,B,,B,C
0001005669,000060,B,B,B,,A,A
0001005669,000070,B,A,C,,B,A
0001005670,000010,B,C,A,,B,A
0001005670,000020,A,C,B,,A,A
0001005671,000010,B,C,A,,B,A
0001005672,000010,B,C,A,,A,A
0001005672,000020,B,B,A,,B,B
0001005672,000030,B,B,B,,C,A
0001005673,000010,B,C,B,,B,B
0001005673,000020,A,B,C,,A,A
0001005673,000030,B,C,A,,B,C
0001005673,000040,B,B,B,,C,C
0001005674,000010,C,A,A,,B,B
0001005674,000020,B,A,C,,A,C
0001005674,000030,A,A,A,,C,A
0001005674,000040,B,A,C,,B,A
0001005674,000050,A,C,B,,B,B
0001005675,000010,A,A,A,,C,A
0001005675,000020,B,C,A,,B,C
0001005675,000030,B,B,C,,B,A
0001005675,000040,A,B,B,,B,A
0001005675,000050,A,B,C,,B,B
0001005676,000010,C,C,C,,C,B
0001005676,000020,A,B,A,,A,B
0001005676,000030,B,C,B,,B,B
0001005677,000010,B,A,A,,B,C
0001005677,000020,A,A,A,,C,B
0001005677,000030,C,A,C,,A,B
0001005677,000040,A,B,C,,B,B
0001005677,000050,C,C,B,,C,C
0001005678,000010,A,C,B,,A,A
0001005678,000020,B,B,B,,A,B
0001005678,000030,B,B,B,,B,A
0001005679,000010,A,C,A,,C,B
0001005679,000020,C,C,B,,B,A
0001005679,000030,C,A,A,,B,B
0001005679,000040,B,C,A,,B,A
0001005679,000050,A,C,B,,B,C
0001005679,000060,B,A,B,,B,A
0001005679,000070,A,A,A,,B,B
0001005679,000080,A,B,C,,B,A
0001005680,000010,C,C,B,,C,A
0001005680,000020,B,C,A,,B,A
0001005680,000030,A,B,B,,A,B
0001005680,000040,A,B,B,,C,C
0001005680,000050,C,A,B,,C,B
0001005681,000010,A,B,A,,A,B
0001005681,000020,A,B,B,,C,B
0001005681,000030,B,B,B,,A,A
0001005681,000040,C,C,B,,B,A
0001005681,000050,A,B,B,,B,A
0001005681,000060,B,C,C,,C,C
0001005681,000070,C,B,A,,A,B
0001005681,000080,B,C,A,,A,C
0001005682,000010,B,A,A,,A,B
0001005682,000020,A,A,A,,B,B
0001005682,000030,A,C,A,,A,B
0001005682,000040,B,C,B,,B,B
0001005682,000050,C,C,B,,B,A
0001005682,000060,B,B,B,,C,A
0001005682,000070,B,B,A,,B,B
0001005682,000080,B,B,B,,A,B
0001005683,000010,A,C,A,,B,A
0001005683,000020,B,B,C,,A,C
0001005683,000030,C,B,B,,B,B
0001005683,000040,B,A,A,,C,C
0001005683,000050,C,B,A,,B,B
0001005683,000060,C,C,A,,B,B
0001005684,000010,B,B,A,,B,B
0001005684,000020,B,A,A,,B,A
0001005684,000030,A,C,A,,C,A
0001005684,000040,B,B,B,,B,B
0001005685,000010,A,B,A,,B,B
0001005685,000020,B,B,C,,C,B
0001005685,000030,B,C,A,,B,B
0001005685,000040,B,A,A,,C,B
0001005685,000050,B,B,A,,B,B
0001005686,000010,A,A,A,,B,C
0001005687,000010,A,B,B,,A,A
0001005687,000020,A,C,A,,A,A
0001005687,000030,A,B,B,,B,C
0001005687,000040,A,B,B,,B,A
0001005687,000050,C,A,C,,B,A
0001005687,000060,B,B,A,,B,B
0001005687,000070,B,A,A,,B,A
0001005688,000010,B,B,C,,B,B
0001005688,000020,A,C,A,,A,A
0001005688,000030,B,B,B,,A,A
0001005688,000040,A,C,C,,B,A
0001005688,000050,B,B,B,,A,A
0001005688,000060,A,C,C,,A,B
0001005688,000070,B,C,B,,A,A
0001005689,000010,B,B,A,,B,A
0001005689,000020,A,B,C,,B,B
0001005689,000030,B,B,B,,A,C
0001005689,000040,A,B,B,,A,A
0001005689,000050,B,B,A,,C,B
0001005689,000060,B,B,B,,C,C
0001005690,000010,B,B,B,,B,B
0001005690,000020,B,A,A,,B,A
0001005690,000030,A,A,A,,A,B
0001005691,000010,C,B,A,,C,A
0001005691,000020,B,C,B,,B,A
0001005691,000030,B,B,C,,B,B
0001005692,000010,C,B,A,,A,C
0001005692,000020,B,B,A,,C,B
0001005693,000010,B,B,A,,B,B
0001005693,000020,A,C,A,,A,A
0001005693,000030,C,A,A,,B,B
0001005694,000010,B,B,B,,B,B
0001005694,000020,C,A,C,,B,C
0001005694,000030,A,C,A,,B,B
0001005694,000040,B,B,B,,A,A
0001005695,000010,A,A,C,,A,A
0001005695,000020,A,C,B,,B,A
0001005695,000030,B,B,C,,B,B
0001005695,000040,C,B,A,,B,B
0001005695,000050,A,A,B,,B,B
0001005695,000060,B,B,B,,C,B
0001005696,000010,A,C,A,,B,A
0001005696,000020,C,C,B,,B,A
0001005696,000030,C,B,A,,B,A
0001005697,000010,A,B,A,,B,A
0001005697,000020,B,B,B,,C,A
0001005697,000030,C,B,A,,B,A
0001005697,000040,B,C,B,,B,B
0001005697,000050,B,B,B,,B,B
0001005698,000010,B,C,C,,A,B
0001005698,000020,B,A,C,,C,A
0001005698,000030,B,C,B,,A,A
0001005698,000040,B,C,A,,A,B
0001005698,000050,C,C,A,,A,C
0001005698,000060,B,B,B,,B,B
0001005698,000070,B,B,A,,B,B
0001005699,000010,B,C,C,,A,C
0001005699,000020,B,B,A,,B,B
0001005699,000030,C,C,B,,B,B
0001005700,000010,A,B,C,,B,A
0001005700,000020,A,B,B,,C,C
0001005700,000030,B,C,A,,C,B
0001005700,000040,A,C,C,,A,C
0001005701,000010,A,A,A,,B,A
0001005701,000020,B,B,A,,A,B
0001005701,000030,B,C,C,,B,B
0001005701,000040,A,A,A,,C,A
0001005701,000050,B,C,A,,A,A
0001005702,000010,B,C,B,,B,C
0001005702,000020,A,B,A,,B,A
0001005702,000030,B,A,C,,A,C
0001005702,000040,B,A,B,,C,B
0001005703,000010,C,C,B,,C,B
0001005703,000020,C,C,B,,B,C
0001005703,000030,B,B,B,,A,A
0001005704,000010,B,C,A,,C,A
0001005704,000020,B,B,C,,B,B
0001005705,000010,A,C,B,,A,B
0001005705,000020,B,B,C,,C,B
0001005705,000030,C,B,A,,A,B
0001005705,000040,A,A,A,,B,A
0001005705,000050,A,B,A,,C,A
0001005705,000060,A,B,A,,A,C
0001005706,000010,C,C,B,,B,A
0001005706,000020,B,C,C,,A,A
0001005706,000030,B,C,B,,B,A
0001005706,000040,A,B,B,,C,A
0001005706,000050,A,C,C,,B,B
0001005706,000060,B,B,A,,A,A
0001005707,000010,B,A,C,,B,B
0001005707,000020,B,A,B,,B,B
0001005707,000030,B,B,C,,B,A
0001005707,000040,B,A,C,,B,B
0001005707,000050,B,A,A,,A,B
0001005707,000060,B,B,B,,B,A
0001005708,000010,B,A,A,,B,B
0001005708,000020,B,A,A,,B,A
0001005708,000030,B,B,B,,B,B
0001005708,000040,B,B,B,,C,B
0001005708,000050,C,B,B,,A,A
0001005708,000060,C,B,B,,C,A
0001005708,000070,C,B,B,,A,B
0001005708,000080,B,B,B,,B,A
0001005709,000010,B,C,B,,A,B
0001005709,000020,B,A,B,,A,B
0001005709,000030,B,A,C,,B,B
0001005709,000040,B,A,B,,B,B
0001005709,000050,A,B,B,,B,B
0001005709,000060,B,C,A,,B,A
0001005710,000010,B,C,B,,B,B
0001005710,000020,A,C,A,,A,B
0001005710,000030,B,B,A,,B,A
0001005711,000010,B,A,C,,A,A
0001005712,000010,B,B,C,,A,B
0001005712,000020,A,B,A,,B,A
0001005712,000030,B,C,B,,C,B
0001005712,000040,B,B,A,,B,B
0001005712,000050,C,A,B,,C,B
0001005713,000010,B,C,B,,A,B
0001005713,000020,A,A,A,,C,A
0001005713,000030,B,B,B,,A,C
0001005713,000040,A,C,A,,A,A
0001005713,000050,C,C,A,,B,A
0001005714,000010,A,B,A,,C,A
0001005714,000020,B,C,A,,B,B
0001005714,000030,B,A,C,,B,C
0001005714,000040,A,B,C,,A,A
0001005714,000050,B,B,B,,C,C
0001005714,000060,B,C,A,,C,C
0001005715,000010,B,B,B,,B,B
0001005715,000020,B,A,B,,C,A
0001005715,000030,B,B,C,,C,A
0001005715,000040,C,B,A,,C,A
0001005715,000050,A,B,A,,B,B
0001005715,000060,A,A,A,,A,A
0001005716,000010,B,A,B,,C,A
0001005716,000020,C,C,A,,B,B
0001005716,000030,A,B,A,,A,B
0001005717,000010,A,A,C,,A,A
0001005717,000020,B,B,A,,C,A
0001005717,000030,C,C,B,,B,A
0001005717,000040,A,B,B,,B,A
0001005717,000050,A,B,A,,B,A
0001005717,000060,A,B,C,,B,A
0001005718,000010,C,B,C,,A,B
0001005718,000020,A,C,B,,B,B
0001005718,000030,A,B,B,,B,C
0001005718,000040,A,C,B,,B,B
0001005718,000050,C,A,A,,B,C
0001005718,000060,C,B,B,,B,A
0001005718,000070,A,C,B,,B,A
0001005719,000010,B,B,C,,B,A
0001005719,000020,B,B,A,,A,A
0001005719,000030,B,C,B,,A,C
0001005719,000040,B,B,A,,B,A
0001005719,000050,B,B,A,,B,A
0001005720,000010,A,C,B,,B,A
0001005720,000020,C,B,A,,A,C
0001005720,000030,A,A,A,,C,B
0001005721,000010,C,A,C,,B,A
0001005721,000020,B,B,A,,B,B
0001005721,000030,B,B,B,,B,A
0001005721,000040,A,C,A,,A,A
0001005721,000050,A,B,B,,B,B
0001005721,000060,B,B,B,,B,B
0001005722,000010,B,B,B,,B,A
0001005722,000020,B,B,A,,A,C
0001005722,000030,B,C,A,,B,A
0001005722,000040,A,B,A,,B,B
0001005723,000010,B,A,A,,B,B
0001005723,000020,C,A,B,,A,C
0001005723,000030,B,A,B,,B,B
0001005724,000010,A,B,C,,B,B
0001005724,000020,B,B,A,,C,C
0001005724,000030,C,C,A,,B,A
0001005724,000040,A,B,A,,B,B
0001005725,000010,B,B,A,,A,A
0001005725,000020,A,B,B,,A,A
0001005725,000030,C,B,B,,B,C
0001005725,000040,A,B,A,,B,B
0001005725,000050,A,A,C,,C,B
0001005725,000060,B,B,B,,B,C
0001005726,000010,B,A,C,,B,B
0001005726,000020,B,B,A,,B,A
0001005727,000010,A,B,C,,A,A
0001005727,000020,A,A,A,,B,B
0001005727,000030,B,C,A,,A,A
0001005727,000040,B,A,B,,B,A
0001005727,000050,B,C,C,,C,A
0001005727,000060,B,B,A,,B,A
0001005727,000070,B,B,A,,A,C
0001005728,000010,A,B,C,,A,A
0001005728,000020,B,A,A,,B,A
0001005728,000030,B,A,A,,C,A
0001005728,000040,A,C,A,,C,A
0001005728,000050,B,C,B,,C,B
0001005728,000060,B,B,A,,A,B
0001005728,000070,B,A,A,,C,C
0001005728,000080,A,B,B,,B,A
0001005729,000010,A,A,B,,B,C
0001005729,000020,B,A,C,,B,B
0001005729,000030,C,B,B,,A,C
0001005729,000040,A,B,C,,C,B
0001005729,000050,B,B,B,,C,B
0001005729,000060,A,C,B,,C,C
0001005729,000070,B,C,B,,B,B
0001005729,000080,B,B,B,,B,B
0001005729,000090,B,B,A,,C,B
0001005729,000100,B,B,A,,C,A
0001005730,000010,B,A,A,,A,B
0001005730,000020,B,A,B,,B,A
0001005730,000030,A,C,C,,B,B
0001005730,000040,B,B,B,,B,B
0001005730,000050,B,B,B,,A,B
0001005731,000010,B,B,A,,B,A
0001005731,000020,B,B,C,,A,C
0001005731,000030,B,B,B,,A,C
0001005731,000040,C,A,A,,C,A
0001005732,000010,A,A,A,,B,B
0001005732,000020,B,B,A,,B,C
0001005732,000030,B,C,A,,B,C
0001005732,000040,B,B,A,,B,B
0001005733,000010,C,C,C,,B,C
0001005733,000020,C,A,A,,B,A
0001005733,000030,C,B,B,,A,B
0001005733,000040,C,A,B,,A,A
0001005733,000050,A,B,A,,B,C
0001005733,000060,B,A,C,,C,B
0001005733,000070,A,B,B,,A,B
0001005733,000080,A,A,C,,C,B
0001005733,000090,B,A,C,,C,C
0001005733,000100,A,B,A,,A,A
0001005733,000110,C,C,C,,A,B
0001005734,000010,A,A,C,,B,C
0001005734,000020,A,B,C,,B,A
0001005734,000030,A,A,C,,C,C
0001005734,000040,B,B,B,,A,B
0001005735,000010,B,B,A,,A,A
0001005735,000020,B,B,A,,A,C
0001005735,000030,A,A,A,,C,C
0001005735,000040,C,C,B,,C,A
0001005736,000010,A,C,A,,B,A
0001005736,000020,A,B,B,,A,C
0001005736,000030,A,A,B,,B,B
0001005736,000040,C,B,B,,A,A
0001005737,000010,B,A,B,,B,C
0001005737,000020,A,C,A,,A,A
0001005737,000030,B,B,B,,B,B
0001005738,000010,B,B,C,,B,A
0001005738,000020,A,B,B,,B,B
0001005738,000030,C,A,A,,B,B
0001005738,000040,B,A,C,,B,B
0001005739,000010,A,A,A,,A,C
0001005739,000020,A,B,A,,A,A
0001005739,000030,C,B,C,,B,B
0001005739,000040,B,B,A,,B,B
0001005739,000050,C,C,A,,B,A
0001005740,000010,A,B,A,,B,B
0001005740,000020,A,B,A,,A,A
0001005741,000010,B,C,B,,A,A
0001005741,000020,A,C,A,,C,A
0001005741,000030,B,C,B,,B,A
0001005741,000040,B,C,B,,C,A
0001005741,000050,B,C,C,,C,A
0001005741,000060,B,B,B,,B,A
0001005741,000070,B,C,A,,B,B
0001005741,000080,C,C,A,,A,A
0001005742,000010,B,A,B,,B,C
0001005742,000020,A,A,B,,B,A
0001005742,000030,B,C,A,,B,A
0001005742,000040,B,C,A,,B,A
0001005742,000050,C,A,B,,B,C
0001005742,000060,B,C,C,,A,A
0001005742,000070,B,B,C,,A,C
0001005743,000010,A,B,B,,C,C
0001005743,000020,C,C,C,,A,B
0001005743,000030,B,C,B,,A,B
0001005743,000040,C,B,A,,C,B
0001005743,000050,A,B,B,,C,A
0001005744,000010,A,C,A,,B,A
0001005744,000020,C,C,A,,B,C
0001005744,000030,B,C,C,,B,B
0001005744,000040,A,B,C,,C,C
0001005744,000050,C,A,B,,A,B
0001005745,000010,B,B,A,,B,A
0001005745,000020,C,A,B,,A,C
0001005745,000030,C,B,A,,B,C
0001005745,000040,B,C,B,,A,C
0001005746,000010,A,A,B,,A,C
0001005746,000020,B,C,C,,A,A
0001005746,000030,B,C,C,,A,B
0001005746,000040,B,A,C,,B,B
0001005746,000050,B,A,A,,A,A
0001005746,000060,B,C,A,,A,C
0001005746,000070,A,B,B,,B,A
0001005747,000010,B,B,B,,B,B
0001005747,000020,B,C,B,,B,C
0001005747,000030,B,C,C,,B,A
0001005747,000040,A,B,A,,B,C
0001005748,000010,C,B,B,,B,B
0001005748,000020,C,B,A,,C,C
0001005748,000030,C,B,C,,B,B
0001005748,000040,C,B,A,,B,B
0001005748,000050,C,B,A,,C,B
0001005749,000010,A,B,A,,B,C
0001005749,000020,B,C,B,,A,A
0001005749,000030,B,C,B,,B,A
0001005749,000040,B,B,A,,A,B
0001005749,000050,A,A,B,,A,C
0001005749,000060,A,C,C,,B,B
0001005750,000010,B,B,C,,B,C
0001005750,000020,B,B,C,,B,C
0001005750,000030,A,A,A,,C,A
0001005750,000040,B,B,A,,C,C
0001005750,000050,A,C,C,,B,C
0001005750,000060,C,B,C,,B,C
0001005750,000070,A,C,A,,A,B
0001005750,000080,B,A,B,,A,C
0001005751,000010,C,B,A,,B,A
0001005751,000020,B,B,A,,B,A
0001005751,000030,A,B,B,,B,B
0001005751,000040,C,C,B,,A,C
0001005752,000010,B,B,A,,B,B
0001005752,000020,B,B,B,,A,B
0001005753,000010,B,A,A,,B,A
0001005753,000020,A,B,A,,A,B
0001005753,000030,A,B,B,,A,B
0001005753,000040,A,B,A,,B,B
0001005753,000050,A,B,C,,B,B
0001005753,000060,C,B,A,,B,C
0001005754,000010,B,C,A,,C,B
0001005754,000020,B,A,A,,B,A
0001005754,000030,B,C,B,,C,A
0001005754,000040,B,B,A,,A,A
0001005754,000050,A,A,A,,C,B
0001005754,000060,C,C,B,,C,A
0001005755,000010,B,B,C,,B,B
0001005755,000020,A,B,A,,B,A
0001005755,000030,C,B,A,,C,C
0001005755,000040,C,A,B,,B,B
0001005756,000010,B,B,B,,A,B
0001005756,000020,B,B,A,,B,A
0001005756,000030,C,B,A,,A,A
0001005756,000040,A,C,A,,B,B
0001005756,000050,B,C,C,,B,A
0001005756,000060,B,A,B,,B,B
0001005757,000010,C,B,B,,C,B
0001005757,000020,A,B,A,,A,A
0001005757,000030,B,C,A,,A,C
0001005757,000040,B,A,B,,B,A
0001005758,000010,B,A,C,,C,A
0001005758,000020,B,B,C,,B,A
0001005758,000030,C,A,C,,A,C
0001005758,000040,A,A,B,,B,C
0001005758,000050,C,C,C,,C,A
0001005758,000060,A,C,A,,B,A
0001005759,000010,B,B,A,,B,B
0001005759,000020,B,C,C,,A,A
0001005759,000030,B,B,A,,A,A
0001005759,000040,C,B,C,,B,B
0001005760,000010,C,B,B,,B,B
0001005760,000020,B,A,B,,A,A
0001005760,000030,C,A,C,,B,A
0001005760,000040,B,B,C,,A,B
0001005761,000010,B,B,B,,A,C
0001005761,000020,A,B,A,,C,C
0001005761,000030,C,B,B,,C,A
0001005761,000040,B,A,C,,A,B
0001005761,000050,B,C,A,,A,A
0001005761,000060,B,B,A,,C,B
0001005762,000010,B,B,A,,B,A
0001005762,000020,C,C,B,,A,A
0001005763,000010,C,B,B,,A,A
0001005763,000020,A,B,C,,A,A
0001005763,000030,B,C,C,,A,B
0001005763,000040,B,B,B,,B,C
0001005764,000010,A,B,C,,A,B
0001005764,000020,B,C,B,,B,B
0001005764,000030,C,B,A,,A,A
0001005764,000040,B,C,B,,C,C
0001005764,000050,B,B,A,,B,A
0001005765,000010,C,A,C,,B,B
0001005765,000020,A,A,A,,B,A
0001005765,000030,A,B,A,,C,C
0001005765,000040,C,B,C,,C,C
0001005766,000010,C,A,C,,C,B
0001005766,000020,B,A,B,,C,B
0001005766,000030,B,B,B,,C,B
0001005766,000040,A,B,A,,C,B
0001005766,000050,A,C,A,,A,C
0001005766,000060,B,B,B,,A,B
0001005766,000070,B,A,A,,A,A
0001005767,000010,B,B,B,,B,B
0001005767,000020,B,B,B,,B,A
0001005767,000030,A,C,B,,B,B
0001005767,000040,B,A,A,,B,B
0001005767,000050,B,A,C,,B,A
0001005768,000010,B,B,A,,A,B
0001005768,000020,B,A,A,,B,A
0001005768,000030,B,A,A,,B,A
0001005768,000040,A,A,B,,B,A
0001005769,000010,A,A,C,,A,A
0001005769,000020,A,C,A,,B,B
0001005769,000030,B,B,A,,A,A
0001005769,000040,B,B,B,,A,C
0001005770,000010,B,B,C,,A,A
0001005770,000020,A,B,C,,C,B
0001005770,000030,C,B,A,,C,A
0001005770,000040,B,A,A,,A,A
0001005770,000050,B,B,A,,B,A
0001005771,000010,A,A,C,,B,B
0001005771,000020,C,B,B,,B,B
0001005771,000030,B,A,C,,B,C
0001005772,000010,A,C,A,,A,A
0001005772,000020,B,B,A,,B,C
0001005772,000030,B,B,A,,A,A
0001005772,000040,B,C,A,,B,B
0001005773,000010,A,B,A,,C,A
0001005773,000020,A,A,B,,B,B
0001005773,000030,B,C,A,,A,A
0001005773,000040,C,C,A,,A,B
0001005773,000050,B,B,B,,A,B
0001005773,000060,A,B,A,,A,A
0001005773,000070,A,A,B,,A,A
0001005774,000010,B,A,C,,B,B
0001005774,000020,B,B,B,,C,A
0001005774,000030,A,B,B,,C,C
0001005774,000040,B,B,A,,B,B
0001005774,000050,B,C,A,,B,A
0001005774,000060,B,A,C,,A,B
0001005774,000070,B,A,B,,B,A
0001005774,000080,B,C,A,,B,A
0001005775,000010,C,A,A,,C,C
0001005775,000020,B,A,A,,C,C
0001005775,000030,A,B,B,,C,B
0001005775,000040,A,C,A,,B,B
0001005776,000010,B,B,A,,B,A
0001005776,000020,B,A,B,,B,A
0001005776,000030,B,B,B,,C,A
0001005776,000040,B,A,B,,B,B
0001005776,000050,C,B,B,,A,A
0001005777,000010,A,B,B,,B,B
0001005777,000020,B,B,B,,C,A
0001005777,000030,B,A,A,,C,B
0001005777,000040,B,A,A,,A,B
0001005777,000050,B,C,C,,B,A
0001005778,000010,B,B,A,,B,B
0001005778,000020,B,A,B,,C,B
0001005778,000030,B,C,C,,B,A
0001005779,000010,C,B,C,,B,B
0001005779,000020,B,B,A,,A,B
0001005779,000030,A,C,C,,A,B
0001005779,000040,B,B,A,,B,C
0001005779,000050,B,C,A,,A,A
0001005779,000060,A,B,A,,A,C
0001005780,000010,B,B,A,,A,B
0001005780,000020,B,A,B,,B,A
0001005780,000030,A,A,A,,A,B
0001005780,000040,A,C,A,,B,B
0001005780,000050,B,B,A,,B,B
0001005780,000060,C,C,C,,B,B
0001005780,000070,B,B,C,,B,A
0001005780,000080,B,A,B,,B,C
0001005780,000090,B,B,C,,C,C
0001005780,000100,A,A,B,,C,B
0001005781,000010,A,C,A,,A,A
0001005781,000020,A,B,A,,A,C
0001005782,000010,B,C,A,,A,B
0001005782,000020,B,B,C,,C,A
0001005782,000030,A,B,A,,C,B
0001005782,000040,A,B,A,,A,A
0001005782,000050,B,C,B,,B,A
0001005782,000060,B,C,B,,A,C
0001005782,000070,A,B,C,,A,A
0001005783,000010,A,A,C,,C,C
0001005783,000020,A,C,B,,C,B
0001005783,000030,A,B,B,,A,B
0001005783,000040,A,B,C,,B,B
0001005784,000010,A,B,C,,A,B
0001005784,000020,A,B,B,,B,A
0001005784,000030,B,B,B,,A,A
0001005785,000010,B,C,C,,B,A
0001005785,000020,B,C,C,,A,A
0001005785,000030,C,C,A,,C,C
0001005785,000040,A,C,B,,C,C
0001005785,000050,A,B,A,,B,A
0001005785,000060,C,A,A,,A,B
0001005785,000070,B,B,C,,B,B
0001005786,000010,C,C,A,,B,C
0001005787,000010,B,C,B,,A,C
0001005787,000020,A,A,B,,B,A
0001005787,000030,B,C,B,,C,C
0001005787,000040,B,C,C,,A,A
0001005787,000050,B,C,B,,B,B
0001005787,000060,A,B,B,,B,C
0001005787,000070,B,B,B,,B,C
0001005788,000010,B,C,A,,C,A
0001005788,000020,B,B,B,,B,C
0001005788,000030,B,B,B,,B,A
0001005789,000010,C,C,C,,B,C
0001005789,000020,B,C,A,,A,B
0001005789,000030,B,C,C,,B,B
0001005789,000040,B,C,A,,B,C
0001005790,000010,A,B,A,,B,C
0001005790,000020,A,B,B,,B,C
0001005790,000030,B,B,B,,A,B
0001005790,000040,B,C,B,,A,B
0001005790,000050,A,A,B,,B,B
0001005791,000010,C,C,A,,B,A
0001005791,000020,B,C,A,,B,A
0001005791,000030,B,C,A,,A,C
0001005791,000040,B,A,B,,B,A
0001005791,000050,C,B,A,,A,B
0001005791,000060,B,B,B,,B,A
0001005792,000010,B,B,C,,B,B
0001005792,000020,B,C,C,,C,C
0001005792,000030,A,A,A,,A,B
0001005792,000040,B,B,A,,B,B
0001005792,000050,C,C,B,,B,B
0001005793,000010,B,B,B,,C,A
0001005793,000020,C,A,B,,C,A
0001005793,000030,A,A,A,,B,A
0001005794,000010,B,B,A,,C,B
0001005794,000020,C,B,A,,B,B
0001005794,000030,C,B,C,,C,B
0001005794,000040,A,A,B,,C,B
0001005795,000010,B,A,C,,B,C
0001005795,000020,B,A,C,,B,C
0001005795,000030,A,B,C,,B,C
0001005795,000040,C,A,A,,A,B
0001005796,000010,A,C,B,,A,A
0001005796,000020,B,A,A,,B,A
0001005796,000030,B,B,C,,A,C
0001005796,000040,B,A,C,,C,C
0001005797,000010,B,B,C,,C,A
0001005797,000020,A,B,A,,A,A
0001005797,000030,A,B,B,,B,A
0001005797,000040,B,B,A,,C,B
0001005797,000050,B,C,C,,B,B
0001005797,000060,C,B,A,,B,A
0001005797,000070,B,A,A,,A,A
0001005797,000080,A,C,B,,A,B
0001005797,000090,A,B,A,,B,B
0001005798,000010,A,C,A,,A,A
0001005798,000020,A,A,B,,B,B
0001005799,000010,C,A,B,,B,A
0001005799,000020,C,C,C,,B,C
0001005799,000030,C,A,C,,B,B
0001005799,000040,A,A,A,,B,C
0001005799,000050,C,C,A,,A,C
0001005799,000060,B,A,A,,C,C
0001005800,000010,B,B,B,,A,B
0001005800,000020,C,C,C,,C,A
0001005800,000030,A,C,C,,B,A
0001005800,000040,A,B,A,,A,A
0001005800,000050,A,B,A,,A,B
0001005800,000060,A,B,C,,B,C
0001005800,000070,A,C,A,,B,A
0001005800,000080,B,B,C,,C,B
0001005800,000090,B,B,C,,A,B
0001005800,000100,A,B,A,,C,B
0001005801,000010,A,A,C,,A,B
0001005801,000020,C,B,B,,B,A
0001005801,000030,A,B,A,,C,A
0001005801,000040,B,A,C,,A,A
0001005801,000050,B,B,A,,C,B
0001005801,000060,B,B,A,,B,C
0001005802,000010,B,C,B,,B,A
0001005802,000020,C,B,C,,B,B
0001005802,000030,B,B,A,,C,B
0001005802,000040,B,B,C,,B,A
0001005802,000050,B,A,A,,A,A
0001005802,000060,A,A,A,,A,B
0001005802,000070,A,C,B,,A,C
0001005802,000080,B,C,B,,B,B
0001005803,000010,B,C,A,,A,C
0001005803,000020,C,C,C,,C,A
0001005803,000030,A,A,A,,A,B
0001005803,000040,B,A,A,,C,A
0001005803,000050,C,B,C,,B,A
0001005803,000060,A,B,B,,B,A
0001005804,000010,A,B,C,,B,B
0001005805,000010,B,B,B,,A,B
0001005805,000020,A,B,C,,B,B
0001005805,000030,B,B,B,,A,A
0001005805,000040,B,C,C,,A,C
0001005805,000050,A,B,C,,B,B
0001005805,000060,A,C,A,,C,A
0001005806,000010,C,B,A,,B,B
0001005806,000020,A,B,A,,B,C
0001005806,000030,B,C,A,,B,C
0001005806,000040,C,A,A,,C,A
0001005806,000050,A,B,B,,B,B
0001005806,000060,A,B,B,,B,C
0001005807,000010,B,B,A,,C,A
0001005807,000020,B,B,B,,C,A
0001005807,000030,A,A,C,,C,A
0001005808,000010,A,C,B,,C,B
0001005808,000020,A,B,B,,B,C
0001005808,000030,B,B,B,,B,A
0001005809,000010,B,C,C,,B,B
0001005809,000020,A,A,C,,B,A
0001005809,000030,B,C,C,,A,B
0001005809,000040,A,B,B,,B,B
0001005810,000010,B,C,A,,A,B
0001005810,000020,A,A,B,,C,C
0001005810,000030,A,C,C,,C,C
0001005810,000040,A,C,C,,B,A
0001005810,000050,C,B,B,,C,A
0001005811,000010,C,B,B,,A,A
0001005811,000020,B,A,C,,B,B
0001005811,000030,A,C,A,,B,B
0001005811,000040,B,B,A,,B,C
0001005811,000050,B,C,C,,B,A
0001005811,000060,A,B,A,,A,B
0001005812,000010,B,B,A,,B,A
0001005812,000020,A,C,B,,A,B
0001005812,000030,C,B,A,,B,C
0001005812,000040,C,B,A,,A,A
0001005813,000010,C,B,B,,A,A
0001005813,000020,C,C,A,,A,B
0001005814,000010,A,A,A,,B,C
0001005814,000020,B,B,C,,B,A
0001005814,000030,C,A,B,,B,B
