MATNR,WERKS,PSTAT,LVORM,DISMM,DISPO,EKGRP
000000000000000786,3000,KE,,PD,001,001
000000000000000786,2000,KE,,PD,001,001
000000000000000786,1000,KE,,PD,001,001
000000000000000787,2000,KE,,PD,001,001
000000000000000787,3000,KE,,PD,001,001
000000000000000787,1000,KE,,PD,001,001
000000000000000788,3000,KE,,PD,001,001
000000000000000788,2000,KE,,PD,001,001
000000000000000789,2000,KE,,PD,001,001
000000000000000789,1000,KE,,PD,001,001
000000000000000790,3000,KE,,PD,001,001
000000000000000790,2000,KE,,PD,001,001
000000000000000790,1000,KE,,PD,001,001
000000000000000791,2000,KE,,PD,001,001
000000000000000791,3000,KE,,PD,001,001
000000000000000792,2000,KE,,PD,001,001
000000000000000792,3000,KE,,PD,001,001
000000000000000793,2000,KE,,PD,001,001
000000000000000793,3000,KE,,PD,001,001
000000000000000793,1000,KE,,PD,001,001
000000000000000794,2000,KE,,PD,001,001
000000000000000794,1000,KE,,PD,001,001
000000000000000795,1000,KE,,PD,001,001
000000000000000795,2000,KE,,PD,001,001
000000000000000796,3000,KE,,PD,001,001
000000000000000796,1000,KE,,PD,001,001
000000000000000797,1000,KE,,PD,001,001
000000000000000797,3000,KE,,PD,001,001
000000000000000797,2000,KE,,PD,001,001
000000000000000798,1000,KE,,PD,001,001
000000000000000798,2000,KE,,PD,001,001
000000000000000799,3000,KE,,PD,001,001
000000000000000800,3000,KE,,PD,001,001
000000000000000800,1000,KE,,PD,001,001
000000000000000801,3000,KE,,PD,001,001
000000000000000802,3000,KE,,PD,001,001
000000000000000802,1000,KE,,PD,001,001
000000000000000803,2000,KE,,PD,001,001
000000000000000803,1000,KE,,PD,001,001
000000000000000804,3000,KE,,PD,001,001
000000000000000804,2000,KE,,PD,001,001
000000000000000804,1000,KE,,PD,001,001
000000000000000805,2000,KE,,PD,001,001
000000000000000805,1000,KE,,PD,001,001
000000000000000805,3000,KE,,PD,001,001
000000000000000806,1000,KE,,PD,001,001
000000000000000807,3000,KE,,PD,001,001
000000000000000807,2000,KE,,PD,001,001
000000000000000808,3000,KE,,PD,001,001
000000000000000809,1000,KE,,PD,001,001
000000000000000810,2000,KE,,PD,001,001
000000000000000811,1000,KE,,PD,001,001
000000000000000811,3000,KE,,PD,001,001
000000000000000812,2000,KE,,PD,001,001
000000000000000813,1000,KE,,PD,001,001
000000000000000813,3000,KE,,PD,001,001
000000000000000814,1000,KE,,PD,001,001
000000000000000815,3000,KE,,PD,001,001
000000000000000815,1000,KE,,PD,001,001
000000000000000815,2000,KE,,PD,001,001
000000000000000816,3000,KE,,PD,001,001
000000000000000817,2000,KE,,PD,001,001
000000000000000818,1000,KE,,PD,001,001
000000000000000818,2000,KE,,PD,001,001
000000000000000819,1000,KE,,PD,001,001
000000000000000820,1000,KE,,PD,001,001
000000000000000820,3000,KE,,PD,001,001
000000000000000821,2000,KE,,PD,001,001
000000000000000821,1000,KE,,PD,001,001
000000000000000821,3000,KE,,PD,001,001
000000000000000822,2000,KE,,PD,001,001
000000000000000822,1000,KE,,PD,001,001
000000000000000823,1000,KE,,PD,001,001
000000000000000824,2000,KE,,PD,001,001
000000000000000825,2000,KE,,PD,001,001
000000000000000825,3000,KE,,PD,001,001
000000000000000826,2000,KE,,PD,001,001
000000000000000827,3000,KE,,PD,001,001
000000000000000827,2000,KE,,PD,001,001
000000000000000827,1000,KE,,PD,001,001
000000000000000828,2000,KE,,PD,001,001
000000000000000829,1000,KE,,PD,001,001
000000000000000830,3000,KE,,PD,001,001
000000000000000831,2000,KE,,PD,001,001
000000000000000831,1000,KE,,PD,001,001
000000000000000831,3000,KE,,PD,001,001
000000000000000832,3000,KE,,PD,001,001
000000000000000832,1000,KE,,PD,001,001
000000000000000833,2000,KE,,PD,001,001
000000000000000833,3000,KE,,PD,001,001
000000000000000833,1000,KE,,PD,001,001
000000000000000834,1000,KE,,PD,001,001
000000000000000834,2000,KE,,PD,001,001
000000000000000834,3000,KE,,PD,001,001
000000000000000835,1000,KE,,PD,001,001
000000000000000835,3000,KE,,PD,001,001
000000000000000835,2000,KE,,PD,001,001
000000000000000836,1000,KE,,PD,001,001
000000000000000837,3000,KE,,PD,001,001
000000000000000838,3000,KE,,PD,001,001
000000000000000838,2000,KE,,PD,001,001
000000000000000839,2000,KE,,PD,001,001
000000000000000839,3000,KE,,PD,001,001
000000000000000840,3000,KE,,PD,001,001
000000000000000841,2000,KE,,PD,001,001
000000000000000842,2000,KE,,PD,001,001
000000000000000842,3000,KE,,PD,001,001
000000000000000843,1000,KE,,PD,001,001
000000000000000844,3000,KE,,PD,001,001
000000000000000844,1000,KE,,PD,001,001
000000000000000845,2000,KE,,PD,001,001
000000000000000845,3000,KE,,PD,001,001
000000000000000846,3000,KE,,PD,001,001
000000000000000847,2000,KE,,PD,001,001
000000000000000847,1000,KE,,PD,001,001
000000000000000848,2000,KE,,PD,001,001
000000000000000848,1000,KE,,PD,001,001
000000000000000848,3000,KE,,PD,001,001
000000000000000849,1000,KE,,PD,001,001
000000000000000849,2000,KE,,PD,001,001
000000000000000850,3000,KE,,PD,001,001
000000000000000850,1000,KE,,PD,001,001
000000000000000851,1000,KE,,PD,001,001
000000000000000852,2000,KE,,PD,001,001
000000000000000853,2000,KE,,PD,001,001
000000000000000854,2000,KE,,PD,001,001
000000000000000855,1000,KE,,PD,001,001
000000000000000856,2000,KE,,PD,001,001
000000000000000856,3000,KE,,PD,001,001
000000000000000857,3000,KE,,PD,001,001
000000000000000858,1000,KE,,PD,001,001
000000000000000859,2000,KE,,PD,001,001
000000000000000860,1000,KE,,PD,001,001
000000000000000860,3000,KE,,PD,001,001
000000000000000860,2000,KE,,PD,001,001
000000000000000861,3000,KE,,PD,001,001
000000000000000861,1000,KE,,PD,001,001
000000000000000862,3000,KE,,PD,001,001
000000000000000863,1000,KE,,PD,001,001
000000000000000864,1000,KE,,PD,001,001
000000000000000865,3000,KE,,PD,001,001
000000000000000865,2000,KE,,PD,001,001
000000000000000866,2000,KE,,PD,001,001
000000000000000867,2000,KE,,PD,001,001
000000000000000867,1000,KE,,PD,001,001
000000000000000868,1000,KE,,PD,001,001
000000000000000868,3000,KE,,PD,001,001
000000000000000869,3000,KE,,PD,001,001
000000000000000869,2000,KE,,PD,001,001
000000000000000870,3000,KE,,PD,001,001
000000000000000871,3000,KE,,PD,001,001
000000000000000872,1000,KE,,PD,001,001
000000000000000873,3000,KE,,PD,001,001
000000000000000873,2000,KE,,PD,001,001
000000000000000873,1000,KE,,PD,001,001
000000000000000874,1000,KE,,PD,001,001
000000000000000875,2000,KE,,PD,001,001
000000000000000875,1000,KE,,PD,001,001
000000000000000876,3000,KE,,PD,001,001
000000000000000877,3000,KE,,PD,001,001
000000000000000877,1000,KE,,PD,001,001
000000000000000877,2000,KE,,PD,001,001
000000000000000878,1000,KE,,PD,001,001
000000000000000878,3000,KE,,PD,001,001
000000000000000878,2000,KE,,PD,001,001
000000000000000879,1000,KE,,PD,001,001
000000000000000880,3000,KE,,PD,001,001
000000000000000881,1000,KE,,PD,001,001
000000000000000881,2000,KE,,PD,001,001
000000000000000882,3000,KE,,PD,001,001
000000000000000883,1000,KE,,PD,001,001
000000000000000883,3000,KE,,PD,001,001
000000000000000883,2000,KE,,PD,001,001
000000000000000884,1000,KE,,PD,001,001
000000000000000884,3000,KE,,PD,001,001
000000000000000885,1000,KE,,PD,001,001
000000000000000886,2000,KE,,PD,001,001
000000000000000887,1000,KE,,PD,001,001
000000000000000887,2000,KE,,PD,001,001
000000000000000888,3000,KE,,PD,001,001
000000000000000888,2000,KE,,PD,001,001
000000000000000888,1000,KE,,PD,001,001
000000000000000889,2000,KE,,PD,001,001
000000000000000890,3000,KE,,PD,001,001
000000000000000890,2000,KE,,PD,001,001
000000000000000891,2000,KE,,PD,001,001
000000000000000892,3000,KE,,PD,001,001
000000000000000893,1000,KE,,PD,001,001
000000000000000894,2000,KE,,PD,001,001
000000000000000894,3000,KE,,PD,001,001
000000000000000895,2000,KE,,PD,001,001
000000000000000895,3000,KE,,PD,001,001
000000000000000896,1000,KE,,PD,001,001
000000000000000897,2000,KE,,PD,001,001
000000000000000897,3000,KE,,PD,001,001
000000000000000898,2000,KE,,PD,001,001
000000000000000899,3000,KE,,PD,001,001
000000000000000900,3000,KE,,PD,001,001
000000000000000900,1000,KE,,PD,001,001
000000000000000900,2000,KE,,PD,001,001
000000000000000901,3000,KE,,PD,001,001
000000000000000901,2000,KE,,PD,001,001
000000000000000902,3000,KE,,PD,001,001
000000000000000902,2000,KE,,PD,001,001
000000000000000902,1000,KE,,PD,001,001
000000000000000903,1000,KE,,PD,001,001
000000000000000904,3000,KE,,PD,001,001
000000000000000905,3000,KE,,PD,001,001
000000000000000906,2000,KE,,PD,001,001
000000000000000907,2000,KE,,PD,001,001
000000000000000908,3000,KE,,PD,001,001
000000000000000908,1000,KE,,PD,001,001
000000000000000909,2000,KE,,PD,001,001
000000000000000909,1000,KE,,PD,001,001
000000000000000909,3000,KE,,PD,001,001
000000000000000910,2000,KE,,PD,001,001
000000000000000910,1000,KE,,PD,001,001
000000000000000910,3000,KE,,PD,001,001
000000000000000911,2000,KE,,PD,001,001
000000000000000911,1000,KE,,PD,001,001
000000000000000912,1000,KE,,PD,001,001
000000000000000913,1000,KE,,PD,001,001
000000000000000914,3000,KE,,PD,001,001
000000000000000914,1000,KE,,PD,001,001
000000000000000914,2000,KE,,PD,001,001
000000000000000915,2000,KE,,PD,001,001
000000000000000915,1000,KE,,PD,001,001
000000000000000915,3000,KE,,PD,001,001
000000000000000916,3000,KE,,PD,001,001
000000000000000916,2000,KE,,PD,001,001
000000000000000916,1000,KE,,PD,001,001
000000000000000917,2000,KE,,PD,001,001
000000000000000918,2000,KE,,PD,001,001
000000000000000919,2000,KE,,PD,001,001
000000000000000920,1000,KE,,PD,001,001
000000000000000921,1000,KE,,PD,001,001
000000000000000922,3000,KE,,PD,001,001
000000000000000923,3000,KE,,PD,001,001
000000000000000923,1000,KE,,PD,001,001
000000000000000924,3000,KE,,PD,001,001
000000000000000924,1000,KE,,PD,001,001
000000000000000925,3000,KE,,PD,001,001
000000000000000925,2000,KE,,PD,001,001
000000000000000926,2000,KE,,PD,001,001
000000000000000927,3000,KE,,PD,001,001
000000000000000928,2000,KE,,PD,001,001
000000000000000929,1000,KE,,PD,001,001
000000000000000929,2000,KE,,PD,001,001
000000000000000930,2000,KE,,PD,001,001
000000000000000930,3000,KE,,PD,001,001
000000000000000930,1000,KE,,PD,001,001
000000000000000931,2000,KE,,PD,001,001
000000000000000931,3000,KE,,PD,001,001
000000000000000931,1000,KE,,PD,001,001
000000000000000932,3000,KE,,PD,001,001
000000000000000933,2000,KE,,PD,001,001
000000000000000933,1000,KE,,PD,001,001
000000000000000934,1000,KE,,PD,001,001
000000000000000935,1000,KE,,PD,001,001
000000000000000935,3000,KE,,PD,001,001
000000000000000936,1000,KE,,PD,001,001
000000000000000936,2000,KE,,PD,001,001
000000000000000937,3000,KE,,PD,001,001
000000000000000938,2000,KE,,PD,001,001
000000000000000938,3000,KE,,PD,001,001
000000000000000939,1000,KE,,PD,001,001
000000000000000939,2000,KE,,PD,001,001
000000000000000940,2000,KE,,PD,001,001
000000000000000940,1000,KE,,PD,001,001
000000000000000940,3000,KE,,PD,001,001
000000000000000941,3000,KE,,PD,001,001
000000000000000942,2000,KE,,PD,001,001
000000000000000943,2000,KE,,PD,001,001
000000000000000944,2000,KE,,PD,001,001
000000000000000944,1000,KE,,PD,001,001
000000000000000945,3000,KE,,PD,001,001
000000000000000946,2000,KE,,PD,001,001
000000000000000947,1000,KE,,PD,001,001
000000000000000947,3000,KE,,PD,001,001
000000000000000947,2000,KE,,PD,001,001
000000000000000948,2000,KE,,PD,001,001
000000000000000949,3000,KE,,PD,001,001
000000000000000950,3000,KE,,PD,001,001
000000000000000951,3000,KE,,PD,001,001
000000000000000951,2000,KE,,PD,001,001
000000000000000951,1000,KE,,PD,001,001
000000000000000952,3000,KE,,PD,001,001
000000000000000952,2000,KE,,PD,001,001
000000000000000952,1000,KE,,PD,001,001
000000000000000953,3000,KE,,PD,001,001
000000000000000954,3000,KE,,PD,001,001
000000000000000955,1000,KE,,PD,001,001
000000000000000955,2000,KE,,PD,001,001
000000000000000955,3000,KE,,PD,001,001
000000000000000956,1000,KE,,PD,001,001
000000000000000956,3000,KE,,PD,001,001
000000000000000957,3000,KE,,PD,001,001
000000000000000957,2000,KE,,PD,001,001
000000000000000958,1000,KE,,PD,001,001
000000000000000959,1000,KE,,PD,001,001
000000000000000959,3000,KE,,PD,001,001
000000000000000960,3000,KE,,PD,001,001
000000000000000960,2000,KE,,PD,001,001
000000000000000961,3000,KE,,PD,001,001
000000000000000962,3000,KE,,PD,001,001
000000000000000962,1000,KE,,PD,001,001
000000000000000963,3000,KE,,PD,001,001
000000000000000963,1000,KE,,PD,001,001
000000000000000963,2000,KE,,PD,001,001
000000000000000964,1000,KE,,PD,001,001
000000000000000965,1000,KE,,PD,001,001
000000000000000966,2000,KE,,PD,001,001
000000000000000966,3000,KE,,PD,001,001
000000000000000967,3000,KE,,PD,001,001
000000000000000967,2000,KE,,PD,001,001
000000000000000967,1000,KE,,PD,001,001
000000000000000968,3000,KE,,PD,001,001
000000000000000968,1000,KE,,PD,001,001
000000000000000968,2000,KE,,PD,001,001
000000000000000969,2000,KE,,PD,001,001
000000000000000970,3000,KE,,PD,001,001
000000000000000971,2000,KE,,PD,001,001
000000000000000971,1000,KE,,PD,001,001
000000000000000972,2000,KE,,PD,001,001
000000000000000973,1000,KE,,PD,001,001
000000000000000973,2000,KE,,PD,001,001
000000000000000974,2000,KE,,PD,001,001
000000000000000975,2000,KE,,PD,001,001
000000000000000976,2000,KE,,PD,001,001
000000000000000976,3000,KE,,PD,001,001
000000000000000976,1000,KE,,PD,001,001
000000000000000977,3000,KE,,PD,001,001
000000000000000977,2000,KE,,PD,001,001
000000000000000977,1000,KE,,PD,001,001
000000000000000978,1000,KE,,PD,001,001
000000000000000978,2000,KE,,PD,001,001
000000000000000979,2000,KE,,PD,001,001
000000000000000979,3000,KE,,PD,001,001
000000000000000979,1000,KE,,PD,001,001
000000000000000980,2000,KE,,PD,001,001
000000000000000980,3000,KE,,PD,001,001
000000000000000980,1000,KE,,PD,001,001
000000000000000981,1000,KE,,PD,001,001
000000000000000981,3000,KE,,PD,001,001
000000000000000982,3000,KE,,PD,001,001
000000000000000982,1000,KE,,PD,001,001
000000000000000983,1000,KE,,PD,001,001
000000000000000984,3000,KE,,PD,001,001
000000000000000984,2000,KE,,PD,001,001
000000000000000985,1000,KE,,PD,001,001
000000000000000986,2000,KE,,PD,001,001
000000000000000986,1000,KE,,PD,001,001
000000000000000986,3000,KE,,PD,001,001
000000000000000987,1000,KE,,PD,001,001
000000000000000987,2000,KE,,PD,001,001
000000000000000988,3000,KE,,PD,001,001
000000000000000989,3000,KE,,PD,001,001
000000000000000990,2000,KE,,PD,001,001
000000000000000991,1000,KE,,PD,001,001
000000000000000992,2000,KE,,PD,001,001
000000000000000993,2000,KE,,PD,001,001
000000000000000994,2000,KE,,PD,001,001
000000000000000995,2000,KE,,PD,001,001
000000000000000996,1000,KE,,PD,001,001
000000000000000997,2000,KE,,PD,001,001
000000000000000998,1000,KE,,PD,001,001
000000000000000998,3000,KE,,PD,001,001
000000000000000998,2000,KE,,PD,001,001
000000000000000999,2000,KE,,PD,001,001
000000000000001000,3000,KE,,PD,001,001
000000000000001000,1000,KE,,PD,001,001
000000000000001001,2000,KE,,PD,001,001
000000000000001001,1000,KE,,PD,001,001
000000000000001002,3000,KE,,PD,001,001
000000000000001002,1000,KE,,PD,001,001
000000000000001003,2000,KE,,PD,001,001
000000000000001003,3000,KE,,PD,001,001
000000000000001003,1000,KE,,PD,001,001
000000000000001004,2000,KE,,PD,001,001
000000000000001005,3000,KE,,PD,001,001
000000000000001006,2000,KE,,PD,001,001
000000000000001006,3000,KE,,PD,001,001
000000000000001006,1000,KE,,PD,001,001
000000000000001007,2000,KE,,PD,001,001
000000000000001007,3000,KE,,PD,001,001
000000000000001007,1000,KE,,PD,001,001
000000000000001008,2000,KE,,PD,001,001
000000000000001008,3000,KE,,PD,001,001
000000000000001009,1000,KE,,PD,001,001
000000000000001010,3000,KE,,PD,001,001
000000000000001011,3000,KE,,PD,001,001
000000000000001011,2000,KE,,PD,001,001
000000000000001012,1000,KE,,PD,001,001
000000000000001013,2000,KE,,PD,001,001
000000000000001014,3000,KE,,PD,001,001
000000000000001015,1000,KE,,PD,001,001
000000000000001016,2000,KE,,PD,001,001
000000000000001016,1000,KE,,PD,001,001
000000000000001016,3000,KE,,PD,001,001
000000000000001017,3000,KE,,PD,001,001
000000000000001017,2000,KE,,PD,001,001
000000000000001017,1000,KE,,PD,001,001
000000000000001018,2000,KE,,PD,001,001
000000000000001019,1000,KE,,PD,001,001
000000000000001020,1000,KE,,PD,001,001
000000000000001021,1000,KE,,PD,001,001
000000000000001021,2000,KE,,PD,001,001
000000000000001022,1000,KE,,PD,001,001
000000000000001022,3000,KE,,PD,001,001
000000000000001022,2000,KE,,PD,001,001
000000000000001023,2000,KE,,PD,001,001
000000000000001024,2000,KE,,PD,001,001
000000000000001025,2000,KE,,PD,001,001
000000000000001026,3000,KE,,PD,001,001
000000000000001026,2000,KE,,PD,001,001
000000000000001027,3000,KE,,PD,001,001
000000000000001027,2000,KE,,PD,001,001
000000000000001028,1000,KE,,PD,001,001
000000000000001029,3000,KE,,PD,001,001
000000000000001029,2000,KE,,PD,001,001
000000000000001029,1000,KE,,PD,001,001
000000000000001030,1000,KE,,PD,001,001
000000000000001030,3000,KE,,PD,001,001
000000000000001030,2000,KE,,PD,001,001
000000000000001031,1000,KE,,PD,001,001
000000000000001032,2000,KE,,PD,001,001
000000000000001033,3000,KE,,PD,001,001
000000000000001034,1000,KE,,PD,001,001
000000000000001035,3000,KE,,PD,001,001
000000000000001036,1000,KE,,PD,001,001
000000000000001037,3000,KE,,PD,001,001
000000000000001037,1000,KE,,PD,001,001
000000000000001037,2000,KE,,PD,001,001
000000000000001038,2000,KE,,PD,001,001
000000000000001039,2000,KE,,PD,001,001
000000000000001039,1000,KE,,PD,001,001
000000000000001040,2000,KE,,PD,001,001
000000000000001041,1000,KE,,PD,001,001
000000000000001041,3000,KE,,PD,001,001
000000000000001041,2000,KE,,PD,001,001
000000000000001042,3000,KE,,PD,001,001
000000000000001042,1000,KE,,PD,001,001
000000000000001043,3000,KE,,PD,001,001
000000000000001043,2000,KE,,PD,001,001
000000000000001044,3000,KE,,PD,001,001
000000000000001044,2000,KE,,PD,001,001
000000000000001044,1000,KE,,PD,001,001
000000000000001045,1000,KE,,PD,001,001
000000000000001046,3000,KE,,PD,001,001
000000000000001046,2000,KE,,PD,001,001
000000000000001046,1000,KE,,PD,001,001
000000000000001047,3000,KE,,PD,001,001
000000000000001048,2000,KE,,PD,001,001
000000000000001048,3000,KE,,PD,001,001
000000000000001049,3000,KE,,PD,001,001
000000000000001050,2000,KE,,PD,001,001
000000000000001051,1000,KE,,PD,001,001
000000000000001051,2000,KE,,PD,001,001
000000000000001052,2000,KE,,PD,001,001
000000000000001053,3000,KE,,PD,001,001
000000000000001053,2000,KE,,PD,001,001
000000000000001053,1000,KE,,PD,001,001
000000000000001054,2000,KE,,PD,001,001
000000000000001054,1000,KE,,PD,001,001
000000000000001054,3000,KE,,PD,001,001
000000000000001055,1000,KE,,PD,001,001
000000000000001055,3000,KE,,PD,001,001
000000000000001055,2000,KE,,PD,001,001
000000000000001056,1000,KE,,PD,001,001
000000000000001057,2000,KE,,PD,001,001
000000000000001058,2000,KE,,PD,001,001
000000000000001058,3000,KE,,PD,001,001
000000000000001059,2000,KE,,PD,001,001
000000000000001060,3000,KE,,PD,001,001
000000000000001060,1000,KE,,PD,001,001
000000000000001061,3000,KE,,PD,001,001
000000000000001061,2000,KE,,PD,001,001
000000000000001062,1000,KE,,PD,001,001
000000000000001062,2000,KE,,PD,001,001
000000000000001062,3000,KE,,PD,001,001
000000000000001063,3000,KE,,PD,001,001
000000000000001063,2000,KE,,PD,001,001
000000000000001063,1000,KE,,PD,001,001
000000000000001064,1000,KE,,PD,001,001
000000000000001065,2000,KE,,PD,001,001
000000000000001065,3000,KE,,PD,001,001
000000000000001066,3000,KE,,PD,001,001
000000000000001066,1000,KE,,PD,001,001
000000000000001066,2000,KE,,PD,001,001
000000000000001067,1000,KE,,PD,001,001
000000000000001068,3000,KE,,PD,001,001
000000000000001069,1000,KE,,PD,001,001
000000000000001070,3000,KE,,PD,001,001
000000000000001070,1000,KE,,PD,001,001
000000000000001070,2000,KE,,PD,001,001
000000000000001071,2000,KE,,PD,001,001
000000000000001071,3000,KE,,PD,001,001
000000000000001072,1000,KE,,PD,001,001
000000000000001073,1000,KE,,PD,001,001
000000000000001074,1000,KE,,PD,001,001
000000000000001075,3000,KE,,PD,001,001
000000000000001075,1000,KE,,PD,001,001
000000000000001076,1000,KE,,PD,001,001
000000000000001077,3000,KE,,PD,001,001
000000000000001078,3000,KE,,PD,001,001
000000000000001079,3000,KE,,PD,001,001
000000000000001079,1000,KE,,PD,001,001
000000000000001080,2000,KE,,PD,001,001
000000000000001080,3000,KE,,PD,001,001
000000000000001081,2000,KE,,PD,001,001
000000000000001082,1000,KE,,PD,001,001
000000000000001083,1000,KE,,PD,001,001
000000000000001084,3000,KE,,PD,001,001
000000000000001084,2000,KE,,PD,001,001
000000000000001085,1000,KE,,PD,001,001
000000000000001085,2000,KE,,PD,001,001
000000000000001086,1000,KE,,PD,001,001
000000000000001086,2000,KE,,PD,001,001
000000000000001087,1000,KE,,PD,001,001
000000000000001088,2000,KE,,PD,001,001
000000000000001089,2000,KE,,PD,001,001
000000000000001090,2000,KE,,PD,001,001
000000000000001090,1000,KE,,PD,001,001
000000000000001090,3000,KE,,PD,001,001
000000000000001091,3000,KE,,PD,001,001
000000000000001091,1000,KE,,PD,001,001
000000000000001091,2000,KE,,PD,001,001
000000000000001092,1000,KE,,PD,001,001
000000000000001092,2000,KE,,PD,001,001
000000000000001092,3000,KE,,PD,001,001
000000000000001093,2000,KE,,PD,001,001
000000000000001094,2000,KE,,PD,001,001
000000000000001094,3000,KE,,PD,001,001
000000000000001095,3000,KE,,PD,001,001
000000000000001096,1000,KE,,PD,001,001
000000000000001096,2000,KE,,PD,001,001
000000000000001097,3000,KE,,PD,001,001
000000000000001097,2000,KE,,PD,001,001
000000000000001098,2000,KE,,PD,001,001
000000000000001099,1000,KE,,PD,001,001
000000000000001099,3000,KE,,PD,001,001
000000000000001099,2000,KE,,PD,001,001
000000000000001100,3000,KE,,PD,001,001
000000000000001101,2000,KE,,PD,001,001
000000000000001101,1000,KE,,PD,001,001
000000000000001102,3000,KE,,PD,001,001
000000000000001102,1000,KE,,PD,001,001
000000000000001103,3000,KE,,PD,001,001
000000000000001103,1000,KE,,PD,001,001
000000000000001103,2000,KE,,PD,001,001
000000000000001104,1000,KE,,PD,001,001
000000000000001105,2000,KE,,PD,001,001
000000000000001105,1000,KE,,PD,001,001
000000000000001106,1000,KE,,PD,001,001
000000000000001106,3000,KE,,PD,001,001
000000000000001106,2000,KE,,PD,001,001
000000000000001107,3000,KE,,PD,001,001
000000000000001107,1000,KE,,PD,001,001
000000000000001108,2000,KE,,PD,001,001
000000000000001108,3000,KE,,PD,001,001
000000000000001108,1000,KE,,PD,001,001
000000000000001109,2000,KE,,PD,001,001
000000000000001109,3000,KE,,PD,001,001
000000000000001109,1000,KE,,PD,001,001
000000000000001110,3000,KE,,PD,001,001
000000000000001111,1000,KE,,PD,001,001
000000000000001111,2000,KE,,PD,001,001
000000000000001111,3000,KE,,PD,001,001
000000000000001112,1000,KE,,PD,001,001
000000000000001113,1000,KE,,PD,001,001
000000000000001114,1000,KE,,PD,001,001
000000000000001114,3000,KE,,PD,001,001
000000000000001114,2000,KE,,PD,001,001
000000000000001115,2000,KE,,PD,001,001
000000000000001116,3000,KE,,PD,001,001
000000000000001116,2000,KE,,PD,001,001
000000000000001117,2000,KE,,PD,001,001
000000000000001117,1000,KE,,PD,001,001
000000000000001118,2000,KE,,PD,001,001
000000000000001118,1000,KE,,PD,001,001
000000000000001119,1000,KE,,PD,001,001
000000000000001119,2000,KE,,PD,001,001
000000000000001120,3000,KE,,PD,001,001
000000000000001120,2000,KE,,PD,001,001
000000000000001121,1000,KE,,PD,001,001
000000000000001121,3000,KE,,PD,001,001
000000000000001121,2000,KE,,PD,001,001
000000000000001122,1000,KE,,PD,001,001
000000000000001122,3000,KE,,PD,001,001
000000000000001123,3000,KE,,PD,001,001
000000000000001123,1000,KE,,PD,001,001
000000000000001123,2000,KE,,PD,001,001
000000000000001124,2000,KE,,PD,001,001
000000000000001125,1000,KE,,PD,001,001
000000000000001126,3000,KE,,PD,001,001
000000000000001126,2000,KE,,PD,001,001
000000000000001127,1000,KE,,PD,001,001
000000000000001128,3000,KE,,PD,001,001
000000000000001129,2000,KE,,PD,001,001
000000000000001129,3000,KE,,PD,001,001
000000000000001129,1000,KE,,PD,001,001
000000000000001130,3000,KE,,PD,001,001
000000000000001131,3000,KE,,PD,001,001
000000000000001131,2000,KE,,PD,001,001
000000000000001131,1000,KE,,PD,001,001
000000000000001132,2000,KE,,PD,001,001
000000000000001133,1000,KE,,PD,001,001
000000000000001133,2000,KE,,PD,001,001
000000000000001134,2000,KE,,PD,001,001
000000000000001135,3000,KE,,PD,001,001
000000000000001135,1000,KE,,PD,001,001
000000000000001136,1000,KE,,PD,001,001
000000000000001136,2000,KE,,PD,001,001
000000000000001136,3000,KE,,PD,001,001
000000000000001137,3000,KE,,PD,001,001
000000000000001137,1000,KE,,PD,001,001
000000000000001138,2000,KE,,PD,001,001
000000000000001139,2000,KE,,PD,001,001
000000000000001140,1000,KE,,PD,001,001
000000000000001141,1000,KE,,PD,001,001
000000000000001142,3000,KE,,PD,001,001
000000000000001142,2000,KE,,PD,001,001
000000000000001143,3000,KE,,PD,001,001
000000000000001144,3000,KE,,PD,001,001
000000000000001144,2000,KE,,PD,001,001
000000000000001144,1000,KE,,PD,001,001
000000000000001145,3000,KE,,PD,001,001
000000000000001146,1000,KE,,PD,001,001
000000000000001146,2000,KE,,PD,001,001
000000000000001146,3000,KE,,PD,001,001
000000000000001147,2000,KE,,PD,001,001
000000000000001147,1000,KE,,PD,001,001
000000000000001148,1000,KE,,PD,001,001
000000000000001148,2000,KE,,PD,001,001
000000000000001148,3000,KE,,PD,001,001
000000000000001149,2000,KE,,PD,001,001
000000000000001149,1000,KE,,PD,001,001
000000000000001149,3000,KE,,PD,001,001
000000000000001150,2000,KE,,PD,001,001
000000000000001151,2000,KE,,PD,001,001
000000000000001151,1000,KE,,PD,001,001
000000000000001152,2000,KE,,PD,001,001
000000000000001152,3000,KE,,PD,001,001
000000000000001153,2000,KE,,PD,001,001
000000000000001154,1000,KE,,PD,001,001
000000000000001154,3000,KE,,PD,001,001
000000000000001155,1000,KE,,PD,001,001
000000000000001155,3000,KE,,PD,001,001
000000000000001156,2000,KE,,PD,001,001
000000000000001156,3000,KE,,PD,001,001
000000000000001156,1000,KE,,PD,001,001
000000000000001157,2000,KE,,PD,001,001
000000000000001157,3000,KE,,PD,001,001
000000000000001158,2000,KE,,PD,001,001
000000000000001158,1000,KE,,PD,001,001
000000000000001159,1000,KE,,PD,001,001
000000000000001159,3000,KE,,PD,001,001
000000000000001159,2000,KE,,PD,001,001
000000000000001160,2000,KE,,PD,001,001
000000000000001160,3000,KE,,PD,001,001
000000000000001161,2000,KE,,PD,001,001
000000000000001161,1000,KE,,PD,001,001
000000000000001162,1000,KE,,PD,001,001
000000000000001163,2000,KE,,PD,001,001
