KUNNR,VKORG,VTWEG,SPART,PARVW,KUNN2
0000103029,1000,30,02,AG,0000103029
0000103029,1000,30,02,WE,0000103029
0000103029,1000,30,02,RE,0000103029
0000103029,1000,30,02,RG,0000103029
0000103029,2000,30,00,AG,0000103029
0000103029,2000,30,00,WE,0000103029
0000103029,2000,30,00,RE,0000103029
0000103029,2000,30,00,RG,0000103029
0000103029,2000,20,00,AG,0000103029
0000103029,2000,20,00,WE,0000103029
0000103029,2000,20,00,RE,0000103029
0000103029,2000,20,00,RG,0000103029
0000103030,1000,20,01,AG,0000103030
0000103030,1000,20,01,WE,0000103030
0000103030,1000,20,01,RE,0000103030
0000103030,1000,20,01,RG,0000103030
0000103031,3000,10,02,AG,0000103031
0000103031,3000,10,02,WE,0000103031
0000103031,3000,10,02,RE,0000103031
0000103031,3000,10,02,RG,0000103031
0000103032,1000,10,00,AG,0000103032
0000103032,1000,10,00,WE,0000103032
0000103032,1000,10,00,RE,0000103032
0000103032,1000,10,00,RG,0000103032
0000103032,2000,20,02,AG,0000103032
0000103032,2000,20,02,WE,0000103032
0000103032,2000,20,02,RE,0000103032
0000103032,2000,20,02,RG,0000103032
0000103033,1000,10,01,AG,0000103033
0000103033,1000,10,01,WE,0000103033
0000103033,1000,10,01,RE,0000103033
0000103033,1000,10,01,RG,0000103033
0000103034,1000,10,01,AG,0000103034
0000103034,1000,10,01,WE,0000103034
0000103034,1000,10,01,RE,0000103034
0000103034,1000,10,01,RG,0000103034
0000103034,3000,10,00,AG,0000103034
0000103034,3000,10,00,WE,0000103034
0000103034,3000,10,00,RE,0000103034
0000103034,3000,10,00,RG,0000103034
0000103035,2000,10,01,AG,0000103035
0000103035,2000,10,01,WE,0000103035
0000103035,2000,10,01,RE,0000103035
0000103035,2000,10,01,RG,0000103035
0000103036,2000,30,00,AG,0000103036
0000103036,2000,30,00,WE,0000103036
0000103036,2000,30,00,RE,0000103036
0000103036,2000,30,00,RG,0000103036
0000103036,2000,20,00,AG,0000103036
0000103036,2000,20,00,WE,0000103036
0000103036,2000,20,00,RE,0000103036
0000103036,2000,20,00,RG,0000103036
0000103037,2000,20,02,AG,0000103037
0000103037,2000,20,02,WE,0000103037
0000103037,2000,20,02,RE,0000103037
0000103037,2000,20,02,RG,0000103037
0000103037,1000,10,01,AG,0000103037
0000103037,1000,10,01,WE,0000103037
0000103037,1000,10,01,RE,0000103037
0000103037,1000,10,01,RG,0000103037
0000103037,1000,30,01,AG,0000103037
0000103037,1000,30,01,WE,0000103037
0000103037,1000,30,01,RE,0000103037
0000103037,1000,30,01,RG,0000103037
0000103038,2000,20,02,AG,0000103038
0000103038,2000,20,02,WE,0000103038
0000103038,2000,20,02,RE,0000103038
0000103038,2000,20,02,RG,0000103038
0000103039,1000,10,02,AG,0000103039
0000103039,1000,10,02,WE,0000103039
0000103039,1000,10,02,RE,0000103039
0000103039,1000,10,02,RG,0000103039
0000103040,3000,10,02,AG,0000103040
0000103040,3000,10,02,WE,0000103040
0000103040,3000,10,02,RE,0000103040
0000103040,3000,10,02,RG,0000103040
0000103040,1000,10,00,AG,0000103040
0000103040,1000,10,00,WE,0000103040
0000103040,1000,10,00,RE,0000103040
0000103040,1000,10,00,RG,0000103040
0000103041,3000,20,01,AG,0000103041
0000103041,3000,20,01,WE,0000103041
0000103041,3000,20,01,RE,0000103041
0000103041,3000,20,01,RG,0000103041
0000103042,1000,10,01,AG,0000103042
0000103042,1000,10,01,WE,0000103042
0000103042,1000,10,01,RE,0000103042
0000103042,1000,10,01,RG,0000103042
0000103043,1000,10,02,AG,0000103043
0000103043,1000,10,02,WE,0000103043
0000103043,1000,10,02,RE,0000103043
0000103043,1000,10,02,RG,0000103043
0000103044,3000,10,00,AG,0000103044
0000103044,3000,10,00,WE,0000103044
0000103044,3000,10,00,RE,0000103044
0000103044,3000,10,00,RG,0000103044
0000103044,1000,10,00,AG,0000103044
0000103044,1000,10,00,WE,0000103044
0000103044,1000,10,00,RE,0000103044
0000103044,1000,10,00,RG,0000103044
0000103045,2000,20,02,AG,0000103045
0000103045,2000,20,02,WE,0000103045
0000103045,2000,20,02,RE,0000103045
0000103045,2000,20,02,RG,0000103045
0000103046,2000,30,00,AG,0000103046
0000103046,2000,30,00,WE,0000103046
0000103046,2000,30,00,RE,0000103046
0000103046,2000,30,00,RG,0000103046
0000103047,1000,30,01,AG,0000103047
0000103047,1000,30,01,WE,0000103047
0000103047,1000,30,01,RE,0000103047
0000103047,1000,30,01,RG,0000103047
0000103047,1000,10,00,AG,0000103047
0000103047,1000,10,00,WE,0000103047
0000103047,1000,10,00,RE,0000103047
0000103047,1000,10,00,RG,0000103047
0000103048,1000,30,02,AG,0000103048
0000103048,1000,30,02,WE,0000103048
0000103048,1000,30,02,RE,0000103048
0000103048,1000,30,02,RG,0000103048
0000103049,1000,20,00,AG,0000103049
0000103049,1000,20,00,WE,0000103049
0000103049,1000,20,00,RE,0000103049
0000103049,1000,20,00,RG,0000103049
0000103050,1000,10,00,AG,0000103050
0000103050,1000,10,00,WE,0000103050
0000103050,1000,10,00,RE,0000103050
0000103050,1000,10,00,RG,0000103050
0000103050,2000,10,01,AG,0000103050
0000103050,2000,10,01,WE,0000103050
0000103050,2000,10,01,RE,0000103050
0000103050,2000,10,01,RG,0000103050
0000103050,1000,10,02,AG,0000103050
0000103050,1000,10,02,WE,0000103050
0000103050,1000,10,02,RE,0000103050
0000103050,1000,10,02,RG,0000103050
0000103051,2000,10,02,AG,0000103051
0000103051,2000,10,02,WE,0000103051
0000103051,2000,10,02,RE,0000103051
0000103051,2000,10,02,RG,0000103051
0000103051,3000,10,02,AG,0000103051
0000103051,3000,10,02,WE,0000103051
0000103051,3000,10,02,RE,0000103051
0000103051,3000,10,02,RG,0000103051
0000103052,1000,20,01,AG,0000103052
0000103052,1000,20,01,WE,0000103052
0000103052,1000,20,01,RE,0000103052
0000103052,1000,20,01,RG,0000103052
0000103053,3000,20,01,AG,0000103053
0000103053,3000,20,01,WE,0000103053
0000103053,3000,20,01,RE,0000103053
0000103053,3000,20,01,RG,0000103053
0000103053,3000,10,01,AG,0000103053
0000103053,3000,10,01,WE,0000103053
0000103053,3000,10,01,RE,0000103053
0000103053,3000,10,01,RG,0000103053
0000103054,2000,30,00,AG,0000103054
0000103054,2000,30,00,WE,0000103054
0000103054,2000,30,00,RE,0000103054
0000103054,2000,30,00,RG,0000103054
0000103055,2000,30,02,AG,0000103055
0000103055,2000,30,02,WE,0000103055
0000103055,2000,30,02,RE,0000103055
0000103055,2000,30,02,RG,0000103055
0000103056,1000,10,00,AG,0000103056
0000103056,1000,10,00,WE,0000103056
0000103056,1000,10,00,RE,0000103056
0000103056,1000,10,00,RG,0000103056
0000103057,1000,30,00,AG,0000103057
0000103057,1000,30,00,WE,0000103057
0000103057,1000,30,00,RE,0000103057
0000103057,1000,30,00,RG,0000103057
0000103057,1000,20,00,AG,0000103057
0000103057,1000,20,00,WE,0000103057
0000103057,1000,20,00,RE,0000103057
0000103057,1000,20,00,RG,0000103057
0000103058,3000,10,02,AG,0000103058
0000103058,3000,10,02,WE,0000103058
0000103058,3000,10,02,RE,0000103058
0000103058,3000,10,02,RG,0000103058
0000103059,2000,20,00,AG,0000103059
0000103059,2000,20,00,WE,0000103059
0000103059,2000,20,00,RE,0000103059
0000103059,2000,20,00,RG,0000103059
0000103060,2000,20,00,AG,0000103060
0000103060,2000,20,00,WE,0000103060
0000103060,2000,20,00,RE,0000103060
0000103060,2000,20,00,RG,0000103060
0000103061,1000,30,01,AG,0000103061
0000103061,1000,30,01,WE,0000103061
0000103061,1000,30,01,RE,0000103061
0000103061,1000,30,01,RG,0000103061
0000103062,1000,10,02,AG,0000103062
0000103062,1000,10,02,WE,0000103062
0000103062,1000,10,02,RE,0000103062
0000103062,1000,10,02,RG,0000103062
0000103062,2000,10,01,AG,0000103062
0000103062,2000,10,01,WE,0000103062
0000103062,2000,10,01,RE,0000103062
0000103062,2000,10,01,RG,0000103062
0000103063,1000,30,01,AG,0000103063
0000103063,1000,30,01,WE,0000103063
0000103063,1000,30,01,RE,0000103063
0000103063,1000,30,01,RG,0000103063
0000103064,2000,20,00,AG,0000103064
0000103064,2000,20,00,WE,0000103064
0000103064,2000,20,00,RE,0000103064
0000103064,2000,20,00,RG,0000103064
0000103065,3000,20,01,AG,0000103065
0000103065,3000,20,01,WE,0000103065
0000103065,3000,20,01,RE,0000103065
0000103065,3000,20,01,RG,0000103065
0000103066,1000,10,00,AG,0000103066
0000103066,1000,10,00,WE,0000103066
0000103066,1000,10,00,RE,0000103066
0000103066,1000,10,00,RG,0000103066
0000103067,1000,10,01,AG,0000103067
0000103067,1000,10,01,WE,0000103067
0000103067,1000,10,01,RE,0000103067
0000103067,1000,10,01,RG,0000103067
0000103068,1000,10,00,AG,0000103068
0000103068,1000,10,00,WE,0000103068
0000103068,1000,10,00,RE,0000103068
0000103068,1000,10,00,RG,0000103068
0000103068,1000,20,01,AG,0000103068
0000103068,1000,20,01,WE,0000103068
0000103068,1000,20,01,RE,0000103068
0000103068,1000,20,01,RG,0000103068
0000103068,2000,10,02,AG,0000103068
0000103068,2000,10,02,WE,0000103068
0000103068,2000,10,02,RE,0000103068
0000103068,2000,10,02,RG,0000103068
0000103069,1000,20,00,AG,0000103069
0000103069,1000,20,00,WE,0000103069
0000103069,1000,20,00,RE,0000103069
0000103069,1000,20,00,RG,0000103069
0000103069,1000,30,01,AG,0000103069
0000103069,1000,30,01,WE,0000103069
0000103069,1000,30,01,RE,0000103069
0000103069,1000,30,01,RG,0000103069
0000103070,1000,30,02,AG,0000103070
0000103070,1000,30,02,WE,0000103070
0000103070,1000,30,02,RE,0000103070
0000103070,1000,30,02,RG,0000103070
0000103071,2000,10,01,AG,0000103071
0000103071,2000,10,01,WE,0000103071
0000103071,2000,10,01,RE,0000103071
0000103071,2000,10,01,RG,0000103071
0000103072,2000,10,02,AG,0000103072
0000103072,2000,10,02,WE,0000103072
0000103072,2000,10,02,RE,0000103072
0000103072,2000,10,02,RG,0000103072
0000103073,1000,10,01,AG,0000103073
0000103073,1000,10,01,WE,0000103073
0000103073,1000,10,01,RE,0000103073
0000103073,1000,10,01,RG,0000103073
0000103074,2000,20,01,AG,0000103074
0000103074,2000,20,01,WE,0000103074
0000103074,2000,20,01,RE,0000103074
0000103074,2000,20,01,RG,0000103074
0000103075,1000,10,00,AG,0000103075
0000103075,1000,10,00,WE,0000103075
0000103075,1000,10,00,RE,0000103075
0000103075,1000,10,00,RG,0000103075
0000103076,2000,20,02,AG,0000103076
0000103076,2000,20,02,WE,0000103076
0000103076,2000,20,02,RE,0000103076
0000103076,2000,20,02,RG,0000103076
0000103076,1000,10,02,AG,0000103076
0000103076,1000,10,02,WE,0000103076
0000103076,1000,10,02,RE,0000103076
0000103076,1000,10,02,RG,0000103076
0000103076,2000,20,00,AG,0000103076
0000103076,2000,20,00,WE,0000103076
0000103076,2000,20,00,RE,0000103076
0000103076,2000,20,00,RG,0000103076
0000103077,1000,30,00,AG,0000103077
0000103077,1000,30,00,WE,0000103077
0000103077,1000,30,00,RE,0000103077
0000103077,1000,30,00,RG,0000103077
0000103077,1000,20,02,AG,0000103077
0000103077,1000,20,02,WE,0000103077
0000103077,1000,20,02,RE,0000103077
0000103077,1000,20,02,RG,0000103077
0000103078,2000,10,01,AG,0000103078
0000103078,2000,10,01,WE,0000103078
0000103078,2000,10,01,RE,0000103078
0000103078,2000,10,01,RG,0000103078
0000103079,1000,10,00,AG,0000103079
0000103079,1000,10,00,WE,0000103079
0000103079,1000,10,00,RE,0000103079
0000103079,1000,10,00,RG,0000103079
0000103080,1000,20,01,AG,0000103080
0000103080,1000,20,01,WE,0000103080
0000103080,1000,20,01,RE,0000103080
0000103080,1000,20,01,RG,0000103080
0000103080,1000,10,00,AG,0000103080
0000103080,1000,10,00,WE,0000103080
0000103080,1000,10,00,RE,0000103080
0000103080,1000,10,00,RG,0000103080
0000103081,1000,10,00,AG,0000103081
0000103081,1000,10,00,WE,0000103081
0000103081,1000,10,00,RE,0000103081
0000103081,1000,10,00,RG,0000103081
0000103081,2000,10,01,AG,0000103081
0000103081,2000,10,01,WE,0000103081
0000103081,2000,10,01,RE,0000103081
0000103081,2000,10,01,RG,0000103081
0000103081,3000,30,01,AG,0000103081
0000103081,3000,30,01,WE,0000103081
0000103081,3000,30,01,RE,0000103081
0000103081,3000,30,01,RG,0000103081
0000103082,1000,20,01,AG,0000103082
0000103082,1000,20,01,WE,0000103082
0000103082,1000,20,01,RE,0000103082
0000103082,1000,20,01,RG,0000103082
0000103082,3000,10,01,AG,0000103082
0000103082,3000,10,01,WE,0000103082
0000103082,3000,10,01,RE,0000103082
0000103082,3000,10,01,RG,0000103082
0000103083,1000,10,01,AG,0000103083
0000103083,1000,10,01,WE,0000103083
0000103083,1000,10,01,RE,0000103083
0000103083,1000,10,01,RG,0000103083
0000103084,1000,20,00,AG,0000103084
0000103084,1000,20,00,WE,0000103084
0000103084,1000,20,00,RE,0000103084
0000103084,1000,20,00,RG,0000103084
0000103084,2000,20,01,AG,0000103084
0000103084,2000,20,01,WE,0000103084
0000103084,2000,20,01,RE,0000103084
0000103084,2000,20,01,RG,0000103084
0000103084,1000,30,00,AG,0000103084
0000103084,1000,30,00,WE,0000103084
0000103084,1000,30,00,RE,0000103084
0000103084,1000,30,00,RG,0000103084
0000103085,2000,30,00,AG,0000103085
0000103085,2000,30,00,WE,0000103085
0000103085,2000,30,00,RE,0000103085
0000103085,2000,30,00,RG,0000103085
0000103086,1000,30,02,AG,0000103086
0000103086,1000,30,02,WE,0000103086
0000103086,1000,30,02,RE,0000103086
0000103086,1000,30,02,RG,0000103086
0000103086,1000,20,00,AG,0000103086
0000103086,1000,20,00,WE,0000103086
0000103086,1000,20,00,RE,0000103086
0000103086,1000,20,00,RG,0000103086
0000103086,1000,10,00,AG,0000103086
0000103086,1000,10,00,WE,0000103086
0000103086,1000,10,00,RE,0000103086
0000103086,1000,10,00,RG,0000103086
0000103087,1000,30,01,AG,0000103087
0000103087,1000,30,01,WE,0000103087
0000103087,1000,30,01,RE,0000103087
0000103087,1000,30,01,RG,0000103087
0000103088,1000,30,00,AG,0000103088
0000103088,1000,30,00,WE,0000103088
0000103088,1000,30,00,RE,0000103088
0000103088,1000,30,00,RG,0000103088
0000103088,1000,10,02,AG,0000103088
0000103088,1000,10,02,WE,0000103088
0000103088,1000,10,02,RE,0000103088
0000103088,1000,10,02,RG,0000103088
0000103088,3000,10,00,AG,0000103088
0000103088,3000,10,00,WE,0000103088
0000103088,3000,10,00,RE,0000103088
0000103088,3000,10,00,RG,0000103088
0000103089,1000,20,00,AG,0000103089
0000103089,1000,20,00,WE,0000103089
0000103089,1000,20,00,RE,0000103089
0000103089,1000,20,00,RG,0000103089
0000103089,3000,10,02,AG,0000103089
0000103089,3000,10,02,WE,0000103089
0000103089,3000,10,02,RE,0000103089
0000103089,3000,10,02,RG,0000103089
0000103090,1000,20,02,AG,0000103090
0000103090,1000,20,02,WE,0000103090
0000103090,1000,20,02,RE,0000103090
0000103090,1000,20,02,RG,0000103090
0000103091,2000,20,00,AG,0000103091
0000103091,2000,20,00,WE,0000103091
0000103091,2000,20,00,RE,0000103091
0000103091,2000,20,00,RG,0000103091
0000103091,1000,20,00,AG,0000103091
0000103091,1000,20,00,WE,0000103091
0000103091,1000,20,00,RE,0000103091
0000103091,1000,20,00,RG,0000103091
0000103092,1000,20,01,AG,0000103092
0000103092,1000,20,01,WE,0000103092
0000103092,1000,20,01,RE,0000103092
0000103092,1000,20,01,RG,0000103092
0000103093,1000,10,01,AG,0000103093
0000103093,1000,10,01,WE,0000103093
0000103093,1000,10,01,RE,0000103093
0000103093,1000,10,01,RG,0000103093
0000103094,2000,10,00,AG,0000103094
0000103094,2000,10,00,WE,0000103094
0000103094,2000,10,00,RE,0000103094
0000103094,2000,10,00,RG,0000103094
0000103095,2000,20,02,AG,0000103095
0000103095,2000,20,02,WE,0000103095
0000103095,2000,20,02,RE,0000103095
0000103095,2000,20,02,RG,0000103095
0000103095,3000,10,00,AG,0000103095
0000103095,3000,10,00,WE,0000103095
0000103095,3000,10,00,RE,0000103095
0000103095,3000,10,00,RG,0000103095
0000103096,3000,20,01,AG,0000103096
0000103096,3000,20,01,WE,0000103096
0000103096,3000,20,01,RE,0000103096
0000103096,3000,20,01,RG,0000103096
0000103097,2000,10,01,AG,0000103097
0000103097,2000,10,01,WE,0000103097
0000103097,2000,10,01,RE,0000103097
0000103097,2000,10,01,RG,0000103097
0000103097,3000,20,00,AG,0000103097
0000103097,3000,20,00,WE,0000103097
0000103097,3000,20,00,RE,0000103097
0000103097,3000,20,00,RG,0000103097
0000103098,2000,10,00,AG,0000103098
0000103098,2000,10,00,WE,0000103098
0000103098,2000,10,00,RE,0000103098
0000103098,2000,10,00,RG,0000103098
0000103098,2000,30,02,AG,0000103098
0000103098,2000,30,02,WE,0000103098
0000103098,2000,30,02,RE,0000103098
0000103098,2000,30,02,RG,0000103098
0000103099,1000,20,00,AG,0000103099
0000103099,1000,20,00,WE,0000103099
0000103099,1000,20,00,RE,0000103099
0000103099,1000,20,00,RG,0000103099
0000103100,2000,20,01,AG,0000103100
0000103100,2000,20,01,WE,0000103100
0000103100,2000,20,01,RE,0000103100
0000103100,2000,20,01,RG,0000103100
0000103100,2000,10,02,AG,0000103100
0000103100,2000,10,02,WE,0000103100
0000103100,2000,10,02,RE,0000103100
0000103100,2000,10,02,RG,0000103100
0000103101,1000,20,00,AG,0000103101
0000103101,1000,20,00,WE,0000103101
0000103101,1000,20,00,RE,0000103101
0000103101,1000,20,00,RG,0000103101
0000103102,2000,20,00,AG,0000103102
0000103102,2000,20,00,WE,0000103102
0000103102,2000,20,00,RE,0000103102
0000103102,2000,20,00,RG,0000103102
0000103103,1000,30,01,AG,0000103103
0000103103,1000,30,01,WE,0000103103
0000103103,1000,30,01,RE,0000103103
0000103103,1000,30,01,RG,0000103103
0000103103,1000,10,02,AG,0000103103
0000103103,1000,10,02,WE,0000103103
0000103103,1000,10,02,RE,0000103103
0000103103,1000,10,02,RG,0000103103
0000103103,1000,30,02,AG,0000103103
0000103103,1000,30,02,WE,0000103103
0000103103,1000,30,02,RE,0000103103
0000103103,1000,30,02,RG,0000103103
0000103104,1000,10,00,AG,0000103104
0000103104,1000,10,00,WE,0000103104
0000103104,1000,10,00,RE,0000103104
0000103104,1000,10,00,RG,0000103104
0000103105,1000,30,00,AG,0000103105
0000103105,1000,30,00,WE,0000103105
0000103105,1000,30,00,RE,0000103105
0000103105,1000,30,00,RG,0000103105
0000103105,2000,30,01,AG,0000103105
0000103105,2000,30,01,WE,0000103105
0000103105,2000,30,01,RE,0000103105
0000103105,2000,30,01,RG,0000103105
0000103106,1000,10,00,AG,0000103106
0000103106,1000,10,00,WE,0000103106
0000103106,1000,10,00,RE,0000103106
0000103106,1000,10,00,RG,0000103106
0000103107,1000,10,00,AG,0000103107
0000103107,1000,10,00,WE,0000103107
0000103107,1000,10,00,RE,0000103107
0000103107,1000,10,00,RG,0000103107
0000103108,1000,30,00,AG,0000103108
0000103108,1000,30,00,WE,0000103108
0000103108,1000,30,00,RE,0000103108
0000103108,1000,30,00,RG,0000103108
0000103109,1000,20,00,AG,0000103109
0000103109,1000,20,00,WE,0000103109
0000103109,1000,20,00,RE,0000103109
0000103109,1000,20,00,RG,0000103109
0000103110,1000,10,01,AG,0000103110
0000103110,1000,10,01,WE,0000103110
0000103110,1000,10,01,RE,0000103110
0000103110,1000,10,01,RG,0000103110
0000103110,1000,10,00,AG,0000103110
0000103110,1000,10,00,WE,0000103110
0000103110,1000,10,00,RE,0000103110
0000103110,1000,10,00,RG,0000103110
0000103110,1000,10,00,AG,0000103110
0000103110,1000,10,00,WE,0000103110
0000103110,1000,10,00,RE,0000103110
0000103110,1000,10,00,RG,0000103110
0000103111,2000,10,00,AG,0000103111
0000103111,2000,10,00,WE,0000103111
0000103111,2000,10,00,RE,0000103111
0000103111,2000,10,00,RG,0000103111
0000103111,2000,10,00,AG,0000103111
0000103111,2000,10,00,WE,0000103111
0000103111,2000,10,00,RE,0000103111
0000103111,2000,10,00,RG,0000103111
0000103112,2000,20,00,AG,0000103112
0000103112,2000,20,00,WE,0000103112
0000103112,2000,20,00,RE,0000103112
0000103112,2000,20,00,RG,0000103112
0000103112,1000,20,00,AG,0000103112
0000103112,1000,20,00,WE,0000103112
0000103112,1000,20,00,RE,0000103112
0000103112,1000,20,00,RG,0000103112
0000103112,2000,10,00,AG,0000103112
0000103112,2000,10,00,WE,0000103112
0000103112,2000,10,00,RE,0000103112
0000103112,2000,10,00,RG,0000103112
0000103113,1000,20,00,AG,0000103113
0000103113,1000,20,00,WE,0000103113
0000103113,1000,20,00,RE,0000103113
0000103113,1000,20,00,RG,0000103113
0000103113,2000,10,01,AG,0000103113
0000103113,2000,10,01,WE,0000103113
0000103113,2000,10,01,RE,0000103113
0000103113,2000,10,01,RG,0000103113
0000103114,1000,20,01,AG,0000103114
0000103114,1000,20,01,WE,0000103114
0000103114,1000,20,01,RE,0000103114
0000103114,1000,20,01,RG,0000103114
0000103115,1000,30,00,AG,0000103115
0000103115,1000,30,00,WE,0000103115
0000103115,1000,30,00,RE,0000103115
0000103115,1000,30,00,RG,0000103115
0000103116,1000,30,00,AG,0000103116
0000103116,1000,30,00,WE,0000103116
0000103116,1000,30,00,RE,0000103116
0000103116,1000,30,00,RG,0000103116
0000103117,1000,30,00,AG,0000103117
0000103117,1000,30,00,WE,0000103117
0000103117,1000,30,00,RE,0000103117
0000103117,1000,30,00,RG,0000103117
0000103117,1000,10,01,AG,0000103117
0000103117,1000,10,01,WE,0000103117
0000103117,1000,10,01,RE,0000103117
0000103117,1000,10,01,RG,0000103117
0000103117,1000,30,00,AG,0000103117
0000103117,1000,30,00,WE,0000103117
0000103117,1000,30,00,RE,0000103117
0000103117,1000,30,00,RG,0000103117
0000103118,1000,20,02,AG,0000103118
0000103118,1000,20,02,WE,0000103118
0000103118,1000,20,02,RE,0000103118
0000103118,1000,20,02,RG,0000103118
0000103118,3000,30,00,AG,0000103118
0000103118,3000,30,00,WE,0000103118
0000103118,3000,30,00,RE,0000103118
0000103118,3000,30,00,RG,0000103118
0000103119,2000,30,01,AG,0000103119
0000103119,2000,30,01,WE,0000103119
0000103119,2000,30,01,RE,0000103119
0000103119,2000,30,01,RG,0000103119
0000103119,1000,10,00,AG,0000103119
0000103119,1000,10,00,WE,0000103119
0000103119,1000,10,00,RE,0000103119
0000103119,1000,10,00,RG,0000103119
0000103120,1000,10,00,AG,0000103120
0000103120,1000,10,00,WE,0000103120
0000103120,1000,10,00,RE,0000103120
0000103120,1000,10,00,RG,0000103120
0000103121,1000,10,01,AG,0000103121
0000103121,1000,10,01,WE,0000103121
0000103121,1000,10,01,RE,0000103121
0000103121,1000,10,01,RG,0000103121
0000103122,1000,10,01,AG,0000103122
0000103122,1000,10,01,WE,0000103122
0000103122,1000,10,01,RE,0000103122
0000103122,1000,10,01,RG,0000103122
0000103123,1000,20,01,AG,0000103123
0000103123,1000,20,01,WE,0000103123
0000103123,1000,20,01,RE,0000103123
0000103123,1000,20,01,RG,0000103123
0000103124,1000,10,02,AG,0000103124
0000103124,1000,10,02,WE,0000103124
0000103124,1000,10,02,RE,0000103124
0000103124,1000,10,02,RG,0000103124
0000103125,1000,10,02,AG,0000103125
0000103125,1000,10,02,WE,0000103125
0000103125,1000,10,02,RE,0000103125
0000103125,1000,10,02,RG,0000103125
0000103126,1000,10,00,AG,0000103126
0000103126,1000,10,00,WE,0000103126
0000103126,1000,10,00,RE,0000103126
0000103126,1000,10,00,RG,0000103126
0000103126,1000,10,00,AG,0000103126
0000103126,1000,10,00,WE,0000103126
0000103126,1000,10,00,RE,0000103126
0000103126,1000,10,00,RG,0000103126
0000103126,1000,20,00,AG,0000103126
0000103126,1000,20,00,WE,0000103126
0000103126,1000,20,00,RE,0000103126
0000103126,1000,20,00,RG,0000103126
0000103127,2000,30,00,AG,0000103127
0000103127,2000,30,00,WE,0000103127
0000103127,2000,30,00,RE,0000103127
0000103127,2000,30,00,RG,0000103127
0000103128,2000,10,02,AG,0000103128
0000103128,2000,10,02,WE,0000103128
0000103128,2000,10,02,RE,0000103128
0000103128,2000,10,02,RG,0000103128
0000103128,1000,10,01,AG,0000103128
0000103128,1000,10,01,WE,0000103128
0000103128,1000,10,01,RE,0000103128
0000103128,1000,10,01,RG,0000103128
0000103129,2000,10,01,AG,0000103129
0000103129,2000,10,01,WE,0000103129
0000103129,2000,10,01,RE,0000103129
0000103129,2000,10,01,RG,0000103129
0000103130,2000,10,01,AG,0000103130
0000103130,2000,10,01,WE,0000103130
0000103130,2000,10,01,RE,0000103130
0000103130,2000,10,01,RG,0000103130
0000103131,1000,10,00,AG,0000103131
0000103131,1000,10,00,WE,0000103131
0000103131,1000,10,00,RE,0000103131
0000103131,1000,10,00,RG,0000103131
0000103132,2000,30,00,AG,0000103132
0000103132,2000,30,00,WE,0000103132
0000103132,2000,30,00,RE,0000103132
0000103132,2000,30,00,RG,0000103132
0000103132,2000,10,02,AG,0000103132
0000103132,2000,10,02,WE,0000103132
0000103132,2000,10,02,RE,0000103132
0000103132,2000,10,02,RG,0000103132
0000103133,1000,20,02,AG,0000103133
0000103133,1000,20,02,WE,0000103133
0000103133,1000,20,02,RE,0000103133
0000103133,1000,20,02,RG,0000103133
0000103134,1000,20,01,AG,0000103134
0000103134,1000,20,01,WE,0000103134
0000103134,1000,20,01,RE,0000103134
0000103134,1000,20,01,RG,0000103134
0000103135,1000,30,01,AG,0000103135
0000103135,1000,30,01,WE,0000103135
0000103135,1000,30,01,RE,0000103135
0000103135,1000,30,01,RG,0000103135
0000103135,2000,10,00,AG,0000103135
0000103135,2000,10,00,WE,0000103135
0000103135,2000,10,00,RE,0000103135
0000103135,2000,10,00,RG,0000103135
0000103136,3000,10,01,AG,0000103136
0000103136,3000,10,01,WE,0000103136
0000103136,3000,10,01,RE,0000103136
0000103136,3000,10,01,RG,0000103136
0000103137,1000,30,01,AG,0000103137
0000103137,1000,30,01,WE,0000103137
0000103137,1000,30,01,RE,0000103137
0000103137,1000,30,01,RG,0000103137
0000103138,1000,30,00,AG,0000103138
0000103138,1000,30,00,WE,0000103138
0000103138,1000,30,00,RE,0000103138
0000103138,1000,30,00,RG,0000103138
0000103139,1000,10,01,AG,0000103139
0000103139,1000,10,01,WE,0000103139
0000103139,1000,10,01,RE,0000103139
0000103139,1000,10,01,RG,0000103139
0000103140,1000,20,01,AG,0000103140
0000103140,1000,20,01,WE,0000103140
0000103140,1000,20,01,RE,0000103140
0000103140,1000,20,01,RG,0000103140
0000103141,2000,20,00,AG,0000103141
0000103141,2000,20,00,WE,0000103141
0000103141,2000,20,00,RE,0000103141
0000103141,2000,20,00,RG,0000103141
0000103142,1000,30,00,AG,0000103142
0000103142,1000,30,00,WE,0000103142
0000103142,1000,30,00,RE,0000103142
0000103142,1000,30,00,RG,0000103142
0000103142,1000,10,01,AG,0000103142
0000103142,1000,10,01,WE,0000103142
0000103142,1000,10,01,RE,0000103142
0000103142,1000,10,01,RG,0000103142
0000103143,2000,20,00,AG,0000103143
0000103143,2000,20,00,WE,0000103143
0000103143,2000,20,00,RE,0000103143
0000103143,2000,20,00,RG,0000103143
0000103144,2000,30,02,AG,0000103144
0000103144,2000,30,02,WE,0000103144
0000103144,2000,30,02,RE,0000103144
0000103144,2000,30,02,RG,0000103144
0000103145,1000,30,01,AG,0000103145
0000103145,1000,30,01,WE,0000103145
0000103145,1000,30,01,RE,0000103145
0000103145,1000,30,01,RG,0000103145
0000103146,2000,30,02,AG,0000103146
0000103146,2000,30,02,WE,0000103146
