VBELN,POSNR,MATNR,LFIMG,VRKME,LGMNG,MEINS,WERKS,LGORT,VGBEL,VGPOS,ERDAT
8000003875,000030,000000000000001135,10.393,KG,10.393,KG,3000,0001,0001011670,000070,20251013
8000003875,000040,000000000000000482,45.231,EA,45.231,EA,3000,0001,0001008985,000030,20251013
8000003875,000050,000000000000001658,3.633,EA,3.633,EA,1000,0001,0001010581,000040,20251013
8000003876,000010,000000000000001235,17.015,KG,17.015,KG,2000,0001,0001003144,000030,20251001
8000003876,000020,000000000000000195,7.137,L,7.137,L,1000,0001,0001012193,000020,20251001
8000003876,000030,000000000000001014,38.366,KG,38.366,KG,3000,0001,0001003583,000060,20251001
8000003876,000040,000000000000000135,3.264,EA,3.264,EA,2000,0001,0001004307,000030,20251001
8000003876,000050,000000000000000189,2.783,EA,2.783,EA,1000,0001,0001005006,000020,20251001
8000003877,000010,000000000000001029,45.446,EA,45.446,EA,1000,0001,0001010133,000030,20251025
8000003877,000020,000000000000000890,27.366,EA,27.366,EA,1000,0001,0001004580,000030,20251025
8000003877,000030,000000000000001700,12.785,EA,12.785,EA,1000,0001,0001013551,000050,20251025
8000003877,000040,000000000000000715,19.966,EA,19.966,EA,2000,0001,0001014042,000010,20251025
8000003877,000050,000000000000001183,29.9,EA,29.9,EA,2000,0001,0001004094,000030,20251025
8000003878,000010,000000000000000647,19.111,EA,19.111,EA,3000,0001,0001003845,000040,20251010
8000003878,000020,000000000000000228,81.878,EA,81.878,EA,3000,0001,0001004386,000030,20251010
8000003878,000030,000000000000000438,37.532,EA,37.532,EA,3000,0001,0001004809,000020,20251010
8000003878,000040,000000000000001959,7.316,EA,7.316,EA,3000,0001,0001006418,000080,20251010
8000003878,000050,000000000000001222,41.826,EA,41.826,EA,2000,0001,0001005062,000020,20251010
8000003879,000010,000000000000001591,152.053,EA,152.053,EA,2000,0001,0001013525,000060,20251011
8000003879,000020,000000000000001754,21.735,KG,21.735,KG,1000,0001,0001012400,000080,20251011
8000003879,000030,000000000000000139,18.237,EA,18.237,EA,1000,0001,0001001524,000040,20251011
8000003879,000040,000000000000000114,33.44,EA,33.44,EA,1000,0001,0001006123,000010,20251011
8000003879,000050,000000000000001044,4.668,KG,4.668,KG,3000,0001,0001013433,000020,20251011
8000003880,000010,000000000000001433,17.873,EA,17.873,EA,3000,0001,0001010160,000020,20251007
8000003880,000020,000000000000001382,18.978,L,18.978,L,1000,0001,0001007103,000050,20251007
8000003880,000030,000000000000001650,60.802,KG,60.802,KG,3000,0001,0001003563,000020,20251007
8000003880,000040,000000000000001099,61.628,EA,61.628,EA,2000,0001,0001009922,000050,20251007
8000003880,000050,000000000000001682,323.237,EA,323.237,EA,3000,0001,0001002364,000020,20251007
8000003881,000010,000000000000001355,4.989,KG,4.989,KG,1000,0001,0001001630,000030,20251009
8000003881,000020,000000000000001154,99.057,EA,99.057,EA,1000,0001,0001006254,000020,20251009
8000003881,000030,000000000000000501,38.107,EA,38.107,EA,3000,0001,0001007365,000040,20251009
8000003881,000040,000000000000001656,161.445,EA,161.445,EA,1000,0001,0001006686,000010,20251009
8000003881,000050,000000000000000566,48.487,EA,48.487,EA,1000,0001,0001002693,000010,20251009
8000003882,000010,000000000000000531,9.49,KG,9.49,KG,2000,0001,0001003444,000010,20251017
8000003882,000020,000000000000001655,2.877,EA,2.877,EA,1000,0001,0001009323,000040,20251017
8000003882,000030,000000000000001403,36.377,L,36.377,L,3000,0001,0001003151,000020,20251017
8000003882,000040,000000000000000929,6.098,EA,6.098,EA,1000,0001,0001002775,000020,20251017
8000003882,000050,000000000000000780,15.265,EA,15.265,EA,1000,0001,0001006268,000060,20251017
8000003883,000010,000000000000000460,107.576,EA,107.576,EA,1000,0001,0001010789,000070,20251017
8000003883,000020,000000000000000818,37.764,EA,37.764,EA,3000,0001,0001006932,000020,20251017
8000003883,000030,000000000000001549,7.552,EA,7.552,EA,1000,0001,0001013125,000010,20251017
8000003883,000040,000000000000000903,16.457,KG,16.457,KG,3000,0001,0001000549,000070,20251017
8000003883,000050,000000000000000988,8.12,L,8.12,L,2000,0001,0001009032,000050,20251017
8000003884,000010,000000000000000569,77.832,EA,77.832,EA,3000,0001,0001009045,000060,20251023
8000003884,000020,000000000000001330,23.273,EA,23.273,EA,1000,0001,0001002233,000050,20251023
8000003884,000030,000000000000000923,12.521,EA,12.521,EA,3000,0001,0001011108,000030,20251023
8000003884,000040,000000000000000250,15.292,L,15.292,L,2000,0001,0001001545,000050,20251023
8000003884,000050,000000000000001960,41.3,KG,41.3,KG,1000,0001,0001010414,000020,20251023
8000003885,000010,000000000000000715,19.19,EA,19.19,EA,1000,0001,0001003912,000070,20251006
8000003885,000020,000000000000000975,6.357,EA,6.357,EA,3000,0001,0001000332,000010,20251006
8000003885,000030,000000000000001893,86.436,EA,86.436,EA,2000,0001,0001000413,000030,20251006
8000003885,000040,000000000000000726,39.16,L,39.16,L,1000,0001,0001000060,000050,20251006
8000003885,000050,000000000000000941,115.377,EA,115.377,EA,2000,0001,0001002495,000010,20251006
8000003886,000010,000000000000000337,81.078,KG,81.078,KG,3000,0001,0001005640,000050,20251007
8000003886,000020,000000000000000273,8.799,L,8.799,L,3000,0001,0001004539,000020,20251007
8000003886,000030,000000000000001273,100.949,EA,100.949,EA,3000,0001,0001004465,000040,20251007
8000003886,000040,000000000000000874,47.02,EA,47.02,EA,2000,0001,0001009541,000010,20251007
8000003886,000050,000000000000001894,78.861,EA,78.861,EA,3000,0001,0001004094,000010,20251007
8000003887,000010,000000000000001099,12.327,EA,12.327,EA,3000,0001,0001007204,000050,20251004
8000003887,000020,000000000000000045,310.922,KG,310.922,KG,3000,0001,0001013527,000040,20251004
8000003887,000030,000000000000001818,18.639,L,18.639,L,2000,0001,0001012992,000010,20251004
8000003887,000040,000000000000001112,13.806,EA,13.806,EA,1000,0001,0001004339,000030,20251004
8000003887,000050,000000000000000934,3.927,L,3.927,L,1000,0001,0001000421,000040,20251004
8000003888,000010,000000000000001665,3.771,EA,3.771,EA,2000,0001,0001005975,000050,20251017
8000003888,000020,000000000000000887,14.49,L,14.49,L,1000,0001,0001007660,000060,20251017
8000003888,000030,000000000000001443,5.788,EA,5.788,EA,1000,0001,0001012598,000030,20251017
8000003888,000040,000000000000000714,32.845,EA,32.845,EA,2000,0001,0001013056,000040,20251017
8000003888,000050,000000000000000978,13.864,EA,13.864,EA,1000,0001,0001007805,000010,20251017
8000003889,000010,000000000000001397,3.473,EA,3.473,EA,1000,0001,0001009837,000010,20251020
8000003889,000020,000000000000000234,2.578,EA,2.578,EA,3000,0001,0001003800,000060,20251020
8000003889,000030,000000000000001884,83.079,EA,83.079,EA,3000,0001,0001007024,000020,20251020
8000003889,000040,000000000000001688,7.666,KG,7.666,KG,1000,0001,0001011201,000050,20251020
8000003889,000050,000000000000001476,3.978,KG,3.978,KG,2000,0001,0001012153,000020,20251020
8000003890,000010,000000000000000284,36.912,EA,36.912,EA,1000,0001,0001003377,000070,20251018
8000003890,000020,000000000000001946,10.291,EA,10.291,EA,3000,0001,0001009586,000020,20251018
8000003890,000030,000000000000001111,78.976,L,78.976,L,2000,0001,0001013366,000010,20251018
8000003890,000040,000000000000001541,22.018,KG,22.018,KG,1000,0001,0001005789,000010,20251018
8000003890,000050,000000000000001167,29.023,KG,29.023,KG,2000,0001,0001010000,000040,20251018
8000003891,000010,000000000000001540,12.679,EA,12.679,EA,1000,0001,0001003586,000040,20251008
8000003891,000020,000000000000001967,63.379,KG,63.379,KG,3000,0001,0001005402,000010,20251008
8000003891,000030,000000000000001942,19.896,EA,19.896,EA,3000,0001,0001003834,000010,20251008
8000003891,000040,000000000000001728,5.035,KG,5.035,KG,3000,0001,0001005246,000030,20251008
8000003891,000050,000000000000001573,88.182,EA,88.182,EA,3000,0001,0001000742,000070,20251008
8000003892,000010,000000000000001018,11.187,EA,11.187,EA,3000,0001,0001000569,000060,20251023
8000003892,000020,000000000000001972,15.161,EA,15.161,EA,1000,0001,0001000236,000060,20251023
8000003892,000030,000000000000001946,24.034,EA,24.034,EA,2000,0001,0001012367,000050,20251023
8000003892,000040,000000000000000840,23.91,KG,23.91,KG,2000,0001,0001000086,000030,20251023
8000003892,000050,000000000000000053,34.696,EA,34.696,EA,1000,0001,0001013248,000040,20251023
8000003893,000010,000000000000000306,50.153,KG,50.153,KG,2000,0001,0001006290,000050,20251022
8000003893,000020,000000000000001577,13.082,EA,13.082,EA,2000,0001,0001012913,000010,20251022
8000003893,000030,000000000000000844,18.072,EA,18.072,EA,3000,0001,0001002791,000040,20251022
8000003893,000040,000000000000000146,19.392,EA,19.392,EA,2000,0001,0001009677,000010,20251022
8000003893,000050,000000000000001372,7.015,EA,7.015,EA,2000,0001,0001012281,000010,20251022
8000003894,000010,000000000000000922,27.055,EA,27.055,EA,2000,0001,0001001078,000020,20251012
8000003894,000020,000000000000000541,3.321,EA,3.321,EA,1000,0001,0001014004,000010,20251012
8000003894,000030,000000000000000210,13.761,L,13.761,L,1000,0001,0001006869,000040,20251012
8000003894,000040,000000000000001656,38.846,EA,38.846,EA,2000,0001,0001004077,000080,20251012
8000003894,000050,000000000000000833,18.933,EA,18.933,EA,3000,0001,0001003925,000060,20251012
8000003895,000010,000000000000000139,4.464,EA,4.464,EA,1000,0001,0001013363,000020,20251016
8000003895,000020,000000000000001664,6.761,KG,6.761,KG,3000,0001,0001004637,000040,20251016
8000003895,000030,000000000000001366,2.166,EA,2.166,EA,1000,0001,0001008706,000030,20251016
8000003895,000040,000000000000001475,12.243,EA,12.243,EA,2000,0001,0001006547,000040,20251016
8000003895,000050,000000000000001234,65.259,EA,65.259,EA,1000,0001,0001004032,000030,20251016
8000003896,000010,000000000000001098,7.406,KG,7.406,KG,3000,0001,0001006168,000060,20251013
8000003896,000020,000000000000001525,10.51,EA,10.51,EA,2000,0001,0001013319,000010,20251013
8000003896,000030,000000000000000997,6.219,KG,6.219,KG,2000,0001,0001008850,000010,20251013
8000003896,000040,000000000000001284,55.227,L,55.227,L,2000,0001,0001010718,000040,20251013
8000003896,000050,000000000000001500,19.811,EA,19.811,EA,2000,0001,0001011007,000020,20251013
8000003897,000010,000000000000000436,97.028,EA,97.028,EA,1000,0001,0001005511,000030,20251027
8000003897,000020,000000000000000001,10.13,EA,10.13,EA,1000,0001,0001007400,000020,20251027
8000003897,000030,000000000000001623,10.67,KG,10.67,KG,1000,0001,0001008149,000020,20251027
8000003897,000040,000000000000001032,4.447,KG,4.447,KG,1000,0001,0001002427,000010,20251027
8000003897,000050,000000000000000073,19.607,EA,19.607,EA,1000,0001,0001006553,000110,20251027
8000003898,000010,000000000000001866,16.512,EA,16.512,EA,2000,0001,0001008266,000020,20250928
8000003898,000020,000000000000000268,49.04,EA,49.04,EA,2000,0001,0001005821,000030,20250928
8000003898,000030,000000000000001169,169.46,EA,169.46,EA,1000,0001,0001000119,000020,20250928
8000003898,000040,000000000000000966,30.738,EA,30.738,EA,1000,0001,0001000489,000030,20250928
8000003898,000050,000000000000000462,19.564,EA,19.564,EA,3000,0001,0001001284,000030,20250928
8000003899,000010,000000000000000688,147.087,L,147.087,L,3000,0001,0001013712,000040,20251030
8000003899,000020,000000000000001235,15.355,KG,15.355,KG,1000,0001,0001009683,000010,20251030
8000003899,000030,000000000000000921,7.734,EA,7.734,EA,1000,0001,0001000271,000020,20251030
8000003899,000040,000000000000001361,78.373,EA,78.373,EA,1000,0001,0001001894,000080,20251030
8000003899,000050,000000000000000859,4.343,EA,4.343,EA,1000,0001,0001010929,000080,20251030
8000003900,000010,000000000000001185,15.92,EA,15.92,EA,1000,0001,0001005017,000020,20251026
8000003900,000020,000000000000000472,40.118,EA,40.118,EA,3000,0001,0001003130,000010,20251026
8000003900,000030,000000000000001135,71.911,KG,71.911,KG,1000,0001,0001001652,000040,20251026
8000003900,000040,000000000000000143,18.486,EA,18.486,EA,2000,0001,0001002133,000050,20251026
8000003900,000050,000000000000000989,13.13,KG,13.13,KG,3000,0001,0001007836,000010,20251026
8000003901,000010,000000000000001763,25.226,KG,25.226,KG,2000,0001,0001002465,000010,20251014
8000003901,000020,000000000000000644,92.246,EA,92.246,EA,1000,0001,0001008855,000040,20251014
8000003901,000030,000000000000001133,9.851,KG,9.851,KG,3000,0001,0001001396,000060,20251014
8000003901,000040,000000000000001682,120.688,EA,120.688,EA,2000,0001,0001012146,000020,20251014
8000003901,000050,000000000000000702,31.98,L,31.98,L,3000,0001,0001012134,000020,20251014
8000003902,000010,000000000000001366,15.153,EA,15.153,EA,2000,0001,0001008305,000020,20251001
8000003902,000020,000000000000000497,22.52,EA,22.52,EA,2000,0001,0001011667,000010,20251001
8000003902,000030,000000000000000954,24.605,EA,24.605,EA,3000,0001,0001001205,000020,20251001
8000003902,000040,000000000000001583,64.101,KG,64.101,KG,2000,0001,0001007717,000090,20251001
8000003902,000050,000000000000001731,38.355,EA,38.355,EA,3000,0001,0001003075,000030,20251001
8000003903,000010,000000000000001120,4.815,L,4.815,L,2000,0001,0001006335,000060,20251019
8000003903,000020,000000000000000695,49.135,EA,49.135,EA,2000,0001,0001013218,000040,20251019
8000003903,000030,000000000000001497,12.912,EA,12.912,EA,1000,0001,0001002424,000020,20251019
8000003903,000040,000000000000000049,21.183,EA,21.183,EA,1000,0001,0001009332,000010,20251019
8000003903,000050,000000000000000183,39.321,KG,39.321,KG,2000,0001,0001001625,000090,20251019
8000003904,000010,000000000000001443,16.52,EA,16.52,EA,3000,0001,0001003594,000040,20251026
8000003904,000020,000000000000001328,5.441,L,5.441,L,3000,0001,0001013263,000070,20251026
8000003904,000030,000000000000001487,1.851,EA,1.851,EA,1000,0001,0001011249,000040,20251026
8000003904,000040,000000000000001065,110.628,L,110.628,L,3000,0001,0001008178,000020,20251026
8000003904,000050,000000000000000811,71.763,KG,71.763,KG,1000,0001,0001001568,000020,20251026
8000003905,000010,000000000000001909,15.188,EA,15.188,EA,1000,0001,0001011527,000040,20251023
8000003905,000020,000000000000001513,14.453,EA,14.453,EA,1000,0001,0001012797,000020,20251023
8000003905,000030,000000000000000715,2.487,EA,2.487,EA,3000,0001,0001000398,000090,20251023
8000003905,000040,000000000000001302,213.625,EA,213.625,EA,3000,0001,0001012562,000020,20251023
8000003905,000050,000000000000000673,100.708,EA,100.708,EA,3000,0001,0001007759,000040,20251023
8000003906,000010,000000000000001648,16.47,KG,16.47,KG,3000,0001,0001006299,000070,20251021
8000003906,000020,000000000000001944,8.218,EA,8.218,EA,2000,0001,0001007139,000070,20251021
8000003906,000030,000000000000001891,10.38,EA,10.38,EA,2000,0001,0001013112,000030,20251021
8000003906,000040,000000000000001724,15.725,EA,15.725,EA,1000,0001,0001012540,000040,20251021
8000003906,000050,000000000000000890,272.663,EA,272.663,EA,1000,0001,0001007510,000010,20251021
8000003907,000010,000000000000000665,20.904,EA,20.904,EA,2000,0001,0001013769,000020,20251011
8000003907,000020,000000000000001720,55.767,EA,55.767,EA,3000,0001,0001000217,000020,20251011
8000003907,000030,000000000000001649,84.69,KG,84.69,KG,2000,0001,0001010161,000040,20251011
8000003907,000040,000000000000001254,27.03,L,27.03,L,1000,0001,0001005538,000020,20251011
8000003907,000050,000000000000001913,127.405,EA,127.405,EA,2000,0001,0001005108,000010,20251011
8000003908,000010,000000000000000067,70.729,KG,70.729,KG,1000,0001,0001011921,000070,20251005
8000003908,000020,000000000000000307,80.45,KG,80.45,KG,1000,0001,0001007844,000040,20251005
8000003908,000030,000000000000000740,3.946,L,3.946,L,3000,0001,0001001347,000010,20251005
8000003908,000040,000000000000000336,8.565,KG,8.565,KG,1000,0001,0001012618,000020,20251005
8000003908,000050,000000000000001232,33.928,KG,33.928,KG,2000,0001,0001012148,000030,20251005
8000003909,000010,000000000000001913,1.188,EA,1.188,EA,3000,0001,0001008365,000030,20251015
8000003909,000020,000000000000000093,29.798,L,29.798,L,3000,0001,0001009683,000050,20251015
8000003909,000030,000000000000001695,15.555,EA,15.555,EA,3000,0001,0001013499,000040,20251015
8000003909,000040,000000000000001516,18.15,KG,18.15,KG,1000,0001,0001011637,000090,20251015
8000003909,000050,000000000000001456,39.564,KG,39.564,KG,1000,0001,0001009369,000030,20251015
8000003910,000010,000000000000000451,32.552,EA,32.552,EA,2000,0001,0001003255,000060,20251018
8000003910,000020,000000000000000636,22.692,EA,22.692,EA,1000,0001,0001006074,000010,20251018
8000003910,000030,000000000000001115,21.324,KG,21.324,KG,2000,0001,0001003582,000010,20251018
8000003910,000040,000000000000000865,2.367,KG,2.367,KG,1000,0001,0001003198,000050,20251018
8000003910,000050,000000000000001213,51.776,KG,51.776,KG,2000,0001,0001002373,000010,20251018
8000003911,000010,000000000000001208,392.113,L,392.113,L,2000,0001,0001003721,000040,20251012
8000003911,000020,000000000000000389,13.871,KG,13.871,KG,3000,0001,0001002885,000050,20251012
8000003911,000030,000000000000001970,14.677,L,14.677,L,2000,0001,0001003741,000040,20251012
8000003911,000040,000000000000000155,16.22,EA,16.22,EA,3000,0001,0001009277,000020,20251012
8000003911,000050,000000000000001840,22.96,EA,22.96,EA,1000,0001,0001001582,000030,20251012
8000003912,000010,000000000000001503,259.911,EA,259.911,EA,1000,0001,0001007213,000030,20251026
8000003912,000020,000000000000000976,15.673,EA,15.673,EA,3000,0001,0001000546,000020,20251026
8000003912,000030,000000000000001799,27.024,L,27.024,L,1000,0001,0001009007,000050,20251026
8000003912,000040,000000000000000928,23.904,EA,23.904,EA,3000,0001,0001010751,000010,20251026
8000003912,000050,000000000000001703,32.707,EA,32.707,EA,2000,0001,0001013589,000010,20251026
8000003913,000010,000000000000000318,2.73,KG,2.73,KG,3000,0001,0001001247,000040,20251001
8000003913,000020,000000000000001194,3.314,EA,3.314,EA,2000,0001,0001009481,000010,20251001
8000003913,000030,000000000000001387,63.384,EA,63.384,EA,1000,0001,0001001440,000050,20251001
8000003913,000040,000000000000001025,99.982,EA,99.982,EA,2000,0001,0001001770,000020,20251001
8000003913,000050,000000000000000573,4.299,EA,4.299,EA,3000,0001,0001006221,000030,20251001
8000003914,000010,000000000000000743,2.756,EA,2.756,EA,1000,0001,0001006282,000020,20251023
8000003914,000020,000000000000000434,36.737,EA,36.737,EA,3000,0001,0001009811,000050,20251023
8000003914,000030,000000000000000051,1.471,EA,1.471,EA,1000,0001,0001004883,000040,20251023
8000003914,000040,000000000000001783,123.549,EA,123.549,EA,2000,0001,0001007389,000020,20251023
8000003914,000050,000000000000001863,30.32,EA,30.32,EA,1000,0001,0001003962,000050,20251023
8000003915,000010,000000000000001093,3.164,EA,3.164,EA,2000,0001,0001011126,000020,20251026
8000003915,000020,000000000000000465,38.947,EA,38.947,EA,3000,0001,0001014108,000010,20251026
8000003915,000030,000000000000000724,55.633,EA,55.633,EA,1000,0001,0001008252,000040,20251026
8000003915,000040,000000000000000381,4.064,EA,4.064,EA,1000,0001,0001001140,000040,20251026
8000003915,000050,000000000000001869,67.144,KG,67.144,KG,1000,0001,0001005225,000010,20251026
8000003916,000010,000000000000000222,12.139,EA,12.139,EA,2000,0001,0001007615,000010,20251004
8000003916,000020,000000000000000993,31.496,EA,31.496,EA,1000,0001,0001014162,000010,20251004
8000003916,000030,000000000000001884,1.246,EA,1.246,EA,1000,0001,0001011951,000040,20251004
8000003916,000040,000000000000000425,72.652,EA,72.652,EA,3000,0001,0001004578,000080,20251004
8000003916,000050,000000000000000604,103.895,EA,103.895,EA,2000,0001,0001003636,000030,20251004
8000003917,000010,000000000000001448,5.417,EA,5.417,EA,1000,0001,0001011878,000020,20251008
8000003917,000020,000000000000001410,11.596,L,11.596,L,3000,0001,0001003844,000030,20251008
8000003917,000030,000000000000001463,10.852,EA,10.852,EA,2000,0001,0001013943,000050,20251008
8000003917,000040,000000000000000003,13.268,KG,13.268,KG,2000,0001,0001005053,000050,20251008
8000003917,000050,000000000000000516,26.627,KG,26.627,KG,1000,0001,0001013092,000030,20251008
8000003918,000010,000000000000000038,24.107,EA,24.107,EA,2000,0001,0001000042,000060,20250930
8000003918,000020,000000000000001912,206.627,KG,206.627,KG,3000,0001,0001005903,000020,20250930
8000003918,000030,000000000000001546,8.614,EA,8.614,EA,3000,0001,0001011981,000140,20250930
8000003918,000040,000000000000001473,15.774,EA,15.774,EA,2000,0001,0001004353,000010,20250930
8000003918,000050,000000000000000751,31.579,EA,31.579,EA,3000,0001,0001008902,000060,20250930
8000003919,000010,000000000000000766,3.423,EA,3.423,EA,3000,0001,0001006740,000010,20251017
8000003919,000020,000000000000000519,28.712,EA,28.712,EA,2000,0001,0001014280,000010,20251017
8000003919,000030,000000000000001080,24.896,EA,24.896,EA,2000,0001,0001004233,000010,20251017
8000003919,000040,000000000000001498,266.757,EA,266.757,EA,2000,0001,0001009863,000020,20251017
8000003919,000050,000000000000001913,59.033,EA,59.033,EA,2000,0001,0001001774,000010,20251017
8000003920,000010,000000000000000304,18.462,EA,18.462,EA,2000,0001,0001003065,000020,20250930
8000003920,000020,000000000000000538,13.227,EA,13.227,EA,3000,0001,0001013596,000050,20250930
8000003920,000030,000000000000001038,21.653,EA,21.653,EA,2000,0001,0001009076,000010,20250930
8000003920,000040,000000000000001287,105.058,EA,105.058,EA,2000,0001,0001011606,000010,20250930
8000003920,000050,000000000000000085,3.695,EA,3.695,EA,2000,0001,0001011913,000030,20250930
8000003921,000010,000000000000001672,41.948,EA,41.948,EA,2000,0001,0001009777,000010,20251005
8000003921,000020,000000000000000863,93.338,L,93.338,L,3000,0001,0001006178,000070,20251005
8000003921,000030,000000000000001002,32.747,EA,32.747,EA,1000,0001,0001009420,000050,20251005
8000003921,000040,000000000000001604,45.547,L,45.547,L,3000,0001,0001000655,000040,20251005
8000003921,000050,000000000000000461,14.928,KG,14.928,KG,2000,0001,0001004989,000050,20251005
8000003922,000010,000000000000001968,15.004,KG,15.004,KG,1000,0001,0001013579,000010,20251013
8000003922,000020,000000000000000477,9.444,L,9.444,L,2000,0001,0001001885,000050,20251013
8000003922,000030,000000000000000472,47.191,EA,47.191,EA,1000,0001,0001014117,000040,20251013
8000003922,000040,000000000000001908,67.732,KG,67.732,KG,1000,0001,0001006656,000010,20251013
8000003922,000050,000000000000000295,8.611,KG,8.611,KG,3000,0001,0001002311,000030,20251013
8000003923,000010,000000000000000286,14.918,EA,14.918,EA,1000,0001,0001008057,000020,20251006
8000003923,000020,000000000000000021,2.59,L,2.59,L,3000,0001,0001002545,000010,20251006
8000003923,000030,000000000000001669,22.013,EA,22.013,EA,2000,0001,0001006578,000030,20251006
8000003923,000040,000000000000001600,4.909,EA,4.909,EA,2000,0001,0001011631,000070,20251006
8000003923,000050,000000000000001139,236.472,KG,236.472,KG,3000,0001,0001009960,000050,20251006
8000003924,000010,000000000000001988,18.013,KG,18.013,KG,2000,0001,0001001608,000040,20251005
8000003924,000020,000000000000000311,22.155,EA,22.155,EA,2000,0001,0001006139,000070,20251005
8000003924,000030,000000000000001426,22.082,KG,22.082,KG,2000,0001,0001009398,000040,20251005
8000003924,000040,000000000000000584,28.124,L,28.124,L,2000,0001,0001005673,000020,20251005
8000003924,000050,000000000000000505,4.025,KG,4.025,KG,2000,0001,0001009870,000030,20251005
8000003925,000010,000000000000001674,13.012,EA,13.012,EA,1000,0001,0001014161,000030,20251002
8000003925,000020,000000000000000369,41.421,EA,41.421,EA,2000,0001,0001010899,000050,20251002
8000003925,000030,000000000000001906,31.32,EA,31.32,EA,1000,0001,0001003680,000020,20251002
8000003925,000040,000000000000001576,0.882,EA,0.882,EA,1000,0001,0001005143,000030,20251002
8000003925,000050,000000000000000747,5.875,EA,5.875,EA,3000,0001,0001011075,000030,20251002
8000003926,000010,000000000000001504,80.633,EA,80.633,EA,1000,0001,0001007009,000030,20251011
8000003926,000020,000000000000001095,10.281,L,10.281,L,2000,0001,0001006838,000020,20251011
8000003926,000030,000000000000000611,11.494,KG,11.494,KG,2000,0001,0001001529,000010,20251011
8000003926,000040,000000000000001440,7.279,KG,7.279,KG,2000,0001,0001010290,000040,20251011
8000003926,000050,000000000000001935,49.348,L,49.348,L,3000,0001,0001007755,000050,20251011
8000003927,000010,000000000000000254,155.928,KG,155.928,KG,1000,0001,0001010734,000070,20251029
8000003927,000020,000000000000000799,33.186,KG,33.186,KG,3000,0001,0001000339,000070,20251029
8000003927,000030,000000000000000912,206.331,EA,206.331,EA,2000,0001,0001009097,000050,20251029
8000003927,000040,000000000000000491,12.797,KG,12.797,KG,1000,0001,0001013411,000010,20251029
8000003927,000050,000000000000000383,15.5,EA,15.5,EA,1000,0001,0001002470,000040,20251029
8000003928,000010,000000000000000637,21.622,EA,21.622,EA,2000,0001,0001002833,000010,20251026
8000003928,000020,000000000000000450,54.453,KG,54.453,KG,3000,0001,0001001547,000060,20251026
8000003928,000030,000000000000000859,11.091,EA,11.091,EA,2000,0001,0001003302,000010,20251026
8000003928,000040,000000000000001968,49.63,KG,49.63,KG,1000,0001,0001004670,000020,20251026
8000003928,000050,000000000000000307,99.229,KG,99.229,KG,2000,0001,0001000579,000010,20251026
8000003929,000010,000000000000001718,20.94,EA,20.94,EA,2000,0001,0001000994,000040,20251015
8000003929,000020,000000000000000297,17.069,KG,17.069,KG,2000,0001,0001008446,000030,20251015
8000003929,000030,000000000000000516,12.37,KG,12.37,KG,2000,0001,0001000541,000060,20251015
8000003929,000040,000000000000000977,53.582,EA,53.582,EA,1000,0001,0001004926,000080,20251015
8000003929,000050,000000000000001929,12.549,EA,12.549,EA,2000,0001,0001004607,000010,20251015
8000003930,000010,000000000000001028,76.727,EA,76.727,EA,2000,0001,0001013716,000070,20251023
8000003930,000020,000000000000001090,16.785,EA,16.785,EA,1000,0001,0001005295,000030,20251023
8000003930,000030,000000000000001869,36.041,KG,36.041,KG,2000,0001,0001001654,000040,20251023
8000003930,000040,000000000000001359,192.36,EA,192.36,EA,2000,0001,0001010319,000020,20251023
8000003930,000050,000000000000000995,5.84,EA,5.84,EA,3000,0001,0001004183,000060,20251023
8000003931,000010,000000000000000754,3.158,EA,3.158,EA,2000,0001,0001003103,000050,20251024
8000003931,000020,000000000000000909,16.174,EA,16.174,EA,2000,0001,0001000267,000020,20251024
8000003931,000030,000000000000000101,56.837,L,56.837,L,1000,0001,0001004981,000060,20251024
8000003931,000040,000000000000000490,34.204,EA,34.204,EA,2000,0001,0001007594,000010,20251024
8000003931,000050,000000000000000705,8.217,EA,8.217,EA,2000,0001,0001009351,000010,20251024
8000003932,000010,000000000000000880,17.037,KG,17.037,KG,3000,0001,0001008460,000070,20251004
8000003932,000020,000000000000001412,9.113,KG,9.113,KG,2000,0001,0001013468,000020,20251004
8000003932,000030,000000000000001014,16.067,KG,16.067,KG,1000,0001,0001012273,000030,20251004
8000003932,000040,000000000000000066,9.772,EA,9.772,EA,1000,0001,0001008940,000050,20251004
8000003932,000050,000000000000000471,7.613,KG,7.613,KG,3000,0001,0001011670,000130,20251004
8000003933,000010,000000000000000316,4.531,EA,4.531,EA,3000,0001,0001007280,000070,20251020
8000003933,000020,000000000000000976,32.366,EA,32.366,EA,2000,0001,0001011996,000060,20251020
8000003933,000030,000000000000001291,39.83,KG,39.83,KG,1000,0001,0001013856,000010,20251020
8000003933,000040,000000000000000544,11.605,KG,11.605,KG,1000,0001,0001002802,000020,20251020
8000003933,000050,000000000000001648,6.524,KG,6.524,KG,1000,0001,0001002501,000040,20251020
8000003934,000010,000000000000001481,8.8,EA,8.8,EA,2000,0001,0001000094,000010,20251013
8000003934,000020,000000000000001413,11.494,EA,11.494,EA,1000,0001,0001009380,000030,20251013
8000003934,000030,000000000000000669,1.858,KG,1.858,KG,1000,0001,0001004454,000030,20251013
8000003934,000040,000000000000000461,42.751,KG,42.751,KG,1000,0001,0001009354,000010,20251013
