VBELN,ERNAM,ERDAT,ERZET,WADAT_IST,WADAT,LFART,VKORG,VSTEL,KUNNR,INCO1,LIFSK,KODAT
8000003291,WHSUSER,20251030,092000,20251030,20251031,LF,3000,30001,0000100422,EXW,,20251030
8000003292,WHSUSER,20251031,105200,20251031,20251101,LF,1000,10001,0000102650,EXW,,20251031
8000003293,WHSUSER,20251008,122900,20251008,20251009,LF,2000,20001,0000104753,EXW,,20251008
8000003294,WHSUSER,20251004,112000,20251004,20251005,LF,1000,10001,0000104959,EXW,,20251004
8000003295,WHSUSER,20251021,101800,20251021,20251022,LF,2000,20001,0000100196,EXW,,20251021
8000003296,WHSUSER,20251010,173800,20251010,20251011,LF,1000,10001,0000103934,EXW,,20251010
8000003297,WHSUSER,20251025,160500,20251025,20251026,LF,1000,10001,0000104458,EXW,,20251025
8000003298,WHSUSER,20251023,120300,20251023,20251024,LF,2000,20001,0000103616,EXW,,20251023
8000003299,WHSUSER,20251013,091500,20251013,20251014,LF,1000,10001,0000103610,EXW,,20251013
8000003300,WHSUSER,20250930,144500,20250930,20251001,LF,1000,10001,0000104605,EXW,,20250930
8000003301,WHSUSER,20250929,112600,20250929,20250930,LF,3000,30001,0000104923,EXW,,20250929
8000003302,WHSUSER,20251014,112200,20251014,20251015,LF,1000,10001,0000103289,EXW,,20251014
8000003303,WHSUSER,20251016,161800,20251016,20251017,LF,1000,10001,0000102260,EXW,,20251016
8000003304,WHSUSER,20251010,174500,20251010,20251011,LF,1000,10001,0000104039,EXW,,20251010
8000003305,WHSUSER,20251005,122800,20251005,20251006,LF,2000,20001,0000102829,EXW,,20251005
8000003306,WHSUSER,20251006,082100,20251006,20251007,LF,1000,10001,0000101265,EXW,,20251006
8000003307,WHSUSER,20250928,082300,20250928,20250929,LF,1000,10001,0000101225,EXW,,20250928
8000003308,WHSUSER,20251006,153800,20251006,20251007,LF,1000,10001,0000102158,EXW,,20251006
8000003309,WHSUSER,20251015,081800,20251015,20251016,LF,1000,10001,0000104772,EXW,,20251015
8000003310,WHSUSER,20251028,161900,20251028,20251029,LF,1000,10001,0000100759,EXW,,20251028
8000003311,WHSUSER,20251018,114500,20251018,20251019,LF,2000,20001,0000101010,EXW,,20251018
8000003312,WHSUSER,20251006,115500,20251006,20251007,LF,1000,10001,0000100437,EXW,,20251006
8000003313,WHSUSER,20251001,121500,20251001,20251002,LF,2000,20001,0000102809,EXW,,20251001
8000003314,WHSUSER,20251007,144300,20251007,20251008,LF,1000,10001,0000100718,EXW,,20251007
8000003315,WHSUSER,20250926,140700,20250926,20250927,LF,1000,10001,0000104994,EXW,,20250926
8000003316,WHSUSER,20251016,094100,20251016,20251017,LF,1000,10001,0000100271,EXW,,20251016
8000003317,WHSUSER,20251020,122000,20251020,20251021,LF,3000,30001,0000101025,EXW,,20251020
8000003318,WHSUSER,20251025,161300,20251025,20251026,LF,2000,20001,0000100382,EXW,,20251025
8000003319,WHSUSER,20251024,091500,20251024,20251025,LF,2000,20001,0000100680,EXW,,20251024
8000003320,WHSUSER,20250930,172800,20250930,20251001,LF,2000,20001,0000100330,EXW,,20250930
8000003321,WHSUSER,20251015,080000,20251015,20251016,LF,1000,10001,0000104782,EXW,,20251015
8000003322,WHSUSER,20251019,163400,20251019,20251020,LF,2000,20001,0000103271,EXW,,20251019
8000003323,WHSUSER,20251005,145200,20251005,20251006,LF,1000,10001,0000101805,EXW,,20251005
8000003324,WHSUSER,20251024,161000,20251024,20251025,LF,1000,10001,0000101154,EXW,,20251024
8000003325,WHSUSER,20251004,105200,20251004,20251005,LF,1000,10001,0000101269,EXW,,20251004
8000003326,WHSUSER,20251013,165000,20251013,20251014,LF,1000,10001,0000100437,EXW,,20251013
8000003327,WHSUSER,20251020,102000,20251020,20251021,LF,1000,10001,0000100284,EXW,,20251020
8000003328,WHSUSER,20251015,093400,20251015,20251016,LF,1000,10001,0000101418,EXW,,20251015
8000003329,WHSUSER,20251029,172000,20251029,20251030,LF,1000,10001,0000100530,EXW,,20251029
8000003330,WHSUSER,20251026,090600,20251026,20251027,LF,2000,20001,0000101266,EXW,,20251026
8000003331,WHSUSER,20251012,163200,20251012,20251013,LF,1000,10001,0000103234,EXW,,20251012
8000003332,WHSUSER,20250930,111600,20250930,20251001,LF,1000,10001,0000103617,EXW,,20250930
8000003333,WHSUSER,20251019,164200,20251019,20251020,LF,2000,20001,0000103824,EXW,,20251019
8000003334,WHSUSER,20251005,171700,20251005,20251006,LF,1000,10001,0000102653,EXW,,20251005
8000003335,WHSUSER,20251015,150200,20251015,20251016,LF,1000,10001,0000103472,EXW,,20251015
8000003336,WHSUSER,20251021,113500,20251021,20251022,LF,2000,20001,0000104087,EXW,,20251021
8000003337,WHSUSER,20251008,151900,20251008,20251009,LF,1000,10001,0000100373,EXW,,20251008
8000003338,WHSUSER,20251004,084800,20251004,20251005,LF,1000,10001,0000104077,EXW,,20251004
8000003339,WHSUSER,20251018,085300,20251018,20251019,LF,2000,20001,0000100571,EXW,,20251018
8000003340,WHSUSER,20251015,165500,20251015,20251016,LF,2000,20001,0000103300,EXW,,20251015
8000003341,WHSUSER,20251009,100400,20251009,20251010,LF,1000,10001,0000104701,EXW,,20251009
8000003342,WHSUSER,20251001,105400,20251001,20251002,LF,1000,10001,0000102693,EXW,,20251001
8000003343,WHSUSER,20250926,144700,20250926,20250927,LF,3000,30001,0000102845,EXW,,20250926
8000003344,WHSUSER,20251023,152400,20251023,20251024,LF,1000,10001,0000103870,EXW,,20251023
8000003345,WHSUSER,20251026,131200,20251026,20251027,LF,1000,10001,0000104334,EXW,,20251026
8000003346,WHSUSER,20251004,095600,20251004,20251005,LF,1000,10001,0000102152,EXW,,20251004
8000003347,WHSUSER,20251018,100400,20251018,20251019,LF,3000,30001,0000102031,EXW,,20251018
8000003348,WHSUSER,20251012,145200,20251012,20251013,LF,1000,10001,0000102515,EXW,,20251012
8000003349,WHSUSER,20251028,113300,20251028,20251029,LF,1000,10001,0000104753,EXW,,20251028
8000003350,WHSUSER,20251014,132200,20251014,20251015,LF,1000,10001,0000102038,EXW,,20251014
8000003351,WHSUSER,20251005,113500,20251005,20251006,LF,1000,10001,0000104194,EXW,,20251005
8000003352,WHSUSER,20251012,120900,20251012,20251013,LF,1000,10001,0000100120,EXW,,20251012
8000003353,WHSUSER,20251009,083600,20251009,20251010,LF,1000,10001,0000104383,EXW,,20251009
8000003354,WHSUSER,20251021,112300,20251021,20251022,LF,1000,10001,0000102184,EXW,,20251021
8000003355,WHSUSER,20251023,165000,20251023,20251024,LF,2000,20001,0000104893,EXW,,20251023
8000003356,WHSUSER,20251025,122300,20251025,20251026,LF,2000,20001,0000101942,EXW,,20251025
8000003357,WHSUSER,20251027,153100,20251027,20251028,LF,1000,10001,0000101942,EXW,,20251027
8000003358,WHSUSER,20251022,152300,20251022,20251023,LF,1000,10001,0000100124,EXW,,20251022
8000003359,WHSUSER,20251001,135100,20251001,20251002,LF,2000,20001,0000103248,EXW,,20251001
8000003360,WHSUSER,20251009,121100,20251009,20251010,LF,1000,10001,0000104538,EXW,,20251009
8000003361,WHSUSER,20251004,080700,20251004,20251005,LF,2000,20001,0000104062,EXW,,20251004
8000003362,WHSUSER,20251008,083700,20251008,20251009,LF,1000,10001,0000103287,EXW,,20251008
8000003363,WHSUSER,20251010,142800,20251010,20251011,LF,2000,20001,0000104664,EXW,,20251010
8000003364,WHSUSER,20251024,084500,20251024,20251025,LF,1000,10001,0000103206,EXW,,20251024
8000003365,WHSUSER,20251025,133800,20251025,20251026,LF,1000,10001,0000101622,EXW,,20251025
8000003366,WHSUSER,20251012,103100,20251012,20251013,LF,1000,10001,0000102280,EXW,,20251012
8000003367,WHSUSER,20251008,173800,20251008,20251009,LF,2000,20001,0000103312,EXW,,20251008
8000003368,WHSUSER,20250929,100100,20250929,20250930,LF,2000,20001,0000101906,EXW,,20250929
8000003369,WHSUSER,20251015,160500,20251015,20251016,LF,1000,10001,0000104385,EXW,,20251015
8000003370,WHSUSER,20251024,145800,20251024,20251025,LF,3000,30001,0000102531,EXW,,20251024
8000003371,WHSUSER,20251005,170700,20251005,20251006,LF,1000,10001,0000100202,EXW,,20251005
8000003372,WHSUSER,20251022,160300,20251022,20251023,LF,1000,10001,0000101211,EXW,,20251022
8000003373,WHSUSER,20251026,122200,20251026,20251027,LF,2000,20001,0000101416,EXW,,20251026
8000003374,WHSUSER,20251019,090600,20251019,20251020,LF,1000,10001,0000104242,EXW,,20251019
8000003375,WHSUSER,20251026,090800,20251026,20251027,LF,2000,20001,0000103421,EXW,,20251026
8000003376,WHSUSER,20251021,133000,20251021,20251022,LF,1000,10001,0000103524,EXW,,20251021
8000003377,WHSUSER,20251013,121100,20251013,20251014,LF,1000,10001,0000103689,EXW,,20251013
8000003378,WHSUSER,20251023,171200,20251023,20251024,LF,1000,10001,0000100766,EXW,,20251023
8000003379,WHSUSER,20251011,082500,20251011,20251012,LF,3000,30001,0000101851,EXW,,20251011
8000003380,WHSUSER,20251015,092400,20251015,20251016,LF,2000,20001,0000103016,EXW,,20251015
8000003381,WHSUSER,20251018,115600,20251018,20251019,LF,2000,20001,0000103390,EXW,,20251018
8000003382,WHSUSER,20251015,085300,20251015,20251016,LF,1000,10001,0000103103,EXW,,20251015
8000003383,WHSUSER,20251003,153400,20251003,20251004,LF,1000,10001,0000100108,EXW,,20251003
8000003384,WHSUSER,20251002,085100,20251002,20251003,LF,2000,20001,0000103207,EXW,,20251002
8000003385,WHSUSER,20251006,143100,20251006,20251007,LF,2000,20001,0000104835,EXW,,20251006
8000003386,WHSUSER,20251016,131600,20251016,20251017,LF,1000,10001,0000100427,EXW,,20251016
8000003387,WHSUSER,20251004,165600,20251004,20251005,LF,1000,10001,0000103107,EXW,,20251004
8000003388,WHSUSER,20251021,103900,20251021,20251022,LF,3000,30001,0000101066,EXW,,20251021
8000003389,WHSUSER,20251031,162200,20251031,20251101,LF,1000,10001,0000101816,EXW,,20251031
8000003390,WHSUSER,20251003,111300,20251003,20251004,LF,1000,10001,0000101240,EXW,,20251003
8000003391,WHSUSER,20251013,132900,20251013,20251014,LF,3000,30001,0000101210,EXW,,20251013
8000003392,WHSUSER,20250930,144000,20250930,20251001,LF,2000,20001,0000101598,EXW,,20250930
8000003393,WHSUSER,20251022,140000,20251022,20251023,LF,1000,10001,0000101412,EXW,,20251022
8000003394,WHSUSER,20251027,081200,20251027,20251028,LF,1000,10001,0000101043,EXW,,20251027
8000003395,WHSUSER,20251023,143900,20251023,20251024,LF,2000,20001,0000103909,EXW,,20251023
8000003396,WHSUSER,20251016,130200,20251016,20251017,LF,3000,30001,0000100807,EXW,,20251016
8000003397,WHSUSER,20251015,095200,20251015,20251016,LF,1000,10001,0000101600,EXW,,20251015
8000003398,WHSUSER,20251020,125800,20251020,20251021,LF,1000,10001,0000103826,EXW,,20251020
8000003399,WHSUSER,20251026,171000,20251026,20251027,LF,2000,20001,0000104531,EXW,,20251026
8000003400,WHSUSER,20251004,091900,20251004,20251005,LF,1000,10001,0000104158,EXW,,20251004
8000003401,WHSUSER,20251020,144400,20251020,20251021,LF,3000,30001,0000100756,EXW,,20251020
8000003402,WHSUSER,20251017,145800,20251017,20251018,LF,1000,10001,0000104449,EXW,,20251017
8000003403,WHSUSER,20251019,105500,20251019,20251020,LF,2000,20001,0000103300,EXW,,20251019
8000003404,WHSUSER,20251009,173100,20251009,20251010,LF,3000,30001,0000102626,EXW,,20251009
8000003405,WHSUSER,20251015,161400,20251015,20251016,LF,1000,10001,0000104328,EXW,,20251015
8000003406,WHSUSER,20250929,100400,20250929,20250930,LF,2000,20001,0000100275,EXW,,20250929
8000003407,WHSUSER,20251006,100100,20251006,20251007,LF,2000,20001,0000103478,EXW,,20251006
8000003408,WHSUSER,20251014,135200,20251014,20251015,LF,1000,10001,0000101753,EXW,,20251014
8000003409,WHSUSER,20251012,162600,20251012,20251013,LF,2000,20001,0000101980,EXW,,20251012
8000003410,WHSUSER,20251006,173000,20251006,20251007,LF,2000,20001,0000101716,EXW,,20251006
8000003411,WHSUSER,20251009,124600,20251009,20251010,LF,2000,20001,0000102214,EXW,,20251009
8000003412,WHSUSER,20251019,092300,20251019,20251020,LF,2000,20001,0000101706,EXW,,20251019
8000003413,WHSUSER,20251011,144800,20251011,20251012,LF,2000,20001,0000102020,EXW,,20251011
8000003414,WHSUSER,20251025,094400,20251025,20251026,LF,1000,10001,0000103294,EXW,,20251025
8000003415,WHSUSER,20251017,080500,20251017,20251018,LF,1000,10001,0000103264,EXW,,20251017
8000003416,WHSUSER,20251022,170000,20251022,20251023,LF,1000,10001,0000100841,EXW,,20251022
8000003417,WHSUSER,20251009,081500,20251009,20251010,LF,3000,30001,0000100572,EXW,,20251009
8000003418,WHSUSER,20251011,143400,20251011,20251012,LF,1000,10001,0000100427,EXW,,20251011
8000003419,WHSUSER,20251011,134300,20251011,20251012,LF,1000,10001,0000100895,EXW,,20251011
8000003420,WHSUSER,20251006,084600,20251006,20251007,LF,1000,10001,0000100426,EXW,,20251006
8000003421,WHSUSER,20251021,143200,20251021,20251022,LF,1000,10001,0000102334,EXW,,20251021
8000003422,WHSUSER,20250930,125600,20250930,20251001,LF,2000,20001,0000104932,EXW,,20250930
8000003423,WHSUSER,20250929,103700,20250929,20250930,LF,2000,20001,0000100511,EXW,,20250929
8000003424,WHSUSER,20251004,092100,20251004,20251005,LF,1000,10001,0000104885,EXW,,20251004
8000003425,WHSUSER,20251019,152600,20251019,20251020,LF,2000,20001,0000103978,EXW,,20251019
8000003426,WHSUSER,20251018,172500,20251018,20251019,LF,2000,20001,0000103508,EXW,,20251018
8000003427,WHSUSER,20251003,160400,20251003,20251004,LF,1000,10001,0000100442,EXW,,20251003
8000003428,WHSUSER,20251024,124800,20251024,20251025,LF,2000,20001,0000101521,EXW,,20251024
8000003429,WHSUSER,20251022,160700,20251022,20251023,LF,2000,20001,0000103873,EXW,,20251022
8000003430,WHSUSER,20251002,155600,20251002,20251003,LF,1000,10001,0000104116,EXW,,20251002
8000003431,WHSUSER,20251003,080900,20251003,20251004,LF,2000,20001,0000104869,EXW,,20251003
8000003432,WHSUSER,20251013,170800,20251013,20251014,LF,3000,30001,0000104995,EXW,,20251013
8000003433,WHSUSER,20251021,093000,20251021,20251022,LF,3000,30001,0000103159,EXW,,20251021
8000003434,WHSUSER,20251022,122200,20251022,20251023,LF,2000,20001,0000102160,EXW,,20251022
8000003435,WHSUSER,20251019,093700,20251019,20251020,LF,3000,30001,0000102869,EXW,,20251019
8000003436,WHSUSER,20251026,085800,20251026,20251027,LF,1000,10001,0000103145,EXW,,20251026
8000003437,WHSUSER,20251007,153400,20251007,20251008,LF,1000,10001,0000104420,EXW,,20251007
8000003438,WHSUSER,20251014,085000,20251014,20251015,LF,1000,10001,0000104445,EXW,,20251014
8000003439,WHSUSER,20251011,165500,20251011,20251012,LF,1000,10001,0000102377,EXW,,20251011
8000003440,WHSUSER,20251025,083300,20251025,20251026,LF,1000,10001,0000104117,EXW,,20251025
8000003441,WHSUSER,20251013,175500,20251013,20251014,LF,2000,20001,0000100741,EXW,,20251013
8000003442,WHSUSER,20251006,144900,20251006,20251007,LF,1000,10001,0000103216,EXW,,20251006
8000003443,WHSUSER,20251023,145000,20251023,20251024,LF,1000,10001,0000104072,EXW,,20251023
8000003444,WHSUSER,20251006,165200,20251006,20251007,LF,3000,30001,0000102784,EXW,,20251006
8000003445,WHSUSER,20251019,111600,20251019,20251020,LF,2000,20001,0000100403,EXW,,20251019
8000003446,WHSUSER,20251016,112300,20251016,20251017,LF,2000,20001,0000100452,EXW,,20251016
8000003447,WHSUSER,20251006,161200,20251006,20251007,LF,2000,20001,0000103542,EXW,,20251006
8000003448,WHSUSER,20251008,085200,20251008,20251009,LF,1000,10001,0000100482,EXW,,20251008
8000003449,WHSUSER,20251018,124800,20251018,20251019,LF,3000,30001,0000103369,EXW,,20251018
8000003450,WHSUSER,20251009,173200,20251009,20251010,LF,1000,10001,0000103476,EXW,,20251009
8000003451,WHSUSER,20251010,091400,20251010,20251011,LF,1000,10001,0000104277,EXW,,20251010
8000003452,WHSUSER,20251022,145800,20251022,20251023,LF,1000,10001,0000101154,EXW,,20251022
8000003453,WHSUSER,20251005,175000,20251005,20251006,LF,2000,20001,0000101285,EXW,,20251005
8000003454,WHSUSER,20251028,111300,20251028,20251029,LF,1000,10001,0000102310,EXW,,20251028
8000003455,WHSUSER,20251012,154600,20251012,20251013,LF,1000,10001,0000100360,EXW,,20251012
8000003456,WHSUSER,20251016,093300,20251016,20251017,LF,1000,10001,0000103297,EXW,,20251016
8000003457,WHSUSER,20251030,112400,20251030,20251031,LF,1000,10001,0000103324,EXW,,20251030
8000003458,WHSUSER,20251018,172000,20251018,20251019,LF,1000,10001,0000101260,EXW,,20251018
8000003459,WHSUSER,20251001,151600,20251001,20251002,LF,2000,20001,0000100315,EXW,,20251001
8000003460,WHSUSER,20251022,134500,20251022,20251023,LF,2000,20001,0000104630,EXW,,20251022
8000003461,WHSUSER,20251007,135700,20251007,20251008,LF,1000,10001,0000102763,EXW,,20251007
8000003462,WHSUSER,20251007,125900,20251007,20251008,LF,3000,30001,0000102368,EXW,,20251007
8000003463,WHSUSER,20251012,081900,20251012,20251013,LF,1000,10001,0000104877,EXW,,20251012
8000003464,WHSUSER,20251009,104900,20251009,20251010,LF,2000,20001,0000100026,EXW,,20251009
8000003465,WHSUSER,20251002,113700,20251002,20251003,LF,1000,10001,0000101668,EXW,,20251002
8000003466,WHSUSER,20251020,155300,20251020,20251021,LF,2000,20001,0000104835,EXW,,20251020
8000003467,WHSUSER,20251015,114500,20251015,20251016,LF,2000,20001,0000102106,EXW,,20251015
8000003468,WHSUSER,20250930,170900,20250930,20251001,LF,2000,20001,0000104381,EXW,,20250930
8000003469,WHSUSER,20251008,112400,20251008,20251009,LF,2000,20001,0000102668,EXW,,20251008
8000003470,WHSUSER,20251013,095800,20251013,20251014,LF,1000,10001,0000104504,EXW,,20251013
8000003471,WHSUSER,20251001,120700,20251001,20251002,LF,3000,30001,0000103938,EXW,,20251001
8000003472,WHSUSER,20251013,091500,20251013,20251014,LF,2000,20001,0000102718,EXW,,20251013
8000003473,WHSUSER,20251020,132600,20251020,20251021,LF,1000,10001,0000102245,EXW,,20251020
8000003474,WHSUSER,20251009,164000,20251009,20251010,LF,2000,20001,0000103614,EXW,,20251009
8000003475,WHSUSER,20251015,162700,20251015,20251016,LF,1000,10001,0000104708,EXW,,20251015
8000003476,WHSUSER,20251020,160000,20251020,20251021,LF,3000,30001,0000100242,EXW,,20251020
8000003477,WHSUSER,20251016,132000,20251016,20251017,LF,3000,30001,0000102377,EXW,,20251016
8000003478,WHSUSER,20251029,093900,20251029,20251030,LF,1000,10001,0000100244,EXW,,20251029
8000003479,WHSUSER,20251026,092100,20251026,20251027,LF,2000,20001,0000101916,EXW,,20251026
8000003480,WHSUSER,20251012,133400,20251012,20251013,LF,2000,20001,0000100268,EXW,,20251012
8000003481,WHSUSER,20251025,161800,20251025,20251026,LF,1000,10001,0000100639,EXW,,20251025
8000003482,WHSUSER,20251006,132500,20251006,20251007,LF,1000,10001,0000104534,EXW,,20251006
8000003483,WHSUSER,20251006,141200,20251006,20251007,LF,1000,10001,0000104419,EXW,,20251006
8000003484,WHSUSER,20250929,170500,20250929,20250930,LF,2000,20001,0000104762,EXW,,20250929
8000003485,WHSUSER,20251022,084100,20251022,20251023,LF,1000,10001,0000100322,EXW,,20251022
8000003486,WHSUSER,20251025,124700,20251025,20251026,LF,2000,20001,0000103081,EXW,,20251025
8000003487,WHSUSER,20251012,110000,20251012,20251013,LF,1000,10001,0000101954,EXW,,20251012
8000003488,WHSUSER,20251017,093600,20251017,20251018,LF,2000,20001,0000100954,EXW,,20251017
8000003489,WHSUSER,20251019,152100,20251019,20251020,LF,1000,10001,0000104981,EXW,,20251019
8000003490,WHSUSER,20251027,094200,20251027,20251028,LF,1000,10001,0000103675,EXW,,20251027
8000003491,WHSUSER,20251002,123400,20251002,20251003,LF,1000,10001,0000102275,EXW,,20251002
8000003492,WHSUSER,20251021,133300,20251021,20251022,LF,1000,10001,0000102092,EXW,,20251021
8000003493,WHSUSER,20251026,123900,20251026,20251027,LF,1000,10001,0000103385,EXW,,20251026
8000003494,WHSUSER,20251013,142300,20251013,20251014,LF,1000,10001,0000104121,EXW,,20251013
8000003495,WHSUSER,20251015,110300,20251015,20251016,LF,2000,20001,0000100962,EXW,,20251015
8000003496,WHSUSER,20251016,084800,20251016,20251017,LF,1000,10001,0000102201,EXW,,20251016
8000003497,WHSUSER,20251012,082200,20251012,20251013,LF,1000,10001,0000100637,EXW,,20251012
8000003498,WHSUSER,20251012,092700,20251012,20251013,LF,3000,30001,0000104372,EXW,,20251012
8000003499,WHSUSER,20251014,134700,20251014,20251015,LF,1000,10001,0000101300,EXW,,20251014
8000003500,WHSUSER,20251020,103100,20251020,20251021,LF,2000,20001,0000100302,EXW,,20251020
8000003501,WHSUSER,20251010,085200,20251010,20251011,LF,2000,20001,0000104426,EXW,,20251010
8000003502,WHSUSER,20251025,153600,20251025,20251026,LF,1000,10001,0000100780,EXW,,20251025
8000003503,WHSUSER,20251012,173100,20251012,20251013,LF,3000,30001,0000102558,EXW,,20251012
8000003504,WHSUSER,20251018,094000,20251018,20251019,LF,1000,10001,0000101881,EXW,,20251018
8000003505,WHSUSER,20251024,173500,20251024,20251025,LF,1000,10001,0000100216,EXW,,20251024
8000003506,WHSUSER,20251019,174600,20251019,20251020,LF,1000,10001,0000103624,EXW,,20251019
8000003507,WHSUSER,20251011,143300,20251011,20251012,LF,1000,10001,0000103631,EXW,,20251011
8000003508,WHSUSER,20251020,162800,20251020,20251021,LF,1000,10001,0000102811,EXW,,20251020
8000003509,WHSUSER,20251025,104200,20251025,20251026,LF,1000,10001,0000100872,EXW,,20251025
8000003510,WHSUSER,20251019,125900,20251019,20251020,LF,1000,10001,0000103863,EXW,,20251019
8000003511,WHSUSER,20251025,144600,20251025,20251026,LF,3000,30001,0000101667,EXW,,20251025
8000003512,WHSUSER,20251014,081600,20251014,20251015,LF,1000,10001,0000104486,EXW,,20251014
8000003513,WHSUSER,20251025,080400,20251025,20251026,LF,1000,10001,0000104791,EXW,,20251025
8000003514,WHSUSER,20250929,133400,20250929,20250930,LF,1000,10001,0000101291,EXW,,20250929
8000003515,WHSUSER,20251006,143600,20251006,20251007,LF,1000,10001,0000103857,EXW,,20251006
8000003516,WHSUSER,20251003,100300,20251003,20251004,LF,1000,10001,0000102217,EXW,,20251003
8000003517,WHSUSER,20251008,163800,20251008,20251009,LF,1000,10001,0000100952,EXW,,20251008
8000003518,WHSUSER,20251024,174000,20251024,20251025,LF,1000,10001,0000100060,EXW,,20251024
8000003519,WHSUSER,20251026,112900,20251026,20251027,LF,2000,20001,0000103258,EXW,,20251026
8000003520,WHSUSER,20251004,173300,20251004,20251005,LF,1000,10001,0000100004,EXW,,20251004
8000003521,WHSUSER,20251004,123300,20251004,20251005,LF,1000,10001,0000101340,EXW,,20251004
8000003522,WHSUSER,20250929,084100,20250929,20250930,LF,2000,20001,0000100854,EXW,,20250929
8000003523,WHSUSER,20251015,162900,20251015,20251016,LF,1000,10001,0000102003,EXW,,20251015
8000003524,WHSUSER,20251024,095600,20251024,20251025,LF,2000,20001,0000101679,EXW,,20251024
8000003525,WHSUSER,20250930,113300,20250930,20251001,LF,1000,10001,0000101830,EXW,,20250930
8000003526,WHSUSER,20251024,165300,20251024,20251025,LF,2000,20001,0000103573,EXW,,20251024
8000003527,WHSUSER,20251013,125800,20251013,20251014,LF,3000,30001,0000102846,EXW,,20251013
8000003528,WHSUSER,20251028,105300,20251028,20251029,LF,1000,10001,0000102255,EXW,,20251028
8000003529,WHSUSER,20251007,095600,20251007,20251008,LF,1000,10001,0000102308,EXW,,20251007
8000003530,WHSUSER,20251012,134700,20251012,20251013,LF,3000,30001,0000104224,EXW,,20251012
8000003531,WHSUSER,20251025,120900,20251025,20251026,LF,2000,20001,0000104912,EXW,,20251025
8000003532,WHSUSER,20251024,103300,20251024,20251025,LF,1000,10001,0000100886,EXW,,20251024
8000003533,WHSUSER,20251004,121300,20251004,20251005,LF,2000,20001,0000100127,EXW,,20251004
8000003534,WHSUSER,20251019,154700,20251019,20251020,LF,2000,20001,0000102732,EXW,,20251019
8000003535,WHSUSER,20251027,152600,20251027,20251028,LF,2000,20001,0000100292,EXW,,20251027
8000003536,WHSUSER,20251018,155200,20251018,20251019,LF,1000,10001,0000104593,EXW,,20251018
8000003537,WHSUSER,20251021,085900,20251021,20251022,LF,1000,10001,0000101786,EXW,,20251021
8000003538,WHSUSER,20251023,151600,20251023,20251024,LF,2000,20001,0000103652,EXW,,20251023
8000003539,WHSUSER,20251030,145300,20251030,20251031,LF,2000,20001,0000103734,EXW,,20251030
8000003540,WHSUSER,20251022,082600,20251022,20251023,LF,1000,10001,0000102536,EXW,,20251022
8000003541,WHSUSER,20251029,112900,20251029,20251030,LF,1000,10001,0000100182,EXW,,20251029
8000003542,WHSUSER,20251018,082300,20251018,20251019,LF,2000,20001,0000103716,EXW,,20251018
8000003543,WHSUSER,20250930,120400,20250930,20251001,LF,1000,10001,0000103282,EXW,,20250930
8000003544,WHSUSER,20251019,104700,20251019,20251020,LF,1000,10001,0000104783,EXW,,20251019
8000003545,WHSUSER,20251029,140800,20251029,20251030,LF,2000,20001,0000103954,EXW,,20251029
8000003546,WHSUSER,20251003,172800,20251003,20251004,LF,3000,30001,0000103211,EXW,,20251003
8000003547,WHSUSER,20251026,131700,20251026,20251027,LF,1000,10001,0000103167,EXW,,20251026
8000003548,WHSUSER,20251024,094800,20251024,20251025,LF,2000,20001,0000102876,EXW,,20251024
8000003549,WHSUSER,20250929,143600,20250929,20250930,LF,1000,10001,0000101418,EXW,,20250929
8000003550,WHSUSER,20251011,132700,20251011,20251012,LF,1000,10001,0000103855,EXW,,20251011
8000003551,WHSUSER,20250927,093100,20250927,20250928,LF,1000,10001,0000101145,EXW,,20250927
8000003552,WHSUSER,20251014,175900,20251014,20251015,LF,1000,10001,0000104975,EXW,,20251014
8000003553,WHSUSER,20251006,093800,20251006,20251007,LF,1000,10001,0000100040,EXW,,20251006
8000003554,WHSUSER,20251008,145600,20251008,20251009,LF,1000,10001,0000103340,EXW,,20251008
8000003555,WHSUSER,20251009,113200,20251009,20251010,LF,3000,30001,0000102128,EXW,,20251009
8000003556,WHSUSER,20251018,143000,20251018,20251019,LF,3000,30001,0000104100,EXW,,20251018
8000003557,WHSUSER,20251011,165700,20251011,20251012,LF,2000,20001,0000104869,EXW,,20251011
8000003558,WHSUSER,20251019,092400,20251019,20251020,LF,1000,10001,0000102402,EXW,,20251019
8000003559,WHSUSER,20251018,090000,20251018,20251019,LF,1000,10001,0000100234,EXW,,20251018
8000003560,WHSUSER,20251014,094700,20251014,20251015,LF,1000,10001,0000102439,EXW,,20251014
8000003561,WHSUSER,20251029,093000,20251029,20251030,LF,1000,10001,0000104799,EXW,,20251029
8000003562,WHSUSER,20251010,112800,20251010,20251011,LF,1000,10001,0000104067,EXW,,20251010
8000003563,WHSUSER,20251008,174800,20251008,20251009,LF,1000,10001,0000102948,EXW,,20251008
8000003564,WHSUSER,20251027,153700,20251027,20251028,LF,1000,10001,0000102726,EXW,,20251027
8000003565,WHSUSER,20251023,140900,20251023,20251024,LF,2000,20001,0000101680,EXW,,20251023
8000003566,WHSUSER,20251017,145400,20251017,20251018,LF,1000,10001,0000100176,EXW,,20251017
8000003567,WHSUSER,20251005,130300,20251005,20251006,LF,1000,10001,0000100786,EXW,,20251005
8000003568,WHSUSER,20250928,115800,20250928,20250929,LF,1000,10001,0000104430,EXW,,20250928
