TKNUM,SHTYP,ERNAM,ERDAT,DATEN,DATBI,VSTEL,TDLNR
0700001760,ZSTD,SHIPUSER,20251002,20251002,20251004,30001,CARR2
0700001761,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR1
0700001762,ZSTD,SHIPUSER,20251002,20251002,20251004,30001,CARR2
0700001763,ZSTD,SHIPUSER,20251011,20251011,20251013,20001,CARR5
0700001764,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR3
0700001765,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR5
0700001766,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR3
0700001767,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR1
0700001768,ZSTD,SHIPUSER,20250930,20250930,20251002,20001,CARR5
0700001769,ZSTD,SHIPUSER,20250930,20250930,20251002,20001,CARR4
0700001770,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR3
0700001771,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR2
0700001772,ZSTD,SHIPUSER,20251029,20251029,20251031,30001,CARR5
0700001773,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR4
0700001774,ZSTD,SHIPUSER,20250929,20250929,20251001,30001,CARR5
0700001775,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR3
0700001776,ZSTD,SHIPUSER,20251005,20251005,20251007,30001,CARR5
0700001777,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR2
0700001778,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR5
0700001779,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR4
0700001780,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR1
0700001781,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR2
0700001782,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR4
0700001783,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR2
0700001784,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR3
0700001785,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR2
0700001786,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR2
0700001787,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR1
0700001788,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR2
0700001789,ZSTD,SHIPUSER,20251020,20251020,20251022,30001,CARR5
0700001790,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR5
0700001791,ZSTD,SHIPUSER,20251025,20251025,20251027,30001,CARR2
0700001792,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR1
0700001793,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR2
0700001794,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR5
0700001795,ZSTD,SHIPUSER,20250927,20250927,20250929,10001,CARR1
0700001796,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR3
0700001797,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR5
0700001798,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR1
0700001799,ZSTD,SHIPUSER,20251029,20251029,20251031,20001,CARR5
0700001800,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR1
0700001801,ZSTD,SHIPUSER,20251011,20251011,20251013,30001,CARR5
0700001802,ZSTD,SHIPUSER,20251013,20251013,20251015,30001,CARR3
0700001803,ZSTD,SHIPUSER,20251001,20251001,20251003,20001,CARR3
0700001804,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR5
0700001805,ZSTD,SHIPUSER,20251011,20251011,20251013,30001,CARR4
0700001806,ZSTD,SHIPUSER,20251025,20251025,20251027,30001,CARR4
0700001807,ZSTD,SHIPUSER,20250929,20250929,20251001,30001,CARR3
0700001808,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR5
0700001809,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR4
0700001810,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR5
0700001811,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR4
0700001812,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR3
0700001813,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR1
0700001814,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR5
0700001815,ZSTD,SHIPUSER,20251008,20251008,20251010,30001,CARR5
0700001816,ZSTD,SHIPUSER,20250926,20250926,20250928,10001,CARR3
0700001817,ZSTD,SHIPUSER,20251026,20251026,20251028,20001,CARR2
0700001818,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR4
0700001819,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR2
0700001820,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR3
0700001821,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR5
0700001822,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR3
0700001823,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR5
0700001824,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR1
0700001825,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR3
0700001826,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR1
0700001827,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR4
0700001828,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR1
0700001829,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR1
0700001830,ZSTD,SHIPUSER,20251014,20251014,20251016,20001,CARR3
0700001831,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR2
0700001832,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR2
0700001833,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR5
0700001834,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR3
0700001835,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR5
0700001836,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR4
0700001837,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR2
0700001838,ZSTD,SHIPUSER,20251028,20251028,20251030,20001,CARR3
0700001839,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR3
0700001840,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR1
0700001841,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR1
0700001842,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR4
0700001843,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR5
0700001844,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR3
0700001845,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR1
0700001846,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR2
0700001847,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR5
0700001848,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR2
0700001849,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR4
0700001850,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR1
0700001851,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR5
0700001852,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR3
0700001853,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR5
0700001854,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR4
0700001855,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR1
0700001856,ZSTD,SHIPUSER,20251008,20251008,20251010,20001,CARR1
0700001857,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR3
0700001858,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR1
0700001859,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR2
0700001860,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR1
0700001861,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR2
0700001862,ZSTD,SHIPUSER,20251030,20251030,20251101,10001,CARR4
0700001863,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR1
0700001864,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR4
0700001865,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR4
0700001866,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR5
0700001867,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR3
0700001868,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR4
0700001869,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR2
0700001870,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR3
0700001871,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR3
0700001872,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR5
0700001873,ZSTD,SHIPUSER,20251001,20251001,20251003,30001,CARR2
0700001874,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR4
0700001875,ZSTD,SHIPUSER,20251014,20251014,20251016,30001,CARR3
0700001876,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR1
0700001877,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR5
0700001878,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR3
0700001879,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR1
0700001880,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR2
0700001881,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR5
0700001882,ZSTD,SHIPUSER,20251016,20251016,20251018,30001,CARR4
0700001883,ZSTD,SHIPUSER,20251005,20251005,20251007,20001,CARR5
0700001884,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR2
0700001885,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR2
0700001886,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR1
0700001887,ZSTD,SHIPUSER,20251005,20251005,20251007,20001,CARR1
0700001888,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR1
0700001889,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR3
0700001890,ZSTD,SHIPUSER,20251028,20251028,20251030,20001,CARR5
0700001891,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR2
0700001892,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR1
0700001893,ZSTD,SHIPUSER,20250927,20250927,20250929,10001,CARR2
0700001894,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR3
0700001895,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR2
0700001896,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR2
0700001897,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR3
0700001898,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR3
0700001899,ZSTD,SHIPUSER,20251027,20251027,20251029,30001,CARR4
0700001900,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR2
0700001901,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR1
0700001902,ZSTD,SHIPUSER,20250930,20250930,20251002,20001,CARR3
0700001903,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR4
0700001904,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR4
0700001905,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR5
0700001906,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR4
0700001907,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR3
0700001908,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR4
0700001909,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR3
0700001910,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR5
0700001911,ZSTD,SHIPUSER,20251005,20251005,20251007,20001,CARR2
0700001912,ZSTD,SHIPUSER,20251027,20251027,20251029,20001,CARR5
0700001913,ZSTD,SHIPUSER,20251002,20251002,20251004,20001,CARR4
0700001914,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR5
0700001915,ZSTD,SHIPUSER,20250929,20250929,20251001,20001,CARR5
0700001916,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR2
0700001917,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR2
0700001918,ZSTD,SHIPUSER,20251011,20251011,20251013,20001,CARR1
0700001919,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR2
0700001920,ZSTD,SHIPUSER,20251011,20251011,20251013,20001,CARR2
0700001921,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR1
0700001922,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR4
0700001923,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR3
0700001924,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR3
0700001925,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR5
0700001926,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR1
0700001927,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR3
0700001928,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR1
0700001929,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR3
0700001930,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR5
0700001931,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR2
0700001932,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR3
0700001933,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR4
0700001934,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR5
0700001935,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR1
0700001936,ZSTD,SHIPUSER,20251025,20251025,20251027,20001,CARR4
0700001937,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR3
0700001938,ZSTD,SHIPUSER,20251024,20251024,20251026,30001,CARR5
0700001939,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR4
0700001940,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR3
0700001941,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR1
0700001942,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR1
0700001943,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR4
0700001944,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR2
0700001945,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR3
0700001946,ZSTD,SHIPUSER,20251009,20251009,20251011,30001,CARR2
0700001947,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR4
0700001948,ZSTD,SHIPUSER,20251014,20251014,20251016,30001,CARR4
0700001949,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR2
0700001950,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR4
0700001951,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR5
0700001952,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR1
0700001953,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR3
0700001954,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR2
0700001955,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR1
0700001956,ZSTD,SHIPUSER,20250927,20250927,20250929,20001,CARR1
0700001957,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR1
0700001958,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR3
0700001959,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR3
0700001960,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR5
0700001961,ZSTD,SHIPUSER,20251010,20251010,20251012,10001,CARR4
0700001962,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR5
0700001963,ZSTD,SHIPUSER,20251016,20251016,20251018,20001,CARR5
0700001964,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR3
0700001965,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR5
0700001966,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR3
0700001967,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR4
0700001968,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR2
0700001969,ZSTD,SHIPUSER,20250929,20250929,20251001,10001,CARR1
0700001970,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR2
0700001971,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR5
0700001972,ZSTD,SHIPUSER,20251027,20251027,20251029,20001,CARR1
0700001973,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR3
0700001974,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR5
0700001975,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR2
0700001976,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR3
0700001977,ZSTD,SHIPUSER,20251002,20251002,20251004,20001,CARR2
0700001978,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR3
0700001979,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR2
0700001980,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR4
0700001981,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR2
0700001982,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR1
0700001983,ZSTD,SHIPUSER,20251025,20251025,20251027,20001,CARR4
0700001984,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR4
0700001985,ZSTD,SHIPUSER,20251014,20251014,20251016,20001,CARR3
0700001986,ZSTD,SHIPUSER,20251012,20251012,20251014,10001,CARR3
0700001987,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR2
0700001988,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR3
0700001989,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR1
0700001990,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR5
0700001991,ZSTD,SHIPUSER,20251028,20251028,20251030,20001,CARR1
0700001992,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR4
0700001993,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR1
0700001994,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR2
0700001995,ZSTD,SHIPUSER,20251002,20251002,20251004,10001,CARR2
0700001996,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR2
0700001997,ZSTD,SHIPUSER,20251002,20251002,20251004,20001,CARR4
0700001998,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR1
0700001999,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR4
0700002000,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR2
0700002001,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR5
0700002002,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR1
0700002003,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR2
0700002004,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR3
0700002005,ZSTD,SHIPUSER,20251011,20251011,20251013,30001,CARR5
0700002006,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR4
0700002007,ZSTD,SHIPUSER,20251007,20251007,20251009,20001,CARR5
0700002008,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR2
0700002009,ZSTD,SHIPUSER,20250926,20250926,20250928,20001,CARR4
0700002010,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR5
0700002011,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR2
0700002012,ZSTD,SHIPUSER,20251018,20251018,20251020,30001,CARR4
0700002013,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR3
0700002014,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR5
0700002015,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR3
0700002016,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR1
0700002017,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR3
0700002018,ZSTD,SHIPUSER,20251015,20251015,20251017,20001,CARR3
0700002019,ZSTD,SHIPUSER,20251029,20251029,20251031,20001,CARR1
0700002020,ZSTD,SHIPUSER,20251001,20251001,20251003,20001,CARR3
0700002021,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR5
0700002022,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR4
0700002023,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR3
0700002024,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR1
0700002025,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR5
0700002026,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR4
0700002027,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR4
0700002028,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR3
0700002029,ZSTD,SHIPUSER,20250927,20250927,20250929,10001,CARR5
0700002030,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR1
0700002031,ZSTD,SHIPUSER,20251024,20251024,20251026,10001,CARR3
0700002032,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR3
0700002033,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR5
0700002034,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR2
0700002035,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR1
0700002036,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR3
0700002037,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR2
0700002038,ZSTD,SHIPUSER,20251028,20251028,20251030,20001,CARR5
0700002039,ZSTD,SHIPUSER,20251011,20251011,20251013,20001,CARR1
0700002040,ZSTD,SHIPUSER,20251003,20251003,20251005,20001,CARR4
0700002041,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR1
0700002042,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR3
0700002043,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR1
0700002044,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR5
0700002045,ZSTD,SHIPUSER,20250928,20250928,20250930,10001,CARR3
0700002046,ZSTD,SHIPUSER,20251010,20251010,20251012,20001,CARR1
0700002047,ZSTD,SHIPUSER,20251016,20251016,20251018,10001,CARR4
0700002048,ZSTD,SHIPUSER,20251020,20251020,20251022,10001,CARR5
0700002049,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR4
0700002050,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR5
0700002051,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR3
0700002052,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR5
0700002053,ZSTD,SHIPUSER,20251028,20251028,20251030,10001,CARR4
0700002054,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR2
0700002055,ZSTD,SHIPUSER,20251029,20251029,20251031,10001,CARR1
0700002056,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR5
0700002057,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR2
0700002058,ZSTD,SHIPUSER,20251019,20251019,20251021,10001,CARR2
0700002059,ZSTD,SHIPUSER,20251027,20251027,20251029,10001,CARR3
0700002060,ZSTD,SHIPUSER,20251005,20251005,20251007,10001,CARR4
0700002061,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR1
0700002062,ZSTD,SHIPUSER,20251012,20251012,20251014,30001,CARR2
0700002063,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR1
0700002064,ZSTD,SHIPUSER,20251030,20251030,20251101,10001,CARR2
0700002065,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR4
0700002066,ZSTD,SHIPUSER,20251026,20251026,20251028,10001,CARR4
0700002067,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR1
0700002068,ZSTD,SHIPUSER,20251015,20251015,20251017,10001,CARR1
0700002069,ZSTD,SHIPUSER,20251023,20251023,20251025,20001,CARR1
0700002070,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR1
0700002071,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR3
0700002072,ZSTD,SHIPUSER,20251013,20251013,20251015,20001,CARR5
0700002073,ZSTD,SHIPUSER,20251009,20251009,20251011,10001,CARR1
0700002074,ZSTD,SHIPUSER,20251001,20251001,20251003,10001,CARR2
0700002075,ZSTD,SHIPUSER,20251013,20251013,20251015,30001,CARR1
0700002076,ZSTD,SHIPUSER,20251006,20251006,20251008,20001,CARR5
0700002077,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR2
0700002078,ZSTD,SHIPUSER,20251019,20251019,20251021,20001,CARR5
0700002079,ZSTD,SHIPUSER,20251018,20251018,20251020,20001,CARR3
0700002080,ZSTD,SHIPUSER,20251012,20251012,20251014,20001,CARR1
0700002081,ZSTD,SHIPUSER,20251020,20251020,20251022,20001,CARR5
0700002082,ZSTD,SHIPUSER,20251021,20251021,20251023,20001,CARR1
0700002083,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR4
0700002084,ZSTD,SHIPUSER,20251024,20251024,20251026,30001,CARR4
0700002085,ZSTD,SHIPUSER,20251018,20251018,20251020,10001,CARR4
0700002086,ZSTD,SHIPUSER,20251023,20251023,20251025,10001,CARR5
0700002087,ZSTD,SHIPUSER,20251013,20251013,20251015,10001,CARR5
0700002088,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR5
0700002089,ZSTD,SHIPUSER,20251008,20251008,20251010,10001,CARR1
0700002090,ZSTD,SHIPUSER,20250927,20250927,20250929,30001,CARR4
0700002091,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR1
0700002092,ZSTD,SHIPUSER,20251017,20251017,20251019,10001,CARR2
0700002093,ZSTD,SHIPUSER,20250928,20250928,20250930,20001,CARR2
0700002094,ZSTD,SHIPUSER,20251021,20251021,20251023,10001,CARR3
0700002095,ZSTD,SHIPUSER,20251022,20251022,20251024,10001,CARR4
0700002096,ZSTD,SHIPUSER,20251030,20251030,20251101,10001,CARR5
0700002097,ZSTD,SHIPUSER,20251022,20251022,20251024,20001,CARR4
0700002098,ZSTD,SHIPUSER,20251006,20251006,20251008,10001,CARR5
0700002099,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR5
0700002100,ZSTD,SHIPUSER,20251017,20251017,20251019,20001,CARR4
0700002101,ZSTD,SHIPUSER,20251028,20251028,20251030,30001,CARR1
0700002102,ZSTD,SHIPUSER,20251004,20251004,20251006,10001,CARR5
0700002103,ZSTD,SHIPUSER,20250928,20250928,20250930,20001,CARR3
0700002104,ZSTD,SHIPUSER,20251003,20251003,20251005,10001,CARR1
0700002105,ZSTD,SHIPUSER,20251002,20251002,20251004,30001,CARR2
0700002106,ZSTD,SHIPUSER,20251011,20251011,20251013,10001,CARR1
0700002107,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR2
0700002108,ZSTD,SHIPUSER,20251025,20251025,20251027,10001,CARR2
0700002109,ZSTD,SHIPUSER,20251015,20251015,20251017,30001,CARR5
0700002110,ZSTD,SHIPUSER,20250930,20250930,20251002,10001,CARR1
0700002111,ZSTD,SHIPUSER,20251014,20251014,20251016,10001,CARR5
0700002112,ZSTD,SHIPUSER,20251018,20251018,20251020,30001,CARR1
0700002113,ZSTD,SHIPUSER,20251024,20251024,20251026,20001,CARR1
0700002114,ZSTD,SHIPUSER,20251007,20251007,20251009,10001,CARR5
0700002115,ZSTD,SHIPUSER,20251004,20251004,20251006,20001,CARR5
0700002116,ZSTD,SHIPUSER,20251009,20251009,20251011,20001,CARR3
