TKNUM,TPNUM,VBELN,ERDAT
0700001720,0001,8000008083,20251014
0700001721,0001,8000003391,20251014
0700001722,0001,8000002070,20251002
0700001723,0001,8000007420,20251008
0700001724,0001,8000001420,20251023
0700001724,0002,8000008038,20251023
0700001725,0001,8000000753,20251006
0700001726,0001,8000003801,20251003
0700001727,0001,8000002816,20251005
0700001728,0001,8000007527,20251026
0700001728,0002,8000002430,20251026
0700001729,0001,8000005283,20251013
0700001729,0002,8000008532,20251013
0700001730,0001,8000002564,20251013
0700001731,0001,8000001951,20251028
0700001731,0002,8000006189,20251028
0700001731,0003,8000007185,20251028
0700001732,0001,8000003422,20251020
0700001732,0002,8000001834,20251020
0700001733,0001,8000003381,20251020
0700001734,0001,8000001321,20251025
0700001735,0001,8000007700,20251003
0700001736,0001,8000004837,20251010
0700001737,0001,8000000898,20251005
0700001738,0001,8000005341,20251001
0700001739,0001,8000005356,20251025
0700001740,0001,8000008097,20251011
0700001740,0002,8000005510,20251011
0700001741,0001,8000000874,20251025
0700001741,0002,8000001223,20251025
0700001742,0001,8000004008,20251002
0700001742,0002,8000003314,20251002
0700001742,0003,8000003680,20251002
0700001743,0001,8000000385,20251014
0700001743,0002,8000004792,20251014
0700001743,0003,8000000215,20251014
0700001744,0001,8000008214,20251008
0700001745,0001,8000006382,20251024
0700001746,0001,8000002430,20251025
0700001747,0001,8000004604,20251007
0700001748,0001,8000005614,20251024
0700001748,0002,8000006849,20251024
0700001749,0001,8000004265,20250929
0700001749,0002,8000002208,20250929
0700001750,0001,8000002250,20251017
0700001750,0002,8000003398,20251017
0700001751,0001,8000000287,20251024
0700001751,0002,8000003453,20251024
0700001751,0003,8000003597,20251024
0700001752,0001,8000004077,20251003
0700001753,0001,8000005226,20250929
0700001753,0002,8000005443,20250929
0700001754,0001,8000005431,20251004
0700001754,0002,8000002007,20251004
0700001755,0001,8000001324,20251029
0700001756,0001,8000007835,20251004
0700001757,0001,8000000479,20251020
0700001757,0002,8000004838,20251020
0700001758,0001,8000003737,20251009
0700001759,0001,8000000709,20251003
0700001759,0002,8000001697,20251003
0700001760,0001,8000007021,20251002
0700001761,0001,8000006122,20250930
0700001762,0001,8000005966,20251002
0700001762,0002,8000003727,20251002
0700001763,0001,8000001858,20251011
0700001764,0001,8000002560,20251015
0700001765,0001,8000002443,20251022
0700001765,0002,8000006329,20251022
0700001766,0001,8000008480,20251004
0700001766,0002,8000001601,20251004
0700001767,0001,8000001009,20251014
0700001767,0002,8000003475,20251014
0700001768,0001,8000005604,20250930
0700001769,0001,8000003909,20250930
0700001770,0001,8000005294,20251011
0700001770,0002,8000000131,20251011
0700001771,0001,8000004639,20251021
0700001772,0001,8000003301,20251029
0700001772,0002,8000003021,20251029
0700001773,0001,8000001224,20251024
0700001773,0002,8000003335,20251024
0700001774,0001,8000005049,20250929
0700001775,0001,8000004983,20251001
0700001776,0001,8000003760,20251005
0700001777,0001,8000004528,20250929
0700001777,0002,8000000449,20250929
0700001778,0001,8000000787,20251016
0700001779,0001,8000004063,20251020
0700001780,0001,8000001949,20251013
0700001781,0001,8000005494,20251022
0700001781,0002,8000002257,20251022
0700001782,0001,8000008054,20251026
0700001783,0001,8000005999,20251004
0700001783,0002,8000004819,20251004
0700001784,0001,8000003534,20251006
0700001785,0001,8000004762,20251019
0700001786,0001,8000001948,20251008
0700001787,0001,8000001990,20251014
0700001788,0001,8000007523,20251001
0700001789,0001,8000002437,20251020
0700001790,0001,8000004335,20251010
0700001791,0001,8000000158,20251025
0700001791,0002,8000002504,20251025
0700001792,0001,8000004000,20251023
0700001792,0002,8000002637,20251023
0700001793,0001,8000004223,20251024
0700001794,0001,8000006602,20251001
0700001794,0002,8000000583,20251001
0700001794,0003,8000003385,20251001
0700001795,0001,8000004031,20250927
0700001795,0002,8000004225,20250927
0700001796,0001,8000004535,20251024
0700001796,0002,8000003975,20251024
0700001797,0001,8000001511,20251003
0700001797,0002,8000002194,20251003
0700001798,0001,8000002402,20251004
0700001798,0002,8000005928,20251004
0700001798,0003,8000004735,20251004
0700001799,0001,8000003599,20251029
0700001799,0002,8000005073,20251029
0700001799,0003,8000003957,20251029
0700001800,0001,8000002340,20251012
0700001800,0002,8000000101,20251012
0700001801,0001,8000002481,20251011
0700001801,0002,8000001300,20251011
0700001801,0003,8000005479,20251011
0700001802,0001,8000005724,20251013
0700001803,0001,8000001620,20251001
0700001804,0001,8000006357,20251003
0700001805,0001,8000007661,20251011
0700001806,0001,8000004343,20251025
0700001807,0001,8000006441,20250929
0700001808,0001,8000004380,20251004
0700001808,0002,8000006408,20251004
0700001809,0001,8000000616,20251010
0700001810,0001,8000001250,20251011
0700001811,0001,8000002696,20251013
0700001812,0001,8000001663,20251013
0700001813,0001,8000007985,20251017
0700001813,0002,8000003064,20251017
0700001814,0001,8000003240,20251016
0700001815,0001,8000006271,20251008
0700001816,0001,8000002566,20250926
0700001817,0001,8000001322,20251026
0700001818,0001,8000000822,20251010
0700001819,0001,8000006722,20251017
0700001820,0001,8000003458,20251024
0700001821,0001,8000003454,20251019
0700001822,0001,8000008133,20251013
0700001823,0001,8000006736,20251021
0700001824,0001,8000000115,20251003
0700001825,0001,8000004137,20251027
0700001826,0001,8000008469,20251023
0700001826,0002,8000006687,20251023
0700001827,0001,8000002334,20251027
0700001828,0001,8000006707,20251002
0700001829,0001,8000003577,20251016
0700001829,0002,8000001480,20251016
0700001829,0003,8000003260,20251016
0700001830,0001,8000003836,20251014
0700001831,0001,8000005392,20251006
0700001831,0002,8000007445,20251006
0700001832,0001,8000004279,20251004
0700001833,0001,8000005555,20251004
0700001834,0001,8000001553,20251025
0700001835,0001,8000001545,20251010
0700001836,0001,8000005919,20251014
0700001837,0001,8000008489,20251015
0700001837,0002,8000001717,20251015
0700001838,0001,8000005774,20251028
0700001838,0002,8000002808,20251028
0700001838,0003,8000008117,20251028
0700001839,0001,8000007779,20251004
0700001840,0001,8000005545,20251024
0700001840,0002,8000005829,20251024
0700001840,0003,8000000021,20251024
0700001841,0001,8000003249,20251004
0700001842,0001,8000000795,20251022
0700001842,0002,8000002075,20251022
0700001842,0003,8000008157,20251022
0700001843,0001,8000005654,20251017
0700001843,0002,8000000324,20251017
0700001844,0001,8000001468,20251005
0700001845,0001,8000002905,20251006
0700001845,0002,8000000560,20251006
0700001846,0001,8000005977,20251015
0700001847,0001,8000002861,20251010
0700001847,0002,8000006651,20251010
0700001847,0003,8000005709,20251010
0700001848,0001,8000005511,20251024
0700001849,0001,8000000506,20250929
0700001850,0001,8000006335,20251014
0700001850,0002,8000000148,20251014
0700001850,0003,8000008042,20251014
0700001851,0001,8000008023,20251018
0700001851,0002,8000000288,20251018
0700001851,0003,8000000762,20251018
0700001852,0001,8000006565,20251023
0700001853,0001,8000000654,20251005
0700001854,0001,8000003878,20251016
0700001855,0001,8000007650,20251011
0700001855,0002,8000004163,20251011
0700001856,0001,8000006058,20251008
0700001857,0001,8000005824,20251005
0700001858,0001,8000007953,20251019
0700001858,0002,8000003316,20251019
0700001858,0003,8000008302,20251019
0700001859,0001,8000003085,20251017
0700001859,0002,8000005108,20251017
0700001859,0003,8000006995,20251017
0700001860,0001,8000007578,20251006
0700001861,0001,8000002609,20251016
0700001862,0001,8000003642,20251030
0700001863,0001,8000006286,20251010
0700001864,0001,8000007062,20251013
0700001864,0002,8000004775,20251013
0700001865,0001,8000007503,20251002
0700001865,0002,8000007277,20251002
0700001866,0001,8000000285,20251022
0700001866,0002,8000000042,20251022
0700001866,0003,8000003115,20251022
0700001867,0001,8000007343,20251013
0700001868,0001,8000000332,20251019
0700001869,0001,8000006341,20251018
0700001869,0002,8000003893,20251018
0700001870,0001,8000000490,20251017
0700001870,0002,8000003496,20251017
0700001871,0001,8000007050,20251012
0700001871,0002,8000007154,20251012
0700001872,0001,8000005993,20251022
0700001873,0001,8000004806,20251001
0700001874,0001,8000003039,20251007
0700001874,0002,8000002345,20251007
0700001874,0003,8000001734,20251007
0700001875,0001,8000007549,20251014
0700001876,0001,8000000117,20251021
0700001876,0002,8000003554,20251021
0700001877,0001,8000006353,20251021
0700001877,0002,8000008389,20251021
0700001878,0001,8000002466,20251003
0700001879,0001,8000002174,20251009
0700001879,0002,8000004020,20251009
0700001880,0001,8000008098,20251008
0700001881,0001,8000002304,20251012
0700001882,0001,8000001038,20251016
0700001883,0001,8000003318,20251005
0700001883,0002,8000005294,20251005
0700001883,0003,8000003587,20251005
0700001884,0001,8000000542,20251012
0700001885,0001,8000007460,20250928
0700001886,0001,8000003778,20251004
0700001887,0001,8000007399,20251005
0700001888,0001,8000000574,20251002
0700001889,0001,8000005367,20251024
0700001889,0002,8000004910,20251024
0700001890,0001,8000001466,20251028
0700001891,0001,8000005123,20251021
0700001892,0001,8000003021,20251019
0700001893,0001,8000005944,20250927
0700001893,0002,8000003929,20250927
0700001894,0001,8000005788,20251003
0700001895,0001,8000004243,20251004
0700001896,0001,8000007383,20251023
0700001896,0002,8000006578,20251023
0700001896,0003,8000002281,20251023
0700001897,0001,8000006572,20251007
0700001898,0001,8000001979,20251018
0700001899,0001,8000006146,20251027
0700001899,0002,8000001014,20251027
0700001899,0003,8000001215,20251027
0700001900,0001,8000000618,20251005
0700001901,0001,8000008558,20251025
0700001901,0002,8000005661,20251025
0700001902,0001,8000000664,20250930
0700001903,0001,8000007172,20251015
0700001904,0001,8000002244,20251019
0700001905,0001,8000003426,20251006
0700001906,0001,8000003716,20251013
0700001907,0001,8000007160,20251024
0700001907,0002,8000004555,20251024
0700001908,0001,8000000313,20250929
0700001908,0002,8000002600,20250929
0700001909,0001,8000004420,20251010
0700001910,0001,8000001648,20251020
0700001911,0001,8000008421,20251005
0700001912,0001,8000005957,20251027
0700001913,0001,8000001608,20251002
0700001914,0001,8000002698,20251003
0700001915,0001,8000002756,20250929
0700001916,0001,8000000581,20251011
0700001917,0001,8000005583,20251010
0700001917,0002,8000005333,20251010
0700001917,0003,8000003229,20251010
0700001918,0001,8000004050,20251011
0700001919,0001,8000004671,20251020
0700001920,0001,8000007022,20251011
0700001921,0001,8000006675,20251026
0700001921,0002,8000004293,20251026
0700001922,0001,8000004519,20251010
0700001923,0001,8000006940,20251016
0700001924,0001,8000000687,20251010
0700001925,0001,8000002990,20251020
0700001926,0001,8000001591,20251024
0700001926,0002,8000008061,20251024
0700001926,0003,8000007225,20251024
0700001927,0001,8000003884,20251015
0700001927,0002,8000007677,20251015
0700001928,0001,8000008275,20251006
0700001929,0001,8000003956,20251012
0700001929,0002,8000001083,20251012
0700001930,0001,8000001613,20251028
0700001931,0001,8000002106,20251018
0700001932,0001,8000008230,20251027
0700001933,0001,8000002224,20251026
0700001934,0001,8000005642,20251025
0700001934,0002,8000005073,20251025
0700001934,0003,8000000560,20251025
0700001935,0001,8000007904,20251028
0700001936,0001,8000001193,20251025
0700001937,0001,8000006082,20251028
0700001937,0002,8000001380,20251028
0700001937,0003,8000008567,20251028
0700001938,0001,8000008459,20251024
0700001939,0001,8000007208,20251012
0700001939,0002,8000004851,20251012
0700001940,0001,8000002046,20251022
0700001941,0001,8000000718,20251014
0700001942,0001,8000001183,20251018
0700001942,0002,8000008444,20251018
0700001943,0001,8000007751,20251021
0700001944,0001,8000007777,20251018
0700001944,0002,8000005914,20251018
0700001945,0001,8000000722,20251011
0700001946,0001,8000002599,20251009
0700001946,0002,8000001923,20251009
0700001947,0001,8000003287,20251007
0700001948,0001,8000003313,20251014
0700001948,0002,8000006392,20251014
0700001949,0001,8000006115,20251022
0700001949,0002,8000008377,20251022
0700001950,0001,8000001411,20250928
0700001950,0002,8000006188,20250928
0700001951,0001,8000006626,20251021
0700001952,0001,8000003157,20251027
0700001953,0001,8000007393,20251018
0700001953,0002,8000008435,20251018
0700001954,0001,8000000349,20251006
0700001954,0002,8000007686,20251006
0700001954,0003,8000008343,20251006
0700001955,0001,8000007999,20251007
0700001955,0002,8000008432,20251007
0700001955,0003,8000001735,20251007
0700001956,0001,8000001373,20250927
0700001956,0002,8000003662,20250927
0700001956,0003,8000003886,20250927
0700001957,0001,8000000569,20251019
0700001957,0002,8000001037,20251019
0700001958,0001,8000000011,20251005
0700001959,0001,8000004115,20251018
0700001960,0001,8000004502,20251022
0700001961,0001,8000007455,20251010
0700001961,0002,8000008204,20251010
0700001962,0001,8000008398,20251004
0700001963,0001,8000005575,20251016
0700001963,0002,8000005757,20251016
0700001964,0001,8000005056,20251001
0700001964,0002,8000008087,20251001
0700001965,0001,8000001869,20251017
0700001965,0002,8000007726,20251017
0700001966,0001,8000001272,20251007
0700001966,0002,8000001577,20251007
0700001967,0001,8000008026,20251019
0700001968,0001,8000001434,20251013
0700001969,0001,8000003992,20250929
0700001969,0002,8000003285,20250929
0700001970,0001,8000002337,20251024
0700001971,0001,8000006215,20251019
0700001972,0001,8000005867,20251027
0700001973,0001,8000007581,20251013
0700001974,0001,8000000793,20251008
0700001975,0001,8000002421,20251024
0700001976,0001,8000000404,20251015
0700001977,0001,8000002738,20251002
0700001978,0001,8000005185,20251008
0700001979,0001,8000004017,20251022
0700001979,0002,8000004636,20251022
0700001979,0003,8000005735,20251022
0700001980,0001,8000007937,20251011
0700001980,0002,8000001990,20251011
0700001981,0001,8000005070,20251018
0700001981,0002,8000004143,20251018
0700001982,0001,8000004898,20251017
0700001983,0001,8000007652,20251025
0700001983,0002,8000002785,20251025
0700001984,0001,8000003859,20251028
0700001985,0001,8000002744,20251014
0700001986,0001,8000001866,20251012
0700001987,0001,8000007724,20251010
0700001987,0002,8000003518,20251010
0700001988,0001,8000005486,20251021
0700001988,0002,8000000086,20251021
0700001989,0001,8000004267,20251018
0700001989,0002,8000008012,20251018
0700001989,0003,8000007307,20251018
0700001990,0001,8000007473,20251021
0700001990,0002,8000004013,20251021
0700001991,0001,8000001100,20251028
0700001991,0002,8000004364,20251028
0700001992,0001,8000007439,20251007
0700001993,0001,8000006925,20251021
0700001994,0001,8000006140,20251011
0700001995,0001,8000003580,20251002
0700001996,0001,8000006831,20251007
0700001997,0001,8000008498,20251002
0700001997,0002,8000000291,20251002
0700001998,0001,8000001133,20251026
0700001999,0001,8000001348,20251019
0700001999,0002,8000006410,20251019
0700002000,0001,8000003289,20251017
0700002001,0001,8000000092,20251007
0700002001,0002,8000006994,20251007
0700002002,0001,8000005776,20251011
0700002002,0002,8000006497,20251011
0700002003,0001,8000000092,20251023
0700002003,0002,8000001354,20251023
0700002004,0001,8000005741,20251019
0700002004,0002,8000000681,20251019
0700002005,0001,8000008541,20251011
0700002006,0001,8000002983,20251004
0700002007,0001,8000007163,20251007
0700002007,0002,8000007405,20251007
0700002008,0001,8000006370,20251020
0700002009,0001,8000006990,20250926
0700002010,0001,8000004108,20251006
0700002011,0001,8000001488,20251012
0700002012,0001,8000003471,20251018
0700002012,0002,8000002042,20251018
0700002012,0003,8000001904,20251018
0700002013,0001,8000007800,20251025
0700002013,0002,8000007464,20251025
0700002014,0001,8000002953,20251018
0700002015,0001,8000007460,20251016
0700002015,0002,8000001959,20251016
0700002016,0001,8000005896,20251004
0700002017,0001,8000006205,20251003
0700002017,0002,8000006431,20251003
0700002018,0001,8000000583,20251015
0700002019,0001,8000005443,20251029
0700002020,0001,8000005233,20251001
0700002021,0001,8000003635,20251025
0700002022,0001,8000004782,20251007
0700002022,0002,8000008370,20251007
0700002023,0001,8000004049,20251021
0700002023,0002,8000002906,20251021
0700002023,0003,8000003363,20251021
0700002024,0001,8000006029,20251008
0700002024,0002,8000001154,20251008
0700002025,0001,8000008295,20251011
0700002026,0001,8000001072,20251006
0700002026,0002,8000002049,20251006
0700002027,0001,8000003844,20251018
0700002028,0001,8000005468,20251006
0700002029,0001,8000002092,20250927
0700002029,0002,8000004493,20250927
0700002030,0001,8000001679,20251023
0700002031,0001,8000002682,20251024
0700002032,0001,8000000449,20251021
0700002032,0002,8000000512,20251021
0700002033,0001,8000001891,20251013
0700002033,0002,8000005023,20251013
0700002034,0001,8000003773,20251004
0700002035,0001,8000002598,20250930
0700002035,0002,8000007183,20250930
0700002036,0001,8000001208,20251009
0700002037,0001,8000001324,20250930
0700002038,0001,8000002079,20251028
0700002039,0001,8000003468,20251011
0700002040,0001,8000004449,20251003
0700002041,0001,8000004080,20251007
0700002042,0001,8000000687,20251023
0700002043,0001,8000004451,20251007
0700002043,0002,8000003906,20251007
0700002044,0001,8000005477,20251020
0700002045,0001,8000002453,20250928
0700002045,0002,8000007787,20250928
0700002045,0003,8000007659,20250928
0700002046,0001,8000008141,20251010
0700002047,0001,8000007533,20251016
0700002048,0001,8000003621,20251020
0700002048,0002,8000006238,20251020
0700002049,0001,8000001446,20251012
0700002050,0001,8000001319,20251011
0700002051,0001,8000004839,20251019
0700002052,0001,8000003962,20250930
0700002052,0002,8000003702,20250930
0700002053,0001,8000007546,20251028
0700002054,0001,8000003286,20251001
0700002055,0001,8000002554,20251029
0700002055,0002,8000008526,20251029
0700002056,0001,8000004812,20251021
0700002057,0001,8000008227,20251011
0700002058,0001,8000005398,20251019
0700002058,0002,8000002072,20251019
0700002059,0001,8000007887,20251027
0700002060,0001,8000006233,20251005
0700002060,0002,8000006344,20251005
0700002061,0001,8000007830,20251020
0700002062,0001,8000002552,20251012
0700002062,0002,8000004795,20251012
0700002063,0001,8000007156,20251023
0700002064,0001,8000008125,20251030
0700002065,0001,8000006490,20251013
0700002065,0002,8000002257,20251013
0700002066,0001,8000008553,20251026
0700002066,0002,8000001543,20251026
0700002067,0001,8000000468,20251009
0700002067,0002,8000001961,20251009
0700002068,0001,8000004980,20251015
0700002068,0002,8000000469,20251015
0700002068,0003,8000008544,20251015
0700002069,0001,8000001426,20251023
0700002070,0001,8000003020,20251008
0700002070,0002,8000002233,20251008
0700002071,0001,8000001240,20250930
0700002072,0001,8000002145,20251013
0700002072,0002,8000006759,20251013
0700002073,0001,8000000204,20251009
0700002073,0002,8000004073,20251009
0700002074,0001,8000000752,20251001
0700002075,0001,8000003628,20251013
0700002075,0002,8000005637,20251013
0700002075,0003,8000007765,20251013
0700002076,0001,8000003524,20251006
0700002076,0002,8000003948,20251006
0700002076,0003,8000007330,20251006
0700002077,0001,8000005905,20251018
0700002077,0002,8000005079,20251018
0700002077,0003,8000005393,20251018
0700002078,0001,8000002063,20251019
0700002079,0001,8000006519,20251018
0700002079,0002,8000008161,20251018
0700002080,0001,8000001689,20251012
0700002081,0001,8000004216,20251020
0700002082,0001,8000004610,20251021
0700002082,0002,8000004127,20251021
0700002083,0001,8000006240,20251017
0700002083,0002,8000005036,20251017
0700002084,0001,8000002582,20251024
0700002085,0001,8000007905,20251018
0700002085,0002,8000001879,20251018
0700002086,0001,8000007342,20251023
0700002086,0002,8000007209,20251023
0700002086,0003,8000007291,20251023
0700002087,0001,8000006880,20251013
0700002088,0001,8000006772,20251003
0700002089,0001,8000000628,20251008
0700002090,0001,8000008453,20250927
0700002091,0001,8000001027,20251025
0700002092,0001,8000001289,20251017
0700002092,0002,8000006337,20251017
0700002093,0001,8000004941,20250928
0700002094,0001,8000003876,20251021
0700002094,0002,8000000615,20251021
0700002095,0001,8000004269,20251022
0700002095,0002,8000003062,20251022
0700002096,0001,8000007205,20251030
0700002097,0001,8000002606,20251022
0700002097,0002,8000000687,20251022
0700002098,0001,8000005370,20251006
0700002099,0001,8000004917,20251003
0700002100,0001,8000004698,20251017
0700002101,0001,8000002885,20251028
0700002102,0001,8000000733,20251004
0700002103,0001,8000003921,20250928
0700002104,0001,8000007919,20251003
0700002104,0002,8000002573,20251003
0700002105,0001,8000004039,20251002
0700002106,0001,8000008526,20251011
0700002107,0001,8000005186,20251007
0700002107,0002,8000002144,20251007
0700002108,0001,8000000326,20251025
0700002109,0001,8000006341,20251015
0700002110,0001,8000006978,20250930
0700002110,0002,8000003871,20250930
0700002111,0001,8000003996,20251014
0700002112,0001,8000001890,20251018
0700002113,0001,8000005983,20251024
0700002114,0001,8000006524,20251007
0700002114,0002,8000006382,20251007
0700002115,0001,8000003760,20251004
0700002116,0001,8000003472,20251009
0700002116,0002,8000002110,20251009
0700002117,0001,8000004199,20251017
0700002118,0001,8000002123,20251017
0700002119,0001,8000004386,20251002
0700002120,0001,8000006845,20251030
0700002120,0002,8000007455,20251030
0700002120,0003,8000008132,20251030
0700002121,0001,8000005346,20251015
0700002122,0001,8000002820,20251017
0700002123,0001,8000007429,20251010
0700002124,0001,8000002091,20251021
0700002125,0001,8000002776,20250927
0700002126,0001,8000005273,20250929
0700002127,0001,8000003647,20250929
0700002127,0002,8000005543,20250929
0700002128,0001,8000001410,20251005
0700002129,0001,8000001797,20251004
0700002129,0002,8000005770,20251004
0700002129,0003,8000001313,20251004
0700002130,0001,8000000958,20251028
0700002131,0001,8000006237,20251018
0700002131,0002,8000004112,20251018
0700002132,0001,8000008349,20250928
0700002133,0001,8000004970,20251002
0700002133,0002,8000000253,20251002
0700002133,0003,8000005003,20251002
0700002134,0001,8000005306,20251003
0700002135,0001,8000004375,20251002
0700002136,0001,8000006682,20251011
0700002136,0002,8000006320,20251011
0700002136,0003,8000003712,20251011
0700002137,0001,8000004910,20251023
0700002138,0001,8000006449,20250929
0700002138,0002,8000002303,20250929
0700002138,0003,8000007921,20250929
0700002139,0001,8000008089,20251009
0700002139,0002,8000000154,20251009
0700002140,0001,8000004509,20251014
0700002140,0002,8000002591,20251014
0700002141,0001,8000005955,20251026
0700002142,0001,8000000985,20251020
0700002142,0002,8000001737,20251020
0700002142,0003,8000007982,20251020
0700002143,0001,8000003441,20251006
0700002144,0001,8000008280,20251001
0700002144,0002,8000007064,20251001
0700002144,0003,8000004657,20251001
0700002145,0001,8000002773,20251025
0700002146,0001,8000004493,20251017
0700002146,0002,8000001490,20251017
0700002146,0003,8000005212,20251017
0700002147,0001,8000007387,20251003
0700002148,0001,8000007210,20251013
0700002149,0001,8000005160,20251004
0700002150,0001,8000004336,20251010
0700002150,0002,8000008322,20251010
0700002151,0001,8000006780,20251025
0700002152,0001,8000007585,20251029
0700002153,0001,8000006850,20251020
0700002154,0001,8000007348,20251019
0700002154,0002,8000005814,20251019
0700002154,0003,8000006655,20251019
0700002155,0001,8000006333,20251025
0700002156,0001,8000003757,20251005
0700002157,0001,8000003175,20251007
0700002157,0002,8000000088,20251007
0700002158,0001,8000002975,20251019
0700002158,0002,8000007524,20251019
0700002159,0001,8000000587,20251020
0700002159,0002,8000008133,20251020
0700002160,0001,8000007158,20251002
0700002160,0002,8000005769,20251002
0700002160,0003,8000003249,20251002
0700002161,0001,8000007493,20251010
0700002161,0002,8000006165,20251010
0700002161,0003,8000001364,20251010
0700002162,0001,8000000481,20251004
0700002162,0002,8000001523,20251004
0700002163,0001,8000007282,20251010
0700002163,0002,8000005738,20251010
0700002164,0001,8000007368,20251017
0700002164,0002,8000007815,20251017
0700002165,0001,8000007686,20251021
0700002166,0001,8000001835,20251018
0700002167,0001,8000004710,20251009
0700002167,0002,8000004514,20251009
0700002168,0001,8000007102,20251022
0700002169,0001,8000004070,20251022
0700002170,0001,8000007215,20251020
0700002171,0001,8000005856,20251031
0700002172,0001,8000003419,20251009
0700002173,0001,8000003136,20251001
0700002174,0001,8000005787,20251014
0700002174,0002,8000007883,20251014
0700002175,0001,8000004299,20250929
0700002175,0002,8000004090,20250929
0700002176,0001,8000003019,20251018
0700002176,0002,8000003606,20251018
0700002177,0001,8000002413,20251015
0700002178,0001,8000001919,20251019
0700002178,0002,8000007533,20251019
0700002179,0001,8000002360,20250929
0700002179,0002,8000001471,20250929
0700002179,0003,8000001925,20250929
0700002180,0001,8000006079,20250927
0700002181,0001,8000002731,20251024
0700002181,0002,8000000200,20251024
0700002181,0003,8000003576,20251024
0700002182,0001,8000003860,20251025
0700002183,0001,8000001287,20251004
0700002183,0002,8000006400,20251004
0700002184,0001,8000003289,20251015
0700002184,0002,8000007571,20251015
0700002185,0001,8000000185,20251012
0700002185,0002,8000007022,20251012
0700002186,0001,8000005522,20251012
0700002186,0002,8000002775,20251012
0700002187,0001,8000002820,20251013
0700002188,0001,8000004857,20251002
0700002189,0001,8000004435,20251021
0700002190,0001,8000002747,20251024
0700002190,0002,8000007943,20251024
0700002190,0003,8000004044,20251024
0700002191,0001,8000007018,20251017
0700002191,0002,8000007143,20251017
0700002192,0001,8000000200,20251009
0700002193,0001,8000000517,20251018
0700002194,0001,8000002064,20251017
0700002194,0002,8000000807,20251017
0700002194,0003,8000002475,20251017
0700002195,0001,8000003307,20251005
0700002195,0002,8000007257,20251005
0700002195,0003,8000007201,20251005
0700002196,0001,8000005231,20251023
0700002196,0002,8000006858,20251023
0700002197,0001,8000005806,20251005
0700002197,0002,8000008394,20251005
0700002197,0003,8000003289,20251005
0700002198,0001,8000000015,20250929
0700002198,0002,8000000907,20250929
0700002199,0001,8000000066,20251003
0700002199,0002,8000001224,20251003
0700002200,0001,8000005607,20251004
0700002201,0001,8000003216,20251003
0700002201,0002,8000002737,20251003
0700002201,0003,8000002410,20251003
0700002202,0001,8000004686,20251020
0700002203,0001,8000002130,20251008
0700002203,0002,8000004823,20251008
0700002203,0003,8000005039,20251008
0700002204,0001,8000004793,20251006
0700002205,0001,8000004225,20251011
0700002205,0002,8000007674,20251011
0700002206,0001,8000008525,20250930
0700002206,0002,8000000361,20250930
0700002206,0003,8000000684,20250930
0700002207,0001,8000004410,20251011
0700002208,0001,8000001069,20251020
0700002209,0001,8000001412,20251008
0700002209,0002,8000003415,20251008
0700002210,0001,8000000878,20251012
0700002210,0002,8000007290,20251012
0700002211,0001,8000007078,20251002
0700002212,0001,8000001540,20251009
0700002212,0002,8000001795,20251009
0700002213,0001,8000001778,20251016
0700002214,0001,8000002719,20251024
0700002215,0001,8000006068,20251014
0700002215,0002,8000005735,20251014
0700002215,0003,8000003702,20251014
0700002216,0001,8000008265,20251024
0700002216,0002,8000000823,20251024
0700002216,0003,8000002254,20251024
0700002217,0001,8000005718,20251022
0700002218,0001,8000002788,20251019
0700002218,0002,8000006476,20251019
0700002219,0001,8000003897,20251017
0700002220,0001,8000001048,20251006
0700002221,0001,8000002061,20250929
0700002221,0002,8000006604,20250929
0700002222,0001,8000002487,20250929
0700002222,0002,8000006023,20250929
0700002223,0001,8000005538,20250930
0700002223,0002,8000006167,20250930
0700002224,0001,8000006603,20251009
0700002225,0001,8000005682,20251023
0700002226,0001,8000002595,20251004
0700002226,0002,8000007749,20251004
0700002226,0003,8000001889,20251004
0700002227,0001,8000004104,20251018
0700002227,0002,8000002886,20251018
0700002227,0003,8000006861,20251018
0700002228,0001,8000006391,20251027
0700002229,0001,8000002860,20251026
0700002229,0002,8000008455,20251026
0700002230,0001,8000005586,20251023
0700002231,0001,8000008086,20251012
0700002232,0001,8000005082,20251001
0700002232,0002,8000000113,20251001
0700002233,0001,8000000243,20251008
0700002233,0002,8000003298,20251008
0700002234,0001,8000007416,20251017
0700002234,0002,8000002508,20251017
0700002235,0001,8000001137,20251011
0700002235,0002,8000006533,20251011
0700002235,0003,8000004432,20251011
0700002236,0001,8000002456,20251003
0700002237,0001,8000007154,20250930
0700002238,0001,8000000066,20251011
0700002239,0001,8000004845,20251014
0700002240,0001,8000003374,20251029
0700002241,0001,8000004090,20251022
0700002242,0001,8000005952,20251012
0700002242,0002,8000004508,20251012
0700002242,0003,8000001270,20251012
0700002243,0001,8000002586,20251023
0700002243,0002,8000005574,20251023
0700002244,0001,8000002376,20251019
0700002245,0001,8000002224,20250928
0700002245,0002,8000003808,20250928
0700002246,0001,8000003865,20250929
0700002247,0001,8000004943,20251012
0700002247,0002,8000003589,20251012
0700002248,0001,8000002385,20251003
0700002249,0001,8000002286,20251007
0700002250,0001,8000000212,20251023
0700002251,0001,8000002882,20251012
0700002251,0002,8000004106,20251012
0700002252,0001,8000003422,20251015
0700002253,0001,8000006780,20251006
