Id,OpportunityId,Product2Id,ProductCode,Name,Quantity,ListPrice,UnitPrice,Discount,TotalPrice,Description,ServiceDate,CreatedDate,LastModifiedDate,IsDeleted
00k00011406,00600010618,P008,PS-MIG-001,Data Migration Services,1,30000,26082.0,13.06,26082.0,Wind team reason look sign I. Enter model at least water. Across pretty capital generation.,2025-12-01,2025-08-15 17:21:13,2025-08-26 17:21:13,False
00k00011407,00600010619,P003,SUP-ANN-001,Annual Support & Maintenance,2,10000,10000.0,0.0,20000.0,Walk visit next after message sit.,2026-02-04,2025-08-13 17:21:13,2025-11-02 17:21:13,False
00k00011408,00600010620,P004,TRN-PKG-010,Training Package - 10 Users,20,5000,5000.0,0.0,100000.0,Time continue southern author trial. Federal care box result stuff.,2025-06-24,2025-01-06 17:21:13,2025-01-30 17:21:13,False
00k00011409,00600010621,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,1,2000,2000.0,0.0,2000.0,"Late heavy should cover son. Green shoulder charge subject form view body hot.
Stuff model deep.",2023-10-13,2023-05-25 17:21:13,2023-06-07 17:21:13,False
00k00011410,00600010621,P003,SUP-ANN-001,Annual Support & Maintenance,2,10000,10000.0,0.0,20000.0,Great physical leg dog evidence special authority. Feel risk worry seat floor.,2023-10-13,2023-05-25 17:21:13,2023-06-07 17:21:13,False
00k00011411,00600010622,P002,PS-IMP-001,Professional Services - Implementation,1,25000,21760.0,12.96,21760.0,Will my figure draw sport about. Word bring minute actually give write where.,2021-07-20,2021-02-06 17:21:13,2021-04-04 17:21:13,False
00k00011412,00600010622,P003,SUP-ANN-001,Annual Support & Maintenance,2,10000,8648.0,13.52,17296.0,Magazine song imagine week forward there quality nation. Affect movie door agree.,2021-07-20,2021-02-06 17:21:13,2021-04-04 17:21:13,False
00k00011413,00600010622,P008,PS-MIG-001,Data Migration Services,50,30000,24897.0,17.01,1244850.0,Director push customer language night manager owner ago. Scene as my international.,2021-07-20,2021-02-06 17:21:13,2021-04-04 17:21:13,False
00k00011414,00600010623,P002,PS-IMP-001,Professional Services - Implementation,1,25000,25000.0,0.0,25000.0,Operation amount describe view girl study discuss. Rich individual many information energy room he.,2022-08-25,2022-03-20 17:21:13,2022-06-16 17:21:13,False
00k00011415,00600010623,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,3,2000,1960.2,1.99,5880.6,Pay condition law important of. Last career why score son.,2022-08-25,2022-03-20 17:21:13,2022-06-16 17:21:13,False
00k00011416,00600010624,P008,PS-MIG-001,Data Migration Services,3,30000,30000.0,0.0,90000.0,Tough animal final toward grow pay so. Fill light care authority. Factor be water instead.,2022-09-08,2022-04-12 17:21:13,2022-05-28 17:21:13,False
00k00011417,00600010625,P004,TRN-PKG-010,Training Package - 10 Users,1,5000,4630.5,7.39,4630.5,Effect level not dark information second six somebody. Stay through environment.,2023-07-08,2023-02-09 17:21:13,2023-04-04 17:21:13,False
00k00011418,00600010625,P001,SW-ENT-001,Enterprise Software License,1,50000,50000.0,0.0,50000.0,Old edge identify threat gas language. Economic method two show everything minute.,2023-07-08,2023-02-09 17:21:13,2023-04-04 17:21:13,False
00k00011419,00600010625,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,2,2000,2000.0,0.0,4000.0,Cold manage head. Case until growth detail allow.,2023-07-08,2023-02-09 17:21:13,2023-04-04 17:21:13,False
00k00011420,00600010625,P008,PS-MIG-001,Data Migration Services,10,30000,24882.0,17.06,248820.0,Painting seem prove wide. Increase way home discussion man.,2023-07-08,2023-02-09 17:21:13,2023-04-04 17:21:13,False
00k00011421,00600010625,P005,HW-APP-STD,Hardware Appliance - Standard,1,15000,11373.0,24.18,11373.0,Night fill government drop often hold go for. That write most wonder cover success although.,2023-07-08,2023-02-09 17:21:13,2023-04-04 17:21:13,False
00k00011422,00600010626,P003,SUP-ANN-001,Annual Support & Maintenance,20,10000,10000.0,0.0,200000.0,Cultural theory without learn itself. Final case six no risk.,2023-06-29,2023-02-01 17:21:13,2023-02-05 17:21:13,False
00k00011423,00600010627,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,2,2000,1791.2,10.44,3582.4,Consider build nature Congress institution. Family data this pattern speech.,2026-08-20,2026-07-15 17:21:13,2026-09-07 17:21:13,False
00k00011424,00600010627,P002,PS-IMP-001,Professional Services - Implementation,3,25000,25000.0,0.0,75000.0,"Indicate subject write.
Building manager mind more. Will officer local quite.",2026-08-20,2026-07-15 17:21:13,2026-09-07 17:21:13,False
00k00011425,00600010628,P004,TRN-PKG-010,Training Package - 10 Users,5,5000,4751.5,4.97,23757.5,Under item oil herself figure. Voice financial blue explain against beat.,2026-01-20,2025-11-16 17:21:13,2026-02-03 17:21:13,False
00k00011426,00600010628,P008,PS-MIG-001,Data Migration Services,3,30000,30000.0,0.0,90000.0,Customer effort number food. Candidate quickly magazine him pass like.,2026-01-20,2025-11-16 17:21:13,2026-02-03 17:21:13,False
00k00011427,00600010629,P005,HW-APP-STD,Hardware Appliance - Standard,1,15000,15000.0,0.0,15000.0,Add music peace property low. Even outside reduce so. Second position school example.,2025-04-15,2025-01-13 17:21:13,2025-03-29 17:21:13,False
00k00011428,00600010630,P005,HW-APP-STD,Hardware Appliance - Standard,3,15000,13638.0,9.08,40914.0,Compare like rate hundred choice. Issue then it sort them manager your. Her stage answer anything.,2022-04-08,2021-12-04 17:21:13,2021-12-21 17:21:13,False
00k00011429,00600010630,P003,SUP-ANN-001,Annual Support & Maintenance,100,10000,8201.0,17.99,820100.0,Or need parent pull catch. Off phone plan learn just film chair. Late town common third vote.,2022-04-08,2021-12-04 17:21:13,2021-12-21 17:21:13,False
00k00011430,00600010631,P003,SUP-ANN-001,Annual Support & Maintenance,2,10000,9675.0,3.25,19350.0,Side these moment on represent nor cover. Congress other total.,2023-12-08,2023-06-22 17:21:13,2023-09-03 17:21:13,False
00k00011431,00600010631,P007,CON-SVC-DAY,Consulting Services - Daily Rate,3,2500,2500.0,0.0,7500.0,Read accept safe may upon century. Require how strategy economic process.,2023-12-08,2023-06-22 17:21:13,2023-09-03 17:21:13,False
00k00011432,00600010632,P002,PS-IMP-001,Professional Services - Implementation,1,25000,25000.0,0.0,25000.0,Probably those recently pattern memory while may. Up girl tax lose.,2023-03-12,2023-01-28 17:21:13,2023-03-20 17:21:13,False
00k00011433,00600010633,P008,PS-MIG-001,Data Migration Services,2,30000,23061.0,23.13,46122.0,Some political maintain democratic probably kid huge. Own peace throw their dinner.,2023-03-16,2022-11-03 17:21:13,2023-01-28 17:21:13,False
00k00011434,00600010633,P001,SW-ENT-001,Enterprise Software License,3,50000,50000.0,0.0,150000.0,Area glass position. Great like least edge card.,2023-03-16,2022-11-03 17:21:13,2023-01-28 17:21:13,False
00k00011435,00600010634,P005,HW-APP-STD,Hardware Appliance - Standard,1,15000,15000.0,0.0,15000.0,Fine even middle. Group name blood blue art worker. Hot a third hand their.,2022-01-12,2021-08-17 17:21:13,2021-10-23 17:21:13,False
00k00011436,00600010634,P008,PS-MIG-001,Data Migration Services,2,30000,23982.0,20.06,47964.0,Lawyer music moment friend while. Significant physical late show front almost.,2022-01-12,2021-08-17 17:21:13,2021-10-23 17:21:13,False
00k00011437,00600010634,P004,TRN-PKG-010,Training Package - 10 Users,1,5000,5000.0,0.0,5000.0,Site share cost although coach. Wrong couple miss relationship shake second.,2022-01-12,2021-08-17 17:21:13,2021-10-23 17:21:13,False
00k00011438,00600010635,P008,PS-MIG-001,Data Migration Services,20,30000,26313.0,12.29,526260.0,Stop kitchen international individual. Market total up world.,2024-01-08,2023-11-26 17:21:13,2023-12-07 17:21:13,False
00k00011439,00600010635,P001,SW-ENT-001,Enterprise Software License,3,50000,50000.0,0.0,150000.0,Eat maintain give operation anyone future play.,2024-01-08,2023-11-26 17:21:13,2023-12-07 17:21:13,False
00k00011440,00600010636,P002,PS-IMP-001,Professional Services - Implementation,5,25000,25000.0,0.0,125000.0,Eye you Democrat according scientist religious happen participant.,2022-09-07,2022-05-31 17:21:13,2022-08-23 17:21:13,False
00k00011441,00600010637,P008,PS-MIG-001,Data Migration Services,20,30000,25083.0,16.39,501660.0,City range read eye. Data position though value speech even.,2022-10-19,2022-06-26 17:21:13,2022-09-11 17:21:13,False
00k00011442,00600010637,P003,SUP-ANN-001,Annual Support & Maintenance,3,10000,9416.0,5.84,28248.0,Tend provide arrive measure be. Star learn me any college parent.,2022-10-19,2022-06-26 17:21:13,2022-09-11 17:21:13,False
00k00011443,00600010637,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,3,2000,1582.6,20.87,4747.8,"Call news black main.
Kitchen of answer expect which. Always girl data other read successful.",2022-10-19,2022-06-26 17:21:13,2022-09-11 17:21:13,False
00k00011444,00600010637,P007,CON-SVC-DAY,Consulting Services - Daily Rate,1,2500,2500.0,0.0,2500.0,Result effort inside. Note traditional nature page perhaps from.,2022-10-19,2022-06-26 17:21:13,2022-09-11 17:21:13,False
00k00011445,00600010638,P002,PS-IMP-001,Professional Services - Implementation,1,25000,25000.0,0.0,25000.0,Sit quality yourself while finish light on. Air low production test cultural.,2025-10-21,2025-07-09 17:21:13,2025-09-20 17:21:13,False
00k00011446,00600010638,P008,PS-MIG-001,Data Migration Services,1,30000,30000.0,0.0,30000.0,There guy loss local. Age institution course avoid. Street give type another.,2025-10-21,2025-07-09 17:21:13,2025-09-20 17:21:13,False
00k00011447,00600010638,P005,HW-APP-STD,Hardware Appliance - Standard,1,15000,11502.0,23.32,11502.0,Common money wear usually wish guy property. Administration day past effect prove.,2025-10-21,2025-07-09 17:21:13,2025-09-20 17:21:13,False
00k00011448,00600010639,P004,TRN-PKG-010,Training Package - 10 Users,1,5000,5000.0,0.0,5000.0,Read prepare fact college. Stage deep water. Worry break according finally conference policy.,2025-01-05,2024-09-13 17:21:13,2024-09-21 17:21:13,False
00k00011449,00600010639,P005,HW-APP-STD,Hardware Appliance - Standard,1,15000,15000.0,0.0,15000.0,Cold side experience seat half peace tax focus.,2025-01-05,2024-09-13 17:21:13,2024-09-21 17:21:13,False
00k00011450,00600010639,P003,SUP-ANN-001,Annual Support & Maintenance,2,10000,10000.0,0.0,20000.0,Later word them traditional. Light point with lot magazine.,2025-01-05,2024-09-13 17:21:13,2024-09-21 17:21:13,False
00k00011451,00600010640,P001,SW-ENT-001,Enterprise Software License,2,50000,48795.0,2.41,97590.0,"Keep turn road civil. Term issue down production skin high.
Take former painting.",2022-10-19,2022-04-23 17:21:13,2022-07-19 17:21:13,False
00k00011452,00600010641,P008,PS-MIG-001,Data Migration Services,2,30000,26538.0,11.54,53076.0,Class throw sort.,2021-12-02,2021-10-20 17:21:13,2022-01-18 17:21:13,False
00k00011453,00600010641,P002,PS-IMP-001,Professional Services - Implementation,1,25000,25000.0,0.0,25000.0,World range soon visit. Approach position scene tough keep.,2021-12-02,2021-10-20 17:21:13,2022-01-18 17:21:13,False
00k00011454,00600010642,P008,PS-MIG-001,Data Migration Services,1,30000,30000.0,0.0,30000.0,Have main who course close weight. First way short seem kid camera.,2021-10-25,2021-05-16 17:21:13,2021-06-04 17:21:13,False
00k00011455,00600010642,P003,SUP-ANN-001,Annual Support & Maintenance,5,10000,10000.0,0.0,50000.0,Audience seem likely east indicate single. Institution may everyone do couple up.,2021-10-25,2021-05-16 17:21:13,2021-06-04 17:21:13,False
00k00011456,00600010643,P008,PS-MIG-001,Data Migration Services,5,30000,23643.0,21.19,118215.0,Me family dream knowledge. Feel east field.,2022-04-20,2021-11-15 17:21:13,2021-12-03 17:21:13,False
00k00011457,00600010644,P008,PS-MIG-001,Data Migration Services,1,30000,30000.0,0.0,30000.0,Worker line important probably.,2024-07-19,2024-05-11 17:21:13,2024-06-19 17:21:13,False
00k00011458,00600010645,P004,TRN-PKG-010,Training Package - 10 Users,2,5000,5000.0,0.0,10000.0,Theory hold policy lot pay. Political tend enter human.,2023-03-09,2022-11-20 17:21:13,2022-11-21 17:21:13,False
00k00011459,00600010646,P003,SUP-ANN-001,Annual Support & Maintenance,3,10000,10000.0,0.0,30000.0,Site run very too education. Leader community production never cold. Any require stage.,2025-03-07,2024-12-16 17:21:13,2024-12-31 17:21:13,False
00k00011460,00600010647,P008,PS-MIG-001,Data Migration Services,2,30000,22842.0,23.86,45684.0,Situation old pattern material chair them. Born meet today trip letter travel amount.,2024-06-15,2024-05-16 17:21:13,2024-06-05 17:21:13,False
00k00011461,00600010647,P005,HW-APP-STD,Hardware Appliance - Standard,2,15000,14427.0,3.82,28854.0,Indicate of lay while get. Use official that natural. Reveal four deal too food.,2024-06-15,2024-05-16 17:21:13,2024-06-05 17:21:13,False
00k00011462,00600010647,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,5,2000,1900.4,4.98,9502.0,Might kid police. Memory reveal laugh participant red.,2024-06-15,2024-05-16 17:21:13,2024-06-05 17:21:13,False
00k00011463,00600010647,P007,CON-SVC-DAY,Consulting Services - Daily Rate,10,2500,2145.25,14.19,21452.5,"Available ok ability control.
She growth avoid change. Base page condition growth we.",2024-06-15,2024-05-16 17:21:13,2024-06-05 17:21:13,False
00k00011464,00600010648,P001,SW-ENT-001,Enterprise Software License,10,50000,50000.0,0.0,500000.0,Foot push office environment system remember clear. Subject way guess thing.,2024-08-29,2024-06-30 17:21:13,2024-09-05 17:21:13,False
00k00011465,00600010649,P003,SUP-ANN-001,Annual Support & Maintenance,1,10000,10000.0,0.0,10000.0,Name Republican cup your new thousand cost. Interesting recent follow economic light buy.,2026-01-29,2025-10-28 17:21:13,2025-11-24 17:21:13,False
00k00011466,00600010650,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,10,2000,1920.2,3.99,19202.0,Nor by bag quality. Too give let want to ever.,2026-04-01,2025-11-01 17:21:13,2025-11-05 17:21:13,False
00k00011467,00600010651,P008,PS-MIG-001,Data Migration Services,3,30000,30000.0,0.0,90000.0,Evidence simply writer hour. Second need check arm walk itself international. Tv bed treatment.,2026-07-02,2026-02-09 17:21:13,2026-04-01 17:21:13,False
00k00011468,00600010651,P004,TRN-PKG-010,Training Package - 10 Users,10,5000,4708.5,5.83,47085.0,Simple quite animal bill public result. Interview against put big model give. Film hotel baby good.,2026-07-02,2026-02-09 17:21:13,2026-04-01 17:21:13,False
00k00011469,00600010651,P007,CON-SVC-DAY,Consulting Services - Daily Rate,1,2500,1999.0,20.04,1999.0,Away office everything. Down training cup you bring get too. Behind shoulder treat.,2026-07-02,2026-02-09 17:21:13,2026-04-01 17:21:13,False
00k00011470,00600010652,P007,CON-SVC-DAY,Consulting Services - Daily Rate,2,2500,2500.0,0.0,5000.0,Over executive because force. Family yeah thought smile base art dream.,2025-06-28,2025-04-28 17:21:13,2025-06-06 17:21:13,False
00k00011471,00600010653,P007,CON-SVC-DAY,Consulting Services - Daily Rate,100,2500,2500.0,0.0,250000.0,This buy help conference. Try seven himself itself. Teach per seem big often enter positive.,2023-03-13,2022-10-11 17:21:13,2022-11-04 17:21:13,False
00k00011472,00600010653,P008,PS-MIG-001,Data Migration Services,5,30000,27870.0,7.1,139350.0,Fly wear teacher student. Opportunity statement manage husband green.,2023-03-13,2022-10-11 17:21:13,2022-11-04 17:21:13,False
00k00011473,00600010653,P005,HW-APP-STD,Hardware Appliance - Standard,3,15000,15000.0,0.0,45000.0,"Prevent responsibility cost by home. Against life matter.
Really bar full. Explain drop city.",2023-03-13,2022-10-11 17:21:13,2022-11-04 17:21:13,False
00k00011474,00600010653,P002,PS-IMP-001,Professional Services - Implementation,50,25000,25000.0,0.0,1250000.0,Phone beyond senior near. Happen college movie improve paper approach.,2023-03-13,2022-10-11 17:21:13,2022-11-04 17:21:13,False
00k00011475,00600010654,P008,PS-MIG-001,Data Migration Services,2,30000,28767.0,4.11,57534.0,Stage whom test leave own traditional entire. Stuff lose few fear.,2023-01-01,2022-07-16 17:21:13,2022-08-19 17:21:13,False
00k00011476,00600010654,P005,HW-APP-STD,Hardware Appliance - Standard,100,15000,15000.0,0.0,1500000.0,These growth break one test rather. Available son east deal natural.,2023-01-01,2022-07-16 17:21:13,2022-08-19 17:21:13,False
00k00011477,00600010655,P001,SW-ENT-001,Enterprise Software License,3,50000,50000.0,0.0,150000.0,Group sure central throw subject. Few happen debate. Certain office concern with raise more.,2024-07-20,2024-02-29 17:21:13,2024-05-24 17:21:13,False
00k00011478,00600010656,P001,SW-ENT-001,Enterprise Software License,1,50000,49345.0,1.31,49345.0,Toward dinner theory represent. Summer billion partner candidate.,2023-06-08,2023-04-08 17:21:13,2023-06-03 17:21:13,False
00k00011479,00600010657,P001,SW-ENT-001,Enterprise Software License,2,50000,50000.0,0.0,100000.0,No worry cultural decade. Often his very fish always fill month. Stand size sing level food.,2022-09-09,2022-08-05 17:21:13,2022-08-29 17:21:13,False
00k00011480,00600010657,P007,CON-SVC-DAY,Consulting Services - Daily Rate,2,2500,2221.0,11.16,4442.0,Because interview letter reveal down. Star center part paper cost own.,2022-09-09,2022-08-05 17:21:13,2022-08-29 17:21:13,False
00k00011481,00600010658,P003,SUP-ANN-001,Annual Support & Maintenance,5,10000,10000.0,0.0,50000.0,Smile experience water language. Such crime draw occur those whose line.,2022-01-30,2021-10-31 17:21:13,2021-11-22 17:21:13,False
00k00011482,00600010658,P002,PS-IMP-001,Professional Services - Implementation,1,25000,25000.0,0.0,25000.0,Themselves quality yard see action far visit. Simple call turn. With agency thought.,2022-01-30,2021-10-31 17:21:13,2021-11-22 17:21:13,False
00k00011483,00600010659,P001,SW-ENT-001,Enterprise Software License,50,50000,45425.0,9.15,2271250.0,Quality majority than add. Certainly way you event argue. Rule unit operation effort north.,2022-10-24,2022-05-08 17:21:13,2022-06-03 17:21:13,False
00k00011484,00600010659,P008,PS-MIG-001,Data Migration Services,1,30000,30000.0,0.0,30000.0,Impact early history walk community. Note production view song. Want until mention brother.,2022-10-24,2022-05-08 17:21:13,2022-06-03 17:21:13,False
00k00011485,00600010660,P002,PS-IMP-001,Professional Services - Implementation,50,25000,25000.0,0.0,1250000.0,Conference Mr nice represent. Upon build never apply network such.,2025-11-02,2025-06-03 17:21:13,2025-07-11 17:21:13,False
00k00011486,00600010660,P007,CON-SVC-DAY,Consulting Services - Daily Rate,2,2500,1972.0,21.12,3944.0,Game sense black sing. My coach medical mouth.,2025-11-02,2025-06-03 17:21:13,2025-07-11 17:21:13,False
00k00011487,00600010660,P004,TRN-PKG-010,Training Package - 10 Users,1,5000,5000.0,0.0,5000.0,Away young same company. Someone writer affect movement certainly according such this.,2025-11-02,2025-06-03 17:21:13,2025-07-11 17:21:13,False
00k00011488,00600010661,P005,HW-APP-STD,Hardware Appliance - Standard,5,15000,11323.5,24.51,56617.5,Night economic skin author ago husband believe. Cultural blood official name.,2023-05-17,2023-03-23 17:21:13,2023-06-07 17:21:13,False
00k00011489,00600010661,P001,SW-ENT-001,Enterprise Software License,1,50000,50000.0,0.0,50000.0,Laugh sister red seem born. Occur read realize six natural in. What head health machine TV six.,2023-05-17,2023-03-23 17:21:13,2023-06-07 17:21:13,False
00k00011490,00600010662,P008,PS-MIG-001,Data Migration Services,2,30000,26208.0,12.64,52416.0,Nice who party talk. Player now recent we. Others effort sort window able network.,2024-03-17,2023-11-14 17:21:13,2024-02-08 17:21:13,False
00k00011491,00600010662,P007,CON-SVC-DAY,Consulting Services - Daily Rate,1,2500,2500.0,0.0,2500.0,Meeting like of. Happen only about understand clear wife right.,2024-03-17,2023-11-14 17:21:13,2024-02-08 17:21:13,False
00k00011492,00600010662,P004,TRN-PKG-010,Training Package - 10 Users,3,5000,5000.0,0.0,15000.0,Image walk tree to effect blue adult. Pattern side remember account.,2024-03-17,2023-11-14 17:21:13,2024-02-08 17:21:13,False
00k00011493,00600010663,P007,CON-SVC-DAY,Consulting Services - Daily Rate,100,2500,2500.0,0.0,250000.0,Ago real specific learn fill attack. Summer rock piece gun traditional.,2026-06-22,2026-02-12 17:21:13,2026-04-03 17:21:13,False
00k00011494,00600010663,P003,SUP-ANN-001,Annual Support & Maintenance,2,10000,8332.0,16.68,16664.0,Executive scientist cup heart all rate type. Carry for body.,2026-06-22,2026-02-12 17:21:13,2026-04-03 17:21:13,False
00k00011495,00600010664,P001,SW-ENT-001,Enterprise Software License,1,50000,40680.0,18.64,40680.0,While without however miss service. Particularly compare democratic.,2026-04-15,2025-11-18 17:21:13,2026-01-11 17:21:13,False
00k00011496,00600010664,P005,HW-APP-STD,Hardware Appliance - Standard,3,15000,12384.0,17.44,37152.0,Father simply woman respond. Tough almost hear. Necessary nation through dinner computer wide.,2026-04-15,2025-11-18 17:21:13,2026-01-11 17:21:13,False
00k00011497,00600010664,P007,CON-SVC-DAY,Consulting Services - Daily Rate,10,2500,2314.0,7.44,23140.0,As wall cost ability there. Company middle another while.,2026-04-15,2025-11-18 17:21:13,2026-01-11 17:21:13,False
00k00011498,00600010665,P003,SUP-ANN-001,Annual Support & Maintenance,100,10000,10000.0,0.0,1000000.0,Account scientist person participant. As couple have begin.,2026-07-06,2026-04-30 17:21:13,2026-05-04 17:21:13,False
00k00011499,00600010665,P005,HW-APP-STD,Hardware Appliance - Standard,50,15000,12324.0,17.84,616200.0,Section give visit part board every prove. Raise or herself newspaper less.,2026-07-06,2026-04-30 17:21:13,2026-05-04 17:21:13,False
00k00011500,00600010666,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,50,2000,1900.4,4.98,95020.0,Soldier former strong little another. Whole themselves film at life food lot house.,2023-04-14,2022-11-18 17:21:13,2022-12-04 17:21:13,False
00k00011501,00600010666,P008,PS-MIG-001,Data Migration Services,2,30000,27963.0,6.79,55926.0,Strong popular view read. Single officer the everyone. Call their near itself near sea.,2023-04-14,2022-11-18 17:21:13,2022-12-04 17:21:13,False
00k00011502,00600010667,P002,PS-IMP-001,Professional Services - Implementation,100,25000,25000.0,0.0,2500000.0,Professor score establish very measure mother. Main eye choose shoulder. Listen huge job something.,2023-01-22,2022-09-15 17:21:13,2022-09-17 17:21:13,False
00k00011503,00600010667,P004,TRN-PKG-010,Training Package - 10 Users,10,5000,3788.5,24.23,37885.0,Hotel friend go only expert. Whose themselves quickly trouble customer full.,2023-01-22,2022-09-15 17:21:13,2022-09-17 17:21:13,False
00k00011504,00600010667,P003,SUP-ANN-001,Annual Support & Maintenance,50,10000,8296.0,17.04,414800.0,Special billion upon add tax open address. Case rest off.,2023-01-22,2022-09-15 17:21:13,2022-09-17 17:21:13,False
00k00011505,00600010667,P005,HW-APP-STD,Hardware Appliance - Standard,100,15000,14575.5,2.83,1457550.0,Under choose of none church occur peace. Huge study work.,2023-01-22,2022-09-15 17:21:13,2022-09-17 17:21:13,False
00k00011506,00600010667,P007,CON-SVC-DAY,Consulting Services - Daily Rate,20,2500,1883.25,24.67,37665.0,Top during season happen moment network. Other fast new or save. Peace treat popular small poor.,2023-01-22,2022-09-15 17:21:13,2022-09-17 17:21:13,False
00k00011507,00600010668,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,2,2000,1678.4,16.08,3356.8,Away seek wife body value. Grow rather give parent. Price score you.,2025-09-28,2025-06-13 17:21:13,2025-06-18 17:21:13,False
00k00011508,00600010668,P005,HW-APP-STD,Hardware Appliance - Standard,100,15000,15000.0,0.0,1500000.0,A own person beautiful. Section our daughter ability air because actually.,2025-09-28,2025-06-13 17:21:13,2025-06-18 17:21:13,False
00k00011509,00600010669,P007,CON-SVC-DAY,Consulting Services - Daily Rate,20,2500,2500.0,0.0,50000.0,Quite each why somebody. Majority pretty group hotel. Technology system scene design call we.,2025-12-06,2025-07-16 17:21:13,2025-07-22 17:21:13,False
00k00011510,00600010669,P003,SUP-ANN-001,Annual Support & Maintenance,100,10000,10000.0,0.0,1000000.0,High since finally. He heart full entire. Lead car five and.,2025-12-06,2025-07-16 17:21:13,2025-07-22 17:21:13,False
00k00011511,00600010669,P004,TRN-PKG-010,Training Package - 10 Users,1,5000,5000.0,0.0,5000.0,Number wide official at former. No successful state. Protect tough focus.,2025-12-06,2025-07-16 17:21:13,2025-07-22 17:21:13,False
00k00011512,00600010670,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,1,2000,2000.0,0.0,2000.0,Civil page section lawyer. Behavior white mention age window late understand.,2025-04-23,2025-02-17 17:21:13,2025-04-18 17:21:13,False
00k00011513,00600010670,P007,CON-SVC-DAY,Consulting Services - Daily Rate,3,2500,2500.0,0.0,7500.0,Month every always determine back. Area happy consider somebody night director.,2025-04-23,2025-02-17 17:21:13,2025-04-18 17:21:13,False
00k00011514,00600010670,P005,HW-APP-STD,Hardware Appliance - Standard,3,15000,15000.0,0.0,45000.0,Best have meeting issue get star parent.,2025-04-23,2025-02-17 17:21:13,2025-04-18 17:21:13,False
00k00011515,00600010670,P002,PS-IMP-001,Professional Services - Implementation,3,25000,25000.0,0.0,75000.0,Poor trial well media option increase. Step of brother present people for eight.,2025-04-23,2025-02-17 17:21:13,2025-04-18 17:21:13,False
00k00011516,00600010671,P007,CON-SVC-DAY,Consulting Services - Daily Rate,1,2500,2500.0,0.0,2500.0,Weight sister consumer structure they. Skin believe strategy seem moment.,2024-01-07,2023-09-29 17:21:13,2023-10-01 17:21:13,False
00k00011517,00600010671,P005,HW-APP-STD,Hardware Appliance - Standard,100,15000,14136.0,5.76,1413600.0,Stage manage individual yeah card design dark. Wait improve result system.,2024-01-07,2023-09-29 17:21:13,2023-10-01 17:21:13,False
00k00011518,00600010671,P002,PS-IMP-001,Professional Services - Implementation,3,25000,24010.0,3.96,72030.0,Above shoulder project happen. Huge boy hundred economic employee trial.,2024-01-07,2023-09-29 17:21:13,2023-10-01 17:21:13,False
00k00011519,00600010672,P003,SUP-ANN-001,Annual Support & Maintenance,1,10000,10000.0,0.0,10000.0,"Standard pretty air series half enough.
Case cover mean gun. Plan career fire sometimes.",2023-08-06,2023-04-07 17:21:13,2023-06-11 17:21:13,False
00k00011520,00600010672,P007,CON-SVC-DAY,Consulting Services - Daily Rate,1,2500,2500.0,0.0,2500.0,Population evidence drug ball place ahead some. Determine stay culture.,2023-08-06,2023-04-07 17:21:13,2023-06-11 17:21:13,False
00k00011521,00600010673,P005,HW-APP-STD,Hardware Appliance - Standard,1,15000,13909.5,7.27,13909.5,Word opportunity second much hotel describe. Now mean move weight community.,2025-04-18,2025-01-25 17:21:13,2025-03-11 17:21:13,False
00k00011522,00600010673,P001,SW-ENT-001,Enterprise Software License,1,50000,42000.0,16.0,42000.0,Pick eat leg only support stop. Accept herself develop like activity both.,2025-04-18,2025-01-25 17:21:13,2025-03-11 17:21:13,False
00k00011523,00600010674,P007,CON-SVC-DAY,Consulting Services - Daily Rate,10,2500,2242.25,10.31,22422.5,Body wide past anyone behind main. Maybe that tough other would near.,2025-06-14,2025-02-05 17:21:13,2025-04-12 17:21:13,False
00k00011524,00600010675,P003,SUP-ANN-001,Annual Support & Maintenance,1,10000,7726.0,22.74,7726.0,Store movement build get try. The after sound maybe growth part.,2024-08-27,2024-06-14 17:21:13,2024-09-06 17:21:13,False
00k00011525,00600010675,P004,TRN-PKG-010,Training Package - 10 Users,5,5000,5000.0,0.0,25000.0,Ok scene right save head area meet. From yard degree beautiful task best.,2024-08-27,2024-06-14 17:21:13,2024-09-06 17:21:13,False
00k00011526,00600010676,P006,CLD-SUB-MTH,Cloud Subscription - Monthly,3,2000,2000.0,0.0,6000.0,Nice leader and exist floor training. Other realize write eat road seek base.,2021-10-03,2021-06-05 17:21:13,2021-08-28 17:21:13,False
00k00011527,00600010676,P005,HW-APP-STD,Hardware Appliance - Standard,10,15000,14503.5,3.31,145035.0,Magazine still say letter. Prove that magazine. Language individual admit care.,2021-10-03,2021-06-05 17:21:13,2021-08-28 17:21:13,False
