Id,WhoId,WhatId,Subject,ActivityDate,Status,Priority,Description,IsClosed,OwnerId,CreatedDate,LastModifiedDate,IsDeleted
00T00013272,,00600010627,Demo,2026-09-28,Completed,Normal,Other maybe not point hear stage probably.,True,0050006,2026-09-28 17:21:13,2026-10-03 17:21:13,False
00T00013273,,00600010627,Meeting,2026-08-30,In Progress,Normal,Allow poor upon agent pass.,False,0050006,2026-08-30 17:21:13,2026-09-04 17:21:13,False
00T00013274,,00600010627,Email,2026-07-18,Deferred,Normal,Able yes do seem appear price early loss.,False,0050006,2026-07-18 17:21:13,2026-07-19 17:21:13,False
00T00013275,,00600010627,Call,2026-10-08,Completed,Normal,House population look light sport play.,True,0050006,2026-10-08 17:21:13,2026-10-08 17:21:13,False
00T00013276,,00600010627,Email,2026-07-21,Completed,Low,Together its partner rest she vote score.,True,0050006,2026-07-21 17:21:13,2026-07-21 17:21:13,False
00T00013277,,00600010627,Demo,2026-09-03,Completed,High,Certainly gas sure look would buy newspaper.,True,0050006,2026-09-03 17:21:13,2026-09-05 17:21:13,False
00T00013278,,00600010628,Demo,2026-02-10,Deferred,Low,Language customer very decision chance story.,False,0050006,2026-02-10 17:21:13,2026-02-14 17:21:13,False
00T00013279,,00600010628,Meeting,2025-12-13,Completed,Normal,Forget success community see game hand main vote.,True,0050006,2025-12-13 17:21:13,2025-12-15 17:21:13,False
00T00013280,,00600010628,Call,2025-11-17,In Progress,High,Draw officer indicate.,False,0050006,2025-11-17 17:21:13,2025-11-18 17:21:13,False
00T00013281,,00600010628,Demo,2026-02-12,Completed,Low,Help begin individual can pick professor.,True,0050006,2026-02-12 17:21:13,2026-02-16 17:21:13,False
00T00013282,,00600010628,Follow-up,2025-12-01,Not Started,Normal,Develop decide less south better future.,False,0050006,2025-12-01 17:21:13,2025-12-01 17:21:13,False
00T00013283,,00600010629,Meeting,2025-02-17,In Progress,High,Physical girl wide hundred.,False,0050017,2025-02-17 17:21:13,2025-02-19 17:21:13,False
00T00013284,,00600010629,Follow-up,2025-01-29,Deferred,Normal,Research may newspaper theory feeling.,False,0050017,2025-01-29 17:21:13,2025-01-29 17:21:13,False
00T00013285,,00600010629,Call,2025-02-09,Deferred,Normal,Could consumer other sport.,False,0050017,2025-02-09 17:21:13,2025-02-12 17:21:13,False
00T00013286,,00600010629,Meeting,2025-01-18,Deferred,Low,Too this yes rather will second.,False,0050017,2025-01-18 17:21:13,2025-01-22 17:21:13,False
00T00013287,,00600010629,Meeting,2025-04-01,Completed,High,Almost magazine class success best though.,True,0050017,2025-04-01 17:21:13,2025-04-06 17:21:13,False
00T00013288,,00600010630,Send Quote,2022-01-09,Not Started,Normal,Him resource yeah both actually.,False,0050013,2022-01-09 17:21:13,2022-01-09 17:21:13,False
00T00013289,,00600010630,Email,2021-12-13,Completed,Normal,Before head effect friend buy.,True,0050013,2021-12-13 17:21:13,2021-12-17 17:21:13,False
00T00013290,,00600010630,Email,2022-01-11,Completed,Normal,Sell either decision democratic hot scene.,True,0050013,2022-01-11 17:21:13,2022-01-16 17:21:13,False
00T00013291,,00600010630,Follow-up,2022-02-20,Completed,Low,We water animal.,True,0050013,2022-02-20 17:21:13,2022-02-20 17:21:13,False
00T00013292,,00600010630,Demo,2022-01-01,Not Started,Low,Must whole parent market prepare executive ten.,False,0050013,2022-01-01 17:21:13,2022-01-06 17:21:13,False
00T00013293,,00600010630,Call,2022-01-16,Completed,Normal,Strong health start experience defense role large finish.,True,0050013,2022-01-16 17:21:13,2022-01-20 17:21:13,False
00T00013294,,00600010630,Demo,2022-02-20,Completed,Low,Throw car century single quality.,True,0050013,2022-02-20 17:21:13,2022-02-21 17:21:13,False
00T00013295,,00600010631,Follow-up,2023-08-30,Completed,High,Play this state surface mean radio indicate expert.,True,0050015,2023-08-30 17:21:13,2023-09-01 17:21:13,False
00T00013296,,00600010631,Meeting,2023-08-05,Completed,High,Spring away standard mouth provide.,True,0050015,2023-08-05 17:21:13,2023-08-06 17:21:13,False
00T00013297,,00600010631,Meeting,2023-08-08,Completed,Low,Surface anything general enough.,True,0050015,2023-08-08 17:21:13,2023-08-13 17:21:13,False
00T00013298,,00600010631,Email,2023-09-02,Completed,Normal,Affect bar station collection color seem.,True,0050015,2023-09-02 17:21:13,2023-09-04 17:21:13,False
00T00013299,,00600010631,Call,2023-07-10,Completed,Normal,Manage myself lose why worry newspaper now.,True,0050015,2023-07-10 17:21:13,2023-07-10 17:21:13,False
00T00013300,,00600010631,Send Quote,2023-08-07,Completed,High,Positive every college PM specific.,True,0050015,2023-08-07 17:21:13,2023-08-10 17:21:13,False
00T00013301,,00600010631,Demo,2023-07-01,Completed,Normal,Relationship maintain pattern seem new.,True,0050015,2023-07-01 17:21:13,2023-07-01 17:21:13,False
00T00013302,,00600010632,Send Quote,2023-02-04,Completed,Normal,Letter coach leave government page.,True,0050008,2023-02-04 17:21:13,2023-02-07 17:21:13,False
00T00013303,,00600010632,Meeting,2023-03-31,Completed,Normal,Thank movie degree American forward laugh yourself.,True,0050008,2023-03-31 17:21:13,2023-04-04 17:21:13,False
00T00013304,,00600010632,Meeting,2023-04-11,In Progress,Low,He create just part week year.,False,0050008,2023-04-11 17:21:13,2023-04-11 17:21:13,False
00T00013305,,00600010632,Meeting,2023-04-20,Completed,Low,Assume responsibility page political product professor new record.,True,0050008,2023-04-20 17:21:13,2023-04-20 17:21:13,False
00T00013306,,00600010632,Send Quote,2023-03-19,Not Started,High,Near as western degree.,False,0050008,2023-03-19 17:21:13,2023-03-23 17:21:13,False
00T00013307,,00600010633,Send Quote,2022-12-27,Deferred,Low,Act hold especially reduce career develop turn.,False,0050008,2022-12-27 17:21:13,2022-12-31 17:21:13,False
00T00013308,,00600010633,Meeting,2022-11-10,Completed,Low,Not take something nothing worker letter early fish.,True,0050008,2022-11-10 17:21:13,2022-11-10 17:21:13,False
00T00013309,,00600010633,Email,2023-01-11,Deferred,Normal,Upon current serious.,False,0050008,2023-01-11 17:21:13,2023-01-14 17:21:13,False
00T00013310,,00600010634,Follow-up,2021-10-12,Completed,Low,Yes agreement between activity responsibility.,True,0050014,2021-10-12 17:21:13,2021-10-15 17:21:13,False
00T00013311,,00600010634,Call,2021-09-19,In Progress,Normal,Ahead similar religious change hard threat join.,False,0050014,2021-09-19 17:21:13,2021-09-19 17:21:13,False
00T00013312,,00600010634,Follow-up,2021-11-14,Completed,Low,Woman recent in tree book style.,True,0050014,2021-11-14 17:21:13,2021-11-15 17:21:13,False
00T00013313,,00600010635,Email,2024-01-26,In Progress,Low,Thought manager line.,False,0050003,2024-01-26 17:21:13,2024-01-30 17:21:13,False
00T00013314,,00600010635,Email,2023-12-30,Completed,Normal,Season front film anyone.,True,0050003,2023-12-30 17:21:13,2024-01-04 17:21:13,False
00T00013315,,00600010635,Follow-up,2024-02-21,Completed,Low,Policy today sing itself form less need.,True,0050003,2024-02-21 17:21:13,2024-02-22 17:21:13,False
00T00013316,,00600010635,Call,2023-12-23,Not Started,Normal,Assume finish natural consider receive city poor.,False,0050003,2023-12-23 17:21:13,2023-12-28 17:21:13,False
00T00013317,,00600010635,Follow-up,2023-12-20,Completed,Low,Among alone although first development trip think address.,True,0050003,2023-12-20 17:21:13,2023-12-24 17:21:13,False
00T00013318,,00600010635,Meeting,2024-01-01,Completed,Low,Realize red day wonder.,True,0050003,2024-01-01 17:21:13,2024-01-03 17:21:13,False
00T00013319,,00600010635,Email,2024-02-08,Completed,Low,Carry debate eat green nature could oil.,True,0050003,2024-02-08 17:21:13,2024-02-13 17:21:13,False
00T00013320,,00600010636,Call,2022-07-17,Completed,Low,Issue budget positive conference someone.,True,0050004,2022-07-17 17:21:13,2022-07-18 17:21:13,False
00T00013321,,00600010636,Call,2022-06-02,Completed,Low,Family third choose.,True,0050004,2022-06-02 17:21:13,2022-06-02 17:21:13,False
00T00013322,,00600010636,Send Quote,2022-07-20,Completed,Normal,Pm modern both try material.,True,0050004,2022-07-20 17:21:13,2022-07-23 17:21:13,False
00T00013323,,00600010636,Send Quote,2022-07-28,Completed,High,Such friend join during necessary.,True,0050004,2022-07-28 17:21:13,2022-07-31 17:21:13,False
00T00013324,,00600010636,Email,2022-06-20,Completed,Low,Of only assume.,True,0050004,2022-06-20 17:21:13,2022-06-22 17:21:13,False
00T00013325,,00600010636,Call,2022-07-11,Completed,Low,Discover great majority civil goal glass.,True,0050004,2022-07-11 17:21:13,2022-07-11 17:21:13,False
00T00013326,,00600010636,Follow-up,2022-06-27,Not Started,High,Among often seek majority rock need indeed what.,False,0050004,2022-06-27 17:21:13,2022-06-28 17:21:13,False
00T00013327,,00600010636,Follow-up,2022-08-20,Completed,Normal,Kind anyone mouth sort way teach.,True,0050004,2022-08-20 17:21:13,2022-08-22 17:21:13,False
00T00013328,,00600010636,Follow-up,2022-06-01,Completed,Normal,Rate hospital foot dark.,True,0050004,2022-06-01 17:21:13,2022-06-01 17:21:13,False
00T00013329,,00600010636,Send Quote,2022-08-02,In Progress,Low,Start relate behavior free.,False,0050004,2022-08-02 17:21:13,2022-08-03 17:21:13,False
00T00013330,,00600010637,Call,2022-08-13,Completed,Normal,The senior spend movement against then.,True,0050004,2022-08-13 17:21:13,2022-08-15 17:21:13,False
00T00013331,,00600010637,Follow-up,2022-07-28,Completed,Normal,Force score such student.,True,0050004,2022-07-28 17:21:13,2022-07-29 17:21:13,False
00T00013332,,00600010637,Demo,2022-08-15,Completed,Low,Defense strong mother father leave.,True,0050004,2022-08-15 17:21:13,2022-08-16 17:21:13,False
00T00013333,,00600010638,Meeting,2025-08-14,Completed,Normal,Responsibility else go just floor.,True,0050014,2025-08-14 17:21:13,2025-08-14 17:21:13,False
00T00013334,,00600010638,Call,2025-09-05,Completed,Normal,Raise significant resource second pay but.,True,0050014,2025-09-05 17:21:13,2025-09-09 17:21:13,False
00T00013335,,00600010638,Call,2025-08-10,Completed,Low,Why case plan doctor add recent interview.,True,0050014,2025-08-10 17:21:13,2025-08-11 17:21:13,False
00T00013336,,00600010638,Send Quote,2025-09-21,Completed,Normal,Edge defense nice and.,True,0050014,2025-09-21 17:21:13,2025-09-21 17:21:13,False
00T00013337,,00600010638,Send Quote,2025-09-27,Completed,Normal,Pressure eat go say live.,True,0050014,2025-09-27 17:21:13,2025-09-28 17:21:13,False
00T00013338,,00600010638,Call,2025-10-01,Completed,Low,Question feel black no senior member kind ok.,True,0050014,2025-10-01 17:21:13,2025-10-05 17:21:13,False
00T00013339,,00600010638,Demo,2025-10-06,Completed,Normal,Evidence with together practice store shake.,True,0050014,2025-10-06 17:21:13,2025-10-07 17:21:13,False
00T00013340,,00600010639,Demo,2024-10-11,Completed,Normal,Agent forward pick.,True,0050016,2024-10-11 17:21:13,2024-10-12 17:21:13,False
00T00013341,,00600010639,Follow-up,2024-10-22,Completed,Normal,Word dark less game safe region control.,True,0050016,2024-10-22 17:21:13,2024-10-24 17:21:13,False
00T00013342,,00600010639,Call,2024-09-25,In Progress,Normal,Work even wind exactly.,False,0050016,2024-09-25 17:21:13,2024-09-25 17:21:13,False
00T00013343,,00600010640,Email,2022-04-24,In Progress,Normal,Win sit ahead employee PM home.,False,0050012,2022-04-24 17:21:13,2022-04-29 17:21:13,False
00T00013344,,00600010640,Email,2022-04-27,Completed,Low,Base action Congress reach.,True,0050012,2022-04-27 17:21:13,2022-05-01 17:21:13,False
00T00013345,,00600010640,Email,2022-04-28,Completed,Low,Grow any food old behind technology discuss.,True,0050012,2022-04-28 17:21:13,2022-05-03 17:21:13,False
00T00013346,,00600010641,Call,2021-12-12,Completed,Normal,Never like work goal ready.,True,0050009,2021-12-12 17:21:13,2021-12-17 17:21:13,False
00T00013347,,00600010641,Meeting,2021-10-25,Completed,Normal,Take choose lawyer two dinner.,True,0050009,2021-10-25 17:21:13,2021-10-27 17:21:13,False
00T00013348,,00600010641,Email,2021-11-20,Completed,Normal,What edge whole vote rule century event.,True,0050009,2021-11-20 17:21:13,2021-11-20 17:21:13,False
00T00013349,,00600010642,Call,2021-08-05,Completed,Low,Ready theory cold sure.,True,0050009,2021-08-05 17:21:13,2021-08-09 17:21:13,False
00T00013350,,00600010642,Follow-up,2021-07-26,Completed,Normal,Find step mention.,True,0050009,2021-07-26 17:21:13,2021-07-29 17:21:13,False
00T00013351,,00600010642,Follow-up,2021-07-20,Completed,Normal,Animal describe civil street wish.,True,0050009,2021-07-20 17:21:13,2021-07-22 17:21:13,False
00T00013352,,00600010642,Demo,2021-06-16,Completed,Normal,Key child probably character.,True,0050009,2021-06-16 17:21:13,2021-06-16 17:21:13,False
00T00013353,,00600010642,Email,2021-06-04,Not Started,Normal,Agree upon low reveal oil up floor.,False,0050009,2021-06-04 17:21:13,2021-06-04 17:21:13,False
00T00013354,,00600010643,Email,2021-11-26,Completed,Normal,Pay painting beautiful education or officer.,True,0050009,2021-11-26 17:21:13,2021-11-29 17:21:13,False
00T00013355,,00600010643,Call,2022-01-04,In Progress,Normal,Town movie military.,False,0050009,2022-01-04 17:21:13,2022-01-07 17:21:13,False
00T00013356,,00600010643,Call,2021-12-13,Completed,Low,Forward drug certain ground.,True,0050009,2021-12-13 17:21:13,2021-12-14 17:21:13,False
00T00013357,,00600010643,Call,2022-02-01,Completed,Low,Down result blue best whole crime message.,True,0050009,2022-02-01 17:21:13,2022-02-01 17:21:13,False
00T00013358,,00600010643,Demo,2021-12-21,Completed,High,Stock moment everyone.,True,0050009,2021-12-21 17:21:13,2021-12-26 17:21:13,False
00T00013359,,00600010644,Follow-up,2024-06-22,Not Started,High,Turn important quality gun real ability.,False,0050015,2024-06-22 17:21:13,2024-06-25 17:21:13,False
00T00013360,,00600010644,Follow-up,2024-06-22,Completed,High,Gas another economy amount.,True,0050015,2024-06-22 17:21:13,2024-06-26 17:21:13,False
00T00013361,,00600010644,Send Quote,2024-07-21,Completed,Normal,Son crime evening fly stage week.,True,0050015,2024-07-21 17:21:13,2024-07-25 17:21:13,False
00T00013362,,00600010644,Demo,2024-07-07,In Progress,Normal,Simple rule lose me close fire enter.,False,0050015,2024-07-07 17:21:13,2024-07-09 17:21:13,False
00T00013363,,00600010644,Demo,2024-07-22,In Progress,High,Ever even entire matter Democrat as.,False,0050015,2024-07-22 17:21:13,2024-07-23 17:21:13,False
00T00013364,,00600010645,Meeting,2022-12-01,Not Started,Low,Bed blue edge mean.,False,0050001,2022-12-01 17:21:13,2022-12-02 17:21:13,False
00T00013365,,00600010645,Send Quote,2023-02-03,Completed,Normal,Keep sister former professional.,True,0050001,2023-02-03 17:21:13,2023-02-08 17:21:13,False
00T00013366,,00600010645,Meeting,2023-02-03,Completed,Normal,Will time week exist enter.,True,0050001,2023-02-03 17:21:13,2023-02-06 17:21:13,False
00T00013367,,00600010646,Follow-up,2025-01-24,Completed,Normal,Try at low when me.,True,0050008,2025-01-24 17:21:13,2025-01-25 17:21:13,False
00T00013368,,00600010646,Follow-up,2025-02-04,Completed,Low,Simply miss course tree.,True,0050008,2025-02-04 17:21:13,2025-02-04 17:21:13,False
00T00013369,,00600010646,Meeting,2025-01-14,In Progress,High,Return pressure probably author.,False,0050008,2025-01-14 17:21:13,2025-01-15 17:21:13,False
00T00013370,,00600010647,Follow-up,2024-07-08,Completed,Low,Something your none much.,True,0050008,2024-07-08 17:21:13,2024-07-13 17:21:13,False
00T00013371,,00600010647,Demo,2024-06-07,Completed,High,Set particular project moment remain health.,True,0050008,2024-06-07 17:21:13,2024-06-07 17:21:13,False
00T00013372,,00600010647,Email,2024-08-12,In Progress,High,Beat face these recognize drive example reveal she.,False,0050008,2024-08-12 17:21:13,2024-08-13 17:21:13,False
00T00013373,,00600010648,Call,2024-08-27,In Progress,High,Type spring poor service suddenly.,False,0050019,2024-08-27 17:21:13,2024-08-29 17:21:13,False
00T00013374,,00600010648,Call,2024-08-14,Completed,Low,Small think discover provide exist eye green church.,True,0050019,2024-08-14 17:21:13,2024-08-18 17:21:13,False
00T00013375,,00600010648,Send Quote,2024-07-23,In Progress,Normal,Mr cut others design more arm doctor represent.,False,0050019,2024-07-23 17:21:13,2024-07-23 17:21:13,False
00T00013376,,00600010649,Follow-up,2025-11-29,In Progress,Low,Five attack sense though theory.,False,0050019,2025-11-29 17:21:13,2025-12-02 17:21:13,False
00T00013377,,00600010649,Meeting,2025-12-26,Completed,Normal,Three thank successful every way treatment light.,True,0050019,2025-12-26 17:21:13,2025-12-26 17:21:13,False
00T00013378,,00600010649,Send Quote,2026-01-24,Completed,Normal,Today light over body stand.,True,0050019,2026-01-24 17:21:13,2026-01-28 17:21:13,False
00T00013379,,00600010649,Call,2025-11-13,Completed,Normal,It here far.,True,0050019,2025-11-13 17:21:13,2025-11-13 17:21:13,False
00T00013380,,00600010649,Email,2025-12-23,Completed,Low,Mind well could country myself.,True,0050019,2025-12-23 17:21:13,2025-12-23 17:21:13,False
00T00013381,,00600010649,Demo,2025-11-08,Completed,Low,Fill finish during many so hot.,True,0050019,2025-11-08 17:21:13,2025-11-10 17:21:13,False
00T00013382,,00600010649,Demo,2025-11-17,In Progress,Normal,Player official carry bill them building.,False,0050019,2025-11-17 17:21:13,2025-11-18 17:21:13,False
00T00013383,,00600010650,Email,2026-01-10,In Progress,Low,Each hot worker state idea wind most of.,False,0050019,2026-01-10 17:21:13,2026-01-10 17:21:13,False
00T00013384,,00600010650,Follow-up,2025-11-24,Not Started,Low,Raise per reduce hundred.,False,0050019,2025-11-24 17:21:13,2025-11-25 17:21:13,False
00T00013385,,00600010650,Email,2025-12-26,Completed,Low,Open song consumer argue on.,True,0050019,2025-12-26 17:21:13,2025-12-31 17:21:13,False
00T00013386,,00600010650,Email,2025-11-22,Not Started,Low,Heart bad garden pass.,False,0050019,2025-11-22 17:21:13,2025-11-22 17:21:13,False
00T00013387,,00600010650,Email,2026-01-22,Not Started,Normal,Soldier cup stock clear miss administration.,False,0050019,2026-01-22 17:21:13,2026-01-26 17:21:13,False
00T00013388,,00600010650,Demo,2026-01-24,In Progress,Low,A firm green.,False,0050019,2026-01-24 17:21:13,2026-01-25 17:21:13,False
00T00013389,,00600010650,Demo,2025-11-09,Completed,Normal,Economy discuss inside how box industry.,True,0050019,2025-11-09 17:21:13,2025-11-11 17:21:13,False
00T00013390,,00600010651,Meeting,2026-04-17,Not Started,High,Eight officer away player our.,False,0050019,2026-04-17 17:21:13,2026-04-17 17:21:13,False
00T00013391,,00600010651,Send Quote,2026-04-16,In Progress,Normal,Realize this would sometimes ready idea.,False,0050019,2026-04-16 17:21:13,2026-04-20 17:21:13,False
00T00013392,,00600010651,Follow-up,2026-04-12,Deferred,High,If themselves can read.,False,0050019,2026-04-12 17:21:13,2026-04-17 17:21:13,False
00T00013393,,00600010651,Follow-up,2026-02-09,Deferred,High,Cup style important last assume ahead story in.,False,0050019,2026-02-09 17:21:13,2026-02-14 17:21:13,False
00T00013394,,00600010651,Send Quote,2026-03-27,Completed,Low,Employee yet continue beat cup.,True,0050019,2026-03-27 17:21:13,2026-03-31 17:21:13,False
00T00013395,,00600010652,Follow-up,2025-05-10,Completed,High,Issue rich quite development.,True,0050014,2025-05-10 17:21:13,2025-05-13 17:21:13,False
00T00013396,,00600010652,Demo,2025-05-11,Completed,High,Rest full miss common language.,True,0050014,2025-05-11 17:21:13,2025-05-11 17:21:13,False
00T00013397,,00600010652,Send Quote,2025-07-01,Completed,Low,Beyond member model agree ago quality cold most.,True,0050014,2025-07-01 17:21:13,2025-07-04 17:21:13,False
00T00013398,,00600010652,Follow-up,2025-05-25,Completed,Low,Close eight first film start stock.,True,0050014,2025-05-25 17:21:13,2025-05-29 17:21:13,False
00T00013399,,00600010652,Email,2025-06-14,Completed,Low,Very apply year sport.,True,0050014,2025-06-14 17:21:13,2025-06-16 17:21:13,False
00T00013400,,00600010653,Meeting,2022-12-20,Completed,High,Standard discussion practice various interesting discuss free.,True,0050014,2022-12-20 17:21:13,2022-12-24 17:21:13,False
00T00013401,,00600010653,Call,2022-10-21,Completed,High,True religious including far control see four.,True,0050014,2022-10-21 17:21:13,2022-10-26 17:21:13,False
00T00013402,,00600010653,Meeting,2022-12-25,In Progress,Normal,Allow modern film defense.,False,0050014,2022-12-25 17:21:13,2022-12-27 17:21:13,False
00T00013403,,00600010653,Follow-up,2022-12-22,Completed,High,Evidence detail same enjoy head lose great every.,True,0050014,2022-12-22 17:21:13,2022-12-27 17:21:13,False
00T00013404,,00600010653,Demo,2022-12-09,Completed,Low,Table prove once him wind street.,True,0050014,2022-12-09 17:21:13,2022-12-14 17:21:13,False
00T00013405,,00600010653,Demo,2022-12-10,In Progress,Normal,For three show force both tree present.,False,0050014,2022-12-10 17:21:13,2022-12-11 17:21:13,False
00T00013406,,00600010653,Meeting,2023-01-09,Completed,Normal,Remember doctor social allow.,True,0050014,2023-01-09 17:21:13,2023-01-14 17:21:13,False
00T00013407,,00600010653,Send Quote,2022-10-23,Completed,Normal,Writer concern he sea couple.,True,0050014,2022-10-23 17:21:13,2022-10-26 17:21:13,False
00T00013408,,00600010653,Follow-up,2022-12-21,Deferred,High,Scene person trouble rule simple process room.,False,0050014,2022-12-21 17:21:13,2022-12-25 17:21:13,False
00T00013409,,00600010653,Call,2022-10-16,Completed,High,Agency then maybe no practice.,True,0050014,2022-10-16 17:21:13,2022-10-21 17:21:13,False
00T00013410,,00600010654,Email,2022-07-22,Not Started,Normal,Maintain measure never audience since reason.,False,0050014,2022-07-22 17:21:13,2022-07-24 17:21:13,False
00T00013411,,00600010654,Email,2022-08-15,Not Started,Normal,Everybody view might whose speech thought.,False,0050014,2022-08-15 17:21:13,2022-08-18 17:21:13,False
00T00013412,,00600010654,Meeting,2022-09-22,Completed,Normal,Road response cost in.,True,0050014,2022-09-22 17:21:13,2022-09-27 17:21:13,False
00T00013413,,00600010654,Call,2022-10-01,Completed,Normal,Participant game will leave.,True,0050014,2022-10-01 17:21:13,2022-10-02 17:21:13,False
00T00013414,,00600010654,Meeting,2022-07-24,In Progress,Low,Management fine scene design hot.,False,0050014,2022-07-24 17:21:13,2022-07-28 17:21:13,False
00T00013415,,00600010655,Call,2024-04-17,Not Started,Normal,Positive when glass.,False,0050005,2024-04-17 17:21:13,2024-04-21 17:21:13,False
00T00013416,,00600010655,Call,2024-03-19,Completed,Normal,Choice officer we free wind.,True,0050005,2024-03-19 17:21:13,2024-03-23 17:21:13,False
00T00013417,,00600010655,Send Quote,2024-05-13,Completed,Low,Head well trouble century media.,True,0050005,2024-05-13 17:21:13,2024-05-16 17:21:13,False
00T00013418,,00600010655,Follow-up,2024-03-22,Not Started,Low,How adult series white under.,False,0050005,2024-03-22 17:21:13,2024-03-26 17:21:13,False
00T00013419,,00600010655,Call,2024-04-04,In Progress,High,Nice help future blue watch.,False,0050005,2024-04-04 17:21:13,2024-04-06 17:21:13,False
00T00013420,,00600010655,Send Quote,2024-04-08,Completed,Normal,Teach beyond special own production lose.,True,0050005,2024-04-08 17:21:13,2024-04-08 17:21:13,False
00T00013421,,00600010655,Send Quote,2024-05-23,Completed,High,Reality high community forward how.,True,0050005,2024-05-23 17:21:13,2024-05-23 17:21:13,False
00T00013422,,00600010656,Follow-up,2023-06-12,Completed,Normal,American rest believe.,True,0050001,2023-06-12 17:21:13,2023-06-13 17:21:13,False
00T00013423,,00600010656,Email,2023-04-29,Completed,Low,Very coach rest argue.,True,0050001,2023-04-29 17:21:13,2023-05-04 17:21:13,False
00T00013424,,00600010656,Follow-up,2023-06-08,Completed,High,Pattern sell after popular everyone against watch.,True,0050001,2023-06-08 17:21:13,2023-06-09 17:21:13,False
00T00013425,,00600010657,Call,2022-08-05,Not Started,Normal,Director hospital our.,False,0050005,2022-08-05 17:21:13,2022-08-05 17:21:13,False
00T00013426,,00600010657,Demo,2022-08-27,Completed,Normal,Present eye grow market evening option.,True,0050005,2022-08-27 17:21:13,2022-08-31 17:21:13,False
00T00013427,,00600010657,Send Quote,2022-09-01,Completed,Normal,Follow actually another by.,True,0050005,2022-09-01 17:21:13,2022-09-05 17:21:13,False
00T00013428,,00600010657,Call,2022-09-11,Completed,High,Star tell service site dog build order.,True,0050005,2022-09-11 17:21:13,2022-09-15 17:21:13,False
00T00013429,,00600010657,Send Quote,2022-08-21,Completed,High,Drop toward teacher more prove subject.,True,0050005,2022-08-21 17:21:13,2022-08-26 17:21:13,False
00T00013430,,00600010657,Demo,2022-09-03,Completed,Normal,Stay soon which sea allow coach.,True,0050005,2022-09-03 17:21:13,2022-09-04 17:21:13,False
00T00013431,,00600010657,Meeting,2022-10-28,In Progress,Normal,Require increase their while.,False,0050005,2022-10-28 17:21:13,2022-10-29 17:21:13,False
00T00013432,,00600010657,Follow-up,2022-08-12,Not Started,Low,With should require kitchen actually.,False,0050005,2022-08-12 17:21:13,2022-08-14 17:21:13,False
00T00013433,,00600010657,Call,2022-08-16,Completed,High,Risk sing eat hit.,True,0050005,2022-08-16 17:21:13,2022-08-18 17:21:13,False
00T00013434,,00600010657,Call,2022-09-09,Completed,Normal,Past fly great full.,True,0050005,2022-09-09 17:21:13,2022-09-12 17:21:13,False
00T00013435,,00600010658,Call,2021-12-05,Completed,High,Mean subject require threat ago figure.,True,0050008,2021-12-05 17:21:13,2021-12-10 17:21:13,False
00T00013436,,00600010658,Meeting,2021-11-27,Completed,Low,Voice ago deep especially crime structure answer Mrs.,True,0050008,2021-11-27 17:21:13,2021-12-02 17:21:13,False
00T00013437,,00600010658,Call,2021-11-16,Completed,Normal,Direction southern none result.,True,0050008,2021-11-16 17:21:13,2021-11-21 17:21:13,False
00T00013438,,00600010658,Follow-up,2022-01-06,Completed,Normal,Each some big decide.,True,0050008,2022-01-06 17:21:13,2022-01-11 17:21:13,False
00T00013439,,00600010658,Send Quote,2021-11-14,Completed,Normal,Defense allow best you step.,True,0050008,2021-11-14 17:21:13,2021-11-14 17:21:13,False
00T00013440,,00600010658,Call,2021-12-23,Deferred,Normal,Organization issue ability success treat.,False,0050008,2021-12-23 17:21:13,2021-12-25 17:21:13,False
00T00013441,,00600010658,Meeting,2022-01-12,Not Started,Normal,Capital model method civil.,False,0050008,2022-01-12 17:21:13,2022-01-16 17:21:13,False
00T00013442,,00600010659,Follow-up,2022-08-06,Completed,Normal,Fast old American.,True,0050008,2022-08-06 17:21:13,2022-08-07 17:21:13,False
00T00013443,,00600010659,Send Quote,2022-08-05,Completed,Normal,Assume yes pull wait skill forward.,True,0050008,2022-08-05 17:21:13,2022-08-05 17:21:13,False
00T00013444,,00600010659,Send Quote,2022-08-02,Completed,Low,Answer either world these election day.,True,0050008,2022-08-02 17:21:13,2022-08-03 17:21:13,False
00T00013445,,00600010660,Demo,2025-08-22,Not Started,Normal,Research administration service later plan.,False,0050008,2025-08-22 17:21:13,2025-08-27 17:21:13,False
00T00013446,,00600010660,Send Quote,2025-06-04,Completed,Low,True water money allow fund ground.,True,0050008,2025-06-04 17:21:13,2025-06-05 17:21:13,False
00T00013447,,00600010660,Call,2025-06-07,Completed,Low,Boy be while wind.,True,0050008,2025-06-07 17:21:13,2025-06-12 17:21:13,False
00T00013448,,00600010660,Email,2025-06-29,Not Started,Normal,Might enter team.,False,0050008,2025-06-29 17:21:13,2025-06-29 17:21:13,False
00T00013449,,00600010660,Email,2025-07-08,In Progress,High,Girl member hot item hot board choice.,False,0050008,2025-07-08 17:21:13,2025-07-13 17:21:13,False
00T00013450,,00600010660,Email,2025-08-31,Not Started,Normal,Thought husband into matter state entire hear.,False,0050008,2025-08-31 17:21:13,2025-09-01 17:21:13,False
00T00013451,,00600010660,Meeting,2025-07-01,In Progress,Normal,Serious item and whatever.,False,0050008,2025-07-01 17:21:13,2025-07-02 17:21:13,False
00T00013452,,00600010661,Follow-up,2023-04-08,Not Started,Normal,Lose federal deal able sense.,False,0050005,2023-04-08 17:21:13,2023-04-13 17:21:13,False
