VBELN,ERDAT,ERZET,ERNAM,AEDAT,AUDAT,VBTYP,AUART,VKORG,VTWEG,SPART,KUNNR,VKBUR,VKGRP,NETWR,WAERK,GBSTK,ABSTK,LIFSK,FAKSK
0001008339,20251012,123104,SALESUSER,,20251012,C,OR,3000,10,00,0000102328,30001,001,0,EUR,C,,,
0001008340,20251012,124254,SALESUSER,,20251012,C,QT,1000,10,00,0000103504,10001,001,0,USD,A,,,
0001008341,20251012,123055,SALESUSER,20251012,20251012,C,ZOR,2000,20,02,0000101385,20001,001,0,EUR,A,,,
0001008342,20251012,122637,SALESUSER,,20251012,C,ZOR,1000,20,00,0000102528,10001,001,0,USD,A,,,
0001008343,20251012,125357,SALESUSER,20251012,20251012,C,OR,1000,10,02,0000102572,10001,001,0,USD,C,,,
0001008344,20251012,122817,SALESUSER,,20251012,C,QT,1000,20,01,0000100961,10001,001,0,USD,A,,,
0001008345,20251012,125821,SALESUSER,20251012,20251012,C,OR,1000,30,00,0000102196,10001,001,0,USD,B,,,
0001008346,20251012,135221,SALESUSER,,20251012,C,OR,1000,10,02,0000103824,10001,001,0,USD,B,,,
0001008347,20251012,131354,SALESUSER,,20251012,C,ZOR,1000,10,00,0000103407,10001,001,0,USD,B,,,
0001008348,20251012,132041,SALESUSER,,20251012,C,OR,1000,20,00,0000102082,10001,001,0,USD,C,,,
0001008349,20251012,130810,SALESUSER,20251012,20251012,C,OR,1000,20,01,0000103649,10001,001,0,USD,B,,01,
0001008350,20251012,135154,SALESUSER,,20251012,C,ZOR,1000,10,02,0000104283,10001,001,0,USD,C,,,
0001008351,20251012,133251,SALESUSER,,20251012,C,OR,1000,10,01,0000104970,10001,001,0,USD,B,,,
0001008352,20251012,135617,SALESUSER,,20251012,C,OR,2000,10,01,0000102382,20001,001,0,EUR,A,,,
0001008353,20251012,134249,SALESUSER,,20251012,C,OR,1000,20,00,0000103475,10001,001,0,USD,B,,,
0001008354,20251012,134225,SALESUSER,,20251012,C,OR,1000,10,00,0000102219,10001,001,0,USD,A,,,
0001008355,20251012,135632,SALESUSER,,20251012,C,OR,1000,10,02,0000102201,10001,001,0,USD,A,,,
0001008356,20251012,134936,SALESUSER,20251012,20251012,C,OR,1000,10,01,0000100561,10001,001,0,USD,C,,,
0001008357,20251012,132738,SALESUSER,20251012,20251012,C,OR,1000,20,01,0000101993,10001,001,0,USD,A,,,
0001008358,20251012,131143,SALESUSER,20251012,20251012,C,OR,2000,20,00,0000104288,20001,001,0,EUR,B,,,
0001008359,20251012,133028,SALESUSER,,20251012,C,ZOR,1000,20,02,0000104107,10001,001,0,USD,A,,,
0001008360,20251012,131334,SALESUSER,20251012,20251012,C,OR,1000,10,01,0000102682,10001,001,0,USD,B,,,
0001008361,20251012,131711,SALESUSER,20251012,20251012,C,OR,3000,20,00,0000100525,30001,001,0,EUR,A,,,
0001008362,20251012,130025,SALESUSER,,20251012,C,OR,1000,20,01,0000104121,10001,001,0,USD,B,,,
0001008363,20251012,135114,SALESUSER,,20251012,C,ZOR,1000,10,01,0000104238,10001,001,0,USD,C,,,
0001008364,20251012,131307,SALESUSER,,20251012,C,OR,1000,30,00,0000100060,10001,001,0,USD,B,,,
0001008365,20251012,130400,SALESUSER,,20251012,C,OR,2000,20,00,0000104235,20001,001,0,EUR,B,,,
0001008366,20251012,134653,SALESUSER,,20251012,C,OR,2000,30,01,0000104114,20001,001,0,EUR,A,,,
0001008367,20251012,133820,SALESUSER,,20251012,C,OR,1000,30,02,0000100861,10001,001,0,USD,B,,,
0001008368,20251012,130646,SALESUSER,,20251012,C,OR,1000,10,02,0000104464,10001,001,0,USD,B,,,
0001008369,20251012,135817,SALESUSER,,20251012,C,OR,1000,10,00,0000101839,10001,001,0,USD,A,,,
0001008370,20251012,135322,SALESUSER,,20251012,C,ZOR,1000,10,00,0000100787,10001,001,0,USD,A,,,
0001008371,20251012,131030,SALESUSER,20251012,20251012,C,OR,1000,10,00,0000101677,10001,001,0,USD,A,,,
0001008372,20251012,133832,SALESUSER,20251012,20251012,C,OR,1000,30,02,0000102353,10001,001,0,USD,B,,,
0001008373,20251012,133813,SALESUSER,20251012,20251012,C,OR,2000,10,00,0000102934,20001,001,0,EUR,A,,,
0001008374,20251012,131604,SALESUSER,,20251012,C,OR,1000,10,01,0000102078,10001,001,0,USD,B,,,
0001008375,20251012,132733,SALESUSER,20251012,20251012,C,OR,1000,10,01,0000102638,10001,001,0,USD,B,,01,
0001008376,20251012,135901,SALESUSER,,20251012,C,OR,1000,10,01,0000101053,10001,001,0,USD,A,,,
0001008377,20251012,135448,SALESUSER,,20251012,C,ZOR,3000,20,00,0000104518,30001,001,0,EUR,A,,,
0001008378,20251012,133937,SALESUSER,,20251012,C,OR,2000,20,00,0000103701,20001,001,0,EUR,B,,,
0001008379,20251012,134613,SALESUSER,,20251012,C,ZOR,1000,10,00,0000100951,10001,001,0,USD,A,,,01
0001008380,20251012,130920,SALESUSER,,20251012,C,OR,1000,10,00,0000103060,10001,001,0,USD,B,,,
0001008381,20251012,130945,SALESUSER,,20251012,C,ZOR,1000,10,00,0000102065,10001,001,0,USD,B,,,
0001008382,20251012,133711,SALESUSER,,20251012,C,OR,1000,10,01,0000102133,10001,001,0,USD,A,,,
0001008383,20251012,130612,SALESUSER,,20251012,C,OR,2000,30,00,0000104232,20001,001,0,EUR,B,,01,
0001008384,20251012,130854,SALESUSER,,20251012,C,OR,2000,10,00,0000103778,20001,001,0,EUR,C,,,
0001008385,20251012,133013,SALESUSER,,20251012,C,ZOR,2000,10,00,0000104762,20001,001,0,EUR,A,,,
0001008386,20251012,133157,SALESUSER,,20251012,C,OR,3000,10,00,0000100565,30001,001,0,EUR,B,,,
0001008387,20251012,134920,SALESUSER,20251012,20251012,C,OR,2000,10,01,0000101505,20001,001,0,EUR,B,,,
0001008388,20251012,131312,SALESUSER,,20251012,C,OR,1000,10,01,0000103383,10001,001,0,USD,C,,,
0001008389,20251012,134114,SALESUSER,20251012,20251012,C,OR,2000,10,01,0000101662,20001,001,0,EUR,B,,01,
0001008390,20251012,145957,SALESUSER,20251012,20251012,C,ZOR,2000,30,00,0000103054,20001,001,0,EUR,B,,,
0001008391,20251012,141413,SALESUSER,,20251012,C,OR,2000,10,00,0000104151,20001,001,0,EUR,C,,,
0001008392,20251012,143836,SALESUSER,20251012,20251012,C,OR,1000,20,00,0000102453,10001,001,0,USD,B,,,
0001008393,20251012,145956,SALESUSER,,20251012,C,OR,1000,30,00,0000101431,10001,001,0,USD,B,,,
0001008394,20251012,142106,SALESUSER,20251012,20251012,C,OR,2000,20,02,0000103300,20001,001,0,EUR,B,,,
0001008395,20251012,141405,SALESUSER,20251012,20251012,C,ZOR,3000,20,02,0000103342,30001,001,0,EUR,A,,,
0001008396,20251012,145100,SALESUSER,20251012,20251012,C,QT,1000,20,01,0000101182,10001,001,0,USD,C,,,
0001008397,20251012,144420,SALESUSER,,20251012,C,OR,1000,10,01,0000104958,10001,001,0,USD,A,,,
0001008398,20251012,143445,SALESUSER,,20251012,C,ZOR,1000,30,00,0000102051,10001,001,0,USD,B,,,
0001008399,20251012,145448,SALESUSER,20251012,20251012,C,OR,1000,30,00,0000101673,10001,001,0,USD,B,,,
0001008400,20251012,141143,SALESUSER,,20251012,C,OR,3000,10,00,0000100235,30001,001,0,EUR,A,,01,
0001008401,20251012,145348,SALESUSER,20251012,20251012,C,OR,1000,10,02,0000102312,10001,001,0,USD,C,,,
0001008402,20251012,144421,SALESUSER,20251012,20251012,C,OR,1000,20,02,0000103986,10001,001,0,USD,C,,,
0001008403,20251012,142148,SALESUSER,,20251012,C,OR,1000,20,02,0000103814,10001,001,0,USD,B,,,
0001008404,20251012,144753,SALESUSER,20251012,20251012,C,OR,1000,30,00,0000101856,10001,001,0,USD,B,,,
0001008405,20251012,141502,SALESUSER,,20251012,C,OR,2000,20,01,0000104260,20001,001,0,EUR,A,,,
0001008406,20251012,145030,SALESUSER,,20251012,C,OR,1000,30,00,0000100035,10001,001,0,USD,A,,,
0001008407,20251012,140853,SALESUSER,,20251012,C,ZOR,1000,10,00,0000100780,10001,001,0,USD,A,,,
0001008408,20251012,140939,SALESUSER,,20251012,C,OR,1000,20,01,0000100399,10001,001,0,USD,A,,,
0001008409,20251012,141740,SALESUSER,,20251012,C,OR,1000,20,00,0000100255,10001,001,0,USD,A,,,
0001008410,20251012,141823,SALESUSER,20251012,20251012,C,OR,1000,20,02,0000101852,10001,001,0,USD,C,,,
0001008411,20251012,145913,SALESUSER,,20251012,C,OR,1000,10,00,0000103488,10001,001,0,USD,B,,,
0001008412,20251012,144835,SALESUSER,,20251012,C,OR,3000,10,00,0000104939,30001,001,0,EUR,B,,,
0001008413,20251012,140713,SALESUSER,,20251012,C,ZOR,2000,10,01,0000103578,20001,001,0,EUR,C,,,
0001008414,20251012,145451,SALESUSER,,20251012,C,ZOR,1000,10,02,0000101770,10001,001,0,USD,C,,,
0001008415,20251012,141707,SALESUSER,,20251012,C,OR,2000,20,02,0000103237,20001,001,0,EUR,A,,,
0001008416,20251012,143326,SALESUSER,20251012,20251012,C,OR,2000,30,01,0000100522,20001,001,0,EUR,A,,,
0001008417,20251012,142845,SALESUSER,20251012,20251012,C,OR,1000,10,00,0000102400,10001,001,0,USD,A,,01,
0001008418,20251012,142733,SALESUSER,20251012,20251012,C,OR,1000,20,02,0000103676,10001,001,0,USD,B,,,
0001008419,20251012,144055,SALESUSER,,20251012,C,ZOR,2000,10,01,0000100595,20001,001,0,EUR,B,,,01
0001008420,20251012,141736,SALESUSER,,20251012,C,OR,2000,10,02,0000100263,20001,001,0,EUR,B,,,
0001008421,20251012,141930,SALESUSER,,20251012,C,OR,3000,10,00,0000103111,30001,001,0,EUR,A,,,
0001008422,20251012,144239,SALESUSER,,20251012,C,OR,1000,10,01,0000102644,10001,001,0,USD,B,,,
0001008423,20251012,141723,SALESUSER,,20251012,C,ZOR,1000,10,01,0000100066,10001,001,0,USD,B,,,
0001008424,20251012,145830,SALESUSER,,20251012,C,OR,2000,20,01,0000104465,20001,001,0,EUR,B,,,
0001008425,20251012,143951,SALESUSER,,20251012,C,OR,3000,10,01,0000103552,30001,001,0,EUR,C,,,
0001008426,20251012,145438,SALESUSER,,20251012,C,OR,1000,20,00,0000102489,10001,001,0,USD,B,,,
0001008427,20251012,143611,SALESUSER,,20251012,C,OR,1000,10,01,0000103192,10001,001,0,USD,A,,,
0001008428,20251012,142221,SALESUSER,,20251012,C,ZOR,1000,10,00,0000104875,10001,001,0,USD,A,,,
0001008429,20251012,140832,SALESUSER,20251012,20251012,C,ZOR,1000,10,00,0000100941,10001,001,0,USD,B,,,
0001008430,20251012,142944,SALESUSER,,20251012,C,OR,1000,10,00,0000102162,10001,001,0,USD,B,,,
0001008431,20251012,145246,SALESUSER,,20251012,C,ZOR,2000,20,00,0000104672,20001,001,0,EUR,A,,,
0001008432,20251012,141430,SALESUSER,20251012,20251012,C,OR,1000,30,00,0000102614,10001,001,0,USD,A,,,
0001008433,20251012,155108,SALESUSER,20251012,20251012,C,OR,2000,10,01,0000103909,20001,001,0,EUR,B,,,01
0001008434,20251012,152710,SALESUSER,,20251012,C,QT,1000,10,00,0000102957,10001,001,0,USD,B,,01,
0001008435,20251012,155828,SALESUSER,,20251012,C,OR,1000,10,01,0000103269,10001,001,0,USD,A,,,
0001008436,20251012,150125,SALESUSER,20251012,20251012,C,OR,3000,20,01,0000103367,30001,001,0,EUR,B,,,
0001008437,20251012,150456,SALESUSER,,20251012,C,OR,2000,10,00,0000103022,20001,001,0,EUR,A,,,
0001008438,20251012,155515,SALESUSER,,20251012,C,OR,2000,10,00,0000102728,20001,001,0,EUR,A,,,
0001008439,20251012,154057,SALESUSER,20251012,20251012,C,QT,2000,10,01,0000103512,20001,001,0,EUR,A,,,
0001008440,20251012,154952,SALESUSER,,20251012,C,OR,1000,30,00,0000103612,10001,001,0,USD,B,,01,
0001008441,20251012,152204,SALESUSER,20251012,20251012,C,OR,1000,20,00,0000102937,10001,001,0,USD,A,,,
0001008442,20251012,154407,SALESUSER,20251012,20251012,C,OR,2000,20,00,0000104530,20001,001,0,EUR,C,,,
0001008443,20251012,152837,SALESUSER,,20251012,C,OR,2000,20,00,0000104461,20001,001,0,EUR,A,,,
0001008444,20251012,151101,SALESUSER,,20251012,C,OR,1000,10,00,0000103977,10001,001,0,USD,C,,,01
0001008445,20251012,154807,SALESUSER,,20251012,C,OR,3000,10,00,0000101213,30001,001,0,EUR,A,,,
0001008446,20251012,155220,SALESUSER,,20251012,C,OR,1000,20,00,0000101286,10001,001,0,USD,C,,,
0001008447,20251012,150852,SALESUSER,,20251012,C,OR,1000,10,00,0000104376,10001,001,0,USD,A,,01,
0001008448,20251012,152600,SALESUSER,,20251012,C,ZOR,1000,10,00,0000102130,10001,001,0,USD,C,,,
0001008449,20251012,155606,SALESUSER,,20251012,C,OR,3000,10,02,0000100978,30001,001,0,EUR,B,,,
0001008450,20251012,150429,SALESUSER,,20251012,C,ZOR,2000,20,00,0000102686,20001,001,0,EUR,A,,,
0001008451,20251012,155459,SALESUSER,,20251012,C,OR,1000,10,01,0000104639,10001,001,0,USD,B,,01,
0001008452,20251012,152205,SALESUSER,,20251012,C,OR,2000,10,00,0000100675,20001,001,0,EUR,A,,,
0001008453,20251012,154804,SALESUSER,,20251012,C,OR,2000,20,00,0000102073,20001,001,0,EUR,C,,,
0001008454,20251012,153012,SALESUSER,,20251012,C,OR,1000,10,00,0000100440,10001,001,0,USD,A,,,
0001008455,20251012,151651,SALESUSER,,20251012,C,OR,1000,20,00,0000104719,10001,001,0,USD,B,,,
0001008456,20251012,151320,SALESUSER,,20251012,C,OR,3000,20,02,0000103666,30001,001,0,EUR,C,,,
0001008457,20251012,151119,SALESUSER,,20251012,C,OR,1000,20,01,0000102923,10001,001,0,USD,A,,,
0001008458,20251012,151513,SALESUSER,20251012,20251012,C,OR,3000,10,01,0000101681,30001,001,0,EUR,A,,01,
0001008459,20251012,151735,SALESUSER,20251012,20251012,C,OR,1000,10,01,0000101430,10001,001,0,USD,B,,,01
0001008460,20251012,152759,SALESUSER,,20251012,C,OR,1000,20,01,0000103453,10001,001,0,USD,C,,,
0001008461,20251012,150049,SALESUSER,20251012,20251012,C,OR,1000,20,00,0000104326,10001,001,0,USD,A,,,
0001008462,20251012,154920,SALESUSER,,20251012,C,QT,1000,20,00,0000102986,10001,001,0,USD,A,,,
0001008463,20251012,155907,SALESUSER,,20251012,C,OR,2000,10,01,0000102155,20001,001,0,EUR,A,,,
0001008464,20251012,153336,SALESUSER,,20251012,C,ZOR,1000,10,02,0000101573,10001,001,0,USD,B,,,
0001008465,20251012,151211,SALESUSER,,20251012,C,ZOR,2000,20,00,0000104854,20001,001,0,EUR,B,,,
0001008466,20251012,152312,SALESUSER,,20251012,C,OR,1000,10,01,0000103761,10001,001,0,USD,C,,,
0001008467,20251012,154837,SALESUSER,,20251012,C,ZOR,3000,10,00,0000103002,30001,001,0,EUR,B,,,
0001008468,20251012,153834,SALESUSER,20251012,20251012,C,OR,1000,10,02,0000100462,10001,001,0,USD,A,,01,
0001008469,20251012,155927,SALESUSER,,20251012,C,OR,1000,10,00,0000100747,10001,001,0,USD,A,,,
0001008470,20251012,155105,SALESUSER,,20251012,C,OR,2000,30,00,0000100460,20001,001,0,EUR,C,,,
0001008471,20251012,153913,SALESUSER,,20251012,C,ZOR,2000,10,01,0000100608,20001,001,0,EUR,A,,,
0001008472,20251012,151428,SALESUSER,,20251012,C,OR,3000,10,00,0000104219,30001,001,0,EUR,A,,01,
0001008473,20251012,155704,SALESUSER,20251012,20251012,C,OR,1000,30,00,0000101957,10001,001,0,USD,A,,,
0001008474,20251012,161521,SALESUSER,,20251012,C,QT,1000,30,01,0000100030,10001,001,0,USD,A,,,
0001008475,20251012,165223,SALESUSER,,20251012,C,OR,1000,30,00,0000102112,10001,001,0,USD,C,,,
0001008476,20251012,165031,SALESUSER,20251012,20251012,C,OR,2000,20,01,0000104542,20001,001,0,EUR,A,,,
0001008477,20251012,163459,SALESUSER,,20251012,C,OR,1000,20,02,0000101611,10001,001,0,USD,A,,,
0001008478,20251012,165312,SALESUSER,20251012,20251012,C,ZOR,1000,10,01,0000104891,10001,001,0,USD,B,,01,
0001008479,20251012,165649,SALESUSER,,20251012,C,OR,2000,10,00,0000103748,20001,001,0,EUR,B,,,
0001008480,20251012,164851,SALESUSER,20251012,20251012,C,ZOR,1000,20,01,0000101407,10001,001,0,USD,B,,,
0001008481,20251012,164530,SALESUSER,20251012,20251012,C,OR,3000,10,01,0000101717,30001,001,0,EUR,A,,,
0001008482,20251012,165247,SALESUSER,,20251012,C,OR,1000,10,00,0000104671,10001,001,0,USD,B,,01,
0001008483,20251012,161003,SALESUSER,,20251012,C,OR,3000,30,00,0000101897,30001,001,0,EUR,A,,,
0001008484,20251012,165254,SALESUSER,,20251012,C,OR,1000,10,01,0000104018,10001,001,0,USD,B,,,
0001008485,20251012,160334,SALESUSER,,20251012,C,OR,2000,30,00,0000100396,20001,001,0,EUR,C,,,
0001008486,20251012,163659,SALESUSER,,20251012,C,OR,1000,20,00,0000104593,10001,001,0,USD,A,,01,
0001008487,20251012,164936,SALESUSER,,20251012,C,ZOR,2000,30,00,0000103615,20001,001,0,EUR,A,,,
0001008488,20251012,162632,SALESUSER,20251012,20251012,C,OR,2000,10,01,0000100941,20001,001,0,EUR,C,,,
0001008489,20251012,160423,SALESUSER,,20251012,C,ZOR,2000,30,02,0000102341,20001,001,0,EUR,A,,,
0001008490,20251012,161829,SALESUSER,,20251012,C,OR,2000,10,02,0000104140,20001,001,0,EUR,C,,,
0001008491,20251012,164742,SALESUSER,,20251012,C,ZOR,1000,20,01,0000103106,10001,001,0,USD,C,,,
0001008492,20251012,164501,SALESUSER,,20251012,C,OR,2000,10,01,0000101500,20001,001,0,EUR,C,,,
0001008493,20251012,162138,SALESUSER,20251012,20251012,C,OR,2000,30,00,0000100778,20001,001,0,EUR,C,,,
0001008494,20251012,161806,SALESUSER,,20251012,C,OR,2000,30,00,0000101039,20001,001,0,EUR,A,,,
0001008495,20251012,162530,SALESUSER,20251012,20251012,C,OR,1000,30,00,0000102823,10001,001,0,USD,A,,,01
0001008496,20251012,161705,SALESUSER,20251012,20251012,C,ZOR,1000,10,02,0000103831,10001,001,0,USD,A,,,
0001008497,20251012,160206,SALESUSER,,20251012,C,ZOR,1000,20,00,0000100677,10001,001,0,USD,B,,,
0001008498,20251012,163804,SALESUSER,,20251012,C,OR,1000,10,00,0000102832,10001,001,0,USD,A,,,
0001008499,20251012,163716,SALESUSER,,20251012,C,OR,3000,10,00,0000100616,30001,001,0,EUR,C,,,
0001008500,20251012,160513,SALESUSER,,20251012,C,OR,1000,20,00,0000100361,10001,001,0,USD,B,,,
0001008501,20251012,165443,SALESUSER,,20251012,C,OR,1000,10,00,0000102161,10001,001,0,USD,A,,,
0001008502,20251012,160233,SALESUSER,,20251012,C,OR,1000,10,02,0000100460,10001,001,0,USD,B,,,
0001008503,20251012,160202,SALESUSER,,20251012,C,OR,1000,20,02,0000103786,10001,001,0,USD,B,,,
0001008504,20251012,164403,SALESUSER,20251012,20251012,C,OR,1000,20,01,0000100479,10001,001,0,USD,C,,,
0001008505,20251012,161601,SALESUSER,,20251012,C,OR,2000,20,00,0000104848,20001,001,0,EUR,B,,,
0001008506,20251012,161346,SALESUSER,,20251012,C,ZOR,2000,20,00,0000101233,20001,001,0,EUR,A,,01,
0001008507,20251012,164951,SALESUSER,,20251012,C,OR,2000,10,01,0000103083,20001,001,0,EUR,A,,,
0001008508,20251012,160342,SALESUSER,,20251012,C,OR,1000,30,00,0000102884,10001,001,0,USD,A,,,
0001008509,20251012,161546,SALESUSER,20251012,20251012,C,OR,1000,20,01,0000104799,10001,001,0,USD,B,,,
0001008510,20251012,162336,SALESUSER,,20251012,C,OR,1000,30,01,0000101351,10001,001,0,USD,A,,,
0001008511,20251012,165908,SALESUSER,20251012,20251012,C,ZOR,1000,30,01,0000100972,10001,001,0,USD,B,,,
0001008512,20251012,164921,SALESUSER,,20251012,C,OR,3000,30,01,0000101611,30001,001,0,EUR,C,,,
0001008513,20251012,162050,SALESUSER,,20251012,C,OR,1000,30,00,0000102799,10001,001,0,USD,B,,,
0001008514,20251012,160922,SALESUSER,,20251012,C,OR,1000,20,01,0000102019,10001,001,0,USD,B,,,
0001008515,20251012,163512,SALESUSER,20251012,20251012,C,OR,2000,10,00,0000100853,20001,001,0,EUR,B,,,01
0001008516,20251012,163151,SALESUSER,,20251012,C,OR,2000,30,01,0000102718,20001,001,0,EUR,B,,,
0001008517,20251012,160516,SALESUSER,20251012,20251012,C,OR,1000,10,02,0000103083,10001,001,0,USD,A,,,
0001008518,20251012,160306,SALESUSER,,20251012,C,ZOR,1000,20,01,0000102223,10001,001,0,USD,B,,,
0001008519,20251012,163630,SALESUSER,20251012,20251012,C,ZOR,1000,20,01,0000100314,10001,001,0,USD,A,,,
0001008520,20251012,164615,SALESUSER,,20251012,C,OR,2000,20,01,0000101942,20001,001,0,EUR,B,,,
0001008521,20251012,162426,SALESUSER,,20251012,C,OR,1000,10,01,0000101390,10001,001,0,USD,A,,,
0001008522,20251012,164240,SALESUSER,20251012,20251012,C,OR,1000,10,02,0000102429,10001,001,0,USD,C,,,
0001008523,20251012,175407,SALESUSER,20251012,20251012,C,OR,2000,20,00,0000101088,20001,001,0,EUR,B,,,
0001008524,20251012,174713,SALESUSER,20251012,20251012,C,OR,1000,20,00,0000102868,10001,001,0,USD,B,,,
0001008525,20251012,174755,SALESUSER,20251012,20251012,C,OR,1000,30,01,0000103320,10001,001,0,USD,B,,,
0001008526,20251012,172601,SALESUSER,,20251012,C,OR,1000,10,02,0000104922,10001,001,0,USD,C,,,
0001008527,20251012,174020,SALESUSER,20251012,20251012,C,OR,1000,30,00,0000100437,10001,001,0,USD,C,,,
0001008528,20251012,171617,SALESUSER,20251012,20251012,C,OR,1000,20,00,0000102380,10001,001,0,USD,B,,,
0001008529,20251012,170106,SALESUSER,,20251012,C,OR,1000,20,00,0000101616,10001,001,0,USD,A,,,
0001008530,20251012,171341,SALESUSER,,20251012,C,QT,2000,20,01,0000101177,20001,001,0,EUR,A,,,
0001008531,20251012,170135,SALESUSER,,20251012,C,OR,1000,10,02,0000101718,10001,001,0,USD,B,,01,
0001008532,20251012,170907,SALESUSER,20251012,20251012,C,OR,3000,20,02,0000101122,30001,001,0,EUR,B,,,
0001008533,20251012,174825,SALESUSER,20251012,20251012,C,OR,1000,10,01,0000104208,10001,001,0,USD,C,,,
0001008534,20251012,174104,SALESUSER,20251012,20251012,C,ZOR,1000,20,00,0000103597,10001,001,0,USD,C,,,
0001008535,20251012,174101,SALESUSER,,20251012,C,OR,2000,10,00,0000101010,20001,001,0,EUR,B,,,
0001008536,20251012,171418,SALESUSER,20251012,20251012,C,QT,1000,10,01,0000101065,10001,001,0,USD,B,,,
0001008537,20251012,171102,SALESUSER,20251012,20251012,C,OR,1000,10,01,0000102794,10001,001,0,USD,C,,,
0001008538,20251012,173217,SALESUSER,20251012,20251012,C,ZOR,1000,30,00,0000102209,10001,001,0,USD,A,,,
0001008539,20251012,172223,SALESUSER,20251012,20251012,C,QT,2000,20,00,0000102207,20001,001,0,EUR,A,,,
0001008540,20251012,171143,SALESUSER,,20251012,C,ZOR,2000,10,00,0000104795,20001,001,0,EUR,A,,01,
0001008541,20251012,172426,SALESUSER,,20251012,C,OR,1000,10,00,0000102398,10001,001,0,USD,C,,,
0001008542,20251012,171220,SALESUSER,20251012,20251012,C,QT,2000,10,01,0000104983,20001,001,0,EUR,C,,,
0001008543,20251012,173000,SALESUSER,,20251012,C,OR,3000,30,02,0000100054,30001,001,0,EUR,B,,,
0001008544,20251012,175018,SALESUSER,,20251012,C,OR,1000,30,00,0000100538,10001,001,0,USD,C,,,
0001008545,20251012,172542,SALESUSER,20251012,20251012,C,ZOR,1000,20,01,0000101445,10001,001,0,USD,B,,01,
0001008546,20251012,175445,SALESUSER,20251012,20251012,C,OR,2000,10,00,0000101677,20001,001,0,EUR,C,,,
0001008547,20251012,174401,SALESUSER,,20251012,C,OR,1000,30,01,0000100980,10001,001,0,USD,C,,,
0001008548,20251012,175929,SALESUSER,,20251012,C,OR,1000,30,00,0000103801,10001,001,0,USD,B,,,
0001008549,20251012,173713,SALESUSER,20251012,20251012,C,QT,1000,20,02,0000103078,10001,001,0,USD,B,,,
0001008550,20251012,175322,SALESUSER,,20251012,C,ZOR,2000,10,00,0000100903,20001,001,0,EUR,C,,,
0001008551,20251012,171457,SALESUSER,,20251012,C,OR,2000,10,02,0000103301,20001,001,0,EUR,C,,,
0001008552,20251012,171326,SALESUSER,,20251012,C,ZOR,1000,10,01,0000102884,10001,001,0,USD,C,,,
0001008553,20251012,170635,SALESUSER,,20251012,C,OR,2000,20,01,0000100970,20001,001,0,EUR,C,,,
0001008554,20251012,175217,SALESUSER,20251012,20251012,C,OR,2000,20,02,0000102650,20001,001,0,EUR,A,,,
0001008555,20251012,174237,SALESUSER,,20251012,C,QT,1000,20,01,0000102696,10001,001,0,USD,A,,,
0001008556,20251012,172724,SALESUSER,,20251012,C,OR,2000,10,01,0000100709,20001,001,0,EUR,B,,,01
0001008557,20251012,172305,SALESUSER,20251012,20251012,C,OR,1000,30,00,0000104971,10001,001,0,USD,C,,01,
0001008558,20251012,173555,SALESUSER,20251012,20251012,C,OR,1000,10,00,0000100954,10001,001,0,USD,A,,,
0001008559,20251012,173428,SALESUSER,,20251012,C,OR,1000,20,00,0000102197,10001,001,0,USD,A,,,
0001008560,20251012,172950,SALESUSER,,20251012,C,OR,1000,20,00,0000100384,10001,001,0,USD,A,,,
0001008561,20251012,175031,SALESUSER,20251012,20251012,C,ZOR,1000,30,00,0000101321,10001,001,0,USD,A,,,
0001008562,20251012,175420,SALESUSER,20251012,20251012,C,OR,2000,30,00,0000103145,20001,001,0,EUR,C,,,
0001008563,20251012,174703,SALESUSER,,20251012,C,OR,1000,20,00,0000103860,10001,001,0,USD,B,,,
0001008564,20251012,173259,SALESUSER,20251012,20251012,C,ZOR,2000,30,00,0000103482,20001,001,0,EUR,C,,,
0001008565,20251012,173549,SALESUSER,20251012,20251012,C,OR,2000,10,00,0000102162,20001,001,0,EUR,B,,,
0001008566,20251012,175930,SALESUSER,20251012,20251012,C,ZOR,1000,10,00,0000103778,10001,001,0,USD,B,,,
0001008567,20251012,170540,SALESUSER,,20251012,C,OR,3000,10,01,0000104692,30001,001,0,EUR,B,,,01
0001008568,20251012,175932,SALESUSER,20251012,20251012,C,QT,1000,10,00,0000101357,10001,001,0,USD,A,,,
0001008569,20251012,175407,SALESUSER,,20251012,C,OR,2000,10,00,0000101387,20001,001,0,EUR,C,,,
0001008570,20251012,170543,SALESUSER,,20251012,C,OR,1000,20,00,0000101697,10001,001,0,USD,B,,,
0001008571,20251012,171200,SALESUSER,,20251012,C,OR,1000,10,02,0000103071,10001,001,0,USD,B,,,
0001008572,20251012,184025,SALESUSER,20251012,20251012,C,OR,1000,20,00,0000104486,10001,001,0,USD,C,,,
0001008573,20251012,185856,SALESUSER,20251012,20251012,C,OR,1000,10,00,0000100367,10001,001,0,USD,C,,,
0001008574,20251012,180108,SALESUSER,20251012,20251012,C,OR,1000,10,00,0000104795,10001,001,0,USD,C,,,
0001008575,20251012,183801,SALESUSER,,20251012,C,QT,1000,30,00,0000100436,10001,001,0,USD,C,,01,
0001008576,20251012,182350,SALESUSER,20251012,20251012,C,OR,1000,10,01,0000103625,10001,001,0,USD,A,,,
0001008577,20251012,185901,SALESUSER,20251012,20251012,C,QT,1000,30,01,0000102308,10001,001,0,USD,A,,01,
