VBELN,POSNR,ETENR,EDATU,BMENG,VRKME,ERDAT
0001006492,000010,0001,20251009,65.514,KG,20251008
0001006492,000020,0001,20251018,32.966,KG,20251008
0001006492,000030,0001,20251020,4.2305,EA,20251008
0001006492,000030,0002,20251012,4.2305,EA,20251008
0001006492,000040,0001,20251019,27.5835,EA,20251008
0001006492,000040,0002,20251019,27.5835,EA,20251008
0001006492,000050,0001,20251020,17.772,EA,20251008
0001006492,000060,0001,20251012,33.948,KG,20251008
0001006493,000010,0001,20251020,237.777,L,20251008
0001006493,000020,0001,20251012,29.02,KG,20251008
0001006493,000030,0001,20251018,32.886,KG,20251008
0001006493,000040,0001,20251015,6.497,KG,20251008
0001006493,000050,0001,20251012,18.536,L,20251008
0001006494,000010,0001,20251016,5.108,L,20251008
0001006495,000010,0001,20251018,32.242,EA,20251008
0001006495,000020,0001,20251009,30.905,EA,20251008
0001006495,000030,0001,20251011,3.349,L,20251008
0001006495,000040,0001,20251009,6.561,EA,20251008
0001006495,000050,0001,20251019,80.243,KG,20251008
0001006495,000060,0001,20251019,3.934,KG,20251008
0001006495,000070,0001,20251012,2.165,EA,20251008
0001006495,000080,0001,20251017,2.004,KG,20251008
0001006495,000090,0001,20251017,1.541,EA,20251008
0001006496,000010,0001,20251019,5.733,EA,20251008
0001006496,000020,0001,20251016,47.1625,EA,20251008
0001006496,000020,0002,20251017,47.1625,EA,20251008
0001006496,000030,0001,20251011,14.318,L,20251008
0001006496,000040,0001,20251019,32.572,EA,20251008
0001006497,000010,0001,20251010,121.132,EA,20251008
0001006497,000020,0001,20251017,11.076,EA,20251008
0001006497,000020,0002,20251017,11.076,EA,20251008
0001006498,000010,0001,20251018,2.6855,EA,20251008
0001006498,000010,0002,20251012,2.6855,EA,20251008
0001006498,000020,0001,20251017,136.664,EA,20251008
0001006498,000030,0001,20251013,12.621,L,20251008
0001006499,000010,0001,20251013,2.488,EA,20251008
0001006499,000020,0001,20251016,8.284,KG,20251008
0001006499,000030,0001,20251017,9.464,EA,20251008
0001006499,000040,0001,20251010,10.028,EA,20251008
0001006500,000010,0001,20251021,5.8675,EA,20251008
0001006500,000010,0002,20251021,5.8675,EA,20251008
0001006500,000020,0001,20251015,23.656,EA,20251008
0001006500,000030,0001,20251021,4.957,KG,20251008
0001006500,000040,0001,20251016,6.334,EA,20251008
0001006500,000050,0001,20251015,35.476,EA,20251008
0001006500,000060,0001,20251015,19.222,EA,20251008
0001006500,000070,0001,20251012,10.518,KG,20251008
0001006500,000080,0001,20251020,0.839,EA,20251008
0001006500,000090,0001,20251013,32.808,EA,20251008
0001006501,000010,0001,20251022,11.849,EA,20251008
0001006501,000020,0001,20251021,1.959,EA,20251008
0001006501,000020,0002,20251011,1.959,EA,20251008
0001006501,000030,0001,20251020,7.884,EA,20251008
0001006501,000040,0001,20251009,25.304,EA,20251008
0001006501,000050,0001,20251017,42.941,EA,20251008
0001006501,000060,0001,20251012,3.1985,EA,20251008
0001006501,000060,0002,20251013,3.1985,EA,20251008
0001006501,000070,0001,20251017,6.2065,EA,20251008
0001006501,000070,0002,20251020,6.2065,EA,20251008
0001006502,000010,0001,20251010,7.6315,EA,20251008
0001006502,000010,0002,20251011,7.6315,EA,20251008
0001006502,000020,0001,20251013,6.693,EA,20251008
0001006502,000030,0001,20251011,34.342,KG,20251008
0001006502,000040,0001,20251020,9.0445,KG,20251008
0001006502,000040,0002,20251021,9.0445,KG,20251008
0001006502,000050,0001,20251015,9.522,EA,20251008
0001006503,000010,0001,20251015,71.949,EA,20251008
0001006503,000020,0001,20251013,11.102,KG,20251008
0001006503,000030,0001,20251016,45.988,L,20251008
0001006503,000040,0001,20251013,2.92,EA,20251008
0001006503,000040,0002,20251011,2.92,EA,20251008
0001006503,000050,0001,20251020,10.313,KG,20251008
0001006503,000060,0001,20251022,8.86,L,20251008
0001006503,000060,0002,20251015,8.86,L,20251008
0001006503,000070,0001,20251013,37.659,KG,20251008
0001006503,000080,0001,20251013,38.616,EA,20251008
0001006504,000010,0001,20251022,4.243,EA,20251008
0001006504,000020,0001,20251009,7.395,EA,20251008
0001006504,000030,0001,20251013,12.192,L,20251008
0001006504,000040,0001,20251016,11.1295,KG,20251008
0001006504,000040,0002,20251019,11.1295,KG,20251008
0001006504,000050,0001,20251017,14.3,EA,20251008
0001006504,000060,0001,20251012,18.283,KG,20251008
0001006505,000010,0001,20251021,20.119,EA,20251008
0001006505,000020,0001,20251019,155.879,EA,20251008
0001006505,000030,0001,20251021,69.015,KG,20251008
0001006505,000040,0001,20251011,17.444,EA,20251008
0001006505,000050,0001,20251021,28.265,EA,20251008
0001006505,000060,0001,20251016,9.746,EA,20251008
0001006505,000070,0001,20251018,17.8,EA,20251008
0001006505,000080,0001,20251022,5.0925,EA,20251008
0001006505,000080,0002,20251015,5.0925,EA,20251008
0001006505,000090,0001,20251015,43.836,EA,20251008
0001006505,000100,0001,20251012,7.6445,EA,20251008
0001006505,000100,0002,20251016,7.6445,EA,20251008
0001006505,000110,0001,20251018,6.708,EA,20251008
0001006505,000120,0001,20251021,10.395,KG,20251008
0001006505,000120,0002,20251019,10.395,KG,20251008
0001006505,000130,0001,20251014,14.2695,EA,20251008
0001006505,000130,0002,20251017,14.2695,EA,20251008
0001006505,000140,0001,20251010,67.496,EA,20251008
0001006506,000010,0001,20251019,85.309,EA,20251008
0001006506,000010,0002,20251020,85.309,EA,20251008
0001006506,000020,0001,20251017,32.604,EA,20251008
0001006506,000030,0001,20251016,21.048,EA,20251008
0001006506,000030,0002,20251016,21.048,EA,20251008
0001006506,000040,0001,20251022,32.626,KG,20251008
0001006506,000040,0002,20251022,32.626,KG,20251008
0001006507,000010,0001,20251013,42.835,EA,20251008
0001006507,000020,0001,20251013,2.615,EA,20251008
0001006507,000020,0002,20251018,2.615,EA,20251008
0001006507,000030,0001,20251018,27.603,EA,20251008
0001006508,000010,0001,20251011,48.402,EA,20251008
0001006508,000020,0001,20251013,104.35,EA,20251008
0001006508,000030,0001,20251015,11.63,EA,20251008
0001006508,000040,0001,20251017,3.035,EA,20251008
0001006509,000010,0001,20251016,16.571,KG,20251008
0001006509,000020,0001,20251019,23.352,EA,20251008
0001006509,000030,0001,20251010,3.871,EA,20251008
0001006509,000040,0001,20251013,32.629,KG,20251008
0001006509,000050,0001,20251013,84.64,EA,20251008
0001006510,000010,0001,20251015,1.912,EA,20251008
0001006510,000020,0001,20251022,3.318,EA,20251008
0001006510,000030,0001,20251018,11.099,EA,20251008
0001006510,000040,0001,20251012,73.617,KG,20251008
0001006510,000050,0001,20251021,113.52,EA,20251008
0001006511,000010,0001,20251018,8.714,EA,20251008
0001006511,000020,0001,20251018,68.838,L,20251008
0001006511,000030,0001,20251020,56.201,EA,20251008
0001006511,000040,0001,20251014,99.039,KG,20251008
0001006511,000050,0001,20251012,143.29,EA,20251008
0001006512,000010,0001,20251010,16.089,EA,20251008
0001006512,000020,0001,20251021,67.1245,KG,20251008
0001006512,000020,0002,20251014,67.1245,KG,20251008
0001006512,000030,0001,20251014,6.704,EA,20251008
0001006512,000040,0001,20251021,38.983,EA,20251008
0001006512,000050,0001,20251015,29.6695,KG,20251008
0001006512,000050,0002,20251015,29.6695,KG,20251008
0001006513,000010,0001,20251013,35.221,KG,20251008
0001006513,000010,0002,20251019,35.221,KG,20251008
0001006513,000020,0001,20251011,3.105,EA,20251008
0001006513,000030,0001,20251012,54.346,L,20251008
0001006513,000030,0002,20251018,54.346,L,20251008
0001006513,000040,0001,20251013,21.597,EA,20251008
0001006514,000010,0001,20251009,7.565,EA,20251008
0001006514,000020,0001,20251011,17.476,L,20251008
0001006514,000030,0001,20251019,13.408,EA,20251008
0001006514,000040,0001,20251015,2.7055,EA,20251008
0001006514,000040,0002,20251021,2.7055,EA,20251008
0001006514,000050,0001,20251021,0.497,L,20251008
0001006514,000060,0001,20251018,13.876,EA,20251008
0001006514,000070,0001,20251021,2.67,EA,20251008
0001006514,000080,0001,20251009,15.796,EA,20251008
0001006514,000090,0001,20251022,22.233,KG,20251008
0001006515,000010,0001,20251017,30.848,KG,20251008
0001006515,000020,0001,20251018,17.093,EA,20251008
0001006515,000030,0001,20251021,12.737,EA,20251008
0001006516,000010,0001,20251015,28.733,EA,20251008
0001006516,000020,0001,20251013,18.823,EA,20251008
0001006516,000030,0001,20251021,8.054,EA,20251008
0001006516,000040,0001,20251018,47.8905,EA,20251008
0001006516,000040,0002,20251015,47.8905,EA,20251008
0001006516,000050,0001,20251015,34.552,KG,20251008
0001006516,000060,0001,20251015,11.506,EA,20251008
0001006516,000070,0001,20251019,1.905,EA,20251008
0001006517,000010,0001,20251021,2.049,EA,20251008
0001006517,000020,0001,20251017,85.071,KG,20251008
0001006517,000030,0001,20251010,18.865,EA,20251008
0001006517,000030,0002,20251010,18.865,EA,20251008
0001006517,000040,0001,20251019,6.759,KG,20251008
0001006518,000010,0001,20251017,38.5525,KG,20251008
0001006518,000010,0002,20251011,38.5525,KG,20251008
0001006518,000020,0001,20251022,33.721,EA,20251008
0001006518,000030,0001,20251011,15.32,L,20251008
0001006518,000040,0001,20251018,21.246,EA,20251008
0001006519,000010,0001,20251021,328.337,EA,20251008
0001006520,000010,0001,20251021,3.816,EA,20251008
0001006520,000020,0001,20251011,2.194,KG,20251008
0001006520,000030,0001,20251012,15.826,EA,20251008
0001006520,000040,0001,20251019,46.941,EA,20251008
0001006520,000050,0001,20251021,8.735,KG,20251008
0001006521,000010,0001,20251019,0.966,EA,20251008
0001006521,000020,0001,20251019,35.869,EA,20251008
0001006521,000030,0001,20251019,21.791,L,20251008
0001006521,000040,0001,20251011,16.003,EA,20251008
0001006521,000050,0001,20251013,97.481,EA,20251008
0001006522,000010,0001,20251015,7.395,EA,20251008
0001006522,000020,0001,20251017,9.84,EA,20251008
0001006522,000030,0001,20251016,1.963,EA,20251008
0001006522,000030,0002,20251011,1.963,EA,20251008
0001006522,000040,0001,20251011,13.422,EA,20251008
0001006522,000050,0001,20251009,4.811,KG,20251008
0001006522,000050,0002,20251012,4.811,KG,20251008
0001006522,000060,0001,20251016,15.037,EA,20251008
0001006522,000070,0001,20251012,121.139,EA,20251008
0001006522,000080,0001,20251012,6.8355,EA,20251008
0001006522,000080,0002,20251016,6.8355,EA,20251008
0001006523,000010,0001,20251020,6.1775,EA,20251008
0001006523,000010,0002,20251017,6.1775,EA,20251008
0001006523,000020,0001,20251021,3.065,EA,20251008
0001006524,000010,0001,20251013,4.08,EA,20251008
0001006524,000020,0001,20251009,28.834,EA,20251008
0001006524,000030,0001,20251015,20.036,EA,20251008
0001006524,000040,0001,20251019,57.188,KG,20251008
0001006524,000050,0001,20251020,5.29,EA,20251008
0001006524,000060,0001,20251010,22.67,KG,20251008
0001006525,000010,0001,20251012,159.857,EA,20251008
0001006525,000020,0001,20251017,174.539,EA,20251008
0001006525,000030,0001,20251015,16.547,L,20251008
0001006526,000010,0001,20251016,1.1405,EA,20251008
0001006526,000010,0002,20251013,1.1405,EA,20251008
0001006527,000010,0001,20251020,38.305,L,20251008
0001006528,000010,0001,20251017,5.604,KG,20251008
0001006528,000020,0001,20251014,27.647,EA,20251008
0001006528,000030,0001,20251016,54.7235,EA,20251008
0001006528,000030,0002,20251017,54.7235,EA,20251008
0001006528,000040,0001,20251012,10.78,KG,20251008
0001006528,000050,0001,20251009,18.168,L,20251008
0001006528,000050,0002,20251013,18.168,L,20251008
0001006529,000010,0001,20251021,36.785,KG,20251008
0001006529,000020,0001,20251014,29.631,EA,20251008
0001006530,000010,0001,20251014,114.057,KG,20251008
0001006530,000020,0001,20251018,7.199,EA,20251008
0001006530,000030,0001,20251015,17.224,EA,20251008
0001006530,000030,0002,20251019,17.224,EA,20251008
0001006530,000040,0001,20251021,44.916,EA,20251008
0001006530,000050,0001,20251014,11.331,EA,20251008
0001006530,000050,0002,20251019,11.331,EA,20251008
0001006530,000060,0001,20251021,109.841,EA,20251008
0001006530,000070,0001,20251016,2.1,EA,20251008
0001006531,000010,0001,20251019,3.224,EA,20251008
0001006531,000020,0001,20251015,45.944,KG,20251008
0001006531,000030,0001,20251019,11.418,EA,20251008
0001006532,000010,0001,20251022,4.591,KG,20251008
0001006532,000020,0001,20251019,48.224,EA,20251008
0001006532,000030,0001,20251021,46.087,EA,20251008
0001006532,000040,0001,20251014,62.008,EA,20251008
0001006532,000050,0001,20251022,6.981,EA,20251008
0001006532,000060,0001,20251021,72.467,EA,20251008
0001006533,000010,0001,20251016,4.5,EA,20251008
0001006533,000020,0001,20251017,165.076,EA,20251008
0001006533,000030,0001,20251015,3.623,EA,20251008
0001006533,000030,0002,20251017,3.623,EA,20251008
0001006533,000040,0001,20251019,61.203,EA,20251008
0001006533,000050,0001,20251009,6.857,EA,20251008
0001006533,000060,0001,20251009,7.558,EA,20251008
0001006533,000070,0001,20251014,36.454,KG,20251008
0001006534,000010,0001,20251014,52.631,EA,20251008
0001006534,000020,0001,20251010,17.5075,EA,20251008
0001006534,000020,0002,20251022,17.5075,EA,20251008
0001006534,000030,0001,20251020,23.278,EA,20251008
0001006534,000040,0001,20251011,39.344,EA,20251008
0001006534,000050,0001,20251015,108.291,EA,20251008
0001006535,000010,0001,20251019,25.15,EA,20251008
0001006535,000010,0002,20251020,25.15,EA,20251008
0001006535,000020,0001,20251016,10.102,EA,20251008
0001006535,000030,0001,20251019,2.199,EA,20251008
0001006535,000040,0001,20251015,2.5005,EA,20251008
0001006535,000040,0002,20251013,2.5005,EA,20251008
0001006536,000010,0001,20251019,34.043,EA,20251008
0001006536,000020,0001,20251013,12.274,EA,20251008
0001006536,000030,0001,20251018,27.35,EA,20251008
0001006536,000040,0001,20251013,23.53,EA,20251008
0001006536,000050,0001,20251012,1.507,EA,20251008
0001006536,000050,0002,20251015,1.507,EA,20251008
0001006536,000060,0001,20251012,111.877,EA,20251008
0001006536,000070,0001,20251011,5.655,KG,20251008
0001006537,000010,0001,20251016,120.837,KG,20251008
0001006537,000020,0001,20251009,16.253,EA,20251008
0001006537,000030,0001,20251014,3.918,EA,20251008
0001006537,000040,0001,20251015,1.244,EA,20251008
0001006537,000040,0002,20251010,1.244,EA,20251008
0001006537,000050,0001,20251013,108.869,EA,20251008
0001006538,000010,0001,20251015,24.892,EA,20251008
0001006538,000020,0001,20251014,23.362,EA,20251008
0001006538,000030,0001,20251012,17.868,EA,20251008
0001006538,000040,0001,20251013,23.441,EA,20251008
0001006538,000050,0001,20251021,149.568,EA,20251008
0001006538,000060,0001,20251013,2.241,EA,20251008
0001006539,000010,0001,20251011,4.522,EA,20251008
0001006539,000020,0001,20251009,23.381,EA,20251008
0001006539,000030,0001,20251009,18.144,EA,20251008
0001006539,000040,0001,20251013,17.539,EA,20251008
0001006539,000050,0001,20251011,125.663,EA,20251008
0001006540,000010,0001,20251010,11.763,EA,20251008
0001006540,000020,0001,20251019,17.544,KG,20251008
0001006540,000030,0001,20251017,6.039,L,20251008
0001006540,000040,0001,20251015,213.029,EA,20251008
0001006541,000010,0001,20251016,11.6145,L,20251008
0001006541,000010,0002,20251013,11.6145,L,20251008
0001006541,000020,0001,20251016,2.534,KG,20251008
0001006541,000020,0002,20251020,2.534,KG,20251008
0001006541,000030,0001,20251010,19.397,L,20251008
0001006541,000030,0002,20251022,19.397,L,20251008
0001006541,000040,0001,20251014,18.708,EA,20251008
0001006541,000050,0001,20251011,15.516,KG,20251008
0001006542,000010,0001,20251009,6.108,EA,20251008
0001006542,000020,0001,20251012,36.738,L,20251008
0001006542,000030,0001,20251014,39.539,EA,20251008
0001006542,000040,0001,20251010,235.467,EA,20251008
0001006543,000010,0001,20251019,31.19,EA,20251008
0001006544,000010,0001,20251018,19.768,L,20251008
0001006544,000020,0001,20251010,23.305,EA,20251008
0001006545,000010,0001,20251018,16.087,EA,20251008
0001006545,000020,0001,20251017,7.009,L,20251008
0001006545,000030,0001,20251014,58.556,KG,20251008
0001006545,000040,0001,20251019,13.544,KG,20251008
0001006545,000050,0001,20251019,2.043,EA,20251008
0001006545,000050,0002,20251009,2.043,EA,20251008
0001006545,000060,0001,20251021,23.762,KG,20251008
0001006546,000010,0001,20251014,53.216,L,20251008
0001006546,000020,0001,20251015,30.448,EA,20251008
0001006547,000010,0001,20251014,56.275,EA,20251008
0001006547,000020,0001,20251019,11.3585,EA,20251008
0001006547,000020,0002,20251010,11.3585,EA,20251008
0001006547,000030,0001,20251012,73.464,KG,20251008
0001006547,000040,0001,20251012,12.243,EA,20251008
0001006548,000010,0001,20251014,4.387,EA,20251008
0001006548,000020,0001,20251022,44.173,L,20251008
0001006548,000030,0001,20251017,31.617,EA,20251008
0001006548,000040,0001,20251014,134.199,EA,20251008
0001006548,000050,0001,20251009,83.664,EA,20251008
0001006548,000060,0001,20251017,326.751,EA,20251008
0001006548,000070,0001,20251010,34.504,L,20251008
0001006548,000080,0001,20251019,16.391,KG,20251008
0001006548,000080,0002,20251013,16.391,KG,20251008
0001006549,000010,0001,20251012,46.745,EA,20251008
0001006549,000020,0001,20251011,34.47,KG,20251008
0001006550,000010,0001,20251022,131.112,L,20251008
0001006550,000020,0001,20251011,31.875,EA,20251008
0001006550,000030,0001,20251020,5.5135,KG,20251008
0001006550,000030,0002,20251018,5.5135,KG,20251008
0001006550,000040,0001,20251017,29.658,KG,20251008
0001006550,000050,0001,20251022,14.996,EA,20251008
0001006551,000010,0001,20251016,7.059,KG,20251008
0001006551,000020,0001,20251015,60.957,EA,20251008
0001006551,000030,0001,20251015,4.817,EA,20251008
0001006551,000040,0001,20251020,14.141,KG,20251008
0001006551,000050,0001,20251012,8.178,EA,20251008
0001006551,000060,0001,20251011,4.812,EA,20251008
0001006552,000010,0001,20251022,6.4605,EA,20251008
0001006552,000010,0002,20251016,6.4605,EA,20251008
0001006552,000020,0001,20251019,17.965,EA,20251008
0001006552,000020,0002,20251018,17.965,EA,20251008
0001006552,000030,0001,20251020,3.665,KG,20251008
0001006552,000040,0001,20251020,8.6035,EA,20251008
0001006552,000040,0002,20251009,8.6035,EA,20251008
0001006552,000050,0001,20251021,343.931,EA,20251008
0001006553,000010,0001,20251013,14.882,EA,20251008
0001006553,000020,0001,20251011,70.074,EA,20251008
0001006553,000030,0001,20251012,54.839,EA,20251008
0001006553,000040,0001,20251012,13.402,KG,20251008
0001006553,000050,0001,20251017,17.49,EA,20251008
0001006553,000060,0001,20251010,0.929,EA,20251008
0001006553,000060,0002,20251009,0.929,EA,20251008
0001006553,000070,0001,20251015,28.094,EA,20251008
0001006553,000080,0001,20251009,31.633,EA,20251008
0001006553,000090,0001,20251020,3.27,L,20251008
0001006553,000100,0001,20251021,113.606,EA,20251008
0001006553,000110,0001,20251017,19.607,EA,20251008
0001006554,000010,0001,20251018,20.913,EA,20251008
0001006554,000020,0001,20251010,23.912,EA,20251008
0001006554,000030,0001,20251020,205.965,EA,20251008
0001006554,000040,0001,20251022,24.004,EA,20251008
0001006554,000040,0002,20251016,24.004,EA,20251008
0001006554,000050,0001,20251009,7.236,KG,20251008
0001006554,000060,0001,20251009,6.469,EA,20251008
0001006554,000060,0002,20251014,6.469,EA,20251008
0001006554,000070,0001,20251011,6.443,EA,20251008
0001006554,000080,0001,20251011,51.808,EA,20251008
0001006555,000010,0001,20251018,10.141,EA,20251008
0001006555,000020,0001,20251010,35.233,EA,20251008
0001006555,000030,0001,20251017,15.159,EA,20251008
0001006555,000040,0001,20251013,8.624,EA,20251008
0001006555,000040,0002,20251014,8.624,EA,20251008
0001006556,000010,0001,20251016,33.707,KG,20251008
0001006556,000020,0001,20251022,62.813,KG,20251008
0001006556,000030,0001,20251019,8.034,EA,20251008
0001006556,000040,0001,20251021,51.586,EA,20251008
0001006557,000010,0001,20251022,17.564,EA,20251008
0001006557,000020,0001,20251013,52.372,EA,20251008
0001006557,000030,0001,20251018,71.097,EA,20251008
0001006557,000040,0001,20251022,13.76,EA,20251008
0001006558,000010,0001,20251021,23.981,EA,20251008
0001006558,000020,0001,20251015,3.98,EA,20251008
0001006558,000020,0002,20251014,3.98,EA,20251008
0001006558,000030,0001,20251018,10.26,L,20251008
0001006558,000040,0001,20251018,3.28,EA,20251008
0001006558,000050,0001,20251009,33.633,KG,20251008
0001006558,000050,0002,20251014,33.633,KG,20251008
0001006559,000010,0001,20251022,1.368,KG,20251008
0001006559,000020,0001,20251011,11.046,EA,20251008
0001006559,000030,0001,20251016,0.925,EA,20251008
0001006559,000030,0002,20251009,0.925,EA,20251008
0001006560,000010,0001,20251020,30.936,EA,20251008
0001006560,000020,0001,20251011,23.469,EA,20251008
0001006560,000030,0001,20251014,16.379,EA,20251008
0001006560,000040,0001,20251018,8.637,L,20251008
0001006560,000040,0002,20251018,8.637,L,20251008
0001006560,000050,0001,20251015,91.343,EA,20251008
0001006561,000010,0001,20251010,160.689,EA,20251008
0001006562,000010,0001,20251010,6.172,L,20251008
0001006562,000020,0001,20251021,2.582,EA,20251008
0001006562,000030,0001,20251013,9.261,L,20251008
0001006562,000040,0001,20251012,56.956,EA,20251008
0001006562,000050,0001,20251014,2.501,EA,20251008
0001006563,000010,0001,20251017,189.127,EA,20251008
0001006563,000020,0001,20251022,10.881,EA,20251008
0001006563,000030,0001,20251012,52.382,EA,20251008
0001006563,000040,0001,20251009,11.809,KG,20251008
0001006563,000040,0002,20251013,11.809,KG,20251008
0001006563,000050,0001,20251022,34.787,EA,20251008
0001006563,000050,0002,20251009,34.787,EA,20251008
0001006564,000010,0001,20251019,14.8315,EA,20251008
0001006564,000010,0002,20251016,14.8315,EA,20251008
0001006564,000020,0001,20251016,2.7895,EA,20251008
0001006564,000020,0002,20251020,2.7895,EA,20251008
0001006564,000030,0001,20251020,20.533,EA,20251008
0001006564,000040,0001,20251020,24.032,EA,20251008
0001006564,000050,0001,20251014,56.184,KG,20251008
0001006565,000010,0001,20251010,147.314,EA,20251008
0001006565,000020,0001,20251012,7.173,L,20251008
0001006565,000030,0001,20251009,18.169,EA,20251008
0001006565,000040,0001,20251015,7.588,EA,20251008
0001006565,000040,0002,20251010,7.588,EA,20251008
0001006566,000010,0001,20251009,106.824,EA,20251008
0001006566,000020,0001,20251018,51.426,KG,20251008
0001006566,000030,0001,20251021,6.397,EA,20251008
0001006566,000040,0001,20251011,55.227,EA,20251008
0001006567,000010,0001,20251011,55.597,EA,20251008
0001006567,000020,0001,20251010,12.04,EA,20251008
0001006567,000030,0001,20251015,136.7,L,20251008
0001006567,000040,0001,20251017,2.711,EA,20251008
0001006567,000050,0001,20251018,5.0385,EA,20251008
0001006567,000050,0002,20251016,5.0385,EA,20251008
0001006567,000060,0001,20251013,72.16,KG,20251008
0001006567,000070,0001,20251014,31.827,KG,20251008
0001006567,000080,0001,20251021,43.485,EA,20251008
0001006567,000090,0001,20251012,10.532,EA,20251008
0001006567,000100,0001,20251022,4.764,EA,20251008
0001006567,000110,0001,20251016,1.8425,KG,20251008
0001006567,000110,0002,20251010,1.8425,KG,20251008
0001006567,000120,0001,20251013,1.5845,EA,20251008
0001006567,000120,0002,20251016,1.5845,EA,20251008
0001006568,000010,0001,20251012,5.5535,L,20251008
0001006568,000010,0002,20251022,5.5535,L,20251008
0001006568,000020,0001,20251011,105.399,KG,20251008
0001006568,000030,0001,20251009,637.464,KG,20251008
0001006568,000040,0001,20251013,4.164,L,20251008
0001006568,000040,0002,20251012,4.164,L,20251008
0001006568,000050,0001,20251010,143.3985,EA,20251008
0001006568,000050,0002,20251018,143.3985,EA,20251008
0001006568,000060,0001,20251011,25.276,EA,20251008
0001006569,000010,0001,20251016,26.295,EA,20251008
0001006569,000020,0001,20251013,13.893,KG,20251008
0001006569,000030,0001,20251012,44.058,EA,20251008
0001006569,000040,0001,20251021,29.3,KG,20251008
0001006570,000010,0001,20251010,70.285,L,20251008
0001006570,000020,0001,20251011,5.387,KG,20251008
0001006570,000020,0002,20251015,5.387,KG,20251008
0001006570,000030,0001,20251015,22.6685,KG,20251008
0001006570,000030,0002,20251015,22.6685,KG,20251008
0001006570,000040,0001,20251014,9.392,EA,20251008
0001006570,000050,0001,20251015,3.892,KG,20251008
0001006570,000050,0002,20251022,3.892,KG,20251008
0001006570,000060,0001,20251009,90.792,KG,20251008
0001006570,000070,0001,20251011,4.761,EA,20251008
0001006570,000080,0001,20251012,8.6,EA,20251008
0001006570,000090,0001,20251012,3.851,KG,20251008
0001006571,000010,0001,20251015,52.647,EA,20251008
0001006571,000020,0001,20251010,37.513,KG,20251008
0001006571,000030,0001,20251015,55.274,KG,20251008
0001006571,000030,0002,20251014,55.274,KG,20251008
0001006571,000040,0001,20251014,47.162,EA,20251008
0001006571,000050,0001,20251017,11.0545,L,20251008
0001006571,000050,0002,20251009,11.0545,L,20251008
0001006571,000060,0001,20251015,2.292,L,20251008
0001006571,000060,0002,20251021,2.292,L,20251008
0001006572,000010,0001,20251011,17.256,KG,20251008
0001006572,000020,0001,20251013,20.552,KG,20251008
0001006573,000010,0001,20251016,79.834,EA,20251008
0001006573,000020,0001,20251014,10.139,EA,20251008
0001006573,000030,0001,20251014,31.656,EA,20251008
0001006573,000040,0001,20251014,13.686,EA,20251008
0001006573,000050,0001,20251011,160.163,EA,20251008
0001006573,000060,0001,20251015,4.065,EA,20251008
0001006573,000070,0001,20251016,253.425,L,20251008
0001006573,000080,0001,20251011,4.5605,EA,20251008
0001006573,000080,0002,20251009,4.5605,EA,20251008
0001006574,000010,0001,20251019,13.611,KG,20251008
0001006574,000010,0002,20251012,13.611,KG,20251008
0001006574,000020,0001,20251015,3.91,L,20251008
0001006574,000020,0002,20251019,3.91,L,20251008
0001006574,000030,0001,20251016,24.793,L,20251008
0001006574,000040,0001,20251020,69.791,EA,20251008
0001006574,000050,0001,20251009,11.178,EA,20251008
0001006575,000010,0001,20251011,22.642,L,20251008
0001006575,000020,0001,20251016,117.263,EA,20251008
0001006575,000030,0001,20251020,5.308,KG,20251008
0001006575,000040,0001,20251014,2.236,EA,20251008
0001006575,000040,0002,20251010,2.236,EA,20251008
0001006576,000010,0001,20251009,15.55,EA,20251008
0001006577,000010,0001,20251009,12.738,EA,20251008
0001006577,000020,0001,20251014,164.446,EA,20251008
0001006577,000030,0001,20251020,11.32,EA,20251008
0001006577,000040,0001,20251022,153.293,KG,20251008
0001006577,000050,0001,20251022,6.964,EA,20251008
0001006577,000060,0001,20251019,51.802,EA,20251008
0001006578,000010,0001,20251015,21.016,EA,20251008
0001006578,000020,0001,20251017,593.351,EA,20251008
0001006578,000030,0001,20251016,11.0065,EA,20251008
0001006578,000030,0002,20251009,11.0065,EA,20251008
0001006578,000040,0001,20251015,23.529,EA,20251008
0001006578,000050,0001,20251018,15.748,KG,20251008
0001006578,000060,0001,20251009,0.9965,EA,20251008
0001006578,000060,0002,20251014,0.9965,EA,20251008
0001006578,000070,0001,20251016,90.587,EA,20251008
0001006579,000010,0001,20251010,13.487,L,20251008
0001006579,000020,0001,20251021,9.092,EA,20251008
0001006579,000030,0001,20251010,16.835,L,20251008
0001006580,000010,0001,20251011,5.642,EA,20251008
0001006580,000010,0002,20251010,5.642,EA,20251008
0001006580,000020,0001,20251020,21.012,EA,20251008
0001006580,000030,0001,20251017,12.787,L,20251008
0001006580,000040,0001,20251010,115.927,KG,20251008
0001006580,000050,0001,20251022,6.061,EA,20251008
0001006581,000010,0001,20251015,28.671,EA,20251008
0001006581,000020,0001,20251016,15.0995,EA,20251008
0001006581,000020,0002,20251022,15.0995,EA,20251008
0001006581,000030,0001,20251020,23.087,EA,20251008
0001006581,000040,0001,20251018,32.672,EA,20251008
0001006581,000050,0001,20251012,56.798,KG,20251008
0001006581,000060,0001,20251021,1.6585,L,20251008
0001006581,000060,0002,20251011,1.6585,L,20251008
0001006581,000070,0001,20251012,13.797,EA,20251008
0001006582,000010,0001,20251014,4.218,L,20251008
