KUNNR,BUKRS,AKONT,ZTERM,FDGRV
0000101744,1000,140000,Z030,
0000101745,1000,140000,Z030,
0000101746,1000,140000,Z030,
0000101747,1000,140000,Z030,
0000101748,2000,140000,Z030,
0000101749,1000,140000,Z030,
0000101750,2000,140000,Z030,
0000101751,1000,140000,Z030,
0000101752,2000,140000,Z030,
0000101753,2000,140000,Z030,
0000101754,1000,140000,Z030,
0000101755,1000,140000,Z030,
0000101756,2000,140000,Z030,
0000101757,3000,140000,Z030,
0000101758,1000,140000,Z030,
0000101759,1000,140000,Z030,
0000101760,3000,140000,Z030,
0000101761,2000,140000,Z030,
0000101762,2000,140000,Z030,
0000101763,1000,140000,Z030,
0000101764,1000,140000,Z030,
0000101765,1000,140000,Z030,
0000101766,1000,140000,Z030,
0000101767,2000,140000,Z030,
0000101768,1000,140000,Z030,
0000101769,1000,140000,Z030,
0000101770,2000,140000,Z030,
0000101771,2000,140000,Z030,
0000101772,2000,140000,Z030,
0000101773,1000,140000,Z030,
0000101774,1000,140000,Z030,
0000101775,1000,140000,Z030,
0000101776,1000,140000,Z030,
0000101777,1000,140000,Z030,
0000101778,1000,140000,Z030,
0000101779,1000,140000,Z030,
0000101780,1000,140000,Z030,
0000101781,1000,140000,Z030,
0000101782,1000,140000,Z030,
0000101783,1000,140000,Z030,
0000101784,1000,140000,Z030,
0000101785,1000,140000,Z030,
0000101786,2000,140000,Z030,
0000101787,1000,140000,Z030,
0000101788,2000,140000,Z030,
0000101789,1000,140000,Z030,
0000101790,1000,140000,Z030,
0000101791,2000,140000,Z030,
0000101792,1000,140000,Z030,
0000101793,1000,140000,Z030,
0000101794,1000,140000,Z030,
0000101795,1000,140000,Z030,
0000101796,1000,140000,Z030,
0000101797,1000,140000,Z030,
0000101798,1000,140000,Z030,
0000101799,1000,140000,Z030,
0000101800,1000,140000,Z030,
0000101801,1000,140000,Z030,
0000101802,1000,140000,Z030,
0000101803,2000,140000,Z030,
0000101804,2000,140000,Z030,
0000101805,1000,140000,Z030,
0000101806,3000,140000,Z030,
0000101807,1000,140000,Z030,
0000101808,1000,140000,Z030,
0000101809,1000,140000,Z030,
0000101810,1000,140000,Z030,
0000101811,1000,140000,Z030,
0000101812,1000,140000,Z030,
0000101813,2000,140000,Z030,
0000101814,2000,140000,Z030,
0000101815,1000,140000,Z030,
0000101816,1000,140000,Z030,
0000101817,1000,140000,Z030,
0000101818,2000,140000,Z030,
0000101819,1000,140000,Z030,
0000101820,3000,140000,Z030,
0000101821,1000,140000,Z030,
0000101822,1000,140000,Z030,
0000101823,1000,140000,Z030,
0000101824,1000,140000,Z030,
0000101825,1000,140000,Z030,
0000101826,1000,140000,Z030,
0000101827,1000,140000,Z030,
0000101828,3000,140000,Z030,
0000101829,3000,140000,Z030,
0000101830,1000,140000,Z030,
0000101831,2000,140000,Z030,
0000101832,1000,140000,Z030,
0000101833,1000,140000,Z030,
0000101834,1000,140000,Z030,
0000101835,1000,140000,Z030,
0000101836,2000,140000,Z030,
0000101837,1000,140000,Z030,
0000101838,2000,140000,Z030,
0000101839,2000,140000,Z030,
0000101840,1000,140000,Z030,
0000101841,1000,140000,Z030,
0000101842,1000,140000,Z030,
0000101843,1000,140000,Z030,
0000101844,1000,140000,Z030,
0000101845,1000,140000,Z030,
0000101846,2000,140000,Z030,
0000101847,2000,140000,Z030,
0000101848,1000,140000,Z030,
0000101849,1000,140000,Z030,
0000101850,1000,140000,Z030,
0000101851,2000,140000,Z030,
0000101852,1000,140000,Z030,
0000101853,2000,140000,Z030,
0000101854,3000,140000,Z030,
0000101855,1000,140000,Z030,
0000101856,3000,140000,Z030,
0000101857,1000,140000,Z030,
0000101858,1000,140000,Z030,
0000101859,1000,140000,Z030,
0000101860,1000,140000,Z030,
0000101861,1000,140000,Z030,
0000101862,2000,140000,Z030,
0000101863,1000,140000,Z030,
0000101864,1000,140000,Z030,
0000101865,3000,140000,Z030,
0000101866,2000,140000,Z030,
0000101867,1000,140000,Z030,
0000101868,1000,140000,Z030,
0000101869,2000,140000,Z030,
0000101870,1000,140000,Z030,
0000101871,1000,140000,Z030,
0000101872,2000,140000,Z030,
0000101873,1000,140000,Z030,
0000101874,3000,140000,Z030,
0000101875,2000,140000,Z030,
0000101876,3000,140000,Z030,
0000101877,3000,140000,Z030,
0000101878,1000,140000,Z030,
0000101879,2000,140000,Z030,
0000101880,1000,140000,Z030,
0000101881,1000,140000,Z030,
0000101882,1000,140000,Z030,
0000101883,1000,140000,Z030,
0000101884,1000,140000,Z030,
0000101885,2000,140000,Z030,
0000101886,1000,140000,Z030,
0000101887,1000,140000,Z030,
0000101888,2000,140000,Z030,
0000101889,1000,140000,Z030,
0000101890,2000,140000,Z030,
0000101891,3000,140000,Z030,
0000101892,2000,140000,Z030,
0000101893,1000,140000,Z030,
0000101894,2000,140000,Z030,
0000101895,2000,140000,Z030,
0000101896,2000,140000,Z030,
0000101897,2000,140000,Z030,
0000101898,2000,140000,Z030,
0000101899,1000,140000,Z030,
0000101900,2000,140000,Z030,
0000101901,1000,140000,Z030,
0000101902,2000,140000,Z030,
0000101903,1000,140000,Z030,
0000101904,1000,140000,Z030,
0000101905,1000,140000,Z030,
0000101906,1000,140000,Z030,
0000101907,1000,140000,Z030,
0000101908,1000,140000,Z030,
0000101909,1000,140000,Z030,
0000101910,2000,140000,Z030,
0000101911,1000,140000,Z030,
0000101912,2000,140000,Z030,
0000101913,2000,140000,Z030,
0000101914,1000,140000,Z030,
0000101915,1000,140000,Z030,
0000101916,2000,140000,Z030,
0000101917,2000,140000,Z030,
0000101918,1000,140000,Z030,
0000101919,3000,140000,Z030,
0000101920,1000,140000,Z030,
0000101921,1000,140000,Z030,
0000101922,2000,140000,Z030,
0000101923,3000,140000,Z030,
0000101924,1000,140000,Z030,
0000101925,1000,140000,Z030,
0000101926,3000,140000,Z030,
0000101927,1000,140000,Z030,
0000101928,3000,140000,Z030,
0000101929,2000,140000,Z030,
0000101930,1000,140000,Z030,
0000101931,1000,140000,Z030,
0000101932,1000,140000,Z030,
0000101933,1000,140000,Z030,
0000101934,1000,140000,Z030,
0000101935,2000,140000,Z030,
0000101936,1000,140000,Z030,
0000101937,2000,140000,Z030,
0000101938,3000,140000,Z030,
0000101939,1000,140000,Z030,
0000101940,1000,140000,Z030,
0000101941,1000,140000,Z030,
0000101942,1000,140000,Z030,
0000101943,2000,140000,Z030,
0000101944,2000,140000,Z030,
0000101945,2000,140000,Z030,
0000101946,1000,140000,Z030,
0000101947,2000,140000,Z030,
0000101948,1000,140000,Z030,
0000101949,1000,140000,Z030,
0000101950,1000,140000,Z030,
0000101951,1000,140000,Z030,
0000101952,3000,140000,Z030,
0000101953,3000,140000,Z030,
0000101954,3000,140000,Z030,
0000101955,1000,140000,Z030,
0000101956,2000,140000,Z030,
0000101957,2000,140000,Z030,
0000101958,2000,140000,Z030,
0000101959,1000,140000,Z030,
0000101960,2000,140000,Z030,
0000101961,1000,140000,Z030,
0000101962,2000,140000,Z030,
0000101963,2000,140000,Z030,
0000101964,2000,140000,Z030,
0000101965,2000,140000,Z030,
0000101966,1000,140000,Z030,
0000101967,3000,140000,Z030,
0000101968,1000,140000,Z030,
0000101969,1000,140000,Z030,
0000101970,1000,140000,Z030,
0000101971,2000,140000,Z030,
0000101972,2000,140000,Z030,
0000101973,3000,140000,Z030,
0000101974,1000,140000,Z030,
0000101975,1000,140000,Z030,
0000101976,1000,140000,Z030,
0000101977,2000,140000,Z030,
0000101978,1000,140000,Z030,
0000101979,2000,140000,Z030,
0000101980,3000,140000,Z030,
0000101981,1000,140000,Z030,
0000101982,2000,140000,Z030,
0000101983,1000,140000,Z030,
0000101984,1000,140000,Z030,
0000101985,1000,140000,Z030,
0000101986,2000,140000,Z030,
0000101987,1000,140000,Z030,
0000101988,1000,140000,Z030,
0000101989,3000,140000,Z030,
0000101990,1000,140000,Z030,
0000101991,2000,140000,Z030,
0000101992,2000,140000,Z030,
0000101993,1000,140000,Z030,
0000101994,1000,140000,Z030,
0000101995,1000,140000,Z030,
0000101996,3000,140000,Z030,
0000101997,1000,140000,Z030,
0000101998,2000,140000,Z030,
0000101999,2000,140000,Z030,
0000102000,1000,140000,Z030,
0000102001,2000,140000,Z030,
0000102002,1000,140000,Z030,
0000102003,1000,140000,Z030,
0000102004,1000,140000,Z030,
0000102005,3000,140000,Z030,
0000102006,3000,140000,Z030,
0000102007,1000,140000,Z030,
0000102008,2000,140000,Z030,
0000102009,2000,140000,Z030,
0000102010,1000,140000,Z030,
0000102011,2000,140000,Z030,
0000102012,1000,140000,Z030,
0000102013,1000,140000,Z030,
0000102014,2000,140000,Z030,
0000102015,1000,140000,Z030,
0000102016,1000,140000,Z030,
0000102017,1000,140000,Z030,
0000102018,1000,140000,Z030,
0000102019,2000,140000,Z030,
0000102020,2000,140000,Z030,
0000102021,1000,140000,Z030,
0000102022,1000,140000,Z030,
0000102023,2000,140000,Z030,
0000102024,3000,140000,Z030,
0000102025,1000,140000,Z030,
0000102026,2000,140000,Z030,
0000102027,1000,140000,Z030,
0000102028,2000,140000,Z030,
0000102029,1000,140000,Z030,
0000102030,2000,140000,Z030,
0000102031,1000,140000,Z030,
0000102032,1000,140000,Z030,
0000102033,1000,140000,Z030,
0000102034,2000,140000,Z030,
0000102035,1000,140000,Z030,
0000102036,1000,140000,Z030,
0000102037,2000,140000,Z030,
0000102038,2000,140000,Z030,
0000102039,2000,140000,Z030,
0000102040,3000,140000,Z030,
0000102041,1000,140000,Z030,
0000102042,2000,140000,Z030,
0000102043,3000,140000,Z030,
0000102044,1000,140000,Z030,
0000102045,2000,140000,Z030,
0000102046,1000,140000,Z030,
0000102047,3000,140000,Z030,
0000102048,1000,140000,Z030,
0000102049,1000,140000,Z030,
0000102050,2000,140000,Z030,
0000102051,1000,140000,Z030,
0000102052,2000,140000,Z030,
0000102053,2000,140000,Z030,
0000102054,1000,140000,Z030,
0000102055,1000,140000,Z030,
0000102056,1000,140000,Z030,
0000102057,1000,140000,Z030,
0000102058,1000,140000,Z030,
0000102059,2000,140000,Z030,
0000102060,1000,140000,Z030,
0000102061,1000,140000,Z030,
0000102062,1000,140000,Z030,
0000102063,1000,140000,Z030,
0000102064,1000,140000,Z030,
0000102065,2000,140000,Z030,
0000102066,1000,140000,Z030,
0000102067,2000,140000,Z030,
0000102068,2000,140000,Z030,
0000102069,2000,140000,Z030,
0000102070,1000,140000,Z030,
0000102071,1000,140000,Z030,
0000102072,1000,140000,Z030,
0000102073,1000,140000,Z030,
0000102074,1000,140000,Z030,
0000102075,1000,140000,Z030,
0000102076,1000,140000,Z030,
0000102077,2000,140000,Z030,
0000102078,2000,140000,Z030,
0000102079,1000,140000,Z030,
0000102080,1000,140000,Z030,
0000102081,1000,140000,Z030,
0000102082,1000,140000,Z030,
0000102083,1000,140000,Z030,
0000102084,1000,140000,Z030,
0000102085,3000,140000,Z030,
0000102086,2000,140000,Z030,
0000102087,2000,140000,Z030,
0000102088,2000,140000,Z030,
0000102089,2000,140000,Z030,
0000102090,1000,140000,Z030,
0000102091,1000,140000,Z030,
0000102092,1000,140000,Z030,
0000102093,2000,140000,Z030,
0000102094,2000,140000,Z030,
0000102095,1000,140000,Z030,
0000102096,3000,140000,Z030,
0000102097,1000,140000,Z030,
0000102098,2000,140000,Z030,
0000102099,2000,140000,Z030,
0000102100,1000,140000,Z030,
0000102101,2000,140000,Z030,
0000102102,1000,140000,Z030,
0000102103,2000,140000,Z030,
0000102104,1000,140000,Z030,
0000102105,2000,140000,Z030,
0000102106,2000,140000,Z030,
0000102107,1000,140000,Z030,
0000102108,2000,140000,Z030,
0000102109,1000,140000,Z030,
0000102110,1000,140000,Z030,
0000102111,1000,140000,Z030,
0000102112,1000,140000,Z030,
0000102113,2000,140000,Z030,
0000102114,1000,140000,Z030,
0000102115,1000,140000,Z030,
0000102116,1000,140000,Z030,
0000102117,2000,140000,Z030,
0000102118,1000,140000,Z030,
0000102119,2000,140000,Z030,
0000102120,2000,140000,Z030,
0000102121,1000,140000,Z030,
0000102122,2000,140000,Z030,
0000102123,1000,140000,Z030,
0000102124,1000,140000,Z030,
0000102125,2000,140000,Z030,
0000102126,2000,140000,Z030,
0000102127,2000,140000,Z030,
0000102128,1000,140000,Z030,
0000102129,1000,140000,Z030,
0000102130,2000,140000,Z030,
0000102131,1000,140000,Z030,
0000102132,2000,140000,Z030,
0000102133,1000,140000,Z030,
0000102134,2000,140000,Z030,
0000102135,3000,140000,Z030,
0000102136,1000,140000,Z030,
0000102137,1000,140000,Z030,
0000102138,2000,140000,Z030,
0000102139,2000,140000,Z030,
0000102140,3000,140000,Z030,
0000102141,1000,140000,Z030,
0000102142,1000,140000,Z030,
0000102143,1000,140000,Z030,
0000102144,1000,140000,Z030,
0000102145,3000,140000,Z030,
0000102146,1000,140000,Z030,
0000102147,2000,140000,Z030,
0000102148,1000,140000,Z030,
0000102149,1000,140000,Z030,
0000102150,1000,140000,Z030,
0000102151,1000,140000,Z030,
0000102152,2000,140000,Z030,
0000102153,1000,140000,Z030,
0000102154,2000,140000,Z030,
0000102155,1000,140000,Z030,
0000102156,1000,140000,Z030,
0000102157,1000,140000,Z030,
0000102158,2000,140000,Z030,
0000102159,2000,140000,Z030,
0000102160,2000,140000,Z030,
0000102161,1000,140000,Z030,
0000102162,1000,140000,Z030,
0000102163,1000,140000,Z030,
0000102164,2000,140000,Z030,
0000102165,1000,140000,Z030,
0000102166,2000,140000,Z030,
0000102167,1000,140000,Z030,
0000102168,1000,140000,Z030,
0000102169,2000,140000,Z030,
0000102170,1000,140000,Z030,
0000102171,1000,140000,Z030,
0000102172,2000,140000,Z030,
0000102173,1000,140000,Z030,
0000102174,1000,140000,Z030,
0000102175,2000,140000,Z030,
0000102176,3000,140000,Z030,
0000102177,2000,140000,Z030,
0000102178,1000,140000,Z030,
0000102179,2000,140000,Z030,
0000102180,1000,140000,Z030,
0000102181,2000,140000,Z030,
0000102182,1000,140000,Z030,
0000102183,1000,140000,Z030,
0000102184,3000,140000,Z030,
0000102185,3000,140000,Z030,
0000102186,1000,140000,Z030,
0000102187,1000,140000,Z030,
0000102188,3000,140000,Z030,
0000102189,1000,140000,Z030,
0000102190,1000,140000,Z030,
0000102191,1000,140000,Z030,
0000102192,1000,140000,Z030,
0000102193,1000,140000,Z030,
0000102194,3000,140000,Z030,
0000102195,1000,140000,Z030,
0000102196,1000,140000,Z030,
0000102197,1000,140000,Z030,
0000102198,1000,140000,Z030,
0000102199,1000,140000,Z030,
0000102200,3000,140000,Z030,
0000102201,1000,140000,Z030,
0000102202,3000,140000,Z030,
0000102203,2000,140000,Z030,
0000102204,2000,140000,Z030,
0000102205,1000,140000,Z030,
0000102206,1000,140000,Z030,
0000102207,1000,140000,Z030,
0000102208,2000,140000,Z030,
0000102209,1000,140000,Z030,
0000102210,1000,140000,Z030,
0000102211,2000,140000,Z030,
0000102212,1000,140000,Z030,
0000102213,1000,140000,Z030,
0000102214,1000,140000,Z030,
0000102215,2000,140000,Z030,
0000102216,1000,140000,Z030,
0000102217,1000,140000,Z030,
0000102218,1000,140000,Z030,
0000102219,2000,140000,Z030,
0000102220,1000,140000,Z030,
0000102221,1000,140000,Z030,
0000102222,2000,140000,Z030,
0000102223,2000,140000,Z030,
0000102224,2000,140000,Z030,
0000102225,2000,140000,Z030,
0000102226,1000,140000,Z030,
0000102227,1000,140000,Z030,
0000102228,1000,140000,Z030,
0000102229,2000,140000,Z030,
0000102230,1000,140000,Z030,
0000102231,1000,140000,Z030,
0000102232,1000,140000,Z030,
0000102233,1000,140000,Z030,
0000102234,1000,140000,Z030,
0000102235,1000,140000,Z030,
0000102236,1000,140000,Z030,
0000102237,1000,140000,Z030,
0000102238,2000,140000,Z030,
0000102239,1000,140000,Z030,
0000102240,2000,140000,Z030,
0000102241,1000,140000,Z030,
0000102242,1000,140000,Z030,
0000102243,1000,140000,Z030,
0000102244,1000,140000,Z030,
0000102245,2000,140000,Z030,
0000102246,1000,140000,Z030,
0000102247,2000,140000,Z030,
0000102248,1000,140000,Z030,
0000102249,2000,140000,Z030,
0000102250,1000,140000,Z030,
0000102251,2000,140000,Z030,
0000102252,1000,140000,Z030,
0000102253,2000,140000,Z030,
0000102254,1000,140000,Z030,
0000102255,1000,140000,Z030,
0000102256,2000,140000,Z030,
0000102257,1000,140000,Z030,
0000102258,1000,140000,Z030,
0000102259,2000,140000,Z030,
0000102260,1000,140000,Z030,
0000102261,1000,140000,Z030,
0000102262,2000,140000,Z030,
0000102263,2000,140000,Z030,
0000102264,1000,140000,Z030,
0000102265,2000,140000,Z030,
0000102266,1000,140000,Z030,
0000102267,2000,140000,Z030,
0000102268,1000,140000,Z030,
0000102269,1000,140000,Z030,
0000102270,1000,140000,Z030,
0000102271,2000,140000,Z030,
0000102272,1000,140000,Z030,
0000102273,2000,140000,Z030,
0000102274,1000,140000,Z030,
0000102275,2000,140000,Z030,
0000102276,2000,140000,Z030,
0000102277,2000,140000,Z030,
0000102278,2000,140000,Z030,
0000102279,1000,140000,Z030,
0000102280,1000,140000,Z030,
0000102281,2000,140000,Z030,
0000102282,2000,140000,Z030,
0000102283,1000,140000,Z030,
0000102284,1000,140000,Z030,
0000102285,2000,140000,Z030,
0000102286,2000,140000,Z030,
0000102287,1000,140000,Z030,
0000102288,1000,140000,Z030,
0000102289,2000,140000,Z030,
0000102290,1000,140000,Z030,
0000102291,2000,140000,Z030,
0000102292,2000,140000,Z030,
0000102293,2000,140000,Z030,
0000102294,2000,140000,Z030,
0000102295,1000,140000,Z030,
0000102296,1000,140000,Z030,
0000102297,1000,140000,Z030,
0000102298,3000,140000,Z030,
0000102299,1000,140000,Z030,
0000102300,1000,140000,Z030,
0000102301,2000,140000,Z030,
0000102302,1000,140000,Z030,
0000102303,2000,140000,Z030,
0000102304,1000,140000,Z030,
0000102305,1000,140000,Z030,
0000102306,1000,140000,Z030,
0000102307,1000,140000,Z030,
0000102308,2000,140000,Z030,
0000102309,3000,140000,Z030,
0000102310,1000,140000,Z030,
0000102311,3000,140000,Z030,
0000102312,3000,140000,Z030,
0000102313,1000,140000,Z030,
0000102314,1000,140000,Z030,
0000102315,3000,140000,Z030,
0000102316,1000,140000,Z030,
0000102317,1000,140000,Z030,
0000102318,1000,140000,Z030,
0000102319,2000,140000,Z030,
0000102320,1000,140000,Z030,
0000102321,1000,140000,Z030,
0000102322,1000,140000,Z030,
0000102323,1000,140000,Z030,
0000102324,1000,140000,Z030,
0000102325,1000,140000,Z030,
0000102326,2000,140000,Z030,
0000102327,1000,140000,Z030,
0000102328,1000,140000,Z030,
0000102329,2000,140000,Z030,
0000102330,1000,140000,Z030,
0000102331,1000,140000,Z030,
0000102332,1000,140000,Z030,
0000102333,2000,140000,Z030,
0000102334,1000,140000,Z030,
0000102335,3000,140000,Z030,
0000102336,2000,140000,Z030,
0000102337,1000,140000,Z030,
0000102338,1000,140000,Z030,
0000102339,2000,140000,Z030,
0000102340,1000,140000,Z030,
0000102341,1000,140000,Z030,
0000102342,2000,140000,Z030,
0000102343,1000,140000,Z030,
0000102344,1000,140000,Z030,
0000102345,1000,140000,Z030,
0000102346,1000,140000,Z030,
0000102347,1000,140000,Z030,
0000102348,1000,140000,Z030,
0000102349,1000,140000,Z030,
0000102350,1000,140000,Z030,
0000102351,1000,140000,Z030,
0000102352,1000,140000,Z030,
0000102353,1000,140000,Z030,
0000102354,1000,140000,Z030,
0000102355,1000,140000,Z030,
0000102356,2000,140000,Z030,
0000102357,1000,140000,Z030,
0000102358,1000,140000,Z030,
0000102359,1000,140000,Z030,
0000102360,3000,140000,Z030,
0000102361,1000,140000,Z030,
0000102362,2000,140000,Z030,
0000102363,1000,140000,Z030,
0000102364,1000,140000,Z030,
0000102365,1000,140000,Z030,
0000102366,1000,140000,Z030,
0000102367,1000,140000,Z030,
0000102368,2000,140000,Z030,
0000102369,3000,140000,Z030,
0000102370,1000,140000,Z030,
0000102371,3000,140000,Z030,
0000102372,1000,140000,Z030,
0000102373,1000,140000,Z030,
0000102374,2000,140000,Z030,
0000102375,1000,140000,Z030,
0000102376,1000,140000,Z030,
0000102377,1000,140000,Z030,
0000102378,1000,140000,Z030,
0000102379,1000,140000,Z030,
0000102380,1000,140000,Z030,
0000102381,1000,140000,Z030,
0000102382,1000,140000,Z030,
0000102383,1000,140000,Z030,
0000102384,2000,140000,Z030,
0000102385,1000,140000,Z030,
0000102386,1000,140000,Z030,
0000102387,1000,140000,Z030,
0000102388,1000,140000,Z030,
0000102389,3000,140000,Z030,
0000102390,1000,140000,Z030,
0000102391,2000,140000,Z030,
0000102392,2000,140000,Z030,
0000102393,3000,140000,Z030,
0000102394,2000,140000,Z030,
0000102395,2000,140000,Z030,
0000102396,1000,140000,Z030,
0000102397,2000,140000,Z030,
0000102398,1000,140000,Z030,
0000102399,1000,140000,Z030,
0000102400,1000,140000,Z030,
0000102401,1000,140000,Z030,
0000102402,2000,140000,Z030,
0000102403,2000,140000,Z030,
0000102404,1000,140000,Z030,
0000102405,1000,140000,Z030,
0000102406,1000,140000,Z030,
0000102407,1000,140000,Z030,
0000102408,1000,140000,Z030,
0000102409,1000,140000,Z030,
0000102410,2000,140000,Z030,
0000102411,1000,140000,Z030,
0000102412,1000,140000,Z030,
0000102413,2000,140000,Z030,
0000102414,1000,140000,Z030,
0000102415,2000,140000,Z030,
0000102416,1000,140000,Z030,
0000102417,1000,140000,Z030,
0000102418,1000,140000,Z030,
0000102419,2000,140000,Z030,
0000102420,1000,140000,Z030,
0000102421,1000,140000,Z030,
0000102422,1000,140000,Z030,
0000102423,1000,140000,Z030,
0000102424,2000,140000,Z030,
0000102425,1000,140000,Z030,
0000102426,2000,140000,Z030,
0000102427,1000,140000,Z030,
0000102428,1000,140000,Z030,
0000102429,2000,140000,Z030,
0000102430,1000,140000,Z030,
0000102431,2000,140000,Z030,
0000102432,3000,140000,Z030,
0000102433,3000,140000,Z030,
0000102434,3000,140000,Z030,
0000102435,1000,140000,Z030,
0000102436,1000,140000,Z030,
0000102437,1000,140000,Z030,
0000102438,1000,140000,Z030,
0000102439,1000,140000,Z030,
0000102440,3000,140000,Z030,
0000102441,1000,140000,Z030,
0000102442,1000,140000,Z030,
0000102443,2000,140000,Z030,
0000102444,1000,140000,Z030,
0000102445,1000,140000,Z030,
0000102446,2000,140000,Z030,
0000102447,1000,140000,Z030,
0000102448,2000,140000,Z030,
0000102449,1000,140000,Z030,
0000102450,1000,140000,Z030,
0000102451,2000,140000,Z030,
0000102452,2000,140000,Z030,
0000102453,2000,140000,Z030,
0000102454,1000,140000,Z030,
0000102455,2000,140000,Z030,
0000102456,1000,140000,Z030,
0000102457,2000,140000,Z030,
0000102458,2000,140000,Z030,
0000102459,2000,140000,Z030,
0000102460,1000,140000,Z030,
0000102461,1000,140000,Z030,
0000102462,1000,140000,Z030,
0000102463,1000,140000,Z030,
0000102464,1000,140000,Z030,
0000102465,1000,140000,Z030,
0000102466,1000,140000,Z030,
0000102467,2000,140000,Z030,
0000102468,2000,140000,Z030,
0000102469,2000,140000,Z030,
0000102470,1000,140000,Z030,
0000102471,1000,140000,Z030,
0000102472,1000,140000,Z030,
0000102473,2000,140000,Z030,
0000102474,2000,140000,Z030,
0000102475,1000,140000,Z030,
0000102476,1000,140000,Z030,
0000102477,2000,140000,Z030,
0000102478,1000,140000,Z030,
0000102479,1000,140000,Z030,
0000102480,1000,140000,Z030,
0000102481,1000,140000,Z030,
0000102482,3000,140000,Z030,
0000102483,2000,140000,Z030,
0000102484,1000,140000,Z030,
0000102485,1000,140000,Z030,
0000102486,1000,140000,Z030,
0000102487,3000,140000,Z030,
0000102488,1000,140000,Z030,
0000102489,3000,140000,Z030,
0000102490,1000,140000,Z030,
0000102491,2000,140000,Z030,
0000102492,2000,140000,Z030,
0000102493,2000,140000,Z030,
0000102494,2000,140000,Z030,
0000102495,1000,140000,Z030,
0000102496,2000,140000,Z030,
0000102497,2000,140000,Z030,
0000102498,2000,140000,Z030,
0000102499,1000,140000,Z030,
0000102500,1000,140000,Z030,
0000102501,2000,140000,Z030,
0000102502,1000,140000,Z030,
0000102503,2000,140000,Z030,
0000102504,1000,140000,Z030,
0000102505,1000,140000,Z030,
0000102506,1000,140000,Z030,
0000102507,2000,140000,Z030,
0000102508,2000,140000,Z030,
0000102509,3000,140000,Z030,
0000102510,1000,140000,Z030,
0000102511,1000,140000,Z030,
0000102512,1000,140000,Z030,
0000102513,1000,140000,Z030,
0000102514,1000,140000,Z030,
0000102515,1000,140000,Z030,
0000102516,1000,140000,Z030,
0000102517,2000,140000,Z030,
0000102518,2000,140000,Z030,
0000102519,1000,140000,Z030,
0000102520,1000,140000,Z030,
0000102521,1000,140000,Z030,
0000102522,1000,140000,Z030,
0000102523,1000,140000,Z030,
0000102524,1000,140000,Z030,
0000102525,1000,140000,Z030,
0000102526,3000,140000,Z030,
0000102527,1000,140000,Z030,
0000102528,1000,140000,Z030,
0000102529,1000,140000,Z030,
0000102530,1000,140000,Z030,
0000102531,1000,140000,Z030,
0000102532,1000,140000,Z030,
0000102533,1000,140000,Z030,
0000102534,1000,140000,Z030,
0000102535,1000,140000,Z030,
0000102536,1000,140000,Z030,
0000102537,2000,140000,Z030,
0000102538,1000,140000,Z030,
0000102539,2000,140000,Z030,
0000102540,1000,140000,Z030,
0000102541,1000,140000,Z030,
0000102542,1000,140000,Z030,
0000102543,1000,140000,Z030,
0000102544,3000,140000,Z030,
0000102545,1000,140000,Z030,
0000102546,1000,140000,Z030,
0000102547,2000,140000,Z030,
0000102548,1000,140000,Z030,
0000102549,1000,140000,Z030,
0000102550,2000,140000,Z030,
0000102551,1000,140000,Z030,
0000102552,2000,140000,Z030,
0000102553,1000,140000,Z030,
0000102554,2000,140000,Z030,
0000102555,3000,140000,Z030,
0000102556,2000,140000,Z030,
0000102557,2000,140000,Z030,
0000102558,1000,140000,Z030,
0000102559,1000,140000,Z030,
0000102560,2000,140000,Z030,
0000102561,1000,140000,Z030,
0000102562,2000,140000,Z030,
0000102563,2000,140000,Z030,
0000102564,2000,140000,Z030,
0000102565,1000,140000,Z030,
0000102566,1000,140000,Z030,
0000102567,2000,140000,Z030,
0000102568,3000,140000,Z030,
0000102569,2000,140000,Z030,
0000102570,2000,140000,Z030,
0000102571,2000,140000,Z030,
0000102572,1000,140000,Z030,
0000102573,2000,140000,Z030,
0000102574,1000,140000,Z030,
0000102575,1000,140000,Z030,
0000102576,2000,140000,Z030,
0000102577,2000,140000,Z030,
0000102578,1000,140000,Z030,
0000102579,1000,140000,Z030,
0000102580,2000,140000,Z030,
0000102581,3000,140000,Z030,
0000102582,1000,140000,Z030,
0000102583,2000,140000,Z030,
0000102584,1000,140000,Z030,
0000102585,1000,140000,Z030,
0000102586,2000,140000,Z030,
0000102587,1000,140000,Z030,
0000102588,2000,140000,Z030,
0000102589,1000,140000,Z030,
0000102590,2000,140000,Z030,
0000102591,1000,140000,Z030,
0000102592,1000,140000,Z030,
0000102593,2000,140000,Z030,
0000102594,1000,140000,Z030,
0000102595,2000,140000,Z030,
0000102596,1000,140000,Z030,
0000102597,1000,140000,Z030,
0000102598,3000,140000,Z030,
0000102599,1000,140000,Z030,
0000102600,2000,140000,Z030,
0000102601,2000,140000,Z030,
0000102602,2000,140000,Z030,
0000102603,1000,140000,Z030,
0000102604,2000,140000,Z030,
0000102605,2000,140000,Z030,
0000102606,1000,140000,Z030,
0000102607,1000,140000,Z030,
0000102608,1000,140000,Z030,
0000102609,1000,140000,Z030,
0000102610,2000,140000,Z030,
0000102611,2000,140000,Z030,
0000102612,1000,140000,Z030,
0000102613,1000,140000,Z030,
0000102614,1000,140000,Z030,
0000102615,1000,140000,Z030,
0000102616,2000,140000,Z030,
