KUNNR,VKORG,VTWEG,SPART,KDGRP,WAERS,KALKS,VSBED,LPRIO
0000102431,2000,10,02,02,USD,1,02,01
0000102432,2000,10,01,02,USD,1,01,02
0000102432,3000,10,00,03,USD,1,02,02
0000102433,1000,30,02,03,USD,1,01,01
0000102434,1000,10,02,04,USD,1,01,02
0000102435,1000,20,01,04,USD,1,02,01
0000102436,2000,20,01,03,USD,1,02,02
0000102437,1000,10,02,01,USD,1,01,01
0000102437,2000,10,00,04,USD,1,02,02
0000102438,1000,30,01,03,USD,1,02,01
0000102439,2000,30,00,01,USD,1,01,02
0000102439,3000,20,01,04,USD,1,01,02
0000102440,1000,30,00,01,USD,1,01,02
0000102440,2000,10,00,02,USD,1,02,02
0000102440,1000,30,02,01,USD,1,02,01
0000102441,1000,20,01,01,USD,1,01,01
0000102442,2000,10,01,03,USD,1,01,02
0000102442,3000,30,01,02,USD,1,02,02
0000102443,1000,10,00,04,USD,1,01,01
0000102443,1000,20,00,03,USD,1,02,01
0000102444,2000,10,00,01,USD,1,02,01
0000102445,1000,20,01,01,USD,1,01,01
0000102446,2000,20,00,04,USD,1,02,01
0000102446,1000,20,00,01,USD,1,01,02
0000102447,3000,20,01,03,USD,1,01,02
0000102448,2000,30,00,04,USD,1,02,02
0000102449,2000,30,00,04,USD,1,01,02
0000102450,1000,20,00,04,USD,1,01,01
0000102450,1000,10,01,02,USD,1,02,01
0000102451,2000,20,01,02,USD,1,01,02
0000102452,1000,10,00,03,USD,1,01,02
0000102452,1000,20,01,04,USD,1,02,01
0000102453,1000,10,02,01,USD,1,01,01
0000102453,1000,10,00,03,USD,1,01,02
0000102454,1000,10,01,04,USD,1,01,02
0000102455,2000,10,02,04,USD,1,02,02
0000102456,2000,10,01,03,USD,1,01,02
0000102457,1000,10,00,04,USD,1,01,01
0000102458,2000,10,00,04,USD,1,01,01
0000102458,1000,10,01,01,USD,1,02,02
0000102459,1000,10,00,04,USD,1,02,02
0000102459,1000,10,02,01,USD,1,01,02
0000102459,2000,10,01,01,USD,1,02,01
0000102460,3000,20,01,02,USD,1,02,02
0000102461,1000,30,00,02,USD,1,02,01
0000102462,1000,10,00,04,USD,1,02,01
0000102462,1000,30,01,01,USD,1,02,02
0000102462,1000,10,01,01,USD,1,01,01
0000102463,1000,20,00,01,USD,1,01,02
0000102463,1000,10,02,04,USD,1,02,01
0000102464,1000,10,01,01,USD,1,01,02
0000102465,1000,10,00,02,USD,1,02,02
0000102466,1000,20,01,01,USD,1,02,01
0000102466,3000,10,00,02,USD,1,02,01
0000102467,1000,30,02,03,USD,1,02,02
0000102468,1000,10,02,02,USD,1,02,02
0000102469,2000,10,00,03,USD,1,02,02
0000102470,2000,10,01,03,USD,1,01,01
0000102471,1000,20,00,02,USD,1,02,02
0000102472,1000,10,00,02,USD,1,01,01
0000102473,2000,20,01,01,USD,1,02,02
0000102473,1000,20,02,02,USD,1,01,01
0000102474,3000,10,01,02,USD,1,01,01
0000102475,2000,30,00,03,USD,1,01,02
0000102475,1000,30,00,01,USD,1,02,01
0000102476,1000,20,00,02,USD,1,01,02
0000102477,1000,10,01,02,USD,1,01,02
0000102478,1000,10,01,02,USD,1,02,01
0000102479,1000,20,00,02,USD,1,02,02
0000102480,2000,10,00,02,USD,1,01,01
0000102481,1000,10,00,01,USD,1,01,02
0000102482,1000,10,01,04,USD,1,01,01
0000102483,1000,30,00,01,USD,1,02,01
0000102484,1000,20,00,04,USD,1,02,02
0000102484,1000,20,02,04,USD,1,01,02
0000102484,1000,20,01,01,USD,1,01,02
0000102485,1000,20,01,04,USD,1,02,02
0000102486,2000,30,00,04,USD,1,01,01
0000102486,1000,10,01,03,USD,1,02,02
0000102486,2000,30,00,02,USD,1,02,02
0000102487,1000,20,01,04,USD,1,01,02
0000102488,1000,30,01,04,USD,1,02,02
0000102489,2000,10,02,04,USD,1,01,01
0000102490,2000,10,00,02,USD,1,02,02
0000102490,1000,30,00,02,USD,1,01,02
0000102491,1000,20,02,02,USD,1,02,02
0000102492,1000,20,00,03,USD,1,01,01
0000102493,3000,10,00,02,USD,1,01,02
0000102494,1000,20,00,01,USD,1,02,01
0000102495,2000,10,01,02,USD,1,02,01
0000102496,1000,10,00,04,USD,1,02,02
0000102496,2000,10,01,01,USD,1,02,02
0000102496,2000,30,00,03,USD,1,02,01
0000102497,1000,10,01,01,USD,1,02,02
0000102498,1000,20,02,03,USD,1,01,01
0000102499,2000,10,02,01,USD,1,02,01
0000102499,1000,20,00,02,USD,1,01,01
0000102499,1000,30,02,02,USD,1,01,02
0000102500,3000,30,00,04,USD,1,01,02
0000102501,2000,10,00,02,USD,1,01,02
0000102501,2000,30,01,04,USD,1,02,02
0000102502,1000,30,02,04,USD,1,02,02
0000102503,1000,30,00,03,USD,1,02,01
0000102503,1000,30,00,02,USD,1,02,01
0000102503,1000,30,01,03,USD,1,01,01
0000102504,2000,10,01,04,USD,1,02,01
0000102504,2000,20,00,04,USD,1,01,02
0000102504,2000,10,02,02,USD,1,02,02
0000102505,1000,20,00,04,USD,1,01,02
0000102505,2000,10,01,01,USD,1,02,02
0000102505,2000,10,00,03,USD,1,02,02
0000102506,1000,10,02,01,USD,1,02,01
0000102507,2000,10,01,03,USD,1,02,02
0000102508,1000,10,00,03,USD,1,01,02
0000102509,2000,10,00,04,USD,1,02,01
0000102510,1000,10,02,02,USD,1,01,01
0000102511,2000,20,00,01,USD,1,01,02
0000102512,1000,10,00,02,USD,1,02,01
0000102513,1000,10,02,01,USD,1,01,01
0000102513,1000,10,01,02,USD,1,02,01
0000102514,1000,10,01,03,USD,1,01,01
0000102514,1000,10,00,01,USD,1,01,02
0000102514,2000,10,02,01,USD,1,01,02
0000102515,1000,30,01,04,USD,1,02,01
0000102516,1000,20,00,03,USD,1,01,01
0000102516,1000,20,02,01,USD,1,01,02
0000102516,1000,20,00,02,USD,1,01,01
0000102517,1000,10,01,03,USD,1,02,02
0000102518,1000,10,01,02,USD,1,02,01
0000102519,2000,10,00,04,USD,1,01,01
0000102520,1000,10,00,02,USD,1,02,02
0000102521,2000,30,01,02,USD,1,01,01
0000102522,2000,20,00,01,USD,1,02,02
0000102523,1000,30,00,03,USD,1,01,02
0000102523,1000,30,00,01,USD,1,01,02
0000102524,1000,20,00,04,USD,1,01,01
0000102525,1000,10,00,01,USD,1,02,01
0000102526,1000,10,00,01,USD,1,01,01
0000102527,3000,30,00,01,USD,1,02,01
0000102527,2000,10,00,01,USD,1,01,02
0000102528,1000,10,00,03,USD,1,01,01
0000102528,1000,10,02,01,USD,1,02,01
0000102529,1000,10,01,01,USD,1,02,01
0000102530,1000,10,02,02,USD,1,02,02
0000102531,2000,10,00,02,USD,1,01,01
0000102532,1000,20,01,01,USD,1,02,02
0000102532,2000,10,02,03,USD,1,01,02
0000102533,2000,20,01,03,USD,1,01,02
0000102533,2000,30,01,03,USD,1,01,02
0000102534,2000,20,00,02,USD,1,02,02
0000102534,1000,20,01,01,USD,1,01,02
0000102535,1000,10,00,02,USD,1,01,02
0000102535,1000,30,00,04,USD,1,01,01
0000102535,1000,10,02,02,USD,1,01,01
0000102536,1000,20,01,01,USD,1,01,01
0000102537,2000,30,00,03,USD,1,02,01
0000102537,2000,20,00,02,USD,1,01,01
0000102538,1000,20,01,01,USD,1,02,01
0000102539,1000,20,00,01,USD,1,01,01
0000102540,1000,10,02,04,USD,1,01,02
0000102541,3000,30,01,04,USD,1,02,02
0000102542,2000,10,00,03,USD,1,02,02
0000102543,1000,10,01,01,USD,1,01,01
0000102544,1000,20,00,03,USD,1,01,01
0000102545,1000,10,00,04,USD,1,02,01
0000102546,1000,30,00,03,USD,1,02,01
0000102547,1000,10,01,03,USD,1,01,01
0000102548,1000,30,00,01,USD,1,01,02
0000102549,3000,10,00,04,USD,1,02,02
0000102550,1000,10,00,04,USD,1,02,01
0000102550,1000,20,00,01,USD,1,02,01
0000102551,2000,20,00,01,USD,1,02,02
0000102552,1000,20,02,03,USD,1,01,01
0000102553,1000,10,01,02,USD,1,01,02
0000102553,1000,20,02,02,USD,1,02,02
0000102553,1000,10,00,01,USD,1,02,02
0000102554,1000,20,01,04,USD,1,02,02
0000102555,2000,10,01,04,USD,1,01,01
0000102556,2000,10,02,02,USD,1,02,01
0000102557,1000,30,02,04,USD,1,01,01
0000102557,3000,10,02,02,USD,1,01,02
0000102558,2000,20,00,04,USD,1,01,01
0000102559,2000,20,00,01,USD,1,01,01
0000102560,1000,10,00,04,USD,1,01,01
0000102561,1000,30,01,02,USD,1,02,02
0000102562,1000,10,00,01,USD,1,02,02
0000102562,1000,20,00,04,USD,1,02,01
0000102563,1000,10,01,04,USD,1,02,01
0000102563,1000,10,00,04,USD,1,02,01
0000102564,1000,20,00,04,USD,1,02,02
0000102564,2000,10,00,04,USD,1,02,01
0000102565,1000,20,02,01,USD,1,02,02
0000102566,2000,20,02,02,USD,1,01,02
0000102566,1000,20,00,03,USD,1,01,01
0000102567,1000,10,01,02,USD,1,01,02
0000102568,1000,30,01,02,USD,1,01,02
0000102569,3000,10,01,01,USD,1,01,02
0000102570,1000,20,01,04,USD,1,01,02
0000102571,2000,20,00,03,USD,1,02,01
0000102572,1000,30,00,03,USD,1,01,01
0000102572,1000,20,01,02,USD,1,02,01
0000102573,2000,30,00,01,USD,1,02,02
0000102573,2000,20,00,02,USD,1,02,01
0000102573,1000,30,00,01,USD,1,01,01
0000102574,1000,30,00,01,USD,1,01,02
0000102575,1000,10,00,03,USD,1,01,01
0000102576,3000,20,00,01,USD,1,01,02
0000102577,2000,10,00,02,USD,1,01,02
0000102578,1000,10,00,02,USD,1,02,01
0000102579,1000,20,00,02,USD,1,01,01
0000102580,1000,30,01,02,USD,1,02,01
0000102581,3000,10,00,01,USD,1,02,02
0000102581,1000,10,00,01,USD,1,01,01
0000102582,1000,10,01,03,USD,1,02,01
0000102582,1000,20,00,04,USD,1,02,02
0000102583,1000,20,01,02,USD,1,02,02
0000102583,1000,20,02,01,USD,1,01,02
0000102584,1000,20,02,04,USD,1,02,01
0000102585,1000,10,02,03,USD,1,01,01
0000102585,2000,10,00,03,USD,1,02,02
0000102585,1000,10,00,04,USD,1,01,01
0000102586,1000,10,00,01,USD,1,01,01
0000102586,1000,20,00,03,USD,1,01,02
0000102587,2000,20,02,03,USD,1,02,01
0000102588,2000,10,00,01,USD,1,01,01
0000102588,1000,30,01,03,USD,1,02,01
0000102588,2000,10,01,03,USD,1,01,01
0000102589,1000,20,01,03,USD,1,02,01
0000102589,1000,30,00,03,USD,1,02,02
0000102590,3000,10,00,01,USD,1,02,02
0000102590,1000,30,01,03,USD,1,02,01
0000102591,3000,10,01,04,USD,1,02,02
0000102592,2000,10,01,03,USD,1,01,01
0000102592,1000,10,02,03,USD,1,01,01
0000102593,1000,10,00,02,USD,1,02,01
0000102594,1000,20,02,04,USD,1,01,01
0000102595,2000,10,00,02,USD,1,01,02
0000102596,2000,10,01,02,USD,1,01,02
0000102596,2000,10,00,03,USD,1,02,01
0000102597,1000,20,01,02,USD,1,02,02
0000102598,1000,10,02,02,USD,1,01,02
0000102599,3000,10,00,01,USD,1,02,02
0000102600,2000,30,00,03,USD,1,02,02
0000102601,2000,10,02,01,USD,1,01,02
0000102602,1000,10,00,03,USD,1,01,02
0000102603,1000,20,01,01,USD,1,02,02
0000102604,1000,20,00,04,USD,1,02,01
0000102605,1000,10,01,04,USD,1,02,02
0000102606,1000,30,02,04,USD,1,01,01
0000102607,1000,10,01,03,USD,1,01,01
0000102608,2000,10,00,03,USD,1,01,01
0000102608,3000,10,01,02,USD,1,01,01
0000102609,2000,10,00,03,USD,1,01,01
0000102610,1000,10,00,03,USD,1,02,02
0000102610,1000,10,01,02,USD,1,01,01
0000102610,2000,10,00,01,USD,1,01,02
0000102611,1000,10,01,03,USD,1,02,02
0000102612,2000,20,01,01,USD,1,01,01
0000102613,2000,30,00,04,USD,1,01,02
0000102614,1000,20,01,01,USD,1,01,01
0000102615,2000,30,02,04,USD,1,02,02
0000102615,1000,10,00,01,USD,1,02,02
0000102615,1000,10,02,04,USD,1,02,01
0000102616,3000,10,02,02,USD,1,02,01
0000102616,2000,10,02,02,USD,1,02,01
0000102617,2000,10,00,01,USD,1,02,02
0000102618,1000,10,02,02,USD,1,01,01
0000102619,1000,10,02,02,USD,1,01,01
0000102620,1000,20,01,03,USD,1,02,01
0000102620,1000,10,01,04,USD,1,02,02
0000102621,2000,10,00,02,USD,1,01,01
0000102621,2000,10,01,03,USD,1,01,02
0000102622,2000,10,01,03,USD,1,01,01
0000102623,1000,10,02,01,USD,1,02,02
0000102623,1000,10,01,02,USD,1,01,02
0000102624,1000,10,01,01,USD,1,02,01
0000102625,1000,10,00,01,USD,1,01,01
0000102626,2000,20,00,02,USD,1,02,01
0000102627,1000,20,01,04,USD,1,01,02
0000102627,1000,10,00,04,USD,1,01,02
0000102628,3000,30,00,03,USD,1,02,02
0000102629,1000,20,00,04,USD,1,02,02
0000102630,2000,30,00,04,USD,1,02,02
0000102631,1000,20,01,02,USD,1,02,01
0000102632,1000,20,02,03,USD,1,02,01
0000102633,1000,10,00,02,USD,1,01,02
0000102633,1000,10,00,03,USD,1,01,02
0000102634,1000,10,00,02,USD,1,01,02
0000102635,1000,30,01,01,USD,1,01,01
0000102636,1000,10,00,01,USD,1,02,01
0000102637,2000,20,00,03,USD,1,02,02
0000102637,3000,30,00,04,USD,1,02,02
0000102638,1000,10,01,02,USD,1,02,02
0000102639,2000,10,00,02,USD,1,01,02
0000102640,2000,10,02,01,USD,1,02,02
0000102641,1000,10,00,04,USD,1,01,02
0000102642,2000,10,02,04,USD,1,01,01
0000102642,2000,10,00,01,USD,1,02,01
0000102643,1000,10,02,02,USD,1,02,02
0000102644,2000,10,01,02,USD,1,02,02
0000102645,1000,20,00,04,USD,1,01,02
0000102646,2000,10,01,04,USD,1,01,02
0000102647,1000,20,00,04,USD,1,02,02
0000102648,2000,20,00,02,USD,1,02,02
0000102649,1000,30,01,03,USD,1,01,01
0000102650,1000,20,01,02,USD,1,01,02
0000102651,3000,20,00,02,USD,1,02,02
0000102652,2000,10,00,02,USD,1,02,01
0000102652,2000,10,02,01,USD,1,01,01
0000102653,1000,30,02,03,USD,1,01,01
0000102654,1000,20,00,02,USD,1,02,02
0000102655,3000,20,02,02,USD,1,01,02
0000102656,1000,20,00,03,USD,1,02,02
0000102657,3000,20,00,04,USD,1,02,02
0000102657,1000,10,01,03,USD,1,02,01
0000102658,1000,20,01,01,USD,1,01,01
0000102658,2000,30,02,03,USD,1,02,02
0000102659,2000,10,01,03,USD,1,01,02
0000102660,1000,10,01,04,USD,1,01,02
0000102661,2000,20,00,04,USD,1,02,02
0000102661,1000,30,02,01,USD,1,02,01
0000102661,1000,10,00,03,USD,1,02,01
0000102662,1000,10,00,03,USD,1,01,01
0000102663,1000,20,02,02,USD,1,01,02
0000102664,2000,10,00,02,USD,1,01,01
0000102664,1000,10,00,02,USD,1,02,02
0000102664,2000,10,00,03,USD,1,01,02
0000102665,1000,10,00,04,USD,1,02,02
0000102666,2000,10,00,01,USD,1,01,02
0000102667,3000,10,02,04,USD,1,02,01
0000102667,2000,30,00,02,USD,1,02,01
0000102668,2000,30,01,03,USD,1,01,02
0000102669,1000,10,00,01,USD,1,01,01
0000102670,2000,30,00,02,USD,1,01,01
0000102671,1000,30,00,01,USD,1,02,01
0000102672,1000,10,01,04,USD,1,02,01
0000102673,1000,30,02,03,USD,1,02,01
0000102673,2000,30,02,02,USD,1,02,02
0000102673,1000,20,01,02,USD,1,02,01
0000102674,1000,10,01,02,USD,1,02,01
0000102674,1000,10,02,02,USD,1,02,01
0000102675,1000,20,00,01,USD,1,02,02
0000102675,1000,10,02,01,USD,1,02,02
0000102676,3000,10,00,01,USD,1,02,01
0000102677,2000,20,01,01,USD,1,01,01
0000102678,1000,10,01,03,USD,1,02,02
0000102679,1000,30,02,03,USD,1,02,01
0000102679,1000,10,00,01,USD,1,01,01
0000102679,1000,30,01,04,USD,1,02,02
0000102680,1000,10,01,04,USD,1,01,01
0000102680,1000,10,00,02,USD,1,01,02
0000102680,1000,20,01,03,USD,1,02,01
0000102681,2000,20,00,04,USD,1,02,02
0000102682,1000,10,01,01,USD,1,01,02
0000102683,1000,30,00,03,USD,1,02,01
0000102684,1000,20,02,03,USD,1,01,01
0000102684,1000,20,00,01,USD,1,02,01
0000102685,3000,10,01,03,USD,1,02,01
0000102686,1000,30,00,02,USD,1,02,02
0000102686,2000,10,01,04,USD,1,02,02
0000102686,1000,10,00,02,USD,1,01,01
0000102687,2000,10,00,02,USD,1,02,02
0000102688,1000,10,01,04,USD,1,02,02
0000102688,1000,10,00,02,USD,1,01,02
0000102689,1000,10,00,03,USD,1,02,01
0000102690,1000,10,01,01,USD,1,01,02
0000102690,2000,30,00,03,USD,1,02,01
0000102690,1000,20,00,04,USD,1,02,02
0000102691,3000,10,01,03,USD,1,02,02
0000102692,1000,20,02,04,USD,1,01,01
0000102693,1000,20,00,03,USD,1,02,02
0000102694,3000,20,00,04,USD,1,01,02
0000102695,1000,20,01,02,USD,1,01,02
0000102696,1000,30,02,01,USD,1,01,02
0000102697,1000,30,00,04,USD,1,02,02
0000102697,1000,10,00,02,USD,1,01,01
0000102697,1000,30,02,03,USD,1,01,02
0000102698,1000,30,01,02,USD,1,02,02
0000102699,2000,10,00,01,USD,1,01,02
0000102700,1000,20,01,01,USD,1,01,02
0000102701,1000,20,02,04,USD,1,01,01
0000102702,1000,10,00,02,USD,1,01,01
0000102703,1000,10,02,01,USD,1,01,01
0000102704,1000,10,00,04,USD,1,01,01
0000102705,1000,20,01,03,USD,1,01,01
0000102705,2000,10,00,01,USD,1,02,01
0000102705,2000,20,00,03,USD,1,02,02
0000102706,1000,20,00,03,USD,1,02,01
0000102707,1000,20,01,01,USD,1,01,02
0000102708,1000,10,01,04,USD,1,02,02
0000102709,2000,10,02,01,USD,1,01,01
0000102710,3000,10,01,04,USD,1,01,02
0000102711,3000,10,00,03,USD,1,02,01
0000102712,2000,30,00,01,USD,1,02,01
0000102713,1000,10,01,01,USD,1,02,01
0000102713,2000,10,02,04,USD,1,01,01
0000102714,1000,10,01,02,USD,1,01,02
0000102715,1000,10,01,02,USD,1,02,02
0000102716,2000,10,02,03,USD,1,02,02
0000102717,2000,30,02,03,USD,1,02,02
0000102718,2000,10,01,01,USD,1,01,01
0000102718,1000,10,01,03,USD,1,02,02
0000102719,3000,10,01,02,USD,1,01,01
0000102720,1000,10,00,01,USD,1,01,01
0000102720,1000,20,00,03,USD,1,01,02
0000102721,1000,10,00,03,USD,1,02,02
0000102722,1000,10,00,03,USD,1,02,01
0000102723,2000,10,02,03,USD,1,01,01
0000102724,1000,20,00,03,USD,1,01,02
0000102725,2000,10,00,04,USD,1,01,02
0000102726,1000,20,00,01,USD,1,01,02
0000102727,1000,10,02,03,USD,1,01,02
0000102727,2000,20,01,02,USD,1,01,02
0000102727,1000,10,00,02,USD,1,02,02
0000102728,2000,10,01,02,USD,1,01,02
0000102729,1000,10,00,04,USD,1,01,02
0000102730,3000,20,02,04,USD,1,01,01
0000102731,1000,20,01,02,USD,1,01,02
0000102732,2000,30,00,01,USD,1,02,01
0000102733,2000,10,01,04,USD,1,01,01
0000102734,1000,10,01,01,USD,1,01,02
0000102735,1000,20,00,04,USD,1,01,02
0000102736,1000,10,00,04,USD,1,02,01
0000102736,2000,20,00,02,USD,1,01,02
0000102736,1000,10,00,02,USD,1,01,02
0000102737,1000,30,00,03,USD,1,02,01
0000102738,1000,10,00,02,USD,1,01,02
0000102739,1000,10,00,02,USD,1,01,02
0000102740,1000,30,01,02,USD,1,02,02
0000102741,1000,20,00,03,USD,1,02,01
0000102742,1000,10,00,04,USD,1,01,02
0000102743,1000,30,00,03,USD,1,02,02
0000102743,1000,30,01,02,USD,1,02,02
0000102744,1000,20,00,03,USD,1,02,02
0000102744,1000,20,00,02,USD,1,01,01
0000102745,2000,20,00,04,USD,1,01,01
0000102745,1000,30,00,02,USD,1,01,02
0000102746,2000,20,01,04,USD,1,01,01
0000102746,2000,30,00,01,USD,1,02,02
0000102747,1000,10,00,02,USD,1,01,02
0000102748,2000,30,00,01,USD,1,01,01
0000102748,1000,20,01,04,USD,1,01,01
0000102749,1000,10,00,04,USD,1,01,01
0000102750,1000,10,00,03,USD,1,01,02
0000102751,1000,30,02,01,USD,1,02,01
0000102751,1000,10,00,04,USD,1,01,02
0000102752,2000,10,00,02,USD,1,01,01
0000102753,1000,30,00,02,USD,1,01,01
0000102754,3000,20,01,01,USD,1,01,01
0000102755,1000,30,01,04,USD,1,01,02
0000102756,1000,20,00,02,USD,1,02,01
0000102757,2000,10,00,01,USD,1,01,02
0000102758,1000,20,00,03,USD,1,02,01
0000102759,2000,20,01,04,USD,1,01,01
0000102760,1000,30,00,02,USD,1,01,01
0000102761,1000,10,02,02,USD,1,02,02
0000102762,1000,10,00,01,USD,1,01,02
0000102763,1000,20,00,04,USD,1,02,02
0000102764,2000,10,01,02,USD,1,01,02
0000102764,1000,10,01,04,USD,1,02,01
0000102765,1000,10,00,03,USD,1,02,02
0000102765,2000,10,01,01,USD,1,02,01
0000102765,1000,30,00,03,USD,1,01,02
0000102766,1000,10,01,04,USD,1,02,01
0000102767,1000,20,00,04,USD,1,01,02
0000102768,1000,10,00,04,USD,1,02,01
0000102769,1000,10,01,01,USD,1,02,02
0000102769,1000,10,01,01,USD,1,02,02
0000102769,2000,10,02,03,USD,1,02,02
0000102770,1000,10,00,04,USD,1,02,01
0000102770,1000,10,02,01,USD,1,02,01
0000102771,1000,30,00,04,USD,1,02,02
0000102772,2000,20,00,04,USD,1,02,02
0000102773,1000,20,01,03,USD,1,01,01
0000102774,1000,10,02,01,USD,1,02,02
0000102775,1000,30,00,02,USD,1,02,02
0000102775,1000,10,01,04,USD,1,02,02
0000102775,2000,20,00,03,USD,1,01,02
0000102776,1000,30,01,03,USD,1,02,01
0000102777,1000,10,02,03,USD,1,01,01
0000102777,1000,30,01,02,USD,1,01,01
0000102778,3000,10,01,01,USD,1,02,01
0000102778,1000,30,00,04,USD,1,01,01
0000102778,2000,10,00,01,USD,1,01,02
0000102779,1000,10,00,04,USD,1,02,02
0000102780,1000,20,00,01,USD,1,02,02
0000102781,1000,30,02,03,USD,1,02,02
0000102782,1000,30,01,01,USD,1,02,02
0000102783,1000,30,00,04,USD,1,02,01
0000102784,1000,30,00,04,USD,1,01,02
0000102785,2000,10,02,02,USD,1,01,02
0000102786,3000,20,00,04,USD,1,02,02
0000102786,3000,30,00,03,USD,1,01,01
0000102787,1000,20,01,04,USD,1,01,01
0000102788,2000,20,00,04,USD,1,02,01
0000102788,1000,20,00,03,USD,1,02,02
0000102789,1000,30,00,03,USD,1,01,02
0000102790,1000,30,01,04,USD,1,02,02
0000102791,1000,20,00,01,USD,1,01,01
0000102791,1000,10,02,02,USD,1,01,01
0000102792,1000,10,01,01,USD,1,01,01
0000102792,1000,10,00,04,USD,1,01,01
0000102792,3000,20,00,03,USD,1,02,02
0000102793,2000,10,00,03,USD,1,02,02
0000102794,1000,20,01,02,USD,1,01,02
0000102795,3000,10,01,03,USD,1,01,02
0000102796,1000,10,01,02,USD,1,01,01
0000102797,1000,10,02,04,USD,1,01,01
0000102798,2000,20,01,03,USD,1,02,01
0000102798,1000,10,00,02,USD,1,01,02
0000102799,1000,20,01,03,USD,1,02,02
0000102800,1000,10,00,01,USD,1,01,02
0000102800,3000,20,00,02,USD,1,02,01
0000102800,1000,20,00,03,USD,1,02,02
0000102801,2000,10,00,01,USD,1,02,01
0000102802,2000,20,00,01,USD,1,01,02
0000102803,1000,10,01,03,USD,1,01,02
0000102804,2000,10,00,03,USD,1,01,02
0000102805,1000,10,01,03,USD,1,01,01
0000102806,1000,10,00,03,USD,1,02,02
0000102807,1000,20,02,03,USD,1,01,01
0000102808,2000,30,00,04,USD,1,02,02
0000102809,2000,10,00,02,USD,1,02,01
0000102810,1000,30,02,04,USD,1,01,01
0000102811,1000,10,00,02,USD,1,02,01
0000102812,1000,30,00,03,USD,1,01,01
0000102813,1000,20,02,01,USD,1,01,02
0000102813,1000,30,00,02,USD,1,01,02
0000102814,2000,10,00,03,USD,1,02,02
0000102815,1000,10,01,02,USD,1,01,02
0000102816,1000,10,00,02,USD,1,02,02
0000102817,1000,20,00,04,USD,1,02,01
0000102817,1000,20,00,02,USD,1,01,01
0000102817,1000,10,00,03,USD,1,01,02
0000102818,1000,10,02,03,USD,1,01,01
0000102819,1000,10,00,01,USD,1,02,02
0000102820,2000,10,00,01,USD,1,02,01
0000102821,1000,20,00,04,USD,1,02,01
0000102822,3000,10,01,04,USD,1,01,01
0000102822,2000,20,02,04,USD,1,02,02
0000102823,3000,10,00,03,USD,1,02,01
0000102823,1000,30,00,03,USD,1,02,02
0000102823,1000,10,00,03,USD,1,01,01
0000102824,1000,30,01,03,USD,1,02,02
0000102824,1000,30,00,03,USD,1,01,01
0000102825,1000,10,02,04,USD,1,02,01
0000102826,1000,30,00,02,USD,1,02,02
0000102827,1000,30,01,01,USD,1,02,02
0000102828,3000,30,00,03,USD,1,02,02
0000102829,1000,20,00,04,USD,1,01,01
0000102830,1000,20,00,04,USD,1,01,02
0000102831,1000,10,00,03,USD,1,01,02
0000102832,1000,10,00,04,USD,1,01,01
0000102833,3000,10,00,03,USD,1,02,01
0000102833,2000,20,01,04,USD,1,02,02
0000102834,1000,30,00,04,USD,1,01,02
0000102835,1000,20,02,02,USD,1,01,01
0000102835,1000,10,01,01,USD,1,02,02
0000102835,1000,30,00,03,USD,1,02,02
0000102836,1000,10,01,01,USD,1,01,02
0000102837,1000,20,00,03,USD,1,01,02
0000102838,1000,30,01,01,USD,1,02,01
0000102839,2000,10,00,01,USD,1,01,01
0000102839,1000,20,00,04,USD,1,01,01
0000102839,2000,20,00,02,USD,1,01,01
0000102840,2000,10,02,04,USD,1,02,01
0000102841,1000,10,01,01,USD,1,02,02
0000102842,1000,20,01,04,USD,1,02,01
0000102843,1000,10,00,01,USD,1,01,01
0000102844,3000,30,02,01,USD,1,01,01
0000102844,3000,10,01,03,USD,1,01,02
0000102844,2000,20,00,02,USD,1,02,02
0000102845,2000,30,00,03,USD,1,01,02
0000102845,1000,10,00,01,USD,1,01,02
0000102846,1000,30,02,01,USD,1,02,01
0000102847,3000,20,00,04,USD,1,01,02
0000102848,1000,10,01,03,USD,1,01,02
0000102849,1000,10,01,01,USD,1,01,02
0000102850,1000,20,00,01,USD,1,01,01
0000102851,1000,20,02,03,USD,1,02,02
0000102852,1000,10,00,01,USD,1,01,01
0000102852,1000,10,01,04,USD,1,01,01
0000102853,3000,10,00,02,USD,1,01,02
0000102853,1000,20,02,01,USD,1,01,02
0000102854,2000,20,02,03,USD,1,02,02
0000102855,1000,20,00,04,USD,1,01,01
0000102855,1000,10,00,01,USD,1,02,01
0000102856,1000,10,00,04,USD,1,02,01
0000102856,1000,10,01,01,USD,1,01,02
0000102857,1000,30,01,02,USD,1,02,02
0000102858,2000,20,02,03,USD,1,02,01
0000102858,3000,30,02,04,USD,1,01,02
0000102859,1000,20,00,01,USD,1,02,01
0000102860,3000,30,01,01,USD,1,02,02
0000102861,1000,10,02,02,USD,1,02,02
0000102861,1000,10,02,03,USD,1,01,01
0000102862,1000,30,00,04,USD,1,01,02
0000102863,2000,30,02,04,USD,1,01,01
0000102864,1000,20,01,02,USD,1,02,02
0000102865,1000,20,00,03,USD,1,01,01
0000102866,1000,20,01,02,USD,1,02,01
0000102866,1000,10,00,02,USD,1,02,02
0000102867,1000,30,00,02,USD,1,01,02
0000102868,1000,10,02,02,USD,1,02,02
0000102868,1000,10,00,03,USD,1,01,02
0000102868,3000,20,00,02,USD,1,01,02
