MATNR,MTART,MATKL,MEINS,MTPOS_MARA,PRDHA,ERNAM,ERSDA,LAEDA
000000000000000628,FERT,ELEC,EA,NORM,000000000000000007,SYSUSER,20240822,20250720
000000000000000629,FERT,MACH,KG,NORM,000000000000000008,SYSUSER,20230317,20250818
000000000000000630,FERT,CONS,L,NORM,000000000000000005,SYSUSER,20250103,20251022
000000000000000631,ROH,MACH,EA,NORM,000000000000000007,SYSUSER,20230825,20251024
000000000000000632,FERT,ELEC,EA,NORM,000000000000000015,SYSUSER,20231015,20250723
000000000000000633,HAWA,PART,KG,NORM,000000000000000004,SYSUSER,20241105,20250926
000000000000000634,FERT,PART,EA,NORM,000000000000000003,SYSUSER,20230807,20250910
000000000000000635,FERT,ELEC,EA,NORM,000000000000000018,SYSUSER,20240901,20251008
000000000000000636,ROH,ELEC,EA,NORM,000000000000000006,SYSUSER,20250403,20250905
000000000000000637,FERT,ELEC,EA,NORM,000000000000000013,SYSUSER,20240218,20250810
000000000000000638,FERT,MACH,EA,NORM,000000000000000011,SYSUSER,20240907,20251003
000000000000000639,FERT,MACH,EA,NORM,000000000000000011,SYSUSER,20250512,20251019
000000000000000640,FERT,ELEC,EA,NORM,000000000000000012,SYSUSER,20240915,20250917
000000000000000641,HAWA,ELEC,EA,NORM,000000000000000001,SYSUSER,20240407,20250723
000000000000000642,FERT,CONS,EA,NORM,000000000000000002,SYSUSER,20240201,20250809
000000000000000643,HAWA,MACH,EA,NORM,000000000000000019,SYSUSER,20240128,20250911
000000000000000644,FERT,PART,EA,NORM,000000000000000005,SYSUSER,20240429,20250729
000000000000000645,FERT,PART,EA,NORM,000000000000000013,SYSUSER,20250302,20250911
000000000000000646,HAWA,PART,EA,NORM,000000000000000002,SYSUSER,20240303,20250909
000000000000000647,ROH,ELEC,EA,NORM,000000000000000017,SYSUSER,20230610,20250930
000000000000000648,FERT,CONS,EA,NORM,000000000000000011,SYSUSER,20250130,20250903
000000000000000649,FERT,TOOL,EA,NORM,000000000000000015,SYSUSER,20250628,20250925
000000000000000650,FERT,ELEC,KG,NORM,000000000000000018,SYSUSER,20241130,20250723
000000000000000651,FERT,PART,EA,NORM,000000000000000010,SYSUSER,20250305,20250927
000000000000000652,HAWA,TOOL,EA,NORM,000000000000000002,SYSUSER,20230627,20251022
000000000000000653,FERT,PART,EA,NORM,000000000000000001,SYSUSER,20231122,20250821
000000000000000654,HAWA,ELEC,KG,NORM,000000000000000017,SYSUSER,20250125,20251009
000000000000000655,FERT,PART,KG,NORM,000000000000000008,SYSUSER,20240707,20250725
000000000000000656,HAWA,MACH,KG,NORM,000000000000000003,SYSUSER,20230920,20251020
000000000000000657,FERT,MACH,EA,NORM,000000000000000005,SYSUSER,20240628,20250804
000000000000000658,FERT,MACH,EA,NORM,000000000000000009,SYSUSER,20241029,20250718
000000000000000659,ROH,MACH,EA,NORM,000000000000000009,SYSUSER,20240117,20250806
000000000000000660,FERT,TOOL,EA,NORM,000000000000000004,SYSUSER,20250529,20250809
000000000000000661,FERT,MACH,EA,NORM,000000000000000008,SYSUSER,20250529,20250801
000000000000000662,FERT,PART,EA,NORM,000000000000000005,SYSUSER,20250329,20250802
000000000000000663,FERT,TOOL,EA,NORM,000000000000000011,SYSUSER,20230314,20251022
000000000000000664,FERT,PART,EA,NORM,000000000000000008,SYSUSER,20250529,20250728
000000000000000665,FERT,MACH,EA,NORM,000000000000000009,SYSUSER,20250321,20250901
000000000000000666,FERT,ELEC,EA,NORM,000000000000000016,SYSUSER,20240419,20250906
000000000000000667,HAWA,MACH,EA,NORM,000000000000000018,SYSUSER,20250313,20250815
000000000000000668,FERT,ELEC,KG,NORM,000000000000000016,SYSUSER,20241101,20250825
000000000000000669,FERT,MACH,KG,NORM,000000000000000019,SYSUSER,20230730,20251005
000000000000000670,FERT,TOOL,EA,NORM,000000000000000002,SYSUSER,20241219,20250728
000000000000000671,HAWA,CONS,KG,NORM,000000000000000011,SYSUSER,20230815,20250805
000000000000000672,FERT,ELEC,KG,NORM,000000000000000013,SYSUSER,20250708,20250916
000000000000000673,HAWA,PART,EA,NORM,000000000000000002,SYSUSER,20240513,20250801
000000000000000674,ROH,MACH,EA,NORM,000000000000000011,SYSUSER,20250405,20250801
000000000000000675,FERT,PART,L,NORM,000000000000000019,SYSUSER,20240201,20250920
000000000000000676,ROH,TOOL,EA,NORM,000000000000000019,SYSUSER,20231019,20250808
000000000000000677,FERT,ELEC,EA,NORM,000000000000000019,SYSUSER,20230731,20251007
000000000000000678,FERT,PART,KG,NORM,000000000000000011,SYSUSER,20240515,20251011
000000000000000679,HAWA,ELEC,EA,NORM,000000000000000014,SYSUSER,20240210,20250724
000000000000000680,FERT,PART,KG,NORM,000000000000000004,SYSUSER,20231024,20251009
000000000000000681,ROH,MACH,EA,NORM,000000000000000006,SYSUSER,20241001,20251010
000000000000000682,FERT,ELEC,EA,NORM,000000000000000012,SYSUSER,20230506,20251011
000000000000000683,FERT,PART,EA,NORM,000000000000000020,SYSUSER,20240224,20250929
000000000000000684,ROH,ELEC,EA,NORM,000000000000000004,SYSUSER,20231102,20250929
000000000000000685,FERT,PART,EA,NORM,000000000000000002,SYSUSER,20230513,20250921
000000000000000686,HAWA,MACH,EA,NORM,000000000000000002,SYSUSER,20230319,20250819
000000000000000687,HAWA,CONS,EA,NORM,000000000000000010,SYSUSER,20241223,20250909
000000000000000688,FERT,TOOL,L,NORM,000000000000000001,SYSUSER,20230728,20250902
000000000000000689,HAWA,PART,EA,NORM,000000000000000002,SYSUSER,20240918,20251004
000000000000000690,FERT,TOOL,KG,NORM,000000000000000012,SYSUSER,20250607,20250815
000000000000000691,FERT,ELEC,EA,NORM,000000000000000018,SYSUSER,20240225,20250928
000000000000000692,FERT,CONS,EA,NORM,000000000000000012,SYSUSER,20230813,20250824
000000000000000693,FERT,MACH,KG,NORM,000000000000000004,SYSUSER,20240813,20250924
000000000000000694,FERT,CONS,EA,NORM,000000000000000017,SYSUSER,20250715,20251023
000000000000000695,FERT,TOOL,EA,NORM,000000000000000014,SYSUSER,20230830,20251013
000000000000000696,FERT,TOOL,KG,NORM,000000000000000014,SYSUSER,20250326,20250812
000000000000000697,FERT,ELEC,EA,NORM,000000000000000001,SYSUSER,20230901,20250822
000000000000000698,FERT,CONS,EA,NORM,000000000000000015,SYSUSER,20250215,20251013
000000000000000699,FERT,TOOL,EA,NORM,000000000000000006,SYSUSER,20230511,20250820
000000000000000700,HAWA,ELEC,KG,NORM,000000000000000008,SYSUSER,20250502,20250724
000000000000000701,ROH,ELEC,L,NORM,000000000000000015,SYSUSER,20230708,20251012
000000000000000702,FERT,TOOL,L,NORM,000000000000000016,SYSUSER,20241028,20250803
000000000000000703,FERT,MACH,EA,NORM,000000000000000019,SYSUSER,20241123,20250827
000000000000000704,HAWA,TOOL,KG,NORM,000000000000000005,SYSUSER,20240917,20250921
000000000000000705,FERT,MACH,EA,NORM,000000000000000018,SYSUSER,20240329,20251018
000000000000000706,FERT,PART,EA,NORM,000000000000000020,SYSUSER,20250406,20251002
000000000000000707,FERT,CONS,EA,NORM,000000000000000017,SYSUSER,20230203,20251019
000000000000000708,FERT,ELEC,EA,NORM,000000000000000001,SYSUSER,20230226,20250917
000000000000000709,HAWA,CONS,EA,NORM,000000000000000010,SYSUSER,20240714,20250730
000000000000000710,FERT,PART,EA,NORM,000000000000000011,SYSUSER,20240831,20250831
000000000000000711,FERT,PART,EA,NORM,000000000000000016,SYSUSER,20230622,20251010
000000000000000712,FERT,TOOL,EA,NORM,000000000000000017,SYSUSER,20250411,20250719
000000000000000713,FERT,ELEC,EA,NORM,000000000000000020,SYSUSER,20250601,20251023
000000000000000714,ROH,ELEC,EA,NORM,000000000000000006,SYSUSER,20230226,20251007
000000000000000715,FERT,MACH,EA,NORM,000000000000000001,SYSUSER,20230907,20250803
000000000000000716,FERT,PART,L,NORM,000000000000000002,SYSUSER,20250124,20250912
000000000000000717,FERT,CONS,KG,NORM,000000000000000020,SYSUSER,20240716,20250829
000000000000000718,FERT,PART,EA,NORM,000000000000000020,SYSUSER,20231020,20250920
000000000000000719,ROH,CONS,EA,NORM,000000000000000008,SYSUSER,20230130,20250723
000000000000000720,FERT,MACH,EA,NORM,000000000000000011,SYSUSER,20250413,20250907
000000000000000721,FERT,PART,EA,NORM,000000000000000009,SYSUSER,20230405,20250911
000000000000000722,FERT,TOOL,KG,NORM,000000000000000004,SYSUSER,20250111,20251010
000000000000000723,HAWA,CONS,KG,NORM,000000000000000015,SYSUSER,20240602,20250903
000000000000000724,FERT,MACH,EA,NORM,000000000000000002,SYSUSER,20240406,20250920
000000000000000725,FERT,TOOL,EA,NORM,000000000000000012,SYSUSER,20230315,20250905
000000000000000726,ROH,PART,L,NORM,000000000000000019,SYSUSER,20230811,20250824
000000000000000727,FERT,ELEC,EA,NORM,000000000000000020,SYSUSER,20230420,20250901
000000000000000728,FERT,PART,EA,NORM,000000000000000002,SYSUSER,20230922,20251003
000000000000000729,FERT,CONS,EA,NORM,000000000000000010,SYSUSER,20250324,20251008
000000000000000730,FERT,CONS,EA,NORM,000000000000000001,SYSUSER,20230805,20250724
000000000000000731,FERT,CONS,EA,NORM,000000000000000003,SYSUSER,20250518,20251004
000000000000000732,FERT,PART,L,NORM,000000000000000006,SYSUSER,20250402,20250901
000000000000000733,FERT,TOOL,KG,NORM,000000000000000013,SYSUSER,20231121,20250824
000000000000000734,HAWA,MACH,EA,NORM,000000000000000010,SYSUSER,20230418,20250813
000000000000000735,FERT,CONS,KG,NORM,000000000000000017,SYSUSER,20230823,20250829
000000000000000736,FERT,CONS,EA,NORM,000000000000000006,SYSUSER,20250113,20250807
000000000000000737,ROH,ELEC,EA,NORM,000000000000000005,SYSUSER,20240624,20250717
000000000000000738,FERT,ELEC,EA,NORM,000000000000000016,SYSUSER,20240715,20250807
000000000000000739,FERT,MACH,EA,NORM,000000000000000010,SYSUSER,20250618,20250729
000000000000000740,FERT,CONS,L,NORM,000000000000000019,SYSUSER,20230312,20250723
000000000000000741,HAWA,CONS,KG,NORM,000000000000000018,SYSUSER,20250306,20250824
000000000000000742,HAWA,PART,EA,NORM,000000000000000018,SYSUSER,20240305,20251010
000000000000000743,FERT,PART,EA,NORM,000000000000000017,SYSUSER,20240522,20250829
000000000000000744,FERT,TOOL,EA,NORM,000000000000000004,SYSUSER,20250531,20251016
000000000000000745,HAWA,MACH,KG,NORM,000000000000000009,SYSUSER,20241023,20250802
000000000000000746,FERT,ELEC,EA,NORM,000000000000000018,SYSUSER,20240830,20251023
000000000000000747,ROH,MACH,EA,NORM,000000000000000008,SYSUSER,20230727,20250730
000000000000000748,FERT,TOOL,KG,NORM,000000000000000019,SYSUSER,20240127,20250718
000000000000000749,FERT,TOOL,EA,NORM,000000000000000002,SYSUSER,20230617,20250812
000000000000000750,FERT,ELEC,EA,NORM,000000000000000005,SYSUSER,20230707,20250813
000000000000000751,FERT,MACH,EA,NORM,000000000000000016,SYSUSER,20241130,20250731
000000000000000752,HAWA,ELEC,EA,NORM,000000000000000011,SYSUSER,20230204,20250911
000000000000000753,FERT,MACH,EA,NORM,000000000000000008,SYSUSER,20240202,20250819
000000000000000754,FERT,PART,EA,NORM,000000000000000001,SYSUSER,20230813,20250727
000000000000000755,FERT,ELEC,EA,NORM,000000000000000002,SYSUSER,20231023,20251012
000000000000000756,FERT,TOOL,EA,NORM,000000000000000019,SYSUSER,20240430,20250801
000000000000000757,FERT,CONS,KG,NORM,000000000000000015,SYSUSER,20230704,20250923
000000000000000758,ROH,TOOL,KG,NORM,000000000000000011,SYSUSER,20240311,20250910
000000000000000759,FERT,PART,L,NORM,000000000000000001,SYSUSER,20230907,20250730
000000000000000760,FERT,CONS,L,NORM,000000000000000010,SYSUSER,20230930,20250905
000000000000000761,FERT,MACH,EA,NORM,000000000000000014,SYSUSER,20250215,20250814
000000000000000762,FERT,PART,L,NORM,000000000000000004,SYSUSER,20231029,20251018
000000000000000763,HAWA,PART,EA,NORM,000000000000000009,SYSUSER,20250706,20250803
000000000000000764,HAWA,ELEC,EA,NORM,000000000000000011,SYSUSER,20250207,20250821
000000000000000765,FERT,CONS,EA,NORM,000000000000000018,SYSUSER,20230301,20250825
000000000000000766,FERT,TOOL,EA,NORM,000000000000000012,SYSUSER,20230226,20250822
000000000000000767,FERT,ELEC,EA,NORM,000000000000000001,SYSUSER,20230208,20251003
000000000000000768,HAWA,CONS,EA,NORM,000000000000000019,SYSUSER,20250502,20250720
000000000000000769,HAWA,PART,KG,NORM,000000000000000016,SYSUSER,20240301,20250913
000000000000000770,FERT,PART,L,NORM,000000000000000013,SYSUSER,20241113,20250912
000000000000000771,FERT,CONS,EA,NORM,000000000000000009,SYSUSER,20241006,20251018
000000000000000772,FERT,MACH,EA,NORM,000000000000000012,SYSUSER,20240214,20250926
000000000000000773,HAWA,ELEC,KG,NORM,000000000000000014,SYSUSER,20240101,20250803
000000000000000774,FERT,ELEC,EA,NORM,000000000000000017,SYSUSER,20240625,20250903
000000000000000775,FERT,MACH,L,NORM,000000000000000002,SYSUSER,20230403,20250924
000000000000000776,HAWA,TOOL,EA,NORM,000000000000000020,SYSUSER,20250428,20250827
000000000000000777,FERT,PART,EA,NORM,000000000000000004,SYSUSER,20240419,20250812
000000000000000778,FERT,CONS,KG,NORM,000000000000000017,SYSUSER,20240415,20251013
000000000000000779,FERT,ELEC,KG,NORM,000000000000000010,SYSUSER,20230221,20250822
000000000000000780,ROH,ELEC,EA,NORM,000000000000000011,SYSUSER,20240416,20250914
000000000000000781,FERT,PART,EA,NORM,000000000000000013,SYSUSER,20250318,20250822
000000000000000782,FERT,MACH,L,NORM,000000000000000002,SYSUSER,20230615,20250802
000000000000000783,FERT,PART,EA,NORM,000000000000000012,SYSUSER,20250629,20251011
000000000000000784,FERT,ELEC,KG,NORM,000000000000000006,SYSUSER,20240530,20250902
000000000000000785,ROH,MACH,EA,NORM,000000000000000004,SYSUSER,20250611,20250814
000000000000000786,FERT,PART,EA,NORM,000000000000000006,SYSUSER,20240102,20251024
000000000000000787,FERT,MACH,EA,NORM,000000000000000012,SYSUSER,20230325,20251013
000000000000000788,FERT,TOOL,EA,NORM,000000000000000002,SYSUSER,20230429,20250808
000000000000000789,ROH,PART,EA,NORM,000000000000000004,SYSUSER,20231023,20250804
000000000000000790,ROH,MACH,KG,NORM,000000000000000013,SYSUSER,20240909,20250820
000000000000000791,FERT,CONS,KG,NORM,000000000000000001,SYSUSER,20231220,20250928
000000000000000792,FERT,PART,EA,NORM,000000000000000005,SYSUSER,20230916,20250731
000000000000000793,FERT,TOOL,EA,NORM,000000000000000020,SYSUSER,20240406,20250911
000000000000000794,HAWA,TOOL,KG,NORM,000000000000000010,SYSUSER,20240710,20251018
000000000000000795,FERT,CONS,KG,NORM,000000000000000005,SYSUSER,20230403,20250926
000000000000000796,FERT,ELEC,EA,NORM,000000000000000015,SYSUSER,20230306,20250827
000000000000000797,FERT,ELEC,EA,NORM,000000000000000007,SYSUSER,20240812,20250814
000000000000000798,ROH,CONS,EA,NORM,000000000000000001,SYSUSER,20230524,20250806
000000000000000799,FERT,MACH,KG,NORM,000000000000000014,SYSUSER,20231111,20250825
000000000000000800,FERT,MACH,EA,NORM,000000000000000008,SYSUSER,20230715,20250801
000000000000000801,HAWA,TOOL,KG,NORM,000000000000000020,SYSUSER,20240710,20250725
000000000000000802,FERT,PART,EA,NORM,000000000000000013,SYSUSER,20240410,20251010
000000000000000803,HAWA,PART,EA,NORM,000000000000000013,SYSUSER,20250409,20250719
000000000000000804,FERT,MACH,L,NORM,000000000000000001,SYSUSER,20230912,20250926
000000000000000805,FERT,MACH,EA,NORM,000000000000000020,SYSUSER,20250715,20250911
000000000000000806,FERT,ELEC,EA,NORM,000000000000000014,SYSUSER,20240719,20250804
000000000000000807,ROH,PART,EA,NORM,000000000000000010,SYSUSER,20230420,20250917
000000000000000808,FERT,TOOL,EA,NORM,000000000000000007,SYSUSER,20240104,20250819
000000000000000809,FERT,PART,EA,NORM,000000000000000002,SYSUSER,20240630,20250727
000000000000000810,FERT,ELEC,EA,NORM,000000000000000006,SYSUSER,20250331,20251019
000000000000000811,FERT,PART,KG,NORM,000000000000000018,SYSUSER,20250130,20250822
000000000000000812,FERT,ELEC,EA,NORM,000000000000000008,SYSUSER,20250224,20250725
000000000000000813,FERT,CONS,EA,NORM,000000000000000015,SYSUSER,20230618,20250724
000000000000000814,HAWA,PART,EA,NORM,000000000000000005,SYSUSER,20240524,20251011
000000000000000815,FERT,TOOL,L,NORM,000000000000000010,SYSUSER,20241030,20250807
000000000000000816,FERT,ELEC,KG,NORM,000000000000000006,SYSUSER,20241229,20250930
000000000000000817,FERT,PART,EA,NORM,000000000000000002,SYSUSER,20250316,20250904
000000000000000818,ROH,TOOL,EA,NORM,000000000000000009,SYSUSER,20241209,20250827
000000000000000819,HAWA,PART,EA,NORM,000000000000000011,SYSUSER,20230326,20250930
000000000000000820,HAWA,ELEC,EA,NORM,000000000000000008,SYSUSER,20230715,20250911
000000000000000821,FERT,PART,L,NORM,000000000000000006,SYSUSER,20250329,20250720
000000000000000822,ROH,ELEC,KG,NORM,000000000000000018,SYSUSER,20240519,20251019
000000000000000823,FERT,CONS,KG,NORM,000000000000000002,SYSUSER,20231008,20250730
000000000000000824,HAWA,CONS,L,NORM,000000000000000018,SYSUSER,20231123,20251009
000000000000000825,FERT,TOOL,EA,NORM,000000000000000008,SYSUSER,20230519,20250828
000000000000000826,FERT,PART,EA,NORM,000000000000000019,SYSUSER,20240405,20250801
000000000000000827,FERT,ELEC,EA,NORM,000000000000000005,SYSUSER,20231122,20250821
000000000000000828,HAWA,MACH,EA,NORM,000000000000000004,SYSUSER,20250302,20250822
000000000000000829,FERT,MACH,EA,NORM,000000000000000007,SYSUSER,20250713,20250818
000000000000000830,FERT,ELEC,EA,NORM,000000000000000015,SYSUSER,20230625,20251018
000000000000000831,FERT,PART,EA,NORM,000000000000000019,SYSUSER,20231229,20250830
000000000000000832,FERT,MACH,KG,NORM,000000000000000018,SYSUSER,20230312,20250811
000000000000000833,HAWA,PART,EA,NORM,000000000000000006,SYSUSER,20240310,20250820
000000000000000834,FERT,MACH,EA,NORM,000000000000000013,SYSUSER,20230510,20251002
000000000000000835,HAWA,TOOL,EA,NORM,000000000000000012,SYSUSER,20230809,20250811
000000000000000836,FERT,TOOL,L,NORM,000000000000000013,SYSUSER,20250121,20250723
000000000000000837,FERT,TOOL,EA,NORM,000000000000000015,SYSUSER,20230405,20251008
000000000000000838,FERT,MACH,EA,NORM,000000000000000018,SYSUSER,20250402,20250905
000000000000000839,HAWA,PART,KG,NORM,000000000000000020,SYSUSER,20230913,20250809
000000000000000840,ROH,CONS,KG,NORM,000000000000000017,SYSUSER,20231105,20250913
000000000000000841,HAWA,CONS,EA,NORM,000000000000000019,SYSUSER,20240217,20250905
000000000000000842,FERT,MACH,EA,NORM,000000000000000003,SYSUSER,20240515,20250808
000000000000000843,FERT,ELEC,KG,NORM,000000000000000001,SYSUSER,20230808,20250719
000000000000000844,FERT,PART,EA,NORM,000000000000000005,SYSUSER,20241105,20250919
000000000000000845,FERT,PART,EA,NORM,000000000000000015,SYSUSER,20240605,20250911
000000000000000846,FERT,MACH,EA,NORM,000000000000000006,SYSUSER,20240919,20250828
000000000000000847,HAWA,ELEC,KG,NORM,000000000000000008,SYSUSER,20230415,20251007
000000000000000848,HAWA,ELEC,L,NORM,000000000000000003,SYSUSER,20250226,20250902
000000000000000849,HAWA,TOOL,EA,NORM,000000000000000019,SYSUSER,20231109,20250727
000000000000000850,FERT,PART,EA,NORM,000000000000000008,SYSUSER,20230612,20250820
000000000000000851,FERT,TOOL,EA,NORM,000000000000000014,SYSUSER,20240914,20250727
000000000000000852,FERT,PART,EA,NORM,000000000000000017,SYSUSER,20240104,20250914
000000000000000853,FERT,TOOL,L,NORM,000000000000000005,SYSUSER,20230720,20250722
000000000000000854,FERT,MACH,EA,NORM,000000000000000020,SYSUSER,20231229,20250805
000000000000000855,HAWA,CONS,EA,NORM,000000000000000003,SYSUSER,20241207,20250929
000000000000000856,FERT,ELEC,EA,NORM,000000000000000020,SYSUSER,20241215,20250806
000000000000000857,FERT,PART,KG,NORM,000000000000000007,SYSUSER,20230717,20250917
000000000000000858,FERT,MACH,L,NORM,000000000000000004,SYSUSER,20230814,20250910
000000000000000859,FERT,MACH,EA,NORM,000000000000000003,SYSUSER,20230829,20251008
000000000000000860,ROH,MACH,KG,NORM,000000000000000018,SYSUSER,20230721,20250802
000000000000000861,HAWA,MACH,KG,NORM,000000000000000015,SYSUSER,20250116,20250821
000000000000000862,HAWA,TOOL,EA,NORM,000000000000000018,SYSUSER,20240109,20250728
000000000000000863,HAWA,PART,L,NORM,000000000000000017,SYSUSER,20231004,20250913
000000000000000864,HAWA,CONS,EA,NORM,000000000000000005,SYSUSER,20230721,20251010
000000000000000865,FERT,CONS,KG,NORM,000000000000000018,SYSUSER,20230530,20250909
000000000000000866,ROH,PART,L,NORM,000000000000000012,SYSUSER,20231220,20250824
000000000000000867,FERT,ELEC,EA,NORM,000000000000000004,SYSUSER,20231129,20250812
000000000000000868,FERT,MACH,EA,NORM,000000000000000011,SYSUSER,20230903,20250726
000000000000000869,FERT,TOOL,L,NORM,000000000000000008,SYSUSER,20240516,20250730
000000000000000870,FERT,PART,L,NORM,000000000000000009,SYSUSER,20230613,20250817
000000000000000871,FERT,ELEC,EA,NORM,000000000000000013,SYSUSER,20240928,20250831
000000000000000872,FERT,MACH,EA,NORM,000000000000000020,SYSUSER,20230412,20251023
000000000000000873,FERT,TOOL,KG,NORM,000000000000000018,SYSUSER,20240129,20251011
000000000000000874,FERT,CONS,EA,NORM,000000000000000007,SYSUSER,20250622,20250906
000000000000000875,FERT,CONS,KG,NORM,000000000000000020,SYSUSER,20250219,20251018
000000000000000876,HAWA,TOOL,EA,NORM,000000000000000007,SYSUSER,20230831,20251017
000000000000000877,FERT,MACH,KG,NORM,000000000000000018,SYSUSER,20241225,20250920
000000000000000878,HAWA,MACH,EA,NORM,000000000000000019,SYSUSER,20230610,20251004
000000000000000879,FERT,MACH,EA,NORM,000000000000000006,SYSUSER,20240927,20250729
000000000000000880,FERT,CONS,KG,NORM,000000000000000020,SYSUSER,20241103,20251006
000000000000000881,FERT,ELEC,EA,NORM,000000000000000012,SYSUSER,20230311,20251017
000000000000000882,ROH,TOOL,EA,NORM,000000000000000019,SYSUSER,20230810,20250917
000000000000000883,FERT,MACH,KG,NORM,000000000000000020,SYSUSER,20241221,20250720
000000000000000884,HAWA,MACH,KG,NORM,000000000000000016,SYSUSER,20240110,20251020
000000000000000885,FERT,MACH,KG,NORM,000000000000000019,SYSUSER,20240715,20250828
000000000000000886,HAWA,TOOL,EA,NORM,000000000000000007,SYSUSER,20250404,20250807
000000000000000887,FERT,CONS,L,NORM,000000000000000013,SYSUSER,20230210,20250730
000000000000000888,FERT,MACH,EA,NORM,000000000000000002,SYSUSER,20230621,20250814
000000000000000889,FERT,CONS,EA,NORM,000000000000000001,SYSUSER,20230213,20250926
000000000000000890,FERT,TOOL,EA,NORM,000000000000000010,SYSUSER,20230618,20250803
000000000000000891,HAWA,MACH,KG,NORM,000000000000000009,SYSUSER,20231221,20250905
000000000000000892,HAWA,CONS,EA,NORM,000000000000000001,SYSUSER,20241116,20250820
000000000000000893,FERT,CONS,EA,NORM,000000000000000009,SYSUSER,20230506,20250727
000000000000000894,FERT,TOOL,EA,NORM,000000000000000016,SYSUSER,20240926,20250728
000000000000000895,FERT,CONS,KG,NORM,000000000000000015,SYSUSER,20230906,20251018
000000000000000896,HAWA,PART,KG,NORM,000000000000000005,SYSUSER,20240622,20250905
000000000000000897,ROH,PART,EA,NORM,000000000000000005,SYSUSER,20240517,20250729
000000000000000898,FERT,MACH,EA,NORM,000000000000000004,SYSUSER,20240831,20250815
000000000000000899,FERT,CONS,KG,NORM,000000000000000002,SYSUSER,20250523,20251023
000000000000000900,FERT,TOOL,EA,NORM,000000000000000015,SYSUSER,20230617,20250922
000000000000000901,FERT,MACH,EA,NORM,000000000000000011,SYSUSER,20241222,20250806
000000000000000902,HAWA,MACH,KG,NORM,000000000000000017,SYSUSER,20230209,20250717
000000000000000903,FERT,PART,KG,NORM,000000000000000018,SYSUSER,20230217,20250829
000000000000000904,HAWA,MACH,EA,NORM,000000000000000018,SYSUSER,20230321,20250926
000000000000000905,FERT,CONS,KG,NORM,000000000000000003,SYSUSER,20231008,20250726
000000000000000906,FERT,CONS,EA,NORM,000000000000000005,SYSUSER,20230722,20250803
000000000000000907,HAWA,TOOL,EA,NORM,000000000000000009,SYSUSER,20240706,20250720
000000000000000908,FERT,ELEC,EA,NORM,000000000000000001,SYSUSER,20231123,20250816
000000000000000909,FERT,TOOL,EA,NORM,000000000000000006,SYSUSER,20230622,20250808
000000000000000910,HAWA,PART,EA,NORM,000000000000000007,SYSUSER,20241228,20250717
000000000000000911,FERT,CONS,EA,NORM,000000000000000009,SYSUSER,20230706,20250930
000000000000000912,HAWA,CONS,EA,NORM,000000000000000016,SYSUSER,20240919,20250828
000000000000000913,ROH,PART,EA,NORM,000000000000000005,SYSUSER,20250117,20250729
000000000000000914,FERT,PART,EA,NORM,000000000000000014,SYSUSER,20250502,20251001
000000000000000915,FERT,ELEC,EA,NORM,000000000000000002,SYSUSER,20250121,20250722
000000000000000916,FERT,MACH,EA,NORM,000000000000000019,SYSUSER,20240207,20251009
000000000000000917,HAWA,MACH,EA,NORM,000000000000000017,SYSUSER,20240626,20251019
000000000000000918,FERT,TOOL,KG,NORM,000000000000000003,SYSUSER,20240505,20250919
000000000000000919,FERT,MACH,EA,NORM,000000000000000016,SYSUSER,20231226,20250921
000000000000000920,FERT,CONS,EA,NORM,000000000000000016,SYSUSER,20250306,20251004
000000000000000921,FERT,PART,EA,NORM,000000000000000001,SYSUSER,20231127,20250922
000000000000000922,FERT,PART,EA,NORM,000000000000000014,SYSUSER,20250712,20250912
000000000000000923,HAWA,ELEC,EA,NORM,000000000000000003,SYSUSER,20240327,20250726
000000000000000924,ROH,ELEC,EA,NORM,000000000000000001,SYSUSER,20250209,20251019
000000000000000925,FERT,CONS,EA,NORM,000000000000000005,SYSUSER,20250210,20250913
000000000000000926,ROH,TOOL,EA,NORM,000000000000000011,SYSUSER,20231114,20251018
000000000000000927,FERT,PART,KG,NORM,000000000000000018,SYSUSER,20230517,20250805
000000000000000928,HAWA,TOOL,EA,NORM,000000000000000012,SYSUSER,20231026,20250801
000000000000000929,FERT,PART,EA,NORM,000000000000000013,SYSUSER,20240912,20250823
000000000000000930,FERT,CONS,EA,NORM,000000000000000018,SYSUSER,20230501,20250812
000000000000000931,FERT,ELEC,EA,NORM,000000000000000007,SYSUSER,20240101,20250909
000000000000000932,FERT,ELEC,KG,NORM,000000000000000004,SYSUSER,20250504,20250726
000000000000000933,FERT,TOOL,EA,NORM,000000000000000006,SYSUSER,20240826,20250818
000000000000000934,FERT,PART,L,NORM,000000000000000002,SYSUSER,20241204,20251001
000000000000000935,FERT,MACH,EA,NORM,000000000000000007,SYSUSER,20240131,20251016
000000000000000936,HAWA,MACH,EA,NORM,000000000000000008,SYSUSER,20230504,20250821
000000000000000937,FERT,TOOL,KG,NORM,000000000000000010,SYSUSER,20250204,20250901
000000000000000938,FERT,MACH,EA,NORM,000000000000000002,SYSUSER,20240108,20250817
000000000000000939,ROH,ELEC,EA,NORM,000000000000000014,SYSUSER,20240530,20251013
000000000000000940,FERT,PART,EA,NORM,000000000000000018,SYSUSER,20240725,20250926
000000000000000941,ROH,TOOL,EA,NORM,000000000000000013,SYSUSER,20241211,20250801
000000000000000942,HAWA,ELEC,L,NORM,000000000000000017,SYSUSER,20240812,20250912
