VBELN,FKART,FKDAT,ERDAT,ERZET,ERNAM,KUNAG,KUNRG,VKORG,NETWR,WAERK,FKSTO,VBUND,RFBSK
9000003141,F2,20251005,20251005,091600,BILLUSER,0000102310,0000102310,3000,0,EUR,,,A
9000003142,F2,20251013,20251013,143300,BILLUSER,0000103307,0000103307,2000,0,EUR,,,B
9000003143,F2,20251008,20251008,091300,BILLUSER,0000101011,0000101011,1000,0,USD,,,B
9000003144,F2,20251020,20251020,101000,BILLUSER,0000102883,0000102883,1000,0,USD,,,A
9000003145,F2,20251009,20251009,105700,BILLUSER,0000103750,0000103750,3000,0,EUR,,,A
9000003146,F8,20251005,20251005,115500,BILLUSER,0000103301,0000103301,1000,0,USD,,,A
9000003147,F2,20251009,20251009,085500,BILLUSER,0000104808,0000104808,3000,0,EUR,,,A
9000003148,F2,20251021,20251021,145800,BILLUSER,0000103163,0000103163,2000,0,EUR,,,B
9000003149,F2,20251010,20251010,120800,BILLUSER,0000104164,0000104164,1000,0,USD,,,A
9000003150,F2,20251007,20251007,094700,BILLUSER,0000101857,0000101857,1000,0,USD,,,B
9000003151,F2,20251026,20251026,151200,BILLUSER,0000102676,0000102676,1000,0,USD,,,C
9000003152,F8,20251002,20251002,165800,BILLUSER,0000101805,0000101805,1000,0,USD,,,A
9000003153,F2,20251026,20251026,124200,BILLUSER,0000100286,0000100286,1000,0,USD,,,A
9000003154,F2,20251006,20251006,101900,BILLUSER,0000100616,0000100616,3000,0,EUR,,,A
9000003155,F2,20251023,20251023,154400,BILLUSER,0000102108,0000102108,1000,0,USD,,,A
9000003156,F2,20251024,20251024,095700,BILLUSER,0000104534,0000104534,2000,0,EUR,,,A
9000003157,F2,20251028,20251028,134400,BILLUSER,0000104574,0000104574,1000,0,USD,,,A
9000003158,F2,20251007,20251007,115800,BILLUSER,0000101626,0000101626,2000,0,EUR,,,A
9000003159,F2,20251010,20251010,151600,BILLUSER,0000101695,0000101695,1000,0,USD,,,A
9000003160,F2,20251013,20251013,082800,BILLUSER,0000100473,0000100473,1000,0,USD,,,A
9000003161,F2,20251031,20251031,142700,BILLUSER,0000102333,0000102333,2000,0,EUR,,,A
9000003162,F8,20251008,20251008,161600,BILLUSER,0000103735,0000103735,1000,0,USD,,,C
9000003163,F2,20251004,20251004,123500,BILLUSER,0000102293,0000102293,2000,0,EUR,,,B
9000003164,F2,20251101,20251101,154200,BILLUSER,0000103758,0000103758,1000,0,USD,,,A
9000003165,F2,20251024,20251024,110800,BILLUSER,0000103717,0000103717,1000,0,USD,,,A
9000003166,F2,20251019,20251019,140100,BILLUSER,0000102769,0000102769,3000,0,EUR,,,B
9000003167,F2,20251012,20251012,103400,BILLUSER,0000104682,0000104682,1000,0,USD,,,B
9000003168,F2,20251017,20251017,080500,BILLUSER,0000102625,0000102625,1000,0,USD,,,B
9000003169,F2,20251004,20251004,170300,BILLUSER,0000104546,0000104546,1000,0,USD,,,A
9000003170,F2,20251012,20251012,091400,BILLUSER,0000100331,0000100331,1000,0,USD,,,A
9000003171,F2,20251022,20251022,090700,BILLUSER,0000101813,0000101813,1000,0,USD,,,A
9000003172,F2,20251025,20251025,140800,BILLUSER,0000104515,0000104515,2000,0,EUR,,,A
9000003173,F2,20251018,20251018,085500,BILLUSER,0000102636,0000102636,1000,0,USD,,,B
9000003174,F2,20251001,20251001,110400,BILLUSER,0000103810,0000103810,3000,0,EUR,,,A
9000003175,F2,20251021,20251021,163000,BILLUSER,0000104152,0000104152,1000,0,USD,,,A
9000003176,F2,20251003,20251003,082600,BILLUSER,0000100346,0000100346,2000,0,EUR,,,A
9000003177,F2,20251011,20251011,103900,BILLUSER,0000103006,0000103006,3000,0,EUR,,,A
9000003178,F8,20251028,20251028,094300,BILLUSER,0000103504,0000103504,1000,0,USD,,,A
9000003179,F2,20251021,20251021,154800,BILLUSER,0000103183,0000103183,2000,0,EUR,,,A
9000003180,F2,20251022,20251022,082300,BILLUSER,0000103315,0000103315,1000,0,USD,,,C
9000003181,F2,20251006,20251006,110500,BILLUSER,0000103193,0000103193,1000,0,USD,,,C
9000003182,F2,20251015,20251015,152100,BILLUSER,0000101621,0000101621,1000,0,USD,,,A
9000003183,F2,20251023,20251023,122600,BILLUSER,0000100629,0000100629,2000,0,EUR,,,A
9000003184,F2,20251019,20251019,100600,BILLUSER,0000104516,0000104516,2000,0,EUR,,,A
9000003185,F2,20251025,20251025,133600,BILLUSER,0000101172,0000101172,2000,0,EUR,,,A
9000003186,F2,20251014,20251014,170400,BILLUSER,0000103102,0000103102,1000,0,USD,,,A
9000003187,F2,20251013,20251013,131600,BILLUSER,0000100544,0000100544,1000,0,USD,,,A
9000003188,F2,20251004,20251004,160300,BILLUSER,0000100098,0000100098,1000,0,USD,,,A
9000003189,F2,20251010,20251010,172100,BILLUSER,0000104734,0000104734,3000,0,EUR,,,A
9000003190,F2,20251026,20251026,084600,BILLUSER,0000104902,0000104902,3000,0,EUR,,,A
9000003191,F8,20251028,20251028,125100,BILLUSER,0000103703,0000103703,1000,0,USD,,,A
9000003192,F2,20251029,20251029,104000,BILLUSER,0000100003,0000100003,1000,0,USD,,,B
9000003193,F2,20250927,20250927,152400,BILLUSER,0000103105,0000103105,1000,0,USD,,,A
9000003194,F2,20251001,20251001,155900,BILLUSER,0000104005,0000104005,1000,0,USD,,,A
9000003195,F2,20251029,20251029,174400,BILLUSER,0000101285,0000101285,3000,0,EUR,,,A
9000003196,F2,20250927,20250927,082300,BILLUSER,0000104717,0000104717,1000,0,USD,,,A
9000003197,F2,20251023,20251023,121700,BILLUSER,0000104339,0000104339,2000,0,EUR,,,A
9000003198,F2,20251011,20251011,103000,BILLUSER,0000103131,0000103131,1000,0,USD,,,A
9000003199,F2,20251002,20251002,082100,BILLUSER,0000100042,0000100042,1000,0,USD,,,C
9000003200,F2,20251020,20251020,121300,BILLUSER,0000102631,0000102631,1000,0,USD,,,A
9000003201,F2,20251001,20251001,175900,BILLUSER,0000102421,0000102421,2000,0,EUR,,,B
9000003202,F2,20251018,20251018,174500,BILLUSER,0000100082,0000100082,1000,0,USD,,,B
9000003203,F2,20251025,20251025,093700,BILLUSER,0000102950,0000102950,2000,0,EUR,,,A
9000003204,F2,20251017,20251017,100600,BILLUSER,0000103928,0000103928,1000,0,USD,,,C
9000003205,F2,20251102,20251102,163600,BILLUSER,0000103838,0000103838,1000,0,USD,,,A
9000003206,F2,20251003,20251003,141800,BILLUSER,0000104654,0000104654,1000,0,USD,,,A
9000003207,F2,20251024,20251024,150200,BILLUSER,0000100556,0000100556,2000,0,EUR,,,A
9000003208,F2,20251022,20251022,174000,BILLUSER,0000104205,0000104205,1000,0,USD,,,A
9000003209,F2,20251022,20251022,081000,BILLUSER,0000102940,0000102940,1000,0,USD,,,A
9000003210,F2,20251008,20251008,164300,BILLUSER,0000102027,0000102027,1000,0,USD,,,A
9000003211,F2,20251026,20251026,130100,BILLUSER,0000101665,0000101665,1000,0,USD,,,C
9000003212,F2,20251010,20251010,090700,BILLUSER,0000103355,0000103355,3000,0,EUR,,,B
9000003213,F2,20251015,20251015,093300,BILLUSER,0000102304,0000102304,1000,0,USD,,,C
9000003214,F2,20251020,20251020,163700,BILLUSER,0000103917,0000103917,1000,0,USD,,,A
9000003215,F2,20251016,20251016,090300,BILLUSER,0000101970,0000101970,3000,0,EUR,,,A
9000003216,F2,20251020,20251020,102400,BILLUSER,0000102823,0000102823,3000,0,EUR,,,A
9000003217,F2,20251014,20251014,121100,BILLUSER,0000101631,0000101631,1000,0,USD,,,A
9000003218,F8,20251026,20251026,174500,BILLUSER,0000101457,0000101457,1000,0,USD,,,A
9000003219,F2,20251022,20251022,125800,BILLUSER,0000104009,0000104009,2000,0,EUR,,,A
9000003220,F2,20251028,20251028,131200,BILLUSER,0000103955,0000103955,1000,0,USD,,,A
9000003221,F2,20251011,20251011,142300,BILLUSER,0000104229,0000104229,1000,0,USD,,,B
9000003222,F2,20251018,20251018,133000,BILLUSER,0000104399,0000104399,1000,0,USD,,,B
9000003223,F2,20251008,20251008,131700,BILLUSER,0000104420,0000104420,1000,0,USD,,,C
9000003224,F2,20251101,20251101,103800,BILLUSER,0000102533,0000102533,2000,0,EUR,,,B
9000003225,F2,20251009,20251009,172800,BILLUSER,0000102000,0000102000,1000,0,USD,,,A
9000003226,F2,20251001,20251001,130900,BILLUSER,0000103013,0000103013,1000,0,USD,,,A
9000003227,F2,20251027,20251027,122500,BILLUSER,0000101391,0000101391,3000,0,EUR,,,A
9000003228,F2,20251014,20251014,141600,BILLUSER,0000102241,0000102241,1000,0,USD,,,A
9000003229,F2,20251007,20251007,101400,BILLUSER,0000101190,0000101190,2000,0,EUR,,,A
9000003230,F2,20250930,20250930,082000,BILLUSER,0000103366,0000103366,1000,0,USD,,,A
9000003231,F2,20251018,20251018,130500,BILLUSER,0000101010,0000101010,2000,0,EUR,,,A
9000003232,F2,20251017,20251017,085600,BILLUSER,0000103069,0000103069,1000,0,USD,,,A
9000003233,F2,20251014,20251014,132200,BILLUSER,0000104613,0000104613,1000,0,USD,,,A
9000003234,F2,20251019,20251019,082500,BILLUSER,0000100410,0000100410,1000,0,USD,,,A
9000003235,F2,20251023,20251023,130900,BILLUSER,0000103485,0000103485,1000,0,USD,,,A
9000003236,F2,20251027,20251027,090800,BILLUSER,0000102602,0000102602,1000,0,USD,,,A
9000003237,F2,20251017,20251017,174000,BILLUSER,0000103790,0000103790,2000,0,EUR,,,A
9000003238,F2,20251016,20251016,171000,BILLUSER,0000102609,0000102609,2000,0,EUR,,,A
9000003239,F2,20251013,20251013,122200,BILLUSER,0000104909,0000104909,1000,0,USD,,,B
9000003240,F2,20251019,20251019,103800,BILLUSER,0000103597,0000103597,1000,0,USD,,,A
9000003241,F2,20251007,20251007,172200,BILLUSER,0000104416,0000104416,2000,0,EUR,,,A
9000003242,F2,20251023,20251023,132200,BILLUSER,0000101222,0000101222,3000,0,EUR,,,B
9000003243,F2,20250928,20250928,165400,BILLUSER,0000104014,0000104014,2000,0,EUR,,,A
9000003244,F8,20251001,20251001,173100,BILLUSER,0000101167,0000101167,2000,0,EUR,,,A
9000003245,F2,20251009,20251009,170600,BILLUSER,0000101248,0000101248,2000,0,EUR,,,A
9000003246,F2,20251020,20251020,112000,BILLUSER,0000102108,0000102108,2000,0,EUR,,,A
9000003247,F2,20251007,20251007,124500,BILLUSER,0000100472,0000100472,3000,0,EUR,,,A
9000003248,F2,20251015,20251015,083800,BILLUSER,0000104513,0000104513,2000,0,EUR,,,A
9000003249,F2,20251003,20251003,142300,BILLUSER,0000100414,0000100414,2000,0,EUR,,,A
9000003250,F2,20251019,20251019,093500,BILLUSER,0000104719,0000104719,1000,0,USD,,,A
9000003251,F8,20251025,20251025,130700,BILLUSER,0000103540,0000103540,1000,0,USD,,,A
9000003252,F2,20251014,20251014,124000,BILLUSER,0000104661,0000104661,1000,0,USD,,,B
9000003253,F2,20251009,20251009,130100,BILLUSER,0000102026,0000102026,3000,0,EUR,,,B
9000003254,F2,20251020,20251020,134300,BILLUSER,0000100560,0000100560,1000,0,USD,,,A
9000003255,F2,20251016,20251016,140700,BILLUSER,0000104409,0000104409,1000,0,USD,,,A
9000003256,F2,20251014,20251014,150100,BILLUSER,0000103790,0000103790,1000,0,USD,,,B
9000003257,F2,20251002,20251002,095200,BILLUSER,0000101141,0000101141,1000,0,USD,,,A
9000003258,F2,20251029,20251029,121000,BILLUSER,0000100680,0000100680,1000,0,USD,,,C
9000003259,F2,20251018,20251018,125800,BILLUSER,0000100898,0000100898,2000,0,EUR,,,A
9000003260,F2,20251028,20251028,113600,BILLUSER,0000104529,0000104529,1000,0,USD,,,A
9000003261,F2,20251009,20251009,081100,BILLUSER,0000104615,0000104615,1000,0,USD,,,A
9000003262,F2,20251019,20251019,101000,BILLUSER,0000101843,0000101843,2000,0,EUR,,,A
9000003263,F8,20251017,20251017,173100,BILLUSER,0000100519,0000100519,1000,0,USD,,,A
9000003264,F2,20251021,20251021,150400,BILLUSER,0000102560,0000102560,1000,0,USD,,,A
9000003265,F2,20251008,20251008,092500,BILLUSER,0000104920,0000104920,1000,0,USD,,,A
9000003266,F2,20251006,20251006,135100,BILLUSER,0000100843,0000100843,2000,0,EUR,,,A
9000003267,F2,20251022,20251022,123000,BILLUSER,0000101202,0000101202,1000,0,USD,,,A
9000003268,F2,20251011,20251011,120600,BILLUSER,0000100641,0000100641,1000,0,USD,,,A
9000003269,F2,20251015,20251015,100000,BILLUSER,0000101290,0000101290,3000,0,EUR,,,A
9000003270,F2,20251027,20251027,145500,BILLUSER,0000104534,0000104534,2000,0,EUR,,,A
9000003271,F2,20251027,20251027,122800,BILLUSER,0000100046,0000100046,2000,0,EUR,,,B
9000003272,F2,20251013,20251013,165700,BILLUSER,0000104484,0000104484,2000,0,EUR,,,A
9000003273,F2,20251019,20251019,145100,BILLUSER,0000102566,0000102566,1000,0,USD,,,A
9000003274,F2,20251025,20251025,125500,BILLUSER,0000102535,0000102535,1000,0,USD,,,A
9000003275,F2,20251006,20251006,175600,BILLUSER,0000101526,0000101526,2000,0,EUR,,,C
9000003276,F2,20251024,20251024,131600,BILLUSER,0000101920,0000101920,1000,0,USD,,,A
9000003277,F2,20251014,20251014,093500,BILLUSER,0000100735,0000100735,1000,0,USD,,,A
9000003278,F2,20251031,20251031,081300,BILLUSER,0000104096,0000104096,2000,0,EUR,,,B
9000003279,F2,20251022,20251022,132800,BILLUSER,0000101246,0000101246,1000,0,USD,,,A
9000003280,F2,20251009,20251009,091200,BILLUSER,0000100861,0000100861,2000,0,EUR,,,A
9000003281,F2,20251030,20251030,105100,BILLUSER,0000101698,0000101698,1000,0,USD,,,C
9000003282,F2,20251007,20251007,102900,BILLUSER,0000103542,0000103542,2000,0,EUR,,,A
9000003283,F2,20251002,20251002,105100,BILLUSER,0000102658,0000102658,1000,0,USD,,,A
9000003284,F2,20251028,20251028,113500,BILLUSER,0000103492,0000103492,1000,0,USD,,,B
9000003285,F2,20251020,20251020,080500,BILLUSER,0000104430,0000104430,1000,0,USD,,,A
9000003286,F2,20251023,20251023,083300,BILLUSER,0000104124,0000104124,1000,0,USD,,,A
9000003287,F2,20251017,20251017,085200,BILLUSER,0000101047,0000101047,1000,0,USD,,,A
9000003288,F2,20251011,20251011,174000,BILLUSER,0000104710,0000104710,1000,0,USD,,,B
9000003289,F2,20251023,20251023,121800,BILLUSER,0000100990,0000100990,1000,0,USD,,,B
9000003290,F2,20251024,20251024,172200,BILLUSER,0000104682,0000104682,2000,0,EUR,,,A
9000003291,F2,20251010,20251010,142000,BILLUSER,0000104783,0000104783,1000,0,USD,,,A
9000003292,F2,20251003,20251003,145300,BILLUSER,0000103206,0000103206,1000,0,USD,,,C
9000003293,F2,20251015,20251015,163200,BILLUSER,0000101201,0000101201,1000,0,USD,,,A
9000003294,F2,20251023,20251023,111000,BILLUSER,0000101204,0000101204,1000,0,USD,,,B
9000003295,F2,20251002,20251002,174000,BILLUSER,0000100846,0000100846,2000,0,EUR,,,A
9000003296,F2,20251016,20251016,102000,BILLUSER,0000101161,0000101161,2000,0,EUR,,,A
9000003297,F2,20251029,20251029,124600,BILLUSER,0000103536,0000103536,1000,0,USD,,,C
9000003298,F2,20251009,20251009,082400,BILLUSER,0000101811,0000101811,1000,0,USD,,,A
9000003299,F2,20251007,20251007,123400,BILLUSER,0000104914,0000104914,1000,0,USD,,,A
9000003300,F2,20250929,20250929,105200,BILLUSER,0000104102,0000104102,1000,0,USD,,,A
9000003301,F2,20251008,20251008,171100,BILLUSER,0000103688,0000103688,1000,0,USD,,,B
9000003302,F2,20251027,20251027,114200,BILLUSER,0000100199,0000100199,1000,0,USD,,,C
9000003303,F2,20251012,20251012,105000,BILLUSER,0000102487,0000102487,3000,0,EUR,,,A
9000003304,F2,20251024,20251024,160100,BILLUSER,0000102763,0000102763,1000,0,USD,,,A
9000003305,F2,20251022,20251022,170000,BILLUSER,0000104630,0000104630,2000,0,EUR,,,C
9000003306,F2,20251009,20251009,115100,BILLUSER,0000103390,0000103390,2000,0,EUR,,,A
9000003307,F2,20251011,20251011,091600,BILLUSER,0000101104,0000101104,1000,0,USD,,,A
9000003308,F2,20250930,20250930,164500,BILLUSER,0000101929,0000101929,1000,0,USD,,,A
9000003309,F2,20251013,20251013,103800,BILLUSER,0000101828,0000101828,2000,0,EUR,,,B
9000003310,F8,20251010,20251010,131800,BILLUSER,0000104298,0000104298,1000,0,USD,,,A
9000003311,F2,20251003,20251003,145900,BILLUSER,0000104302,0000104302,3000,0,EUR,,,B
9000003312,F2,20251008,20251008,085600,BILLUSER,0000101193,0000101193,3000,0,EUR,,,C
9000003313,F2,20251019,20251019,135600,BILLUSER,0000101121,0000101121,1000,0,USD,,,A
9000003314,F2,20251014,20251014,152000,BILLUSER,0000101652,0000101652,2000,0,EUR,,,A
9000003315,F2,20251015,20251015,174400,BILLUSER,0000100416,0000100416,3000,0,EUR,,,A
9000003316,F2,20250927,20250927,081600,BILLUSER,0000100369,0000100369,1000,0,USD,,,A
9000003317,F2,20251013,20251013,084300,BILLUSER,0000100795,0000100795,1000,0,USD,,,A
9000003318,F2,20251016,20251016,132700,BILLUSER,0000100479,0000100479,3000,0,EUR,,,C
9000003319,F2,20251012,20251012,093100,BILLUSER,0000104855,0000104855,1000,0,USD,,,A
9000003320,F8,20251006,20251006,143600,BILLUSER,0000103011,0000103011,3000,0,EUR,,,A
9000003321,F2,20251013,20251013,155600,BILLUSER,0000100407,0000100407,2000,0,EUR,,,A
9000003322,F2,20251005,20251005,124600,BILLUSER,0000100143,0000100143,1000,0,USD,,,B
9000003323,F2,20251027,20251027,154800,BILLUSER,0000104982,0000104982,1000,0,USD,,,A
9000003324,F2,20251015,20251015,163700,BILLUSER,0000100190,0000100190,2000,0,EUR,,,B
9000003325,F2,20251016,20251016,141300,BILLUSER,0000100204,0000100204,2000,0,EUR,,,A
9000003326,F8,20251026,20251026,100800,BILLUSER,0000100112,0000100112,2000,0,EUR,,,A
9000003327,F2,20251018,20251018,125400,BILLUSER,0000100859,0000100859,1000,0,USD,,,A
9000003328,F2,20251002,20251002,155300,BILLUSER,0000104366,0000104366,1000,0,USD,,,A
9000003329,F2,20251031,20251031,145400,BILLUSER,0000100440,0000100440,1000,0,USD,,,A
9000003330,F2,20251013,20251013,133400,BILLUSER,0000101851,0000101851,3000,0,EUR,,,A
9000003331,F2,20251007,20251007,105700,BILLUSER,0000101664,0000101664,1000,0,USD,,,A
9000003332,F2,20251014,20251014,120600,BILLUSER,0000103804,0000103804,1000,0,USD,,,A
9000003333,F2,20251008,20251008,163000,BILLUSER,0000100488,0000100488,1000,0,USD,,,A
9000003334,F2,20251029,20251029,153400,BILLUSER,0000103949,0000103949,2000,0,EUR,,,A
9000003335,F2,20251009,20251009,111000,BILLUSER,0000101210,0000101210,1000,0,USD,,,A
9000003336,F2,20251023,20251023,083900,BILLUSER,0000101017,0000101017,2000,0,EUR,,,A
9000003337,F2,20251010,20251010,102800,BILLUSER,0000103176,0000103176,2000,0,EUR,,,A
9000003338,F2,20250928,20250928,163200,BILLUSER,0000104842,0000104842,1000,0,USD,,,B
9000003339,F2,20251031,20251031,095900,BILLUSER,0000103164,0000103164,2000,0,EUR,,,A
9000003340,F2,20251018,20251018,135800,BILLUSER,0000103654,0000103654,1000,0,USD,,,B
9000003341,F2,20251030,20251030,101200,BILLUSER,0000103175,0000103175,3000,0,EUR,,,A
9000003342,F2,20251016,20251016,164000,BILLUSER,0000104474,0000104474,1000,0,USD,,,A
9000003343,F2,20251004,20251004,125500,BILLUSER,0000101788,0000101788,2000,0,EUR,,,B
9000003344,F2,20251017,20251017,124900,BILLUSER,0000104511,0000104511,2000,0,EUR,,,A
9000003345,F2,20251013,20251013,125300,BILLUSER,0000100777,0000100777,1000,0,USD,,,A
9000003346,F2,20251021,20251021,122100,BILLUSER,0000101900,0000101900,3000,0,EUR,,,A
9000003347,F8,20251020,20251020,112400,BILLUSER,0000100888,0000100888,1000,0,USD,,,B
9000003348,F2,20251009,20251009,084500,BILLUSER,0000102443,0000102443,1000,0,USD,,,A
9000003349,F2,20251024,20251024,161100,BILLUSER,0000104561,0000104561,2000,0,EUR,,,A
9000003350,F2,20251011,20251011,123300,BILLUSER,0000101085,0000101085,1000,0,USD,,,A
9000003351,F2,20251004,20251004,122700,BILLUSER,0000100951,0000100951,2000,0,EUR,,,A
9000003352,F2,20251029,20251029,085700,BILLUSER,0000101690,0000101690,2000,0,EUR,,,A
9000003353,F2,20251014,20251014,115100,BILLUSER,0000103115,0000103115,1000,0,USD,,,A
9000003354,F2,20251010,20251010,085100,BILLUSER,0000104013,0000104013,1000,0,USD,,,B
9000003355,F2,20251021,20251021,122400,BILLUSER,0000100990,0000100990,2000,0,EUR,,,A
9000003356,F2,20251008,20251008,160800,BILLUSER,0000103204,0000103204,2000,0,EUR,,,B
9000003357,F2,20250929,20250929,080000,BILLUSER,0000103433,0000103433,1000,0,USD,,,A
9000003358,F2,20251006,20251006,170300,BILLUSER,0000101166,0000101166,1000,0,USD,,,A
9000003359,F2,20251013,20251013,151000,BILLUSER,0000100932,0000100932,1000,0,USD,,,A
9000003360,F2,20251005,20251005,170600,BILLUSER,0000102627,0000102627,2000,0,EUR,,,A
9000003361,F2,20251023,20251023,171100,BILLUSER,0000102081,0000102081,1000,0,USD,,,B
9000003362,F2,20251024,20251024,081900,BILLUSER,0000100985,0000100985,3000,0,EUR,,,A
9000003363,F2,20250930,20250930,093800,BILLUSER,0000104019,0000104019,1000,0,USD,,,A
9000003364,F2,20251012,20251012,172500,BILLUSER,0000103021,0000103021,2000,0,EUR,,,A
9000003365,F2,20251020,20251020,160100,BILLUSER,0000102173,0000102173,1000,0,USD,,,C
9000003366,F2,20250929,20250929,132700,BILLUSER,0000100380,0000100380,2000,0,EUR,,,A
9000003367,F2,20251021,20251021,082300,BILLUSER,0000102627,0000102627,2000,0,EUR,,,A
9000003368,F2,20251002,20251002,150200,BILLUSER,0000100148,0000100148,2000,0,EUR,,,A
9000003369,F2,20251101,20251101,123000,BILLUSER,0000104512,0000104512,2000,0,EUR,,,A
9000003370,F2,20251013,20251013,111200,BILLUSER,0000104570,0000104570,1000,0,USD,,,A
9000003371,F2,20250930,20250930,083100,BILLUSER,0000101417,0000101417,3000,0,EUR,,,A
9000003372,F2,20251026,20251026,120900,BILLUSER,0000101606,0000101606,3000,0,EUR,,,A
9000003373,F2,20251027,20251027,123700,BILLUSER,0000102327,0000102327,2000,0,EUR,,,A
9000003374,F2,20251024,20251024,150400,BILLUSER,0000100790,0000100790,2000,0,EUR,,,C
9000003375,F2,20251018,20251018,092100,BILLUSER,0000100142,0000100142,1000,0,USD,,,A
9000003376,F2,20251004,20251004,113500,BILLUSER,0000103826,0000103826,2000,0,EUR,,,B
9000003377,F2,20251002,20251002,090100,BILLUSER,0000104760,0000104760,3000,0,EUR,,,A
9000003378,F2,20251003,20251003,094500,BILLUSER,0000100870,0000100870,1000,0,USD,,,B
9000003379,F2,20251024,20251024,142800,BILLUSER,0000104775,0000104775,1000,0,USD,,,A
9000003380,F2,20250929,20250929,131400,BILLUSER,0000101703,0000101703,2000,0,EUR,,,B
9000003381,F2,20251018,20251018,080200,BILLUSER,0000102195,0000102195,3000,0,EUR,,,A
9000003382,F2,20251013,20251013,133400,BILLUSER,0000102420,0000102420,1000,0,USD,,,A
9000003383,F2,20251017,20251017,111600,BILLUSER,0000101351,0000101351,1000,0,USD,,,A
9000003384,F2,20251018,20251018,125300,BILLUSER,0000104927,0000104927,2000,0,EUR,,,C
9000003385,F2,20251023,20251023,083700,BILLUSER,0000101496,0000101496,1000,0,USD,,,A
9000003386,F2,20251030,20251030,153900,BILLUSER,0000103130,0000103130,1000,0,USD,,,A
9000003387,F2,20251023,20251023,090100,BILLUSER,0000104274,0000104274,2000,0,EUR,,,B
9000003388,F2,20251022,20251022,170600,BILLUSER,0000103271,0000103271,2000,0,EUR,,,A
9000003389,F8,20251004,20251004,154600,BILLUSER,0000102352,0000102352,1000,0,USD,,,A
9000003390,F2,20251009,20251009,172400,BILLUSER,0000102345,0000102345,1000,0,USD,,,A
9000003391,F2,20251028,20251028,152100,BILLUSER,0000102589,0000102589,1000,0,USD,,,B
9000003392,F2,20251013,20251013,132300,BILLUSER,0000103262,0000103262,1000,0,USD,,,B
9000003393,F2,20251013,20251013,144200,BILLUSER,0000103853,0000103853,1000,0,USD,,,A
9000003394,F2,20251012,20251012,140700,BILLUSER,0000102329,0000102329,2000,0,EUR,,,A
9000003395,F2,20251011,20251011,170800,BILLUSER,0000104100,0000104100,1000,0,USD,,,A
9000003396,F2,20250928,20250928,132500,BILLUSER,0000102372,0000102372,1000,0,USD,,,A
9000003397,F2,20251031,20251031,152600,BILLUSER,0000101882,0000101882,1000,0,USD,,,A
9000003398,F2,20251005,20251005,115600,BILLUSER,0000100739,0000100739,1000,0,USD,,,A
9000003399,F2,20251001,20251001,115200,BILLUSER,0000104343,0000104343,1000,0,USD,,,A
9000003400,F2,20251008,20251008,165200,BILLUSER,0000102777,0000102777,3000,0,EUR,,,B
9000003401,F2,20251022,20251022,104200,BILLUSER,0000103092,0000103092,1000,0,USD,,,B
9000003402,F8,20251019,20251019,110000,BILLUSER,0000102543,0000102543,1000,0,USD,,,A
9000003403,F2,20251006,20251006,082500,BILLUSER,0000100845,0000100845,1000,0,USD,,,C
9000003404,F2,20251022,20251022,151700,BILLUSER,0000103979,0000103979,2000,0,EUR,,,A
9000003405,F2,20251027,20251027,152600,BILLUSER,0000102590,0000102590,1000,0,USD,,,A
9000003406,F2,20251008,20251008,143000,BILLUSER,0000103066,0000103066,2000,0,EUR,,,A
9000003407,F2,20251006,20251006,173400,BILLUSER,0000102649,0000102649,2000,0,EUR,,,A
9000003408,F2,20251009,20251009,165900,BILLUSER,0000103599,0000103599,1000,0,USD,,,A
9000003409,F2,20251012,20251012,105900,BILLUSER,0000101315,0000101315,3000,0,EUR,,,A
9000003410,F2,20251024,20251024,102900,BILLUSER,0000100766,0000100766,1000,0,USD,,,A
9000003411,F2,20251019,20251019,120300,BILLUSER,0000103077,0000103077,1000,0,USD,,,C
9000003412,F2,20251001,20251001,174300,BILLUSER,0000101169,0000101169,1000,0,USD,,,C
9000003413,F2,20251011,20251011,135300,BILLUSER,0000100236,0000100236,2000,0,EUR,,,A
9000003414,F2,20251012,20251012,173200,BILLUSER,0000101843,0000101843,2000,0,EUR,,,A
9000003415,F2,20251004,20251004,112800,BILLUSER,0000101673,0000101673,1000,0,USD,,,B
9000003416,F2,20250930,20250930,092500,BILLUSER,0000101482,0000101482,2000,0,EUR,,,A
9000003417,F2,20251021,20251021,105400,BILLUSER,0000100759,0000100759,1000,0,USD,,,A
9000003418,F8,20251101,20251101,134500,BILLUSER,0000104857,0000104857,1000,0,USD,,,A
9000003419,F2,20251014,20251014,112700,BILLUSER,0000100828,0000100828,2000,0,EUR,,,C
9000003420,F2,20251005,20251005,162100,BILLUSER,0000101020,0000101020,1000,0,USD,,,A
9000003421,F2,20251014,20251014,120500,BILLUSER,0000100220,0000100220,1000,0,USD,,,A
9000003422,F8,20250930,20250930,161800,BILLUSER,0000104287,0000104287,2000,0,EUR,,,A
9000003423,F2,20251004,20251004,142000,BILLUSER,0000101366,0000101366,2000,0,EUR,,,A
9000003424,F2,20251014,20251014,105200,BILLUSER,0000103422,0000103422,1000,0,USD,,,A
9000003425,F2,20251017,20251017,084200,BILLUSER,0000100125,0000100125,1000,0,USD,,,B
9000003426,F2,20251016,20251016,131400,BILLUSER,0000101214,0000101214,1000,0,USD,,,A
9000003427,F2,20251008,20251008,135700,BILLUSER,0000102801,0000102801,2000,0,EUR,,,A
