VBELN,POSNR,PARVW,KUNNR,ADRNR,PERNR
0001007612,000000,AG,0000103881,,
0001007612,000000,WE,0000103881,,
0001007612,000000,RE,0000103881,,
0001007612,000000,RG,0000103881,,
0001007612,000000,SP,0000103881,,10000
0001007613,000000,AG,0000103011,,
0001007613,000000,WE,0000103011,,
0001007613,000000,RE,0000103011,,
0001007613,000000,RG,0000103011,,
0001007613,000000,SP,0000103011,,10000
0001007614,000000,AG,0000104529,,
0001007614,000000,WE,0000104529,,
0001007614,000000,RE,0000104529,,
0001007614,000000,RG,0000104529,,
0001007614,000000,SP,0000104529,,10000
0001007615,000000,AG,0000101061,,
0001007615,000000,WE,0000101061,,
0001007615,000000,RE,0000101061,,
0001007615,000000,RG,0000101061,,
0001007615,000000,SP,0000101061,,10000
0001007616,000000,AG,0000101752,,
0001007616,000000,WE,0000101752,,
0001007616,000000,RE,0000101752,,
0001007616,000000,RG,0000101752,,
0001007616,000000,SP,0000101752,,10000
0001007617,000000,AG,0000103530,,
0001007617,000000,WE,0000103530,,
0001007617,000000,RE,0000103530,,
0001007617,000000,RG,0000103530,,
0001007617,000000,SP,0000103530,,10000
0001007618,000000,AG,0000104856,,
0001007618,000000,WE,0000104856,,
0001007618,000000,RE,0000104856,,
0001007618,000000,RG,0000104856,,
0001007618,000000,SP,0000104856,,10000
0001007619,000000,AG,0000101703,,
0001007619,000000,WE,0000101703,,
0001007619,000000,RE,0000101703,,
0001007619,000000,RG,0000101703,,
0001007619,000000,SP,0000101703,,10000
0001007620,000000,AG,0000104145,,
0001007620,000000,WE,0000104145,,
0001007620,000000,RE,0000104145,,
0001007620,000000,RG,0000104145,,
0001007620,000000,SP,0000104145,,10000
0001007621,000000,AG,0000102891,,
0001007621,000000,WE,0000102891,,
0001007621,000000,RE,0000102891,,
0001007621,000000,RG,0000102891,,
0001007621,000000,SP,0000102891,,10000
0001007622,000000,AG,0000101984,,
0001007622,000000,WE,0000101984,,
0001007622,000000,RE,0000101984,,
0001007622,000000,RG,0000101984,,
0001007622,000000,SP,0000101984,,10000
0001007623,000000,AG,0000103820,,
0001007623,000000,WE,0000103820,,
0001007623,000000,RE,0000103820,,
0001007623,000000,RG,0000103820,,
0001007623,000000,SP,0000103820,,10000
0001007624,000000,AG,0000103615,,
0001007624,000000,WE,0000103615,,
0001007624,000000,RE,0000103615,,
0001007624,000000,RG,0000103615,,
0001007624,000000,SP,0000103615,,10000
0001007625,000000,AG,0000101737,,
0001007625,000000,WE,0000101737,,
0001007625,000000,RE,0000101737,,
0001007625,000000,RG,0000101737,,
0001007625,000000,SP,0000101737,,10000
0001007626,000000,AG,0000101769,,
0001007626,000000,WE,0000101769,,
0001007626,000000,RE,0000101769,,
0001007626,000000,RG,0000101769,,
0001007626,000000,SP,0000101769,,10000
0001007627,000000,AG,0000102433,,
0001007627,000000,WE,0000102433,,
0001007627,000000,RE,0000102433,,
0001007627,000000,RG,0000102433,,
0001007627,000000,SP,0000102433,,10000
0001007628,000000,AG,0000102078,,
0001007628,000000,WE,0000102078,,
0001007628,000000,RE,0000102078,,
0001007628,000000,RG,0000102078,,
0001007628,000000,SP,0000102078,,10000
0001007629,000000,AG,0000104604,,
0001007629,000000,WE,0000104604,,
0001007629,000000,RE,0000104604,,
0001007629,000000,RG,0000104604,,
0001007629,000000,SP,0000104604,,10000
0001007630,000000,AG,0000102565,,
0001007630,000000,WE,0000102565,,
0001007630,000000,RE,0000102565,,
0001007630,000000,RG,0000102565,,
0001007630,000000,SP,0000102565,,10000
0001007631,000000,AG,0000104737,,
0001007631,000000,WE,0000104737,,
0001007631,000000,RE,0000104737,,
0001007631,000000,RG,0000104737,,
0001007631,000000,SP,0000104737,,10000
0001007632,000000,AG,0000103716,,
0001007632,000000,WE,0000103716,,
0001007632,000000,RE,0000103716,,
0001007632,000000,RG,0000103716,,
0001007632,000000,SP,0000103716,,10000
0001007633,000000,AG,0000101606,,
0001007633,000000,WE,0000101606,,
0001007633,000000,RE,0000101606,,
0001007633,000000,RG,0000101606,,
0001007633,000000,SP,0000101606,,10000
0001007634,000000,AG,0000101065,,
0001007634,000000,WE,0000101065,,
0001007634,000000,RE,0000101065,,
0001007634,000000,RG,0000101065,,
0001007634,000000,SP,0000101065,,10000
0001007635,000000,AG,0000104297,,
0001007635,000000,WE,0000104297,,
0001007635,000000,RE,0000104297,,
0001007635,000000,RG,0000104297,,
0001007635,000000,SP,0000104297,,10000
0001007636,000000,AG,0000104707,,
0001007636,000000,WE,0000104707,,
0001007636,000000,RE,0000104707,,
0001007636,000000,RG,0000104707,,
0001007636,000000,SP,0000104707,,10000
0001007637,000000,AG,0000103413,,
0001007637,000000,WE,0000103413,,
0001007637,000000,RE,0000103413,,
0001007637,000000,RG,0000103413,,
0001007637,000000,SP,0000103413,,10000
0001007638,000000,AG,0000104769,,
0001007638,000000,WE,0000104769,,
0001007638,000000,RE,0000104769,,
0001007638,000000,RG,0000104769,,
0001007638,000000,SP,0000104769,,10000
0001007639,000000,AG,0000103897,,
0001007639,000000,WE,0000103897,,
0001007639,000000,RE,0000103897,,
0001007639,000000,RG,0000103897,,
0001007639,000000,SP,0000103897,,10000
0001007640,000000,AG,0000104095,,
0001007640,000000,WE,0000104095,,
0001007640,000000,RE,0000104095,,
0001007640,000000,RG,0000104095,,
0001007640,000000,SP,0000104095,,10000
0001007641,000000,AG,0000104606,,
0001007641,000000,WE,0000104606,,
0001007641,000000,RE,0000104606,,
0001007641,000000,RG,0000104606,,
0001007641,000000,SP,0000104606,,10000
0001007642,000000,AG,0000101418,,
0001007642,000000,WE,0000101418,,
0001007642,000000,RE,0000101418,,
0001007642,000000,RG,0000101418,,
0001007642,000000,SP,0000101418,,10000
0001007643,000000,AG,0000104454,,
0001007643,000000,WE,0000104454,,
0001007643,000000,RE,0000104454,,
0001007643,000000,RG,0000104454,,
0001007643,000000,SP,0000104454,,10000
0001007644,000000,AG,0000103782,,
0001007644,000000,WE,0000103782,,
0001007644,000000,RE,0000103782,,
0001007644,000000,RG,0000103782,,
0001007644,000000,SP,0000103782,,10000
0001007645,000000,AG,0000102174,,
0001007645,000000,WE,0000102174,,
0001007645,000000,RE,0000102174,,
0001007645,000000,RG,0000102174,,
0001007645,000000,SP,0000102174,,10000
0001007646,000000,AG,0000102400,,
0001007646,000000,WE,0000102400,,
0001007646,000000,RE,0000102400,,
0001007646,000000,RG,0000102400,,
0001007646,000000,SP,0000102400,,10000
0001007647,000000,AG,0000100058,,
0001007647,000000,WE,0000100058,,
0001007647,000000,RE,0000100058,,
0001007647,000000,RG,0000100058,,
0001007647,000000,SP,0000100058,,10000
0001007648,000000,AG,0000104808,,
0001007648,000000,WE,0000104808,,
0001007648,000000,RE,0000104808,,
0001007648,000000,RG,0000104808,,
0001007648,000000,SP,0000104808,,10000
0001007649,000000,AG,0000102483,,
0001007649,000000,WE,0000102483,,
0001007649,000000,RE,0000102483,,
0001007649,000000,RG,0000102483,,
0001007649,000000,SP,0000102483,,10000
0001007650,000000,AG,0000103485,,
0001007650,000000,WE,0000103485,,
0001007650,000000,RE,0000103485,,
0001007650,000000,RG,0000103485,,
0001007650,000000,SP,0000103485,,10000
0001007651,000000,AG,0000100476,,
0001007651,000000,WE,0000100476,,
0001007651,000000,RE,0000100476,,
0001007651,000000,RG,0000100476,,
0001007651,000000,SP,0000100476,,10000
0001007652,000000,AG,0000100967,,
0001007652,000000,WE,0000100967,,
0001007652,000000,RE,0000100967,,
0001007652,000000,RG,0000100967,,
0001007652,000000,SP,0000100967,,10000
0001007653,000000,AG,0000100005,,
0001007653,000000,WE,0000100005,,
0001007653,000000,RE,0000100005,,
0001007653,000000,RG,0000100005,,
0001007653,000000,SP,0000100005,,10000
0001007654,000000,AG,0000100268,,
0001007654,000000,WE,0000100268,,
0001007654,000000,RE,0000100268,,
0001007654,000000,RG,0000100268,,
0001007654,000000,SP,0000100268,,10000
0001007655,000000,AG,0000102577,,
0001007655,000000,WE,0000102577,,
0001007655,000000,RE,0000102577,,
0001007655,000000,RG,0000102577,,
0001007655,000000,SP,0000102577,,10000
0001007656,000000,AG,0000102193,,
0001007656,000000,WE,0000102193,,
0001007656,000000,RE,0000102193,,
0001007656,000000,RG,0000102193,,
0001007656,000000,SP,0000102193,,10000
0001007657,000000,AG,0000101828,,
0001007657,000000,WE,0000101828,,
0001007657,000000,RE,0000101828,,
0001007657,000000,RG,0000101828,,
0001007657,000000,SP,0000101828,,10000
0001007658,000000,AG,0000100294,,
0001007658,000000,WE,0000100294,,
0001007658,000000,RE,0000100294,,
0001007658,000000,RG,0000100294,,
0001007658,000000,SP,0000100294,,10000
0001007659,000000,AG,0000102703,,
0001007659,000000,WE,0000102703,,
0001007659,000000,RE,0000102703,,
0001007659,000000,RG,0000102703,,
0001007659,000000,SP,0000102703,,10000
0001007660,000000,AG,0000104896,,
0001007660,000000,WE,0000104896,,
0001007660,000000,RE,0000104896,,
0001007660,000000,RG,0000104896,,
0001007660,000000,SP,0000104896,,10000
0001007661,000000,AG,0000104489,,
0001007661,000000,WE,0000104489,,
0001007661,000000,RE,0000104489,,
0001007661,000000,RG,0000104489,,
0001007661,000000,SP,0000104489,,10000
0001007662,000000,AG,0000100803,,
0001007662,000000,WE,0000100803,,
0001007662,000000,RE,0000100803,,
0001007662,000000,RG,0000100803,,
0001007662,000000,SP,0000100803,,10000
0001007663,000000,AG,0000102107,,
0001007663,000000,WE,0000102107,,
0001007663,000000,RE,0000102107,,
0001007663,000000,RG,0000102107,,
0001007663,000000,SP,0000102107,,10000
0001007664,000000,AG,0000104318,,
0001007664,000000,WE,0000104318,,
0001007664,000000,RE,0000104318,,
0001007664,000000,RG,0000104318,,
0001007664,000000,SP,0000104318,,10000
0001007665,000000,AG,0000103082,,
0001007665,000000,WE,0000103082,,
0001007665,000000,RE,0000103082,,
0001007665,000000,RG,0000103082,,
0001007665,000000,SP,0000103082,,10000
0001007666,000000,AG,0000100885,,
0001007666,000000,WE,0000100885,,
0001007666,000000,RE,0000100885,,
0001007666,000000,RG,0000100885,,
0001007666,000000,SP,0000100885,,10000
0001007667,000000,AG,0000104202,,
0001007667,000000,WE,0000104202,,
0001007667,000000,RE,0000104202,,
0001007667,000000,RG,0000104202,,
0001007667,000000,SP,0000104202,,10000
0001007668,000000,AG,0000103084,,
0001007668,000000,WE,0000103084,,
0001007668,000000,RE,0000103084,,
0001007668,000000,RG,0000103084,,
0001007668,000000,SP,0000103084,,10000
0001007669,000000,AG,0000104551,,
0001007669,000000,WE,0000104551,,
0001007669,000000,RE,0000104551,,
0001007669,000000,RG,0000104551,,
0001007669,000000,SP,0000104551,,10000
0001007670,000000,AG,0000100631,,
0001007670,000000,WE,0000100631,,
0001007670,000000,RE,0000100631,,
0001007670,000000,RG,0000100631,,
0001007670,000000,SP,0000100631,,10000
0001007671,000000,AG,0000103669,,
0001007671,000000,WE,0000103669,,
0001007671,000000,RE,0000103669,,
0001007671,000000,RG,0000103669,,
0001007671,000000,SP,0000103669,,10000
0001007672,000000,AG,0000102184,,
0001007672,000000,WE,0000102184,,
0001007672,000000,RE,0000102184,,
0001007672,000000,RG,0000102184,,
0001007672,000000,SP,0000102184,,10000
0001007673,000000,AG,0000104224,,
0001007673,000000,WE,0000104224,,
0001007673,000000,RE,0000104224,,
0001007673,000000,RG,0000104224,,
0001007673,000000,SP,0000104224,,10000
0001007674,000000,AG,0000102717,,
0001007674,000000,WE,0000102717,,
0001007674,000000,RE,0000102717,,
0001007674,000000,RG,0000102717,,
0001007674,000000,SP,0000102717,,10000
0001007675,000000,AG,0000104417,,
0001007675,000000,WE,0000104417,,
0001007675,000000,RE,0000104417,,
0001007675,000000,RG,0000104417,,
0001007675,000000,SP,0000104417,,10000
0001007676,000000,AG,0000103478,,
0001007676,000000,WE,0000103478,,
0001007676,000000,RE,0000103478,,
0001007676,000000,RG,0000103478,,
0001007676,000000,SP,0000103478,,10000
0001007677,000000,AG,0000100529,,
0001007677,000000,WE,0000100529,,
0001007677,000000,RE,0000100529,,
0001007677,000000,RG,0000100529,,
0001007677,000000,SP,0000100529,,10000
0001007678,000000,AG,0000100722,,
0001007678,000000,WE,0000100722,,
0001007678,000000,RE,0000100722,,
0001007678,000000,RG,0000100722,,
0001007678,000000,SP,0000100722,,10000
0001007679,000000,AG,0000101411,,
0001007679,000000,WE,0000101411,,
0001007679,000000,RE,0000101411,,
0001007679,000000,RG,0000101411,,
0001007679,000000,SP,0000101411,,10000
0001007680,000000,AG,0000101552,,
0001007680,000000,WE,0000101552,,
0001007680,000000,RE,0000101552,,
0001007680,000000,RG,0000101552,,
0001007680,000000,SP,0000101552,,10000
0001007681,000000,AG,0000104695,,
0001007681,000000,WE,0000104695,,
0001007681,000000,RE,0000104695,,
0001007681,000000,RG,0000104695,,
0001007681,000000,SP,0000104695,,10000
0001007682,000000,AG,0000102045,,
0001007682,000000,WE,0000102045,,
0001007682,000000,RE,0000102045,,
0001007682,000000,RG,0000102045,,
0001007682,000000,SP,0000102045,,10000
0001007683,000000,AG,0000100796,,
0001007683,000000,WE,0000100796,,
0001007683,000000,RE,0000100796,,
0001007683,000000,RG,0000100796,,
0001007683,000000,SP,0000100796,,10000
0001007684,000000,AG,0000100765,,
0001007684,000000,WE,0000100765,,
0001007684,000000,RE,0000100765,,
0001007684,000000,RG,0000100765,,
0001007684,000000,SP,0000100765,,10000
0001007685,000000,AG,0000104249,,
0001007685,000000,WE,0000104249,,
0001007685,000000,RE,0000104249,,
0001007685,000000,RG,0000104249,,
0001007685,000000,SP,0000104249,,10000
0001007686,000000,AG,0000100045,,
0001007686,000000,WE,0000100045,,
0001007686,000000,RE,0000100045,,
0001007686,000000,RG,0000100045,,
0001007686,000000,SP,0000100045,,10000
0001007687,000000,AG,0000103816,,
0001007687,000000,WE,0000103816,,
0001007687,000000,RE,0000103816,,
0001007687,000000,RG,0000103816,,
0001007687,000000,SP,0000103816,,10000
0001007688,000000,AG,0000103551,,
0001007688,000000,WE,0000103551,,
0001007688,000000,RE,0000103551,,
0001007688,000000,RG,0000103551,,
0001007688,000000,SP,0000103551,,10000
0001007689,000000,AG,0000104553,,
0001007689,000000,WE,0000104553,,
0001007689,000000,RE,0000104553,,
0001007689,000000,RG,0000104553,,
0001007689,000000,SP,0000104553,,10000
0001007690,000000,AG,0000103983,,
0001007690,000000,WE,0000103983,,
0001007690,000000,RE,0000103983,,
0001007690,000000,RG,0000103983,,
0001007690,000000,SP,0000103983,,10000
0001007691,000000,AG,0000103049,,
0001007691,000000,WE,0000103049,,
0001007691,000000,RE,0000103049,,
0001007691,000000,RG,0000103049,,
0001007691,000000,SP,0000103049,,10000
0001007692,000000,AG,0000101602,,
0001007692,000000,WE,0000101602,,
0001007692,000000,RE,0000101602,,
0001007692,000000,RG,0000101602,,
0001007692,000000,SP,0000101602,,10000
0001007693,000000,AG,0000102372,,
0001007693,000000,WE,0000102372,,
0001007693,000000,RE,0000102372,,
0001007693,000000,RG,0000102372,,
0001007693,000000,SP,0000102372,,10000
0001007694,000000,AG,0000100192,,
0001007694,000000,WE,0000100192,,
0001007694,000000,RE,0000100192,,
0001007694,000000,RG,0000100192,,
0001007694,000000,SP,0000100192,,10000
0001007695,000000,AG,0000100633,,
0001007695,000000,WE,0000100633,,
0001007695,000000,RE,0000100633,,
0001007695,000000,RG,0000100633,,
0001007695,000000,SP,0000100633,,10000
0001007696,000000,AG,0000102558,,
0001007696,000000,WE,0000102558,,
0001007696,000000,RE,0000102558,,
0001007696,000000,RG,0000102558,,
0001007696,000000,SP,0000102558,,10000
0001007697,000000,AG,0000104628,,
0001007697,000000,WE,0000104628,,
0001007697,000000,RE,0000104628,,
0001007697,000000,RG,0000104628,,
0001007697,000000,SP,0000104628,,10000
0001007698,000000,AG,0000103449,,
0001007698,000000,WE,0000103449,,
0001007698,000000,RE,0000103449,,
0001007698,000000,RG,0000103449,,
0001007698,000000,SP,0000103449,,10000
0001007699,000000,AG,0000104062,,
0001007699,000000,WE,0000104062,,
0001007699,000000,RE,0000104062,,
0001007699,000000,RG,0000104062,,
0001007699,000000,SP,0000104062,,10000
0001007700,000000,AG,0000104513,,
0001007700,000000,WE,0000104513,,
0001007700,000000,RE,0000104513,,
0001007700,000000,RG,0000104513,,
0001007700,000000,SP,0000104513,,10000
0001007701,000000,AG,0000101106,,
0001007701,000000,WE,0000101106,,
0001007701,000000,RE,0000101106,,
0001007701,000000,RG,0000101106,,
0001007701,000000,SP,0000101106,,10000
0001007702,000000,AG,0000102478,,
0001007702,000000,WE,0000102478,,
0001007702,000000,RE,0000102478,,
0001007702,000000,RG,0000102478,,
0001007702,000000,SP,0000102478,,10000
0001007703,000000,AG,0000102410,,
0001007703,000000,WE,0000102410,,
0001007703,000000,RE,0000102410,,
0001007703,000000,RG,0000102410,,
0001007703,000000,SP,0000102410,,10000
0001007704,000000,AG,0000104073,,
0001007704,000000,WE,0000104073,,
0001007704,000000,RE,0000104073,,
0001007704,000000,RG,0000104073,,
0001007704,000000,SP,0000104073,,10000
0001007705,000000,AG,0000104251,,
0001007705,000000,WE,0000104251,,
0001007705,000000,RE,0000104251,,
0001007705,000000,RG,0000104251,,
0001007705,000000,SP,0000104251,,10000
0001007706,000000,AG,0000101777,,
0001007706,000000,WE,0000101777,,
0001007706,000000,RE,0000101777,,
0001007706,000000,RG,0000101777,,
0001007706,000000,SP,0000101777,,10000
0001007707,000000,AG,0000101862,,
0001007707,000000,WE,0000101862,,
0001007707,000000,RE,0000101862,,
0001007707,000000,RG,0000101862,,
0001007707,000000,SP,0000101862,,10000
0001007708,000000,AG,0000104167,,
0001007708,000000,WE,0000104167,,
0001007708,000000,RE,0000104167,,
0001007708,000000,RG,0000104167,,
0001007708,000000,SP,0000104167,,10000
0001007709,000000,AG,0000102586,,
0001007709,000000,WE,0000102586,,
0001007709,000000,RE,0000102586,,
0001007709,000000,RG,0000102586,,
0001007709,000000,SP,0000102586,,10000
0001007710,000000,AG,0000100103,,
0001007710,000000,WE,0000100103,,
0001007710,000000,RE,0000100103,,
0001007710,000000,RG,0000100103,,
0001007710,000000,SP,0000100103,,10000
0001007711,000000,AG,0000103472,,
0001007711,000000,WE,0000103472,,
0001007711,000000,RE,0000103472,,
0001007711,000000,RG,0000103472,,
0001007711,000000,SP,0000103472,,10000
0001007712,000000,AG,0000104652,,
0001007712,000000,WE,0000104652,,
0001007712,000000,RE,0000104652,,
0001007712,000000,RG,0000104652,,
0001007712,000000,SP,0000104652,,10000
0001007713,000000,AG,0000101657,,
0001007713,000000,WE,0000101657,,
0001007713,000000,RE,0000101657,,
0001007713,000000,RG,0000101657,,
0001007713,000000,SP,0000101657,,10000
0001007714,000000,AG,0000104082,,
0001007714,000000,WE,0000104082,,
0001007714,000000,RE,0000104082,,
0001007714,000000,RG,0000104082,,
0001007714,000000,SP,0000104082,,10000
0001007715,000000,AG,0000101354,,
0001007715,000000,WE,0000101354,,
0001007715,000000,RE,0000101354,,
0001007715,000000,RG,0000101354,,
0001007715,000000,SP,0000101354,,10000
0001007716,000000,AG,0000102107,,
0001007716,000000,WE,0000102107,,
0001007716,000000,RE,0000102107,,
0001007716,000000,RG,0000102107,,
0001007716,000000,SP,0000102107,,10000
0001007717,000000,AG,0000101109,,
0001007717,000000,WE,0000101109,,
0001007717,000000,RE,0000101109,,
0001007717,000000,RG,0000101109,,
0001007717,000000,SP,0000101109,,10000
0001007718,000000,AG,0000101329,,
0001007718,000000,WE,0000101329,,
0001007718,000000,RE,0000101329,,
0001007718,000000,RG,0000101329,,
0001007718,000000,SP,0000101329,,10000
0001007719,000000,AG,0000101217,,
0001007719,000000,WE,0000101217,,
0001007719,000000,RE,0000101217,,
0001007719,000000,RG,0000101217,,
0001007719,000000,SP,0000101217,,10000
0001007720,000000,AG,0000104735,,
0001007720,000000,WE,0000104735,,
0001007720,000000,RE,0000104735,,
0001007720,000000,RG,0000104735,,
0001007720,000000,SP,0000104735,,10000
0001007721,000000,AG,0000101621,,
0001007721,000000,WE,0000101621,,
0001007721,000000,RE,0000101621,,
0001007721,000000,RG,0000101621,,
0001007721,000000,SP,0000101621,,10000
0001007722,000000,AG,0000102173,,
0001007722,000000,WE,0000102173,,
0001007722,000000,RE,0000102173,,
0001007722,000000,RG,0000102173,,
0001007722,000000,SP,0000102173,,10000
0001007723,000000,AG,0000101476,,
0001007723,000000,WE,0000101476,,
0001007723,000000,RE,0000101476,,
0001007723,000000,RG,0000101476,,
0001007723,000000,SP,0000101476,,10000
0001007724,000000,AG,0000103778,,
0001007724,000000,WE,0000103778,,
0001007724,000000,RE,0000103778,,
0001007724,000000,RG,0000103778,,
0001007724,000000,SP,0000103778,,10000
0001007725,000000,AG,0000102095,,
0001007725,000000,WE,0000102095,,
0001007725,000000,RE,0000102095,,
0001007725,000000,RG,0000102095,,
0001007725,000000,SP,0000102095,,10000
0001007726,000000,AG,0000102658,,
0001007726,000000,WE,0000102658,,
0001007726,000000,RE,0000102658,,
0001007726,000000,RG,0000102658,,
0001007726,000000,SP,0000102658,,10000
0001007727,000000,AG,0000103592,,
0001007727,000000,WE,0000103592,,
0001007727,000000,RE,0000103592,,
0001007727,000000,RG,0000103592,,
0001007727,000000,SP,0000103592,,10000
0001007728,000000,AG,0000102671,,
0001007728,000000,WE,0000102671,,
0001007728,000000,RE,0000102671,,
0001007728,000000,RG,0000102671,,
0001007728,000000,SP,0000102671,,10000
0001007729,000000,AG,0000102106,,
0001007729,000000,WE,0000102106,,
0001007729,000000,RE,0000102106,,
0001007729,000000,RG,0000102106,,
0001007729,000000,SP,0000102106,,10000
0001007730,000000,AG,0000103084,,
0001007730,000000,WE,0000103084,,
0001007730,000000,RE,0000103084,,
0001007730,000000,RG,0000103084,,
0001007730,000000,SP,0000103084,,10000
0001007731,000000,AG,0000104161,,
0001007731,000000,WE,0000104161,,
0001007731,000000,RE,0000104161,,
0001007731,000000,RG,0000104161,,
0001007731,000000,SP,0000104161,,10000
0001007732,000000,AG,0000100130,,
0001007732,000000,WE,0000100130,,
0001007732,000000,RE,0000100130,,
0001007732,000000,RG,0000100130,,
0001007732,000000,SP,0000100130,,10000
0001007733,000000,AG,0000102185,,
0001007733,000000,WE,0000102185,,
0001007733,000000,RE,0000102185,,
0001007733,000000,RG,0000102185,,
0001007733,000000,SP,0000102185,,10000
0001007734,000000,AG,0000104473,,
0001007734,000000,WE,0000104473,,
0001007734,000000,RE,0000104473,,
0001007734,000000,RG,0000104473,,
0001007734,000000,SP,0000104473,,10000
0001007735,000000,AG,0000101150,,
0001007735,000000,WE,0000101150,,
0001007735,000000,RE,0000101150,,
0001007735,000000,RG,0000101150,,
0001007735,000000,SP,0000101150,,10000
0001007736,000000,AG,0000100018,,
0001007736,000000,WE,0000100018,,
0001007736,000000,RE,0000100018,,
0001007736,000000,RG,0000100018,,
0001007736,000000,SP,0000100018,,10000
0001007737,000000,AG,0000100051,,
0001007737,000000,WE,0000100051,,
0001007737,000000,RE,0000100051,,
0001007737,000000,RG,0000100051,,
0001007737,000000,SP,0000100051,,10000
0001007738,000000,AG,0000100784,,
0001007738,000000,WE,0000100784,,
0001007738,000000,RE,0000100784,,
0001007738,000000,RG,0000100784,,
0001007738,000000,SP,0000100784,,10000
0001007739,000000,AG,0000100141,,
0001007739,000000,WE,0000100141,,
0001007739,000000,RE,0000100141,,
0001007739,000000,RG,0000100141,,
0001007739,000000,SP,0000100141,,10000
0001007740,000000,AG,0000104564,,
0001007740,000000,WE,0000104564,,
0001007740,000000,RE,0000104564,,
0001007740,000000,RG,0000104564,,
0001007740,000000,SP,0000104564,,10000
0001007741,000000,AG,0000101226,,
0001007741,000000,WE,0000101226,,
0001007741,000000,RE,0000101226,,
0001007741,000000,RG,0000101226,,
0001007741,000000,SP,0000101226,,10000
0001007742,000000,AG,0000104291,,
0001007742,000000,WE,0000104291,,
0001007742,000000,RE,0000104291,,
0001007742,000000,RG,0000104291,,
0001007742,000000,SP,0000104291,,10000
0001007743,000000,AG,0000102113,,
0001007743,000000,WE,0000102113,,
0001007743,000000,RE,0000102113,,
0001007743,000000,RG,0000102113,,
0001007743,000000,SP,0000102113,,10000
0001007744,000000,AG,0000104660,,
0001007744,000000,WE,0000104660,,
0001007744,000000,RE,0000104660,,
0001007744,000000,RG,0000104660,,
0001007744,000000,SP,0000104660,,10000
0001007745,000000,AG,0000101490,,
0001007745,000000,WE,0000101490,,
0001007745,000000,RE,0000101490,,
0001007745,000000,RG,0000101490,,
0001007745,000000,SP,0000101490,,10000
0001007746,000000,AG,0000100129,,
0001007746,000000,WE,0000100129,,
0001007746,000000,RE,0000100129,,
0001007746,000000,RG,0000100129,,
0001007746,000000,SP,0000100129,,10000
0001007747,000000,AG,0000103015,,
0001007747,000000,WE,0000103015,,
0001007747,000000,RE,0000103015,,
0001007747,000000,RG,0000103015,,
0001007747,000000,SP,0000103015,,10000
0001007748,000000,AG,0000103603,,
0001007748,000000,WE,0000103603,,
0001007748,000000,RE,0000103603,,
0001007748,000000,RG,0000103603,,
0001007748,000000,SP,0000103603,,10000
0001007749,000000,AG,0000100796,,
0001007749,000000,WE,0000100796,,
0001007749,000000,RE,0000100796,,
0001007749,000000,RG,0000100796,,
0001007749,000000,SP,0000100796,,10000
0001007750,000000,AG,0000101588,,
0001007750,000000,WE,0000101588,,
0001007750,000000,RE,0000101588,,
0001007750,000000,RG,0000101588,,
0001007750,000000,SP,0000101588,,10000
0001007751,000000,AG,0000101765,,
0001007751,000000,WE,0000101765,,
0001007751,000000,RE,0000101765,,
0001007751,000000,RG,0000101765,,
0001007751,000000,SP,0000101765,,10000
0001007752,000000,AG,0000102070,,
0001007752,000000,WE,0000102070,,
0001007752,000000,RE,0000102070,,
0001007752,000000,RG,0000102070,,
0001007752,000000,SP,0000102070,,10000
0001007753,000000,AG,0000103219,,
0001007753,000000,WE,0000103219,,
0001007753,000000,RE,0000103219,,
0001007753,000000,RG,0000103219,,
0001007753,000000,SP,0000103219,,10000
0001007754,000000,AG,0000102813,,
0001007754,000000,WE,0000102813,,
0001007754,000000,RE,0000102813,,
0001007754,000000,RG,0000102813,,
0001007754,000000,SP,0000102813,,10000
0001007755,000000,AG,0000103000,,
0001007755,000000,WE,0000103000,,
0001007755,000000,RE,0000103000,,
0001007755,000000,RG,0000103000,,
0001007755,000000,SP,0000103000,,10000
0001007756,000000,AG,0000103086,,
0001007756,000000,WE,0000103086,,
0001007756,000000,RE,0000103086,,
0001007756,000000,RG,0000103086,,
0001007756,000000,SP,0000103086,,10000
0001007757,000000,AG,0000104702,,
0001007757,000000,WE,0000104702,,
0001007757,000000,RE,0000104702,,
0001007757,000000,RG,0000104702,,
0001007757,000000,SP,0000104702,,10000
0001007758,000000,AG,0000103554,,
0001007758,000000,WE,0000103554,,
0001007758,000000,RE,0000103554,,
0001007758,000000,RG,0000103554,,
0001007758,000000,SP,0000103554,,10000
0001007759,000000,AG,0000101608,,
0001007759,000000,WE,0000101608,,
0001007759,000000,RE,0000101608,,
0001007759,000000,RG,0000101608,,
0001007759,000000,SP,0000101608,,10000
0001007760,000000,AG,0000102070,,
0001007760,000000,WE,0000102070,,
0001007760,000000,RE,0000102070,,
0001007760,000000,RG,0000102070,,
0001007760,000000,SP,0000102070,,10000
0001007761,000000,AG,0000104929,,
0001007761,000000,WE,0000104929,,
0001007761,000000,RE,0000104929,,
0001007761,000000,RG,0000104929,,
0001007761,000000,SP,0000104929,,10000
0001007762,000000,AG,0000101442,,
0001007762,000000,WE,0000101442,,
0001007762,000000,RE,0000101442,,
0001007762,000000,RG,0000101442,,
0001007762,000000,SP,0000101442,,10000
0001007763,000000,AG,0000103021,,
0001007763,000000,WE,0000103021,,
0001007763,000000,RE,0000103021,,
0001007763,000000,RG,0000103021,,
